,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,David Duval,78,4.0,44,11
1,2,2,Tom Lehman,82,4.07,57,14
2,3,3,Craig Parry,68,4.08,49,12
3,4,4,Hunter Haas,78,4.13,33,8
4,5,5,Brandel Chamblee,77,4.17,50,12
5,6,6,Jason Gore,82,4.2,63,15
6,7,7,Davis Love III,75,4.21,101,24
7,T8,T8,Steve Allan,88,4.25,34,8
8,T8,T8,Ernie Els,70,4.25,17,4
9,T8,T8,Hal Sutton,96,4.25,85,20
10,11,11,Bob Estes,91,4.27,47,11
11,T12,T12,John Daly,84,4.29,30,7
12,T12,T12,Carlos Franco,87,4.29,60,14
13,T12,T12,Vijay Singh,98,4.29,73,17
14,T12,T12,David Toms,100,4.29,60,14
15,T16,T16,Mark Calcavecchia,81,4.3,43,10
16,T16,T16,Scott McCarron,98,4.3,86,20
17,T18,T18,Brad Elder,111,4.33,52,12
18,T18,T18,Greg Kraft,105,4.33,156,36
19,20,20,Tiger Woods,76,4.34,782,180
20,T21,T21,Shigeki Maruyama,98,4.35,87,20
21,T21,T21,Brian Wilson,88,4.35,87,20
22,T23,T23,Stuart Appleby,105,4.36,144,33
23,T23,T23,Chris Riley,104,4.36,48,11
24,T25,T25,J.J. Henry,86,4.38,70,16
25,T25,T25,Kevin Johnson,93,4.38,35,8
26,T25,T25,José María Olazábal,51,4.38,35,8
27,T28,T28,Steve Flesch,112,4.39,123,28
28,T28,T28,Andrew Magee,97,4.39,101,23
29,T28,T28,Jesper Parnevik,91,4.39,101,23
30,31,31,Olin Browne,99,4.4,132,30
31,T32,T32,Chris DiMarco,108,4.42,84,19
32,T32,T32,Bob May,86,4.42,53,12
33,T32,T32,Spike McRoy,95,4.42,84,19
34,T35,T35,Lee Janzen,96,4.43,102,23
35,T35,T35,Kaname Yokoo,81,4.43,102,23
36,T37,T37,Woody Austin,99,4.44,71,16
37,T37,T37,Tripp Isenhour,92,4.44,71,16
38,T39,T39,Michael Clark II,87,4.45,49,11
39,T39,T39,Cliff Kresge,84,4.45,49,11
40,T39,T39,Mike Weir,86,4.45,49,11
41,T42,T42,Carl Paulson,93,4.46,125,28
42,T42,T42,Jeff Sluman,106,4.46,174,39
43,T44,T44,Briny Baird,106,4.5,72,16
44,T44,T44,Doug Barron,62,4.5,36,8
45,T44,T44,Ben Ferguson,76,4.5,36,8
46,T44,T44,Mark Hensby,71,4.5,18,4
47,T44,T44,Tim Herron,97,4.5,18,4
48,T44,T44,Glen Hnatiuk,104,4.5,36,8
49,T44,T44,Charles Howell III,89,4.5,144,32
50,T44,T44,Phil Mickelson,85,4.5,18,4
51,T44,T44,Dennis Paulson,75,4.5,36,8
52,T44,T44,Loren Roberts,84,4.5,72,16
53,T44,T44,Scott Simpson,73,4.5,54,12
54,T44,T44,Rocky Walcher,59,4.5,54,12
55,T56,T56,Robert Allenby,108,4.52,131,29
56,T56,T56,Steve Lowery,100,4.52,190,42
57,T58,T58,Tom Byrum,85,4.53,86,19
