,Par_4_Scoring_Average_RANK THIS WEEK,Par_4_Scoring_Average_RANK LAST WEEK,Par_4_Scoring_Average_PLAYER NAME,Par_4_Scoring_Average_ROUNDS,Par_4_Scoring_Average_AVG,Par_4_Scoring_Average_TOTAL STROKES,Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Bernhard Langer,62,3.94,2535,644
1,T1,T1,Davis Love III,75,3.94,3175,805
2,T3,T3,Phil Mickelson,85,3.95,3492,884
3,T3,T3,Kenny Perry,94,3.95,3650,923
4,T5,T5,Paul Azinger,79,3.96,3329,840
5,T5,T5,Cameron Beckman,103,3.96,4071,1027
6,T5,T5,Tom Lehman,82,3.96,3308,836
7,T5,T5,Scott Verplank,99,3.96,4121,1041
8,T9,T9,John Cook,91,3.97,3637,915
9,T9,T9,Bob Estes,91,3.97,3764,949
10,T9,T9,Jim Furyk,88,3.97,3766,949
11,T9,T9,Sergio Garcia,64,3.97,2607,656
12,T9,T9,Charles Howell III,89,3.97,3539,891
13,T9,T9,David Toms,100,3.97,4042,1018
14,T9,T9,Tiger Woods,76,3.97,3265,822
15,T16,T16,David Duval,78,3.98,3150,792
16,T16,T16,Joel Edwards,99,3.98,4127,1037
17,T16,T16,Brian Gay,114,3.98,4713,1185
18,T16,T16,Scott Hoch,84,3.98,3516,884
19,T16,T16,Billy Mayfair,102,3.98,4191,1053
20,T16,T16,Scott McCarron,98,3.98,3930,987
21,T16,T16,Rocco Mediate,69,3.98,2930,737
22,T16,T16,Vijay Singh,98,3.98,3956,994
23,T16,T16,Hal Sutton,96,3.98,4026,1012
24,T16,T16,Brian Watts,56,3.98,2364,594
25,T26,T26,Billy Andrade,82,3.99,3354,841
26,T26,T26,Chris DiMarco,108,3.99,4388,1101
27,T26,T26,Jay Haas,75,3.99,3000,752
28,T26,T26,Nick Price,74,3.99,3207,804
29,T26,T26,Jeff Sluman,106,3.99,4354,1091
30,T26,T26,Mike Sposa,96,3.99,3893,975
31,T26,T26,Kirk Triplett,88,3.99,3541,887
32,T26,T26,Bob Tway,109,3.99,4415,1107
33,T34,T34,Robert Allenby,108,4.0,4572,1143
34,T34,T34,Briny Baird,106,4.0,4372,1092
35,T34,T34,Greg Chalmers,92,4.0,3771,942
36,T34,T34,Glen Day,89,4.0,3469,867
37,T34,T34,Joe Durant,80,4.0,3372,843
38,T34,T34,Steve Flesch,112,4.0,4438,1109
39,T34,T34,Fred Funk,118,4.0,4984,1245
40,T34,T34,Dudley Hart,80,4.0,3250,813
41,T34,T34,Lee Janzen,96,4.0,3816,953
42,T34,T34,Jerry Kelly,104,4.0,4198,1050
43,T34,T34,Frank Lickliter II,102,4.0,4320,1080
44,T34,T34,Steve Lowery,100,4.0,4084,1021
45,T34,T34,Frank Nobilo,91,4.0,3739,934
46,T34,T34,Brett Quigley,67,4.0,2662,666
47,T34,T34,Chris Riley,104,4.0,4246,1061
48,T49,T49,Stuart Appleby,105,4.01,4177,1041
49,T49,T49,Olin Browne,99,4.01,4112,1025
50,T49,T49,Russ Cochran,76,4.01,3025,755
51,T49,T49,John Daly,84,4.01,3493,871
52,T49,T49,Jonathan Kaye,116,4.01,4652,1159
53,T49,T49,Skip Kendall,111,4.01,4497,1121
54,T49,T49,Neal Lancaster,107,4.01,4382,1094
55,T49,T49,Mark O'Meara,69,4.01,2741,683
56,T49,T49,Craig Parry,68,4.01,2659,663
57,T49,T49,Lee Porter,93,4.01,3761,937
58,T49,T49,John Riegger,86,4.01,3492,870
59,T49,T49,Scott Simpson,73,4.01,3067,765
60,T49,T49,Steve Stricker,73,4.01,2713,676
61,T49,T49,Kevin Sutherland,101,4.01,4102,1023
62,T63,T63,"David Berganio, Jr.",76,4.02,3117,775
63,T63,T63,Donnie Hammond,51,4.02,2104,524
64,T63,T63,Tim Herron,97,4.02,3878,965
