,First_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_1_Scoring_Average_AVG,First_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Craig Parry,64.0,64,1
1,2,2,Steve Flesch,65.0,65,1
2,T3,T3,Charles Howell III,66.0,66,1
3,T3,T3,Bernhard Langer,66.0,132,2
4,T3,T3,Carl Paulson,66.0,66,1
5,T6,T6,Greg Chalmers,67.0,67,1
6,T6,T6,Joe Durant,67.0,67,1
7,T6,T6,Danny Ellis,67.0,67,1
8,T6,T6,Jeff Maggert,67.0,67,1
9,T6,T6,Lee Porter,67.0,67,1
10,T6,T6,John Riegger,67.0,67,1
11,T6,T6,Bob Tway,67.0,67,1
12,13,13,Scott Verplank,67.5,135,2
13,T14,T14,Briny Baird,68.0,136,2
14,T14,T14,José Coceres,68.0,68,1
15,T14,T14,Chris DiMarco,68.0,68,1
16,T14,T14,Jonathan Kaye,68.0,68,1
17,T14,T14,Frank Lickliter II,68.0,136,2
18,T14,T14,Michael Muehr,68.0,68,1
19,T14,T14,Esteban Toledo,68.0,68,1
20,T14,T14,Mike Weir,68.0,68,1
21,T22,T22,Brent Geiberger,68.5,137,2
22,T22,T22,Kaname Yokoo,68.5,137,2
23,T24,T24,Jeremy Anderson,69.0,69,1
24,T24,T24,"David Berganio, Jr.",69.0,69,1
25,T24,T24,David Frost,69.0,69,1
26,T24,T24,Cliff Kresge,69.0,138,2
27,T24,T24,Tom Lehman,69.0,69,1
28,T24,T24,Davis Love III,69.0,69,1
29,T24,T24,Steve Lowery,69.0,276,4
30,T24,T24,David Peoples,69.0,69,1
31,T24,T24,Chris Riley,69.0,69,1
32,T24,T24,Jay Williamson,69.0,69,1
33,T24,T24,Tiger Woods,69.0,621,9
34,35,35,Justin Leonard,69.33,208,3
35,T36,T36,Jay Don Blake,69.5,139,2
36,T36,T36,Brad Faxon,69.5,139,2
37,T36,T36,Lee Janzen,69.5,139,2
38,T36,T36,Geoff Ogilvy,69.5,139,2
39,T36,T36,Rory Sabbatini,69.5,278,4
40,T36,T36,Kevin Sutherland,69.5,139,2
41,T42,T42,Doug Dunakey,70.0,70,1
42,T42,T42,Sergio Garcia,70.0,70,1
43,T42,T42,Brandt Jobe,70.0,70,1
44,T42,T42,Neal Lancaster,70.0,70,1
45,T42,T42,Billy Mayfair,70.0,140,2
46,T42,T42,Scott McCarron,70.0,70,1
47,T42,T42,Craig Perks,70.0,70,1
48,T42,T42,Kenny Perry,70.0,70,1
49,T42,T42,Dicky Pride,70.0,70,1
50,T51,T51,Paul Azinger,70.5,141,2
51,T51,T51,Brandel Chamblee,70.5,141,2
52,T51,T51,Stewart Cink,70.5,141,2
53,T51,T51,Robert Damron,70.5,141,2
54,T51,T51,Hal Sutton,70.5,141,2
55,56,56,Mark O'Meara,70.67,212,3
56,T57,T57,Mark Calcavecchia,71.0,71,1
57,T57,T57,K.J. Choi,71.0,71,1
58,T57,T57,Bob Estes,71.0,71,1
59,T57,T57,Gabriel Hjertstedt,71.0,142,2
60,T57,T57,Shigeki Maruyama,71.0,71,1
61,T57,T57,Blaine McCallister,71.0,142,2
62,T57,T57,Larry Mize,71.0,71,1
63,T57,T57,Gary Nicklaus,71.0,71,1
64,T57,T57,Nick Price,71.0,71,1
65,T57,T57,Scott Simpson,71.0,71,1
66,T57,T57,Rocky Walcher,71.0,71,1
67,T68,T68,Jim Carter,72.0,288,4
68,T68,T68,Russ Cochran,72.0,72,1
69,T68,T68,Marco Dawson,72.0,72,1
70,T68,T68,Edward Fryatt,72.0,72,1
71,T68,T68,Scott Hoch,72.0,72,1
72,T68,T68,Per-Ulrik Johansson,72.0,72,1
73,74,74,Joel Edwards,72.5,145,2
74,75,75,Jeff Sluman,72.67,218,3
75,T76,T76,Bob Burns,73.0,73,1
76,T76,T76,Jim Furyk,73.0,146,2
77,T76,T76,Brian Gay,73.0,73,1
78,T76,T76,Glen Hnatiuk,73.0,73,1
79,T76,T76,Bradley Hughes,73.0,73,1
80,T76,T76,Rocco Mediate,73.0,73,1
81,T76,T76,Tom Scherrer,73.0,73,1
82,T83,T83,Brad Elder,74.0,74,1
83,T83,T83,Hunter Haas,74.0,74,1
84,T83,T83,Andrew Magee,74.0,74,1
85,T83,T83,Steve Stricker,74.0,74,1
86,87,87,Paul Gow,74.5,149,2
87,88,88,Jerry Smith,75.0,75,1
88,89,89,Len Mattiace,77.0,77,1
