,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,"David Berganio, Jr.",25,100.0,3.0
1,T1,T1,Mark Brooks,27,100.0,1.0
2,T1,T1,Mark Calcavecchia,23,100.0,5.0
3,T1,T1,Brandel Chamblee,23,100.0,1.0
4,T1,T1,John Cook,25,100.0,1.0
5,T1,T1,Robert Damron,27,100.0,1.0
6,T1,T1,Joe Durant,25,100.0,4.0
7,T1,T1,Steve Elkington,20,100.0,1.0
8,T1,T1,Paul Gow,27,100.0,3.0
9,T1,T1,Paul Goydos,29,100.0,1.0
10,T1,T1,Dudley Hart,25,100.0,2.0
11,T1,T1,Pete Jordan,36,100.0,1.0
12,T1,T1,Skip Kendall,33,100.0,1.0
13,T1,T1,Ian Leggatt,29,100.0,2.0
14,T1,T1,Jeff Maggert,27,100.0,3.0
15,T1,T1,Spike McRoy,31,100.0,1.0
16,T1,T1,Larry Mize,24,100.0,1.0
17,T1,T1,Geoff Ogilvy,23,100.0,2.0
18,T1,T1,Steve Pate,30,100.0,1.0
19,T1,T1,David Peoples,31,100.0,1.0
20,T1,T1,Loren Roberts,25,100.0,1.0
21,T1,T1,Rory Sabbatini,23,100.0,3.0
22,T1,T1,Joey Sindelar,25,100.0,1.0
23,T1,T1,Tommy Tolles,31,100.0,1.0
24,T1,T1,Kirk Triplett,26,100.0,2.0
25,T1,T1,Duffy Waldorf,27,100.0,1.0
26,T1,T1,Garrett Willis,33,100.0,1.0
27,28,28,Sergio Garcia,18,85.7,6.0
28,T29,T29,Brad Faxon,26,80.0,4.0
29,T29,T29,Kenny Perry,26,80.0,4.0
30,T31,T31,John Daly,25,75.0,3.0
31,T31,T31,J.J. Henry,28,75.0,3.0
32,T31,T31,Billy Mayfair,29,75.0,3.0
33,T31,T31,Phil Mickelson,23,75.0,9.0
34,T31,T31,Tom Pernice Jr.,33,75.0,3.0
35,T31,T31,Hal Sutton,26,75.0,3.0
36,37,37,Bob Estes,26,71.4,5.0
37,38,38,Tiger Woods,19,70.0,7.0
38,39,39,Vijay Singh,26,69.2,9.0
39,T40,T40,Billy Andrade,27,66.7,2.0
40,T40,T40,K.J. Choi,29,66.7,2.0
41,T40,T40,José Coceres,19,66.7,2.0
42,T40,T40,Joel Edwards,30,66.7,2.0
43,T40,T40,Neal Lancaster,36,66.7,2.0
44,T40,T40,Tom Lehman,23,66.7,4.0
45,T40,T40,Steve Lowery,28,66.7,4.0
46,T40,T40,Shigeki Maruyama,27,66.7,2.0
47,T40,T40,Rocco Mediate,21,66.7,4.0
48,T40,T40,David Toms,28,66.7,6.0
49,50,50,Scott Verplank,26,63.6,7.0
50,T51,T51,David Duval,20,62.5,5.0
51,T51,T51,Jim Furyk,24,62.5,5.0
52,T53,T53,Brian Gay,32,60.0,3.0
53,T53,T53,Brent Geiberger,25,60.0,3.0
54,T55,T55,Ernie Els,19,57.1,4.0
55,T55,T55,Charles Howell III,24,57.1,4.0
56,T55,T55,Jerry Kelly,31,57.1,4.0
57,T55,T55,Bernhard Langer,17,57.1,4.0
58,T55,T55,Frank Lickliter II,29,57.1,4.0
59,T55,T55,Jeff Sluman,30,57.1,4.0
60,T61,T61,Paul Azinger,20,50.0,3.0
61,T61,T61,Briny Baird,31,50.0,1.0
62,T61,T61,Cameron Beckman,29,50.0,2.0
63,T61,T61,Ronnie Black,17,50.0,1.0
64,T61,T61,Jay Don Blake,31,50.0,1.0
65,T61,T61,Olin Browne,30,50.0,1.0
66,T61,T61,Stewart Cink,29,50.0,4.0
67,T61,T61,Glen Day,28,50.0,1.0
68,T61,T61,Harrison Frazar,25,50.0,2.0
69,T61,T61,Fred Funk,33,50.0,2.0
70,T61,T61,Mathew Goggin,33,50.0,1.0
71,T61,T61,Jay Haas,21,50.0,1.0
72,T61,T61,J.P. Hayes,23,50.0,1.0
73,T61,T61,Tim Herron,29,50.0,2.0
74,T61,T61,Gabriel Hjertstedt,30,50.0,1.0
75,T61,T61,Bradley Hughes,33,50.0,1.0
76,T61,T61,Justin Leonard,30,50.0,2.0
