,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
141,142,142,Steve Elkington,64,12.24,30,245
142,143,143,Mark Hensby,71,12.2,35,287
143,144,144,Woody Austin,99,12.18,47,386
144,145,145,Jeff Julian,55,12.11,27,223
145,146,146,Jay Williamson,92,12.09,44,364
146,147,147,Steve Stricker,73,12.03,32,266
147,148,148,J.P. Hayes,76,11.97,37,309
148,149,149,Doug Barron,62,11.95,30,251
149,150,150,Charles Howell III,89,11.92,41,344
150,151,151,Willie Wood,52,11.85,25,211
151,152,152,Per-Ulrik Johansson,82,11.84,38,321
152,153,153,Carl Paulson,93,11.83,44,372
153,T154,T154,Steve Allan,88,11.78,41,348
154,T154,T154,Brian Gay,114,11.78,53,450
155,T154,T154,Lee Porter,93,11.78,43,365
156,T157,T157,Paul Azinger,79,11.75,37,315
157,T157,T157,David Morland IV,88,11.75,41,349
158,T159,T159,Robert Damron,91,11.62,43,370
159,T159,T159,Duffy Waldorf,77,11.62,33,284
160,161,161,Craig Barlow,74,11.6,34,293
161,162,162,Tom Lehman,82,11.5,36,313
162,163,163,Garrett Willis,88,11.46,40,349
163,164,164,Mathew Goggin,96,11.44,43,376
164,165,165,Craig Perks,78,11.33,35,309
165,166,166,Kevin Johnson,93,11.32,42,371
166,167,167,Rory Sabbatini,73,11.31,31,274
167,168,168,Larry Mize,76,11.3,34,301
168,169,169,Brian Henninger,81,11.29,36,319
169,170,170,Paul Stankowski,91,11.27,40,355
170,171,171,Jimmy Green,94,11.23,42,374
171,172,172,Len Mattiace,98,11.17,43,385
172,173,173,Keith Clearwater,62,11.16,28,251
173,174,174,Tommy Armour III,93,11.08,41,370
174,175,175,Danny Ellis,76,11.07,34,307
175,176,176,Shigeki Maruyama,98,11.05,42,380
176,177,177,Kent Jones,74,11.0,33,300
177,178,178,Gary Nicklaus,96,10.99,42,382
178,179,179,Jeff Brehaut,80,10.93,34,311
179,180,180,Greg Kraft,105,10.92,45,412
180,181,181,Chris Tidland,83,10.9,35,321
181,182,182,Ben Bates,53,10.7,23,215
182,183,183,Ronnie Black,51,10.63,22,207
183,184,184,Franklin Langham,63,10.61,26,245
184,185,185,Steve Pate,89,10.6,37,349
185,186,186,Shaun Micheel,103,10.12,41,405
186,187,187,Rocky Walcher,59,10.04,24,239
187,188,188,Ben Ferguson,76,10.03,30,299
188,189,189,Robert Gamez,59,9.96,24,241
189,190,190,Frank Nobilo,91,9.44,34,360
190,191,191,Bill Glasson,69,9.23,24,260
191,192,192,Jeremy Anderson,69,8.96,25,279
192,193,193,Billy Andrade,82,8.89,28,315
193,194,194,Jean Van de Velde,52,8.84,16,181
