,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Bob Tway,65.0,65,1
1,2,2,Russ Cochran,65.5,131,2
2,3,3,Skip Kendall,66.0,66,1
3,T4,T4,Jim Carter,67.0,67,1
4,T4,T4,Steve Elkington,67.0,67,1
5,T4,T4,David Peoples,67.0,67,1
6,T7,T7,Briny Baird,68.0,68,1
7,T7,T7,Stewart Cink,68.0,136,2
8,T7,T7,Glen Hnatiuk,68.0,68,1
9,T7,T7,Frank Lickliter II,68.0,68,1
10,T7,T7,Jeff Maggert,68.0,68,1
11,T7,T7,John Riegger,68.0,68,1
12,T7,T7,Esteban Toledo,68.0,68,1
13,T14,T14,Mark Brooks,69.0,69,1
14,T14,T14,Craig Kanada,69.0,69,1
15,T14,T14,Scott Verplank,69.0,69,1
16,T14,T14,Jay Williamson,69.0,69,1
17,T18,T18,Michael Muehr,70.0,140,2
18,T18,T18,Dicky Pride,70.0,70,1
19,T18,T18,Scott Simpson,70.0,70,1
20,T18,T18,Grant Waite,70.0,70,1
21,T22,T22,Jay Don Blake,71.0,71,1
22,T22,T22,Michael Clark II,71.0,71,1
23,T22,T22,Mathew Goggin,71.0,71,1
24,T22,T22,Jeff Hart,71.0,142,2
25,T22,T22,Charles Howell III,71.0,71,1
26,27,27,Justin Leonard,71.5,143,2
27,T28,T28,Stuart Appleby,72.0,72,1
28,T28,T28,Paul Goydos,72.0,72,1
29,T30,T30,Brian Henninger,73.0,146,2
30,T30,T30,J.J. Henry,73.0,73,1
31,T30,T30,Jonathan Kaye,73.0,73,1
32,T30,T30,Ian Leggatt,73.0,73,1
33,T30,T30,David Morland IV,73.0,73,1
34,T30,T30,Rory Sabbatini,73.0,73,1
35,T30,T30,Ted Tryba,73.0,73,1
36,T30,T30,Garrett Willis,73.0,73,1
37,38,38,Jimmy Green,74.0,74,1
38,39,39,David Frost,75.0,75,1
39,T40,T40,José Coceres,77.0,77,1
40,T40,T40,J.L. Lewis,77.0,154,2
