,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,Vijay Singh,98,-167,4.44,1485
1,2,2,Jeff Sluman,106,-164,4.54,1795
2,T3,T3,Chris DiMarco,108,-153,4.56,1720
3,T3,T3,Kevin Sutherland,101,-153,4.56,1730
4,5,5,Stuart Appleby,105,-152,4.54,1645
5,6,6,Jonathan Kaye,116,-150,4.63,2010
6,7,7,Tiger Woods,76,-149,4.39,1225
7,T8,T8,Frank Lickliter II,102,-148,4.57,1705
8,T8,T8,Scott McCarron,98,-148,4.55,1630
9,10,10,Billy Mayfair,102,-146,4.58,1725
10,T11,T11,Steve Flesch,112,-144,4.61,1865
11,T11,T11,Fred Funk,118,-144,4.63,1955
12,13,13,Phil Mickelson,85,-143,4.46,1335
13,14,14,Skip Kendall,111,-142,4.63,1920
14,15,15,Jerry Kelly,104,-141,4.61,1785
15,16,16,Jesper Parnevik,91,-140,4.52,1470
16,T17,T17,Brad Elder,111,-139,4.64,1935
17,T17,T17,Brian Gay,114,-139,4.64,1905
18,T17,T17,Charles Howell III,89,-139,4.53,1475
19,20,20,David Toms,100,-137,4.58,1635
20,21,21,Mike Weir,86,-134,4.52,1395
21,22,22,Justin Leonard,106,-132,4.6,1670
22,T23,T23,Stewart Cink,102,-130,4.59,1600
23,T23,T23,Brandt Jobe,96,-130,4.6,1645
24,T23,T23,Neal Lancaster,107,-130,4.65,1845
25,T23,T23,Kenny Perry,94,-130,4.59,1585
26,T27,T27,Shigeki Maruyama,98,-127,4.58,1530
27,T27,T27,Chris Smith,101,-127,4.62,1690
28,T29,T29,Jim Carter,103,-124,4.63,1695
29,T29,T29,Joel Edwards,99,-124,4.64,1720
30,T31,T31,Briny Baird,106,-123,4.64,1720
31,T31,T31,David Peoples,96,-123,4.62,1615
32,T31,T31,Esteban Toledo,116,-123,4.69,1980
33,T34,T34,Mark Calcavecchia,81,-121,4.55,1330
34,T34,T34,David Duval,78,-121,4.48,1155
35,T34,T34,Carlos Franco,87,-121,4.59,1460
36,37,37,Scott Hoch,84,-118,4.59,1435
37,T38,T38,Cameron Beckman,103,-117,4.67,1760
38,T38,T38,Harrison Frazar,88,-117,4.6,1475
39,T38,T38,Steve Lowery,100,-117,4.64,1615
40,T38,T38,Tom Pernice Jr.,106,-117,4.67,1750
41,T42,T42,Woody Austin,99,-116,4.65,1675
42,T42,T42,Olin Browne,99,-116,4.63,1580
43,T42,T42,Bob Tway,109,-116,4.69,1855
44,T45,T45,J.J. Henry,86,-115,4.61,1470
45,T45,T45,Davis Love III,75,-115,4.53,1220
46,T47,T47,Robert Allenby,108,-114,4.67,1715
47,T47,T47,Brad Faxon,95,-114,4.61,1455
48,T47,T47,Chris Riley,104,-114,4.66,1680
49,T47,T47,Scott Verplank,99,-114,4.64,1595
50,T51,T51,Stephen Ames,88,-113,4.63,1510
51,T51,T51,Rich Beem,91,-113,4.63,1530
52,T51,T51,K.J. Choi,95,-113,4.64,1575
53,T51,T51,Bob Estes,91,-113,4.6,1405
54,T51,T51,Jim Furyk,88,-113,4.6,1425
55,T51,T51,Joe Ogilvie,110,-113,4.7,1880
56,57,57,Greg Kraft,105,-112,4.69,1795
57,58,58,Hal Sutton,96,-111,4.65,1595
58,59,59,Jerry Smith,95,-110,4.66,1625
59,T60,T60,John Daly,84,-109,4.61,1380
60,T60,T60,Ian Leggatt,84,-109,4.63,1475
61,T60,T60,Mike Sposa,96,-109,4.67,1630
62,T60,T60,Ted Tryba,110,-109,4.71,1875
63,64,64,Bradley Hughes,96,-108,4.67,1615
64,T65,T65,Greg Chalmers,92,-107,4.65,1510
65,T65,T65,Robin Freeman,105,-107,4.71,1820
66,T65,T65,Jason Gore,82,-107,4.62,1405
67,T65,T65,Tom Lehman,82,-107,4.59,1295
68,T65,T65,J.L. Lewis,108,-107,4.7,1775
69,T70,T70,Edward Fryatt,93,-106,4.64,1480
70,T70,T70,Andrew Magee,97,-106,4.68,1675
71,T70,T70,Garrett Willis,88,-106,4.66,1560
72,73,73,Jay Don Blake,100,-105,4.69,1700
73,T74,T74,Bob Burns,92,-104,4.66,1540
74,T74,T74,John Cook,91,-104,4.67,1575
75,T74,T74,Kirk Triplett,88,-104,4.62,1380
76,T77,T77,Joe Durant,80,-103,4.63,1375
77,T77,T77,Pete Jordan,105,-103,4.71,1780
78,T77,T77,Len Mattiace,98,-103,4.67,1555
79,T80,T80,Lee Janzen,96,-102,4.69,1665
80,T80,T80,Michael Muehr,94,-102,4.68,1580
81,T80,T80,Paul Stankowski,91,-102,4.67,1550
82,T83,T83,Tom Byrum,85,-101,4.65,1455
83,T83,T83,Glen Day,89,-101,4.67,1510
84,85,85,Mathew Goggin,96,-100,4.7,1655
85,T86,T86,Tommy Armour III,93,-99,4.68,1570
86,T86,T86,Fred Couples,68,-99,4.58,1185
87,T88,T88,Robert Damron,91,-98,4.69,1605
88,T88,T88,Frank Nobilo,91,-98,4.68,1540
89,T88,T88,Loren Roberts,84,-98,4.65,1410
90,T88,T88,Rory Sabbatini,73,-98,4.58,1175
91,T92,T92,Kevin Johnson,93,-97,4.69,1565
92,T92,T92,Kaname Yokoo,81,-97,4.65,1400
93,T94,T94,Russ Cochran,76,-96,4.64,1325
