,Tenth_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_3_Scoring_Average_AVG,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott McCarron,65.0,65,1
1,2,2,Steve Lowery,66.0,66,1
2,T3,T3,Olin Browne,67.0,67,1
3,T3,T3,Paul Goydos,67.0,67,1
4,T5,T5,Woody Austin,68.0,68,1
5,T5,T5,David Peoples,68.0,68,1
6,T5,T5,Jeff Sluman,68.0,68,1
7,8,8,Jesper Parnevik,68.5,137,2
8,T9,T9,Cameron Beckman,69.0,69,1
9,T9,T9,Jay Don Blake,69.0,69,1
10,T9,T9,Brad Faxon,69.0,69,1
11,T9,T9,Tripp Isenhour,69.0,69,1
12,T9,T9,Skip Kendall,69.0,69,1
13,T9,T9,Brian Wilson,69.0,69,1
14,T15,T15,Brad Elder,70.0,70,1
15,T15,T15,Ben Ferguson,70.0,70,1
16,T15,T15,Jason Gore,70.0,70,1
17,T15,T15,J.J. Henry,70.0,140,2
18,T15,T15,Joe Ogilvie,70.0,70,1
19,T20,T20,Robert Allenby,71.0,71,1
20,T20,T20,Rich Beem,71.0,71,1
21,T20,T20,"David Berganio, Jr.",71.0,71,1
22,T20,T20,John Cook,71.0,71,1
23,T20,T20,Jeff Hart,71.0,71,1
24,T20,T20,Greg Kraft,71.0,71,1
25,T20,T20,Justin Leonard,71.0,71,1
26,T20,T20,Shigeki Maruyama,71.0,142,2
27,T20,T20,David Morland IV,71.0,71,1
28,T20,T20,Craig Perks,71.0,71,1
29,T20,T20,Paul Stankowski,71.0,71,1
30,T20,T20,Grant Waite,71.0,142,2
31,T32,T32,Billy Andrade,72.0,72,1
32,T32,T32,Mark Calcavecchia,72.0,72,1
33,T32,T32,Fred Couples,72.0,72,1
34,T32,T32,John Daly,72.0,72,1
35,T32,T32,Tom Lehman,72.0,72,1
36,T32,T32,Frank Lickliter II,72.0,72,1
37,T32,T32,Rory Sabbatini,72.0,72,1
38,T32,T32,Kevin Sutherland,72.0,72,1
39,T40,T40,Jim Carter,73.0,73,1
40,T40,T40,Bob Tway,73.0,73,1
41,42,42,José Coceres,74.0,74,1
42,43,43,J.L. Lewis,75.0,75,1
43,T44,T44,Richie Coughlan,76.0,76,1
44,T44,T44,Robert Gamez,76.0,76,1
45,46,46,Jim McGovern,78.0,78,1
