,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Rocco Mediate,64.0,64,1
1,T2,T2,Woody Austin,65.0,65,1
2,T2,T2,Tom Byrum,65.0,65,1
3,T2,T2,Hunter Haas,65.0,65,1
4,T2,T2,Jesper Parnevik,65.0,65,1
5,T6,T6,Joel Edwards,66.0,66,1
6,T6,T6,Bob Estes,66.0,66,1
7,T6,T6,Bob May,66.0,66,1
8,9,9,Andrew Magee,66.5,133,2
9,T10,T10,Stuart Appleby,67.0,67,1
10,T10,T10,Tommy Armour III,67.0,67,1
11,T10,T10,Jim Carter,67.0,67,1
12,T10,T10,David Frost,67.0,67,1
13,T10,T10,Matt Gogel,67.0,67,1
14,T10,T10,Tim Herron,67.0,67,1
15,T10,T10,Lee Janzen,67.0,67,1
16,T10,T10,Jeff Maggert,67.0,67,1
17,T10,T10,Vijay Singh,67.0,67,1
18,T10,T10,Ted Tryba,67.0,67,1
19,T20,T20,Glen Day,68.0,68,1
20,T20,T20,Bradley Hughes,68.0,68,1
21,T20,T20,Jonathan Kaye,68.0,68,1
22,T20,T20,David Morland IV,68.0,68,1
23,T20,T20,Bob Tway,68.0,68,1
24,25,25,Olin Browne,68.5,137,2
25,T26,T26,Fulton Allem,69.0,69,1
26,T26,T26,David Duval,69.0,69,1
27,T26,T26,Brian Gay,69.0,69,1
28,T26,T26,Jason Gore,69.0,69,1
29,T26,T26,Mark Hensby,69.0,69,1
30,T26,T26,Kevin Johnson,69.0,69,1
31,T26,T26,Joe Ogilvie,69.0,69,1
32,T26,T26,Craig Parry,69.0,69,1
33,T26,T26,Carl Paulson,69.0,69,1
34,T26,T26,Nick Price,69.0,69,1
35,T26,T26,Chris Tidland,69.0,69,1
36,T37,T37,Paul Azinger,69.5,139,2
37,T37,T37,Tom Pernice Jr.,69.5,139,2
38,39,39,Tiger Woods,69.8,349,5
39,T40,T40,Carlos Franco,70.0,70,1
40,T40,T40,Paul Gow,70.0,70,1
41,T40,T40,Charles Howell III,70.0,70,1
42,T40,T40,Per-Ulrik Johansson,70.0,70,1
43,T40,T40,Len Mattiace,70.0,70,1
44,T40,T40,Spike McRoy,70.0,70,1
45,T40,T40,Shaun Micheel,70.0,70,1
46,T40,T40,Mark O'Meara,70.0,70,1
47,T40,T40,Craig Perks,70.0,70,1
48,T40,T40,Kenny Perry,70.0,70,1
49,T40,T40,Mike Sposa,70.0,140,2
50,51,51,Bill Glasson,70.33,211,3
51,52,52,Duffy Waldorf,70.5,141,2
52,T53,T53,Robert Allenby,71.0,71,1
53,T53,T53,Cameron Beckman,71.0,71,1
54,T53,T53,Mark Brooks,71.0,71,1
55,T53,T53,Greg Chalmers,71.0,71,1
56,T53,T53,Steve Elkington,71.0,71,1
57,T53,T53,Ernie Els,71.0,71,1
58,T53,T53,Jeff Hart,71.0,71,1
59,T53,T53,Ian Leggatt,71.0,142,2
60,T53,T53,J.L. Lewis,71.0,71,1
61,T53,T53,Frank Lickliter II,71.0,71,1
62,T53,T53,Steve Pate,71.0,142,2
63,T53,T53,Dicky Pride,71.0,71,1
64,T53,T53,Jeff Sluman,71.0,71,1
65,T53,T53,Chris Smith,71.0,71,1
66,T53,T53,Mike Weir,71.0,71,1
67,68,68,Scott Simpson,71.33,214,3
68,69,69,Michael Clark II,71.5,143,2
69,T70,T70,Steve Allan,72.0,72,1
70,T70,T70,John Cook,72.0,144,2
71,T70,T70,Robert Damron,72.0,72,1
72,T70,T70,Danny Ellis,72.0,72,1
73,T70,T70,Fred Funk,72.0,72,1
74,T70,T70,Neal Lancaster,72.0,72,1
75,T70,T70,Gary Nicklaus,72.0,72,1
76,T70,T70,Frank Nobilo,72.0,72,1
77,78,78,Jimmy Green,72.5,145,2
78,T79,T79,Keith Clearwater,73.0,73,1
79,T79,T79,Edward Fryatt,73.0,73,1
80,T79,T79,Mathew Goggin,73.0,73,1
81,T79,T79,Jerry Kelly,73.0,73,1
82,T79,T79,Lee Porter,73.0,73,1
83,T79,T79,Tom Scherrer,73.0,73,1
84,T79,T79,Garrett Willis,73.0,73,1
85,T86,T86,Robin Freeman,74.0,148,2
86,T86,T86,Kent Jones,74.0,74,1
87,T86,T86,Corey Pavin,74.0,74,1
88,T86,T86,Esteban Toledo,74.0,74,1
89,90,90,Doug Barron,76.0,76,1
90,91,91,Billy Andrade,77.0,77,1
91,92,92,Rory Sabbatini,84.0,84,1
