,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Fred Couples,63.0,63,1
1,T1,T1,Tom Lehman,63.0,63,1
2,T3,T3,Jim Carter,65.0,65,1
3,T3,T3,Shaun Micheel,65.0,65,1
4,T5,T5,Robert Allenby,66.0,66,1
5,T5,T5,Rich Beem,66.0,66,1
6,T5,T5,Jason Gore,66.0,66,1
7,T5,T5,Skip Kendall,66.0,66,1
8,T9,T9,John Daly,67.0,67,1
9,T9,T9,Shigeki Maruyama,67.0,67,1
10,T11,T11,Joe Ogilvie,67.5,135,2
11,T11,T11,Brian Wilson,67.5,135,2
12,T13,T13,Paul Azinger,68.0,68,1
13,T13,T13,Cameron Beckman,68.0,136,2
14,T13,T13,Tom Byrum,68.0,68,1
15,T13,T13,John Cook,68.0,68,1
16,T13,T13,Steve Flesch,68.0,68,1
17,T13,T13,Robert Gamez,68.0,68,1
18,T13,T13,Tripp Isenhour,68.0,68,1
19,T13,T13,J.L. Lewis,68.0,136,2
20,T13,T13,Davis Love III,68.0,68,1
21,T13,T13,Scott McCarron,68.0,68,1
22,T13,T13,Tom Pernice Jr.,68.0,68,1
23,T13,T13,Jerry Smith,68.0,136,2
24,T25,T25,Stephen Ames,69.0,69,1
25,T25,T25,Stewart Cink,69.0,69,1
26,T25,T25,Robert Damron,69.0,69,1
27,T25,T25,Glen Day,69.0,69,1
28,T25,T25,Jimmy Green,69.0,69,1
29,T25,T25,Brandt Jobe,69.0,69,1
30,T25,T25,Jim McGovern,69.0,69,1
31,T25,T25,David Morland IV,69.0,69,1
32,T25,T25,Jesper Parnevik,69.0,69,1
33,T25,T25,Chris Perry,69.0,69,1
34,T25,T25,Paul Stankowski,69.0,69,1
35,T25,T25,Kevin Sutherland,69.0,69,1
36,37,37,David Peoples,69.5,139,2
37,38,38,Greg Kraft,69.67,209,3
38,T39,T39,Billy Andrade,70.0,70,1
39,T39,T39,Stuart Appleby,70.0,70,1
40,T39,T39,Olin Browne,70.0,70,1
41,T39,T39,Scott Dunlap,70.0,70,1
42,T39,T39,Fred Funk,70.0,70,1
43,T39,T39,Brian Henninger,70.0,140,2
44,T39,T39,J.J. Henry,70.0,70,1
45,T39,T39,Glen Hnatiuk,70.0,70,1
46,T39,T39,Nick Price,70.0,70,1
47,T39,T39,Ted Tryba,70.0,140,2
48,T39,T39,Bob Tway,70.0,70,1
49,T39,T39,Grant Waite,70.0,70,1
50,51,51,Brent Geiberger,70.5,141,2
51,T52,T52,Woody Austin,71.0,71,1
52,T52,T52,Mark Calcavecchia,71.0,71,1
53,T52,T52,Kelly Grunewald,71.0,71,1
54,T52,T52,Jeff Hart,71.0,71,1
55,T52,T52,Craig Kanada,71.0,71,1
56,T52,T52,Michael Muehr,71.0,142,2
57,T52,T52,Kaname Yokoo,71.0,71,1
58,T59,T59,Michael Clark II,72.0,72,1
59,T59,T59,Marco Dawson,72.0,72,1
60,T59,T59,Doug Dunakey,72.0,72,1
61,T59,T59,Sean Murphy,72.0,72,1
62,T59,T59,Geoff Ogilvy,72.0,72,1
63,T59,T59,Kenny Perry,72.0,72,1
64,T59,T59,Loren Roberts,72.0,72,1
65,T59,T59,Jay Williamson,72.0,72,1
66,T59,T59,Garrett Willis,72.0,72,1
67,T68,T68,Russ Cochran,73.0,73,1
68,T68,T68,Mathew Goggin,73.0,146,2
69,T68,T68,Steve Jones,73.0,73,1
70,T68,T68,Andrew McLardy,73.0,73,1
71,T68,T68,Carl Paulson,73.0,73,1
72,T68,T68,Kirk Triplett,73.0,73,1
73,74,74,Paul Goydos,73.67,221,3
74,T75,T75,Steve Allan,74.0,74,1
75,T75,T75,Richie Coughlan,74.0,148,2
76,T75,T75,Spike McRoy,74.0,74,1
77,T75,T75,Craig Perks,74.0,74,1
78,T79,T79,Joe Durant,75.0,75,1
79,T79,T79,Ben Ferguson,75.0,150,2
80,T79,T79,Pete Jordan,75.0,75,1
81,T82,T82,Edward Fryatt,76.0,76,1
82,T82,T82,Kevin Johnson,76.0,76,1
83,T84,T84,Doug Barron,78.0,78,1
84,T84,T84,Duffy Waldorf,78.0,78,1
