,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,1,1,Mark Calcavecchia,81,60,Phoenix Open/TP,2
1,T2,T2,Chris DiMarco,108,61,Invensys Las V/,2
2,T2,T2,Joe Durant,80,61,Bob Hope Chrysl,2
3,T2,T2,Bob Estes,91,61,FedEx St. Jude/,1
4,T2,T2,Robert Gamez,59,61,Bob Hope Chrysl,5
5,T2,T2,Justin Leonard,106,61,Verizon/TPC Fou,3
6,T2,T2,Davis Love III,75,61,Invensys Las V/,5
7,T2,T2,Billy Mayfair,102,61,Buick Open/Warw,4
8,T2,T2,Phil Mickelson,85,61,Canon Greater H,3
9,T2,T2,Paul Stankowski,91,61,Compaq Classic/,1
10,T2,T2,Scott Verplank,99,61,Canon Greater H,4
11,T12,T12,John Daly,84,62,Invensys Las V/,2
12,T12,T12,Harrison Frazar,88,62,Greater Milwauk,3
13,T12,T12,Jim Furyk,88,62,THE TOUR Champ/,3
14,T12,T12,Matt Gogel,83,62,AT&T Pebble/Pop,2
15,T12,T12,Miguel Angel Jiménez,44,62,Bob Hope Chrysl,2
16,T12,T12,Jonathan Kaye,116,62,Canon Greater H,1
17,T12,T12,Tom Lehman,82,62,Invensys Las V/,2
18,T12,T12,Spike McRoy,95,62,Bob Hope Chrysl,4
19,T12,T12,Rocco Mediate,69,62,MasterCard Colo,2
20,T12,T12,Brett Quigley,67,62,B.C. Open/En-Jo,2
21,T12,T12,Steve Stricker,73,62,Phoenix Open/TP,2
22,T12,T12,David Toms,100,62,Verizon/TPC Fou,3
23,T12,T12,Ted Tryba,110,62,Verizon/TPC Fou,4
24,T12,T12,Bob Tway,109,62,Bob Hope Chrysl,2
25,T12,T12,Mike Weir,86,62,Genuity/Doral C,1
26,T27,T27,Stephen Ames,88,63,B.C. Open/En-Jo,4
27,T27,T27,Olin Browne,99,63,Canon Greater H,4
28,T27,T27,Tom Byrum,85,63,Buick Open/Warw,2
29,T27,T27,John Cook,91,63,Bob Hope Chrysl,5
30,T27,T27,Fred Couples,68,63,Invensys Las V/,1
31,T27,T27,David Duval,78,63,THE TOUR Champ/,3
32,T27,T27,Joel Edwards,99,63,Invensys Las V/,2
33,T27,T27,Steve Flesch,112,63,WORLDCOM/Harbou,4
34,T27,T27,Fred Funk,118,63,Buick Open/Warw,2
35,T27,T27,Sergio Garcia,64,63,MasterCard Colo,4
36,T27,T27,Dudley Hart,80,63,Canon Greater H,4
37,T27,T27,J.P. Hayes,76,63,Greater Milwauk,4
38,T27,T27,Scott Hoch,84,63,Compaq Classic/,3
39,T27,T27,Charles Howell III,89,63,Compaq Classic/,3
40,T27,T27,Bradley Hughes,96,63,Kemper Ins Open,2
41,T27,T27,Tripp Isenhour,92,63,Canon Greater H,4
42,T27,T27,J.L. Lewis,108,63,Bob Hope Chrysl,4
43,T27,T27,Frank Lickliter II,102,63,Buick Open/Warw,4
44,T27,T27,Shigeki Maruyama,98,63,Canon Greater H,1
45,T27,T27,Scott McCarron,98,63,Invensys Las V/,4
46,T27,T27,David Morland IV,88,63,Bell Canadian O,2
47,T27,T27,Michael Muehr,94,63,Nissan Open/Riv,2
48,T27,T27,Mark O'Meara,69,63,PGA Championshi,2
49,T27,T27,Carl Paulson,93,63,WORLDCOM/Harbou,2
50,T27,T27,Kenny Perry,94,63,Greater Milwauk,2
51,T27,T27,Lee Porter,93,63,So. Farm Bureau,2
52,T27,T27,Rory Sabbatini,73,63,Invensys Las V/,4
53,T27,T27,Jerry Smith,95,63,National Disney,4
54,T27,T27,Esteban Toledo,116,63,Verizon/TPC Fou,3
55,T27,T27,Brian Watts,56,63,Verizon/TPC Fou,3
56,T27,T27,Tiger Woods,76,63,Verizon/TPC Fou,4
57,T58,T58,Robert Allenby,108,64,Buick Classic/W,4
58,T58,T58,Stuart Appleby,105,64,Marconi/Laurel,2
59,T58,T58,Paul Azinger,79,64,Canon Greater H,2
60,T58,T58,Ben Bates,53,64,FedEx St. Jude/,4
61,T58,T58,Cameron Beckman,103,64,Invensys Las V/,5
62,T58,T58,"David Berganio, Jr.",76,64,Canon Greater H,3
63,T58,T58,Jay Don Blake,100,64,Canon Greater H,1
64,T58,T58,Mark Brooks,88,64,U.S. Open Champ,2
65,T58,T58,Chad Campbell,8,64,So. Farm Bureau,2
