,First_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_4_Scoring_Average_ROUNDS,First_Tee_Early_Par_4_Scoring_Average_AVG,First_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,John Daly,84,3.45,38,11
1,2,2,Jeff Maggert,84,3.6,36,10
2,3,3,Bernhard Langer,62,3.63,149,41
3,T4,T4,Michael Clark II,87,3.7,37,10
4,T4,T4,Matt Gogel,83,3.7,37,10
5,T4,T4,John Huston,64,3.7,37,10
6,T4,T4,Skip Kendall,111,3.7,111,30
7,T4,T4,Craig Perks,78,3.7,148,40
8,T4,T4,Esteban Toledo,116,3.7,37,10
9,10,10,David Duval,78,3.73,82,22
10,T11,T11,Jeremy Anderson,69,3.75,75,20
11,T11,T11,Brian Gay,114,3.75,75,20
12,T11,T11,Lee Porter,93,3.75,75,20
13,14,14,Fred Couples,68,3.76,79,21
14,T15,T15,Paul Stankowski,91,3.77,113,30
15,T15,T15,Scott Verplank,99,3.77,226,60
16,17,17,Bob Tway,109,3.78,151,40
17,T18,T18,Doug Barron,62,3.8,38,10
18,T18,T18,Glen Day,89,3.8,190,50
19,T18,T18,Steve Flesch,112,3.8,190,50
20,T18,T18,Kelly Grunewald,66,3.8,38,10
21,T18,T18,Kevin Johnson,93,3.8,38,10
22,T18,T18,Craig Kanada,80,3.8,38,10
23,T18,T18,Spike McRoy,95,3.8,38,10
24,T18,T18,Craig Parry,68,3.8,76,20
25,26,26,Neal Lancaster,107,3.81,80,21
26,T27,T27,Billy Andrade,82,3.82,42,11
27,T27,T27,Robert Gamez,59,3.82,42,11
28,T27,T27,Charles Howell III,89,3.82,229,60
29,T27,T27,David Toms,100,3.82,84,22
30,31,31,John Cook,91,3.83,115,30
31,T32,T32,Olin Browne,99,3.84,119,31
32,T32,T32,Jason Gore,82,3.84,119,31
33,T32,T32,Frank Lickliter II,102,3.84,257,67
34,35,35,Danny Ellis,76,3.85,77,20
35,T36,T36,Chris DiMarco,108,3.87,120,31
36,T36,T36,Paul Goydos,86,3.87,116,30
37,T36,T36,Nick Price,74,3.87,201,52
38,39,39,Tom Lehman,82,3.88,163,42
39,40,40,Paul Azinger,79,3.89,319,82
40,T41,T41,Woody Austin,99,3.9,117,30
41,T41,T41,Briny Baird,106,3.9,117,30
42,T41,T41,"David Berganio, Jr.",76,3.9,39,10
43,T41,T41,K.J. Choi,95,3.9,39,10
44,T41,T41,Ben Ferguson,76,3.9,78,20
45,T41,T41,Jeff Hart,87,3.9,82,21
46,T41,T41,Lee Janzen,96,3.9,160,41
47,T41,T41,Cliff Kresge,84,3.9,121,31
48,T41,T41,Shigeki Maruyama,98,3.9,78,20
49,T41,T41,José María Olazábal,51,3.9,39,10
50,T41,T41,Dicky Pride,78,3.9,78,20
51,T41,T41,Chris Riley,104,3.9,82,21
52,T41,T41,Mike Sposa,96,3.9,78,20
53,T41,T41,Rocky Walcher,59,3.9,78,20
54,T55,T55,Jim McGovern,66,3.91,43,11
55,T55,T55,Corey Pavin,72,3.91,43,11
56,T55,T55,Mike Weir,86,3.91,43,11
57,T58,T58,Robert Allenby,108,3.92,247,63
58,T58,T58,Justin Leonard,106,3.92,208,53
59,T60,T60,Jay Don Blake,100,3.93,157,40
60,T60,T60,Ted Tryba,110,3.93,118,30
61,T60,T60,Kaname Yokoo,81,3.93,161,41
62,T63,T63,Mark Calcavecchia,81,3.94,126,32
63,T63,T63,David Frost,87,3.94,122,31
64,T63,T63,Brent Geiberger,84,3.94,335,85
65,T63,T63,Greg Kraft,105,3.94,315,80
66,T67,T67,Greg Chalmers,92,3.95,158,40
67,T67,T67,José Coceres,60,3.95,79,20
68,T67,T67,Carlos Franco,87,3.95,83,21
69,T67,T67,Robin Freeman,105,3.95,79,20
70,T67,T67,Per-Ulrik Johansson,82,3.95,83,21
71,T67,T67,Jonathan Kaye,116,3.95,83,21
72,T67,T67,Davis Love III,75,3.95,253,64
73,T67,T67,Jesper Parnevik,91,3.95,83,21
74,T67,T67,Kenny Perry,94,3.95,83,21
75,T67,T67,Loren Roberts,84,3.95,79,20
76,T67,T67,Grant Waite,78,3.95,79,20
77,T67,T67,Garrett Willis,88,3.95,79,20
78,T67,T67,Tiger Woods,76,3.95,1793,454
79,T80,T80,Russ Cochran,76,3.97,119,30
80,T80,T80,Brian Henninger,81,3.97,242,61
81,T80,T80,John Riegger,86,3.97,119,30
82,T80,T80,Kirk Triplett,88,3.97,119,30
83,T80,T80,Brian Wilson,88,3.97,119,30
84,T85,T85,Stephen Ames,88,3.98,199,50
85,T85,T85,Cameron Beckman,103,3.98,167,42
86,T85,T85,Joe Durant,80,3.98,167,42
87,T85,T85,Steve Lowery,100,3.98,326,82
88,T85,T85,Billy Mayfair,102,3.98,255,64
89,T85,T85,Scott McCarron,98,3.98,215,54
90,T91,T91,Steve Allan,88,4.0,40,10
91,T91,T91,Stewart Cink,102,4.0,336,84
92,T91,T91,Marco Dawson,57,4.0,124,31
93,T91,T91,Joel Edwards,99,4.0,168,42
94,T91,T91,Edward Fryatt,93,4.0,124,31
95,T91,T91,Fred Funk,118,4.0,128,32
96,T91,T91,Sergio Garcia,64,4.0,120,30
97,T91,T91,Glen Hnatiuk,104,4.0,80,20
98,T91,T91,Tripp Isenhour,92,4.0,80,20
99,T91,T91,Andrew McLardy,75,4.0,40,10
100,T91,T91,Rocco Mediate,69,4.0,80,20
101,T91,T91,Phil Mickelson,85,4.0,40,10
102,T91,T91,David Morland IV,88,4.0,160,40
103,T91,T91,Michael Muehr,94,4.0,204,51
104,T91,T91,Sean Murphy,70,4.0,40,10
105,T91,T91,Gary Nicklaus,96,4.0,84,21
106,T91,T91,Carl Paulson,93,4.0,160,40
107,T91,T91,David Peoples,96,4.0,120,30
108,T91,T91,Kevin Sutherland,101,4.0,208,52
109,T91,T91,Jay Williamson,92,4.0,80,20
110,T111,T111,Jim Furyk,88,4.02,261,65
111,T111,T111,Rory Sabbatini,73,4.02,241,60
112,T111,T111,Jerry Smith,95,4.02,205,51
113,T114,T114,Bob Burns,92,4.03,161,40
114,T114,T114,Robert Damron,91,4.03,161,40
115,T114,T114,Mathew Goggin,96,4.03,125,31
116,T114,T114,Geoff Ogilvy,60,4.03,161,40
117,T114,T114,Vijay Singh,98,4.03,133,33
118,T114,T114,Jeff Sluman,106,4.03,298,74
119,T120,T120,Bob Estes,91,4.05,85,21
120,T120,T120,Bill Glasson,69,4.05,81,20
121,T120,T120,Gabriel Hjertstedt,76,4.05,166,41
122,T120,T120,Pete Jordan,105,4.05,81,20
123,T120,T120,Andrew Magee,97,4.05,81,20
124,T125,T125,Stuart Appleby,105,4.07,171,42
125,T125,T125,Mark O'Meara,69,4.07,248,61
126,T125,T125,Steve Stricker,73,4.07,179,44
127,T128,T128,Rich Beem,91,4.09,45,11
128,T128,T128,Brad Faxon,95,4.09,176,43
129,T128,T128,Duffy Waldorf,77,4.09,45,11
130,T128,T128,Mark Wiebe,62,4.09,45,11
131,T132,T132,Tommy Armour III,93,4.1,82,20
132,T132,T132,Mark Brooks,88,4.1,41,10
