,First_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_4_Scoring_Average_ROUNDS,First_Tee_Early_Par_4_Scoring_Average_AVG,First_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
133,T132,T132,Jim Carter,103,4.1,430,105
134,T132,T132,Doug Dunakey,83,4.1,123,30
135,T132,T132,Brad Elder,111,4.1,41,10
136,T132,T132,Jimmy Green,94,4.1,41,10
137,T132,T132,Steve Jones,75,4.1,41,10
138,T132,T132,Shaun Micheel,103,4.1,82,20
139,T132,T132,Larry Mize,76,4.1,41,10
140,141,141,Tom Byrum,85,4.13,124,30
141,T142,T142,Scott Hoch,84,4.14,178,43
142,T142,T142,Hal Sutton,96,4.14,269,65
143,T144,T144,Richie Coughlan,66,4.15,83,20
144,T144,T144,Brandt Jobe,96,4.15,83,20
145,T144,T144,J.L. Lewis,108,4.15,166,40
146,T147,T147,Scott Dunlap,80,4.19,88,21
147,T147,T147,Tom Scherrer,69,4.19,88,21
148,T149,T149,Harrison Frazar,88,4.2,42,10
149,T149,T149,Bradley Hughes,96,4.2,126,30
150,T149,T149,Jerry Kelly,104,4.2,42,10
151,T149,T149,Bob May,86,4.2,42,10
152,T149,T149,Frank Nobilo,91,4.2,42,10
153,154,154,Blaine McCallister,80,4.22,173,41
154,T155,T155,Brandel Chamblee,77,4.23,127,30
155,T155,T155,Tom Pernice Jr.,106,4.23,131,31
156,157,157,Joe Ogilvie,110,4.24,89,21
157,158,158,Scott Simpson,73,4.25,51,12
158,159,159,Paul Gow,79,4.29,133,31
159,T160,T160,Fulton Allem,56,4.3,43,10
160,T160,T160,J.J. Henry,86,4.3,43,10
161,T160,T160,Len Mattiace,98,4.3,43,10
162,T160,T160,Chris Perry,80,4.3,86,20
163,164,164,Hunter Haas,78,4.5,45,10
