,Back_9_Par_5_Scoring_Average_RANK THIS WEEK,Back_9_Par_5_Scoring_Average_RANK LAST WEEK,Back_9_Par_5_Scoring_Average_PLAYER NAME,Back_9_Par_5_Scoring_Average_ROUNDS,Back_9_Par_5_Scoring_Average_AVG,Back_9_Par_5_Scoring_Average_TOTAL STROKES,Back_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,76,4.41,538,122
1,T2,T2,Phil Mickelson,85,4.47,590,132
2,T2,T2,Vijay Singh,98,4.47,644,144
3,4,4,Steve Stricker,73,4.48,502,112
4,5,5,Mike Weir,86,4.51,622,138
5,6,6,Stuart Appleby,105,4.52,732,162
6,7,7,Chris DiMarco,108,4.53,756,167
7,8,8,Mark Calcavecchia,81,4.54,590,130
8,T9,T9,Fred Couples,68,4.55,546,120
9,T9,T9,Scott Hoch,84,4.55,605,133
10,T9,T9,Charles Howell III,89,4.55,646,142
11,T9,T9,Davis Love III,75,4.55,546,120
12,T9,T9,Jesper Parnevik,91,4.55,660,145
13,T14,T14,Shigeki Maruyama,98,4.56,697,153
14,T14,T14,Rory Sabbatini,73,4.56,534,117
15,T16,T16,Sergio Garcia,64,4.57,411,90
16,T16,T16,Justin Leonard,106,4.57,754,165
17,T16,T16,Frank Lickliter II,102,4.57,772,169
18,T16,T16,Scott McCarron,98,4.57,763,167
19,T20,T20,David Duval,78,4.58,508,111
20,T20,T20,Ernie Els,70,4.58,435,95
21,T20,T20,Jonathan Kaye,116,4.58,903,197
22,T23,T23,"David Berganio, Jr.",76,4.59,569,124
23,T23,T23,Ronnie Black,51,4.59,399,87
24,T23,T23,Kevin Sutherland,101,4.59,776,169
25,T26,T26,J.J. Henry,86,4.6,635,138
26,T26,T26,Brandt Jobe,96,4.6,754,164
27,T26,T26,Tom Lehman,82,4.6,570,124
28,T26,T26,Billy Mayfair,102,4.6,772,168
29,T26,T26,Jeff Sluman,106,4.6,796,173
30,T31,T31,Kenny Perry,94,4.61,738,160
31,T31,T31,Paul Stankowski,91,4.61,752,163
32,T31,T31,Kirk Triplett,88,4.61,645,140
33,T31,T31,Scott Verplank,99,4.61,733,159
34,T35,T35,Stephen Ames,88,4.62,674,146
35,T35,T35,Rich Beem,91,4.62,707,153
36,T35,T35,Jim Carter,103,4.62,776,168
37,T35,T35,Joe Durant,80,4.62,614,133
38,T35,T35,José María Olazábal,51,4.62,393,85
39,T35,T35,Joey Sindelar,69,4.62,517,112
40,T41,T41,Carlos Franco,87,4.63,658,142
41,T41,T41,Harrison Frazar,88,4.63,704,152
42,T41,T41,Jim Furyk,88,4.63,639,138
43,T41,T41,Brian Gay,114,4.63,880,190
44,T41,T41,Jason Gore,82,4.63,630,136
45,T41,T41,Hunter Haas,78,4.63,588,127
46,T41,T41,Ian Leggatt,84,4.63,644,139
47,T41,T41,Nick Price,74,4.63,523,113
48,T41,T41,Brett Quigley,67,4.63,449,97
49,T50,T50,Jeff Brehaut,80,4.64,622,134
50,T50,T50,Stewart Cink,102,4.64,714,154
51,T50,T50,José Coceres,60,4.64,362,78
52,T50,T50,Bob Estes,91,4.64,613,132
53,T50,T50,Brad Faxon,95,4.64,649,140
54,T50,T50,Edward Fryatt,93,4.64,673,145
55,T50,T50,Fred Funk,118,4.64,890,192
56,T50,T50,Brent Geiberger,84,4.64,650,140
57,T50,T50,John Huston,64,4.64,469,101
58,T50,T50,Skip Kendall,111,4.64,872,188
59,T50,T50,Steve Pate,89,4.64,645,139
60,T50,T50,David Peoples,96,4.64,742,160
61,T50,T50,Willie Wood,52,4.64,385,83
62,T63,T63,Brandel Chamblee,77,4.65,544,117
63,T63,T63,Russ Cochran,76,4.65,595,128
64,T63,T63,John Daly,84,4.65,637,137
65,T63,T63,Marco Dawson,57,4.65,479,103
66,T63,T63,Steve Flesch,112,4.65,842,181
67,T63,T63,Bill Glasson,69,4.65,511,110
68,T63,T63,Matt Gogel,83,4.65,647,139
69,T63,T63,Steve Lowery,100,4.65,739,159
70,T63,T63,Chris Smith,101,4.65,782,168
71,T63,T63,Mike Sposa,96,4.65,711,153
72,T63,T63,Hal Sutton,96,4.65,762,164
73,T63,T63,Mark Wiebe,62,4.65,493,106
74,T75,T75,Olin Browne,99,4.66,760,163
75,T75,T75,Tom Byrum,85,4.66,667,143
76,T75,T75,Joel Edwards,99,4.66,778,167
77,T75,T75,Paul Goydos,86,4.66,681,146
78,T75,T75,Bradley Hughes,96,4.66,736,158
79,T75,T75,Steve Jones,75,4.66,545,117
80,T75,T75,Larry Mize,76,4.66,569,122
81,T75,T75,Esteban Toledo,116,4.66,908,195
82,T75,T75,Grant Waite,78,4.66,620,133
83,T84,T84,Woody Austin,99,4.67,757,162
84,T84,T84,Briny Baird,106,4.67,799,171
