,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Phil Mickelson,85,21.38,189,884
1,2,2,Bernhard Langer,62,20.65,133,644
2,3,3,Kenny Perry,94,20.48,189,923
3,4,4,David Toms,100,20.24,206,1018
4,5,5,Cameron Beckman,103,20.06,206,1027
5,6,6,Davis Love III,75,20.0,161,805
6,7,7,Tom Lehman,82,19.62,166,846
7,8,8,Billy Andrade,82,19.38,163,841
8,9,9,Paul Azinger,79,19.29,162,840
9,10,10,Jeff Maggert,84,19.18,169,881
10,11,11,Frank Lickliter II,102,19.17,207,1080
11,12,12,Brian Watts,56,19.02,113,594
12,13,13,John Daly,84,18.94,165,871
13,14,14,Mark Calcavecchia,81,18.88,158,837
14,15,15,Joe Ogilvie,110,18.87,213,1129
15,16,16,Rocco Mediate,69,18.86,139,737
16,17,17,Brian Gay,114,18.82,223,1185
17,18,18,Chris DiMarco,108,18.8,207,1101
18,19,19,Dudley Hart,80,18.7,152,813
19,20,20,David Duval,78,18.56,147,792
20,21,21,Bob Estes,91,18.55,176,949
21,22,22,Scott Verplank,99,18.54,193,1041
22,23,23,Jay Haas,75,18.35,138,752
23,24,24,Jeff Sluman,106,18.33,200,1091
24,25,25,Brett Quigley,67,18.32,122,666
25,26,26,Joe Durant,80,18.27,154,843
26,27,27,David Morland IV,88,18.18,162,891
27,28,28,Joel Edwards,99,18.13,188,1037
28,29,29,Steve Flesch,112,18.02,202,1121
29,30,30,Justin Leonard,106,17.95,189,1053
30,31,31,Lee Janzen,96,17.94,171,953
31,32,32,Chris Riley,104,17.91,190,1061
32,33,33,Bob Tway,109,17.89,198,1107
