,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
64,T56,T56,Jesper Parnevik,91,70.0,280,4
65,T56,T56,Craig Perks,78,70.0,70,1
66,T56,T56,John Riegger,86,70.0,210,3
67,T56,T56,Ted Tryba,110,70.0,140,2
68,T56,T56,Mike Weir,86,70.0,140,2
69,T70,T70,Jay Don Blake,100,70.25,281,4
70,T70,T70,John Cook,91,70.25,281,4
71,T70,T70,Andrew McLardy,75,70.25,281,4
72,T70,T70,Jeff Sluman,106,70.25,281,4
73,T74,T74,Bill Glasson,69,70.33,211,3
74,T74,T74,J.J. Henry,86,70.33,211,3
75,T74,T74,Skip Kendall,111,70.33,211,3
76,T77,T77,Steve Jones,75,70.5,141,2
77,T77,T77,Andrew Magee,97,70.5,282,4
78,T77,T77,Dennis Paulson,75,70.5,141,2
79,T77,T77,Mike Sposa,96,70.5,282,4
80,T77,T77,Duffy Waldorf,77,70.5,141,2
81,82,82,Fulton Allem,56,70.67,212,3
82,T83,T83,Tommy Armour III,93,71.0,284,4
83,T83,T83,Greg Chalmers,92,71.0,71,1
84,T83,T83,John Daly,84,71.0,71,1
85,T83,T83,Ernie Els,70,71.0,71,1
86,T83,T83,Harrison Frazar,88,71.0,142,2
87,T83,T83,Jeff Hart,87,71.0,71,1
88,T83,T83,Charles Howell III,89,71.0,142,2
89,T83,T83,Ian Leggatt,84,71.0,284,4
90,T83,T83,Justin Leonard,106,71.0,71,1
91,T83,T83,J.L. Lewis,108,71.0,71,1
92,T83,T83,Frank Lickliter II,102,71.0,71,1
93,T83,T83,Blaine McCallister,80,71.0,355,5
94,T83,T83,Steve Pate,89,71.0,284,4
95,T83,T83,Dicky Pride,78,71.0,71,1
96,97,97,Frank Nobilo,91,71.25,285,4
97,T98,T98,"David Berganio, Jr.",76,71.33,214,3
98,T98,T98,Pete Jordan,105,71.33,214,3
99,T98,T98,David Peoples,96,71.33,214,3
100,T98,T98,Tom Scherrer,69,71.33,214,3
101,T98,T98,Scott Simpson,73,71.33,214,3
102,T103,T103,Cameron Beckman,103,71.5,143,2
103,T103,T103,Michael Clark II,87,71.5,143,2
104,T103,T103,Joe Durant,80,71.5,143,2
105,T103,T103,Steve Flesch,112,71.5,143,2
106,T103,T103,Carlos Franco,87,71.5,143,2
107,T103,T103,Tripp Isenhour,92,71.5,143,2
108,T103,T103,Jerry Kelly,104,71.5,143,2
109,T103,T103,Chris Tidland,83,71.5,143,2
110,T111,T111,Larry Mize,76,71.67,215,3
111,T111,T111,Mark O'Meara,69,71.67,215,3
112,113,113,Chris Smith,101,71.75,287,4
113,T114,T114,Steve Allan,88,72.0,72,1
114,T114,T114,Keith Clearwater,62,72.0,144,2
115,T114,T114,Doug Dunakey,83,72.0,72,1
116,T114,T114,Steve Elkington,64,72.0,144,2
117,T114,T114,Mathew Goggin,96,72.0,216,3
118,T114,T114,Kelly Grunewald,66,72.0,144,2
119,T114,T114,Gabriel Hjertstedt,76,72.0,144,2
120,T121,T121,Mark Brooks,88,72.33,217,3
121,T121,T121,Shaun Micheel,103,72.33,217,3
122,T123,T123,Matt Gogel,83,72.5,145,2
123,T123,T123,Per-Ulrik Johansson,82,72.5,145,2
124,T123,T123,Gary Nicklaus,96,72.5,145,2
125,126,126,Bradley Hughes,96,72.67,218,3
126,T127,T127,Russ Cochran,76,73.0,219,3
127,T127,T127,Edward Fryatt,93,73.0,73,1
128,T127,T127,Brandt Jobe,96,73.0,146,2
129,T127,T127,Steve Lowery,100,73.0,219,3
130,T127,T127,Lee Porter,93,73.0,73,1
131,T127,T127,Kevin Sutherland,101,73.0,73,1
132,T127,T127,Mark Wiebe,62,73.0,73,1
133,T127,T127,Garrett Willis,88,73.0,73,1
134,135,135,Chris Perry,80,73.5,147,2
135,T136,T136,Briny Baird,106,74.0,74,1
136,T136,T136,Brad Faxon,95,74.0,74,1
137,T136,T136,Robin Freeman,105,74.0,148,2
138,T136,T136,Jimmy Green,94,74.0,222,3
139,T136,T136,Corey Pavin,72,74.0,74,1
140,T136,T136,Esteban Toledo,116,74.0,74,1
141,142,142,Brian Henninger,81,74.33,223,3
142,143,143,Danny Ellis,76,74.67,224,3
143,144,144,Doug Barron,62,76.0,76,1
144,145,145,Kent Jones,74,76.5,153,2
145,T146,T146,Billy Andrade,82,77.0,77,1
146,T146,T146,Rory Sabbatini,73,77.0,154,2
147,148,148,Tommy Tolles,89,77.67,233,3
148,149,149,Paul Stankowski,91,79.0,79,1
