,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Fred Funk,33
1,2,2,Jeff Sluman,30
2,3,3,Vijay Singh,26
3,T4,T4,Chris DiMarco,29
4,T4,T4,Brian Gay,32
5,T4,T4,Scott McCarron,25
6,T7,T7,Neal Lancaster,36
7,T7,T7,Esteban Toledo,36
8,T7,T7,Bob Tway,29
9,10,10,Scott Verplank,26
10,11,11,Jonathan Kaye,33
11,T12,T12,Cameron Beckman,29
12,T12,T12,Jerry Kelly,31
13,T12,T12,Billy Mayfair,29
14,T12,T12,Kenny Perry,26
15,T12,T12,Kevin Sutherland,30
16,T12,T12,David Toms,28
17,T18,T18,Joel Edwards,30
18,T18,T18,Steve Flesch,32
19,T18,T18,Frank Lickliter II,29
20,T21,T21,Stewart Cink,29
21,T21,T21,Bob Estes,26
22,T21,T21,Jesper Parnevik,25
23,T21,T21,Hal Sutton,26
24,25,25,Jim Carter,28
25,T26,T26,Briny Baird,31
26,T26,T26,Skip Kendall,33
27,T26,T26,Tiger Woods,19
28,T29,T29,Robert Allenby,29
29,T29,T29,Stuart Appleby,29
30,T29,T29,Glen Hnatiuk,31
31,T29,T29,Charles Howell III,24
32,T29,T29,Pete Jordan,36
33,T29,T29,Justin Leonard,30
34,T29,T29,J.L. Lewis,31
35,T29,T29,Chris Smith,30
36,T29,T29,Mike Sposa,29
37,38,38,Davis Love III,20
38,T39,T39,Olin Browne,30
39,T39,T39,Glen Day,28
40,T39,T39,Tom Lehman,23
41,T39,T39,Steve Lowery,28
42,T39,T39,Phil Mickelson,23
43,T39,T39,Tom Pernice Jr.,33
44,T39,T39,Chris Riley,30
45,T46,T46,Stephen Ames,26
46,T46,T46,John Cook,25
47,T46,T46,Brad Faxon,26
48,T49,T49,Paul Azinger,20
49,T49,T49,Jim Furyk,24
50,T49,T49,Scott Hoch,24
51,T49,T49,Shigeki Maruyama,27
52,T49,T49,Len Mattiace,30
53,T49,T49,Ted Tryba,33
54,T49,T49,Mike Weir,23
55,T56,T56,K.J. Choi,29
56,T56,T56,Brad Elder,35
57,T58,T58,Brent Geiberger,25
58,T58,T58,Greg Kraft,33
59,T58,T58,David Peoples,31
60,T58,T58,Loren Roberts,25
61,T58,T58,Kirk Triplett,26
62,T63,T63,Jay Don Blake,31
63,T63,T63,Greg Chalmers,27
64,T63,T63,David Frost,27
65,T63,T63,Brandt Jobe,30
66,T63,T63,Jeff Maggert,27
67,T63,T63,Nick Price,20
68,T69,T69,Joe Ogilvie,34
69,T69,T69,Jerry Smith,31
70,T71,T71,David Duval,20
71,T71,T71,Tim Herron,29
72,T71,T71,Spike McRoy,31
73,T71,T71,Frank Nobilo,28
74,T75,T75,John Daly,25
75,T75,T75,Joe Durant,25
76,T75,T75,Robin Freeman,34
77,T75,T75,Lee Janzen,29
78,T75,T75,Michael Muehr,32
79,T80,T80,Andrew Magee,31
80,T80,T80,Shaun Micheel,34
81,T82,T82,Bob Burns,29
82,T82,T82,Edward Fryatt,31
83,T82,T82,J.J. Henry,28
84,T85,T85,Woody Austin,34
85,T85,T85,Rich Beem,31
86,T85,T85,"David Berganio, Jr.",25
87,T85,T85,Harrison Frazar,25
88,T85,T85,Dudley Hart,25
89,T85,T85,Bradley Hughes,33
90,T85,T85,John Riegger,27
91,T85,T85,Jay Williamson,35
92,T93,T93,Russ Cochran,24
93,T93,T93,Tripp Isenhour,31
94,T93,T93,Bob May,25
95,T93,T93,Lee Porter,30
96,T97,T97,Billy Andrade,27
97,T97,T97,Tommy Armour III,32
98,T97,T97,Robert Damron,27
99,T97,T97,Carlos Franco,27
100,T97,T97,Jay Haas,21
101,T97,T97,Per-Ulrik Johansson,29
102,T97,T97,Rocco Mediate,21
103,T97,T97,Kaname Yokoo,27
104,T105,T105,Tom Byrum,27
105,T105,T105,Mark Calcavecchia,23
106,T105,T105,Michael Clark II,30
107,T105,T105,Kevin Johnson,32
108,T105,T105,Bernhard Langer,17
109,T105,T105,Ian Leggatt,29
110,T105,T105,Blaine McCallister,28
111,T112,T112,Mark Brooks,27
112,T112,T112,Dan Forsman,25
113,T112,T112,Sergio Garcia,18
114,T112,T112,Jeff Hart,28
115,T112,T112,David Morland IV,29
116,T112,T112,Craig Perks,30
117,T112,T112,Chris Perry,26
118,T112,T112,Paul Stankowski,27
119,T112,T112,Grant Waite,28
120,T121,T121,Matt Gogel,26
121,T121,T121,Jason Gore,30
122,T121,T121,Paul Goydos,29
123,T121,T121,Carl Paulson,31
124,T121,T121,Tommy Tolles,31
125,T126,T126,Craig Barlow,23
126,T126,T126,Paul Gow,27
127,T126,T126,Dennis Paulson,25
128,T129,T129,Steve Pate,30
129,T129,T129,Chris Tidland,29
130,T129,T129,Brian Wilson,31
131,T132,T132,Scott Dunlap,28
132,T132,T132,Jimmy Green,33
133,T132,T132,J.P. Hayes,23
134,T132,T132,Craig Kanada,28
135,T136,T136,Jeff Brehaut,26
136,T136,T136,Danny Ellis,27
137,T136,T136,Brian Henninger,29
138,T136,T136,John Huston,20
139,T136,T136,Jim McGovern,21
140,T136,T136,Andrew McLardy,26
141,T136,T136,Larry Mize,24
142,T136,T136,Brett Quigley,21
143,T136,T136,Scott Simpson,22
144,T136,T136,Joey Sindelar,25
145,T136,T136,Garrett Willis,33
146,T147,T147,Steve Elkington,20
147,T147,T147,Mathew Goggin,33
148,T147,T147,Craig Parry,22
149,T147,T147,Corey Pavin,22
150,T147,T147,Steve Stricker,20
151,T152,T152,Fred Couples,19
152,T152,T152,David Gossett,15
153,T152,T152,Donnie Hammond,14
154,T152,T152,Dicky Pride,27
155,T152,T152,Rory Sabbatini,23
156,T152,T152,Brent Schwarzrock,20
157,T152,T152,Brian Watts,16
158,T159,T159,Steve Allan,31
159,T159,T159,Gary Nicklaus,34
160,T161,T161,Doug Dunakey,32
161,T161,T161,Ernie Els,19
162,T161,T161,Bill Glasson,26
163,T161,T161,Cliff Kresge,31
164,T161,T161,Duffy Waldorf,27
165,T161,T161,Willie Wood,16
166,T167,T167,Brandel Chamblee,23
167,T167,T167,José Coceres,19
168,T167,T167,Hunter Haas,30
169,T170,T170,Jeremy Anderson,28
170,T170,T170,Marco Dawson,19
171,T170,T170,Gabriel Hjertstedt,30
172,T170,T170,Mark O'Meara,21
173,T174,T174,Ronnie Black,17
174,T174,T174,Steve Jones,25
175,T176,T176,Fulton Allem,21
176,T176,T176,Mark Hensby,29
177,T176,T176,Kent Jones,28
178,T176,T176,José María Olazábal,15
179,T180,T180,Doug Barron,25
180,T180,T180,Kelly Grunewald,27
181,T180,T180,Geoff Ogilvy,23
182,T183,T183,Richie Coughlan,26
183,T183,T183,Ben Ferguson,30
184,T185,T185,Ben Bates,18
185,T185,T185,Tom Scherrer,28
186,187,187,Mark Wiebe,24
187,T188,T188,Keith Clearwater,23
188,T188,T188,"Dave Stockton, Jr.",21
189,T190,T190,Robert Gamez,22
190,T190,T190,Franklin Langham,22
191,T190,T190,Sean Murphy,27
192,T190,T190,Jean Van de Velde,17
193,T194,T194,Bart Bryant,10
194,T194,T194,Brad Fabel,10
195,T194,T194,Miguel Angel Jiménez,15
196,T194,T194,Matt Kuchar,11
197,T198,T198,Joe Ozaki,17
198,T198,T198,D.A. Weibring,10
199,200,200,Barry Cheesman,16
200,T201,T201,Nick Faldo,13
201,T201,T201,Peter Jacobsen,17
202,T201,T201,Heath Slocum,8
203,T204,T204,Mike Hulbert,19
204,T204,T204,Fuzzy Zoeller,15
205,T206,T206,Michael Bradley,8
206,T206,T206,Retief Goosen,10
207,T206,T206,Jeff Julian,22
208,T206,T206,Greg Norman,11
209,T206,T206,Craig Stadler,19
210,T206,T206,Curtis Strange,11
211,T206,T206,Rocky Walcher,26
212,T213,T213,Brian Claar,8
213,T213,T213,Darren Clarke,7
214,T213,T213,Scott Gump,6
215,T213,T213,Phil Tataurangi,12
216,T217,T217,Emanuele Canonica,19
217,T217,T217,Padraig Harrington,9
218,T217,T217,Tom Purtzer,16
219,T220,T220,Ángel Cabrera,8
220,T220,T220,Luke Donald,7
221,T220,T220,Mike Reid,13
222,T220,T220,Craig Spence,19
223,T224,T224,Jeff Gallagher,7
224,T224,T224,Mike Heinen,8
225,T224,T224,Nolan Henke,8
226,T224,T224,Colin Montgomerie,7
227,T228,T228,"Jim Gallagher, Jr.",15
228,T228,T228,Toshi Izawa,5
229,T228,T228,Tim Thelen,7
230,T228,T228,Omar Uresti,3
231,T232,T232,Thomas Bjørn,7
232,T232,T232,Niclas Fasth,3
233,T232,T232,Gary Hallberg,9
234,T232,T232,Shingo Katayama,6
235,T232,T232,Bryce Molder,7
236,T232,T232,Sam Randolph,5
237,T232,T232,Adam Scott,6
238,T232,T232,Kevin Wentworth,14
239,T240,T240,Aaron Baddeley,9
240,T240,T240,Notah Begay III,12
241,T240,T240,Brad Bryant,2
242,T240,T240,Ben Crenshaw,11
243,T240,T240,Trevor Dodds,2
244,T240,T240,Peter Lonard,7
245,T240,T240,Mark McCumber,11
246,T240,T240,Mike Springer,10
247,T240,T240,Mike Standly,6
248,T240,T240,Toru Taniguchi,9
249,T250,T250,Craig Bowden,4
250,T250,T250,Chad Campbell,3
251,T250,T250,Michael Campbell,10
252,T250,T250,Mark Carnevale,3
253,T250,T250,Jay Delsing,5
254,T250,T250,Tom Kite,5
255,T250,T250,Dick Mast,3
256,T250,T250,Jeff Quinney,7
257,T250,T250,Larry Rinker,7
258,T250,T250,Ty Tryon,3
259,T250,T250,Lee Westwood,6
260,T261,T261,Andy Bean,8
261,T261,T261,Guy Boros,3
262,T261,T261,Jonathan Byrd,1
263,T261,T261,Tim Clark,3
264,T261,T261,Ed Fiori,6
265,T261,T261,Pierre Fulke,8
266,T261,T261,Lucas Glover,2
267,T261,T261,Mikko Ilonen,4
268,T261,T261,Katsumune Imai,1
