,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Scott Verplank,99,2.95,1138,386
1,T2,T2,Stephen Ames,88,2.96,1002,338
2,T2,T2,Stewart Cink,102,2.96,1138,385
3,T4,T4,Bob Tway,109,2.97,1275,430
4,T4,T4,Tiger Woods,76,2.97,893,301
5,T6,T6,Jay Don Blake,100,2.98,1164,391
6,T6,T6,Brent Geiberger,84,2.98,961,322
7,T6,T6,Davis Love III,75,2.98,897,301
8,T6,T6,Scott McCarron,98,2.98,1128,379
9,T10,T10,Chris DiMarco,108,2.99,1224,409
10,T10,T10,Jay Haas,75,2.99,882,295
11,T10,T10,Nick Price,74,2.99,885,296
12,T10,T10,Brett Quigley,67,2.99,769,257
13,T10,T10,Jeff Sluman,106,2.99,1261,422
14,T15,T15,Mark Brooks,88,3.0,1065,355
15,T15,T15,John Cook,91,3.0,1063,354
16,T15,T15,Brad Faxon,95,3.0,1040,347
17,T15,T15,Jim Furyk,88,3.0,1051,350
18,T15,T15,Glen Hnatiuk,104,3.0,1221,407
19,T15,T15,Michael Muehr,94,3.0,1118,373
20,T15,T15,Loren Roberts,84,3.0,1014,338
21,T15,T15,Kirk Triplett,88,3.0,993,331
22,T23,T23,Glen Day,89,3.01,1033,343
23,T23,T23,Bob Estes,91,3.01,1064,354
24,T23,T23,Fred Funk,118,3.01,1413,470
25,T23,T23,Bernhard Langer,62,3.01,737,245
26,T23,T23,Corey Pavin,72,3.01,859,285
27,T23,T23,Kenny Perry,94,3.01,1089,362
28,T23,T23,David Toms,100,3.01,1152,383
29,T30,T30,Cameron Beckman,103,3.02,1218,403
30,T30,T30,Mark Calcavecchia,81,3.02,964,319
31,T30,T30,Ernie Els,70,3.02,712,236
32,T30,T30,Tim Herron,97,3.02,1113,369
33,T30,T30,Charles Howell III,89,3.02,1040,344
34,T30,T30,José María Olazábal,51,3.02,577,191
35,T30,T30,Jesper Parnevik,91,3.02,1090,361
36,T30,T30,Tom Scherrer,69,3.02,794,263
37,T30,T30,Brent Schwarzrock,63,3.02,770,255
38,T30,T30,Kevin Sutherland,101,3.02,1191,395
39,T40,T40,Paul Azinger,79,3.03,955,315
40,T40,T40,"David Berganio, Jr.",76,3.03,888,293
41,T40,T40,Joel Edwards,99,3.03,1216,401
42,T40,T40,Dan Forsman,81,3.03,961,317
43,T40,T40,Harrison Frazar,88,3.03,1039,343
44,T40,T40,David Frost,87,3.03,1060,350
45,T40,T40,Sergio Garcia,64,3.03,730,241
46,T40,T40,Paul Goydos,86,3.03,1037,342
47,T40,T40,Donnie Hammond,51,3.03,639,211
48,T40,T40,Lee Janzen,96,3.03,1122,370
49,T40,T40,Pete Jordan,105,3.03,1268,418
50,T40,T40,Skip Kendall,111,3.03,1328,439
51,T40,T40,David Peoples,96,3.03,1141,376
52,T40,T40,John Riegger,86,3.03,1034,341
53,T40,T40,Scott Simpson,73,3.03,903,298
54,T40,T40,Vijay Singh,98,3.03,1105,365
55,T40,T40,Brian Watts,56,3.03,690,228
56,T40,T40,Mike Weir,86,3.03,1033,341
57,T58,T58,Olin Browne,99,3.04,1176,387
58,T58,T58,K.J. Choi,95,3.04,1134,373
59,T58,T58,Fred Couples,68,3.04,833,274
60,T58,T58,Scott Hoch,84,3.04,1036,341
61,T58,T58,Shigeki Maruyama,98,3.04,1157,380
62,T58,T58,Andrew McLardy,75,3.04,920,303
