,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
59,T59,T59,Steve Stricker,73,35.23,2290,65
60,61,61,Neal Lancaster,107,35.24,3700,105
61,T62,T62,Chris Smith,101,35.25,3419,97
62,T62,T62,Ted Tryba,110,35.25,3737,106
63,T64,T64,Glen Day,89,35.26,2962,84
64,T64,T64,Skip Kendall,111,35.26,3808,108
65,66,66,Steve Lowery,100,35.27,3386,96
66,67,67,Mike Sposa,96,35.28,3281,93
67,T68,T68,Harrison Frazar,88,35.3,2965,84
68,T68,T68,Shigeki Maruyama,98,35.3,3318,94
69,T68,T68,David Peoples,96,35.3,3283,93
70,T68,T68,Bob Tway,109,35.3,3742,106
71,72,72,Fred Couples,68,35.31,2401,68
72,T73,T73,José Coceres,60,35.32,2013,57
73,T73,T73,John Riegger,86,35.32,2967,84
74,T73,T73,Scott Simpson,73,35.32,2578,73
75,76,76,Craig Parry,68,35.33,2226,63
76,T77,T77,Ben Bates,53,35.34,1873,53
77,T77,T77,Glen Hnatiuk,104,35.34,3569,101
78,T79,T79,Robert Allenby,108,35.35,3747,106
79,T79,T79,Ronnie Black,51,35.35,1803,51
80,81,81,Ian Leggatt,84,35.36,2970,84
81,82,82,Ernie Els,70,35.37,2122,60
82,T83,T83,Billy Andrade,82,35.38,2795,79
83,T83,T83,Steve Flesch,112,35.38,3750,106
84,T83,T83,Matt Gogel,83,35.38,2866,81
85,T83,T83,Tim Herron,97,35.38,3220,91
86,T83,T83,Spike McRoy,95,35.38,3220,91
87,T88,T88,David Frost,87,35.39,3079,87
88,T88,T88,J.J. Henry,86,35.39,2973,84
89,T88,T88,Rory Sabbatini,73,35.39,2442,69
90,91,91,Bob May,86,35.4,2832,80
91,T92,T92,Brian Henninger,81,35.41,2797,79
92,T92,T92,Andrew McLardy,75,35.41,2656,75
93,T92,T92,Esteban Toledo,116,35.41,4037,114
94,T95,T95,Bill Glasson,69,35.42,2302,65
95,T95,T95,Mark Wiebe,62,35.42,2196,62
96,97,97,J.P. Hayes,76,35.43,2693,76
97,98,98,Paul Gow,79,35.44,2658,75
98,99,99,Chris Riley,104,35.45,3545,100
99,T100,T100,Scott Dunlap,80,35.46,2801,79
100,T100,T100,Dan Forsman,81,35.46,2766,78
101,T100,T100,Corey Pavin,72,35.46,2482,70
102,103,103,Jeff Hart,87,35.47,3015,85
103,T104,T104,Mark Brooks,88,35.48,3122,88
104,T104,T104,Tom Byrum,85,35.48,3016,85
105,T104,T104,Chris Tidland,83,35.48,2838,80
106,T107,T107,Edward Fryatt,93,35.49,3123,88
107,T107,T107,José María Olazábal,51,35.49,1668,47
108,109,109,J.L. Lewis,108,35.5,3763,106
109,110,110,Tommy Tolles,89,35.52,3055,86
110,111,111,Robert Gamez,59,35.53,2096,59
111,T112,T112,Fulton Allem,56,35.54,1990,56
112,T112,T112,Michael Muehr,94,35.54,3270,92
113,T112,T112,Craig Perks,78,35.54,2701,76
114,115,115,Blaine McCallister,80,35.55,2844,80
115,T116,T116,Paul Goydos,86,35.56,2987,84
116,T116,T116,Jay Williamson,92,35.56,3200,90
117,T118,T118,Tom Pernice Jr.,106,35.57,3628,102
118,T118,T118,Paul Stankowski,91,35.57,3130,88
119,120,120,Steve Pate,89,35.58,3060,86
120,T121,T121,Steve Jones,75,35.59,2527,71
121,T121,T121,Pete Jordan,105,35.59,3666,103
122,T121,T121,Jim McGovern,66,35.59,2242,63
123,T124,T124,Rich Beem,91,35.6,3168,89
124,T124,T124,Jeff Brehaut,80,35.6,2741,77
125,T124,T124,Jim Carter,103,35.6,3596,101
126,T124,T124,Len Mattiace,98,35.6,3382,95
127,T128,T128,Brad Faxon,95,35.62,3099,87
128,T128,T128,Brandt Jobe,96,35.62,3348,94
129,T128,T128,Mark O'Meara,69,35.62,2315,65
130,T128,T128,Loren Roberts,84,35.62,2992,84
131,T128,T128,Brent Schwarzrock,63,35.62,2244,63
132,T128,T128,Grant Waite,78,35.62,2707,76
133,T134,T134,Danny Ellis,76,35.63,2708,76
134,T134,T134,Carl Paulson,93,35.63,3314,93
135,136,136,Dennis Paulson,75,35.64,2637,74
136,T137,T137,Bradley Hughes,96,35.66,3352,94
137,T137,T137,Shaun Micheel,103,35.66,3566,100
138,T139,T139,Bob Burns,92,35.67,3175,89
139,T139,T139,Steve Elkington,64,35.67,2176,61
140,T139,T139,Chris Perry,80,35.67,2782,78
141,T142,T142,Robert Damron,91,35.68,3247,91
142,T142,T142,Greg Kraft,105,35.68,3639,102
143,144,144,Woody Austin,99,35.69,3391,95
144,145,145,Jeff Maggert,84,35.7,2999,84
145,146,146,Jean Van de Velde,52,35.71,1607,45
146,T147,T147,Brandel Chamblee,77,35.73,2751,77
147,T147,T147,Brian Wilson,88,35.73,3073,86
148,T149,T149,Brad Elder,111,35.74,3896,109
149,T149,T149,Lee Porter,93,35.74,3217,90
150,T151,T151,Carlos Franco,87,35.75,3110,87
151,T151,T151,Donnie Hammond,51,35.75,1823,51
152,T151,T151,Gabriel Hjertstedt,76,35.75,2717,76
153,T151,T151,Kaname Yokoo,81,35.75,2896,81
154,T155,T155,Tommy Armour III,93,35.76,3254,91
155,T155,T155,Craig Barlow,74,35.76,2575,72
156,T155,T155,Jason Gore,82,35.76,2861,80
157,T155,T155,Joe Ogilvie,110,35.76,3862,108
158,T159,T159,Robin Freeman,105,35.78,3685,103
159,T159,T159,Cliff Kresge,84,35.78,2934,82
160,161,161,Garrett Willis,88,35.79,3078,86
161,T162,T162,Craig Kanada,80,35.82,2794,78
162,T162,T162,Jerry Smith,95,35.82,3403,95
163,164,164,John Huston,64,35.83,2150,60
164,T165,T165,Michael Clark II,87,35.84,3046,85
165,T165,T165,David Morland IV,88,35.84,3082,86
166,167,167,Jimmy Green,94,35.85,3298,92
167,168,168,Dicky Pride,78,35.86,2797,78
168,169,169,Kelly Grunewald,66,35.88,2368,66
169,170,170,Tripp Isenhour,92,35.89,3194,89
170,171,171,Doug Dunakey,83,35.9,2908,81
171,172,172,John Daly,84,35.93,2946,82
172,T173,T173,Steve Allan,88,35.95,3092,86
173,T173,T173,Kent Jones,74,35.95,2660,74
174,175,175,Marco Dawson,57,35.96,2050,57
175,T176,T176,Doug Barron,62,35.98,2231,62
176,T176,T176,Geoff Ogilvy,60,35.98,2159,60
177,178,178,Mark Hensby,71,35.99,2555,71
178,T179,T179,Mathew Goggin,96,36.0,3348,93
179,T179,T179,Hunter Haas,78,36.0,2736,76
180,181,181,Kevin Johnson,93,36.02,3278,91
181,182,182,Jeremy Anderson,69,36.04,2487,69
182,183,183,Gary Nicklaus,96,36.06,3390,94
183,184,184,Andrew Magee,97,36.07,3391,94
184,185,185,Keith Clearwater,62,36.1,2238,62
185,186,186,Richie Coughlan,66,36.14,2385,66
186,187,187,Duffy Waldorf,77,36.21,2607,72
187,T188,T188,Ben Ferguson,76,36.24,2682,74
188,T188,T188,Sean Murphy,70,36.24,2537,70
189,190,190,Franklin Langham,63,36.28,2177,60
190,191,191,"Dave Stockton, Jr.",61,36.39,2220,61
191,192,192,Tom Scherrer,69,36.44,2405,66
192,193,193,Jeff Julian,55,36.56,2011,55
193,194,194,Rocky Walcher,59,36.93,2179,59
