,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Nick Price,34.06,579,17
1,2,2,Davis Love III,34.12,580,17
2,3,3,John Daly,34.13,546,16
3,T4,T4,Brad Faxon,34.16,649,19
4,T4,T4,Tiger Woods,34.16,649,19
5,6,6,David Peoples,34.29,583,17
6,7,7,Craig Perks,34.38,275,8
7,8,8,Tim Herron,34.39,619,18
8,T9,T9,Billy Andrade,34.5,414,12
9,T9,T9,Kelly Grunewald,34.5,207,6
10,11,11,Billy Mayfair,34.52,725,21
11,12,12,Vijay Singh,34.55,760,22
12,13,13,Phil Mickelson,34.58,657,19
13,T14,T14,Glen Day,34.6,519,15
14,T14,T14,Chris Riley,34.6,692,20
15,T14,T14,Joey Sindelar,34.6,346,10
16,T17,T17,J.J. Henry,34.64,485,14
17,T17,T17,Kevin Johnson,34.64,485,14
18,T17,T17,Jeff Maggert,34.64,485,14
19,T20,T20,Olin Browne,34.67,624,18
20,T20,T20,Robert Gamez,34.67,208,6
21,T20,T20,Dudley Hart,34.67,520,15
22,T20,T20,Jay Williamson,34.67,416,12
23,24,24,Sergio Garcia,34.69,451,13
24,T25,T25,Jay Haas,34.73,521,15
25,T25,T25,Scott McCarron,34.73,764,22
26,27,27,Bob Estes,34.74,660,19
27,T28,T28,Jesper Parnevik,34.76,730,21
28,T28,T28,Kirk Triplett,34.76,591,17
29,30,30,Kaname Yokoo,34.77,452,13
30,31,31,Kenny Perry,34.81,731,21
31,T32,T32,Harrison Frazar,34.82,592,17
32,T32,T32,Blaine McCallister,34.82,383,11
33,T32,T32,Jeff Sluman,34.82,766,22
34,35,35,Shigeki Maruyama,34.86,732,21
35,36,36,Fred Funk,34.88,907,26
36,37,37,Chris Smith,34.89,663,19
37,T38,T38,Stewart Cink,34.9,733,21
38,T38,T38,Joe Ogilvie,34.9,698,20
39,40,40,David Toms,34.91,768,22
40,T41,T41,Matt Gogel,34.93,524,15
41,T41,T41,Michael Muehr,34.93,489,14
42,43,43,David Duval,34.94,594,17
43,T44,T44,Cameron Beckman,34.95,699,20
44,T44,T44,Frank Lickliter II,34.95,734,21
45,T46,T46,Rich Beem,35.0,490,14
46,T46,T46,Tom Byrum,35.0,560,16
47,T46,T46,Pete Jordan,35.0,595,17
48,T46,T46,Rocco Mediate,35.0,525,15
49,T46,T46,José María Olazábal,35.0,315,9
50,T46,T46,Chris Perry,35.0,490,14
51,T46,T46,Loren Roberts,35.0,595,17
52,T46,T46,Rocky Walcher,35.0,105,3
