,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.21,1296,19
1,2,2,Jim Furyk,68.35,1367,20
2,3,3,Sergio Garcia,68.46,890,13
3,4,4,Scott Hoch,68.5,1233,18
4,5,5,Jeff Sluman,68.52,1576,23
5,6,6,Phil Mickelson,68.68,1305,19
6,7,7,Bernhard Langer,68.87,1033,15
7,8,8,Fulton Allem,68.88,551,8
8,9,9,Charles Howell III,68.95,1310,19
9,10,10,David Toms,69.0,1518,22
10,11,11,Nick Price,69.12,1175,17
11,12,12,José Coceres,69.18,761,11
12,13,13,Kevin Sutherland,69.2,1384,20
13,14,14,Mike Weir,69.25,1385,20
14,15,15,Glen Day,69.27,1039,15
15,16,16,Olin Browne,69.28,1247,18
16,17,17,Chris DiMarco,69.33,1664,24
17,18,18,Davis Love III,69.35,1179,17
18,19,19,Vijay Singh,69.41,1527,22
19,20,20,Dan Forsman,69.47,1042,15
20,21,21,Cameron Beckman,69.48,1459,21
21,22,22,Jerry Smith,69.53,1182,17
22,23,23,Tom Lehman,69.56,1252,18
23,24,24,Bob Estes,69.58,1322,19
24,T25,T25,J.J. Henry,69.6,1044,15
25,T25,T25,Joey Sindelar,69.6,696,10
26,27,27,David Duval,69.61,1253,18
27,28,28,Scott Dunlap,69.62,905,13
28,T29,T29,Paul Azinger,69.63,1323,19
29,T29,T29,Bill Glasson,69.63,557,8
30,31,31,Woody Austin,69.64,975,14
31,32,32,Stuart Appleby,69.67,1463,21
32,33,33,Brian Gay,69.68,1742,25
33,34,34,Loren Roberts,69.71,1185,17
34,35,35,Stephen Ames,69.72,1255,18
35,T36,T36,Jeff Maggert,69.79,977,14
36,T36,T36,Bob Tway,69.79,1675,24
37,38,38,Kenny Perry,69.81,1466,21
38,39,39,Pete Jordan,69.82,1187,17
39,40,40,Kirk Triplett,69.88,1188,17
40,41,41,Justin Leonard,69.9,1468,21
41,T42,T42,Frank Lickliter II,69.91,1538,22
42,T42,T42,Scott McCarron,69.91,1538,22
43,T42,T42,Hal Sutton,69.91,1538,22
44,45,45,Stewart Cink,69.95,1469,21
45,T46,T46,Joe Durant,70.0,1050,15
46,T46,T46,Bob May,70.0,1190,17
47,T46,T46,Craig Perks,70.0,700,10
48,49,49,Scott Verplank,70.04,1611,23
49,50,50,Jerry Kelly,70.05,1401,20
50,T51,T51,Tom Byrum,70.06,1121,16
51,T51,T51,Lee Janzen,70.06,1191,17
52,53,53,Neal Lancaster,70.1,1402,20
53,T54,T54,Brandt Jobe,70.11,1262,18
54,T54,T54,José María Olazábal,70.11,631,9
55,T54,T54,Mark Wiebe,70.11,631,9
56,57,57,Rocco Mediate,70.12,1192,17
57,T58,T58,Bob Burns,70.13,1122,16
58,T58,T58,Jay Haas,70.13,1122,16
59,60,60,Corey Pavin,70.14,982,14
60,61,61,Paul Gow,70.15,912,13
61,62,62,Len Mattiace,70.16,1333,19
62,63,63,Billy Mayfair,70.19,1474,21
63,T64,T64,Mark Calcavecchia,70.22,1264,18
64,T64,T64,Steve Flesch,70.22,1615,23
65,66,66,Brian Watts,70.25,843,12
66,67,67,Garrett Willis,70.27,773,11
67,68,68,Dudley Hart,70.31,1125,16
68,T69,T69,"David Berganio, Jr.",70.33,1055,15
69,T69,T69,Geoff Ogilvy,70.33,633,9
70,T71,T71,Skip Kendall,70.35,1618,23
71,T71,T71,David Peoples,70.35,1196,17
72,T73,T73,Joel Edwards,70.4,1408,20
73,T73,T73,Gabriel Hjertstedt,70.4,704,10
74,75,75,John Huston,70.42,845,12
75,76,76,Jeremy Anderson,70.44,634,9
76,77,77,Craig Parry,70.45,775,11
77,78,78,Robert Allenby,70.46,1691,24
78,79,79,Glen Hnatiuk,70.48,1480,21
79,T80,T80,Fred Funk,70.5,1833,26
80,T80,T80,Ian Leggatt,70.5,987,14
81,T80,T80,Dennis Paulson,70.5,987,14
82,T80,T80,Grant Waite,70.5,846,12
83,84,84,Steve Lowery,70.52,1622,23
