,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott McCarron,68.67,1648,24
1,2,2,Phil Mickelson,68.68,1511,22
2,3,3,Scott Verplank,69.04,1726,25
3,4,4,Chris DiMarco,69.26,1870,27
4,5,5,Vijay Singh,69.29,1663,24
5,6,6,Bob Estes,69.33,1664,24
6,7,7,Sergio Garcia,69.35,1179,17
7,8,8,David Duval,69.37,1318,19
8,9,9,Davis Love III,69.45,1389,20
9,10,10,Brent Geiberger,69.61,1601,23
10,11,11,David Toms,69.62,1810,26
11,12,12,Brian Watts,69.63,1114,16
12,13,13,Bernhard Langer,69.69,1115,16
13,14,14,Jesper Parnevik,69.71,1673,24
14,T15,T15,Kenny Perry,69.74,1604,23
15,T15,T15,Brett Quigley,69.74,1325,19
16,T15,T15,Tiger Woods,69.74,1325,19
17,T18,T18,John Cook,69.83,1606,23
18,T18,T18,Jeff Sluman,69.83,2025,29
19,T18,T18,Mike Weir,69.83,1606,23
20,21,21,Greg Chalmers,69.84,1746,25
21,22,22,Shigeki Maruyama,69.85,1816,26
22,23,23,Jim Furyk,69.88,1677,24
23,24,24,Chris Riley,69.9,2027,29
24,25,25,Mike Sposa,69.93,1958,28
25,26,26,Jonathan Kaye,69.94,2168,31
26,27,27,Paul Azinger,69.95,1399,20
27,T28,T28,Stewart Cink,69.96,1889,27
28,T28,T28,Kirk Triplett,69.96,1679,24
29,T30,T30,Tim Herron,70.0,1890,27
30,T30,T30,Scott Hoch,70.0,1680,24
31,T30,T30,Brent Schwarzrock,70.0,1400,20
32,33,33,Brad Faxon,70.04,1681,24
33,34,34,Jay Haas,70.05,1401,20
34,35,35,Hal Sutton,70.12,1753,25
35,36,36,Charles Howell III,70.17,1614,23
36,T37,T37,Craig Barlow,70.18,1544,22
37,T37,T37,Tom Lehman,70.18,1544,22
38,39,39,Brian Gay,70.19,2176,31
39,40,40,John Daly,70.21,1685,24
40,41,41,Jerry Kelly,70.23,2107,30
41,42,42,Ernie Els,70.24,1194,17
42,T43,T43,Robert Allenby,70.25,1967,28
43,T43,T43,Nick Price,70.25,1405,20
44,45,45,Bob Tway,70.29,1968,28
45,46,46,Bob May,70.3,1617,23
46,47,47,Frank Lickliter II,70.31,2039,29
47,48,48,Paul Stankowski,70.32,1758,25
48,49,49,Dudley Hart,70.35,1618,23
49,50,50,Billy Mayfair,70.36,1970,28
50,T51,T51,Steve Flesch,70.37,2111,30
51,T51,T51,Edward Fryatt,70.37,2111,30
52,T53,T53,Briny Baird,70.4,2112,30
53,T53,T53,Spike McRoy,70.4,2112,30
54,55,55,Mark Calcavecchia,70.41,1549,22
55,T56,T56,Glen Day,70.42,1831,26
56,T56,T56,Steve Lowery,70.42,1831,26
57,58,58,Olin Browne,70.45,2043,29
58,59,59,Cameron Beckman,70.46,1973,28
59,60,60,José Coceres,70.47,1198,17
60,T61,T61,K.J. Choi,70.5,1974,28
61,T61,T61,Fred Funk,70.5,2256,32
62,T61,T61,J.L. Lewis,70.5,2115,30
63,64,64,Michael Muehr,70.52,2186,31
64,65,65,John Riegger,70.54,1834,26
65,T66,T66,Skip Kendall,70.55,2187,31
66,T66,T66,Mark O'Meara,70.55,1411,20
67,T66,T66,Chris Smith,70.55,2046,29
68,69,69,Willie Wood,70.56,1129,16
69,70,70,Stephen Ames,70.58,1694,24
70,71,71,Lee Porter,70.59,2047,29
71,T72,T72,Joel Edwards,70.6,2118,30
72,T72,T72,Jim McGovern,70.6,1412,20
73,74,74,Jay Don Blake,70.62,2048,29
74,75,75,Ted Tryba,70.63,2260,32
75,76,76,Steve Pate,70.64,1978,28
76,T77,T77,Stuart Appleby,70.67,1908,27
77,T77,T77,Jim Carter,70.67,1908,27
78,T77,T77,Frank Nobilo,70.67,1908,27
79,80,80,Esteban Toledo,70.69,2474,35
80,81,81,Bob Burns,70.71,1980,28
81,T82,T82,"David Berganio, Jr.",70.74,1627,23
82,T82,T82,Jeff Maggert,70.74,1910,27
83,84,84,Tom Pernice Jr.,70.75,2264,32
84,85,85,Geoff Ogilvy,70.77,1557,22
85,86,86,Carlos Franco,70.78,1911,27
86,T87,T87,Brad Elder,70.79,2407,34
87,T87,T87,Donnie Hammond,70.79,991,14
88,T87,T87,Kevin Sutherland,70.79,1982,28
89,T90,T90,Joe Durant,70.8,1770,25
90,T90,T90,Carl Paulson,70.8,2124,30
91,T92,T92,Mark Brooks,70.81,1912,27
92,T92,T92,David Frost,70.81,1912,27
93,T92,T92,Kaname Yokoo,70.81,1912,27
94,T95,T95,Brandel Chamblee,70.83,1629,23
95,T95,T95,Andrew Magee,70.83,2125,30
96,T97,T97,Fulton Allem,70.85,1417,20
97,T97,T97,Billy Andrade,70.85,1842,26
98,T97,T97,Robert Damron,70.85,1913,27
99,T100,T100,Justin Leonard,70.86,1984,28
100,T100,T100,Len Mattiace,70.86,2055,29
101,102,102,Neal Lancaster,70.89,2481,35
102,103,103,J.P. Hayes,70.91,1631,23
103,104,104,Chris Tidland,70.93,1915,27
104,T105,T105,Russ Cochran,70.95,1561,22
105,T105,T105,Marco Dawson,70.95,1348,19
106,107,107,Per-Ulrik Johansson,70.96,1987,28
