,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
0,1,1,David Duval,71,-1.000
1,2,2,Mike Sposa,68,-.909
2,3,3,Scott Gutschewski,53,-.867
3,4,4,Larry Mize,53,-.857
4,5,5,Arjun Atwal,97,-.813
5,6,6,Rich Beem,85,-.765
6,7,7,Kent Jones,103,-.760
7,8,8,Robert Garrigus,85,-.722
8,9,9,Kris Cox,83,-.706
9,T10,T10,Jeff Brehaut,100,-.700
10,T10,T10,Jimmy Walker,60,-.700
11,12,12,Charles Howell III,96,-.692
12,13,13,Ben Crane,85,-.688
13,14,14,Will MacKenzie,91,-.684
14,T15,T15,Harrison Frazar,95,-.667
15,T15,T15,John Huston,74,-.667
16,T15,T15,Tom Lehman,70,-.667
17,T15,T15,Mark O'Meara,52,-.667
18,19,19,Vijay Singh,103,-.652
19,20,20,Jeff Sluman,101,-.650
20,21,21,Chris Riley,86,-.647
21,22,22,John Rollins,93,-.640
22,23,23,Rory Sabbatini,84,-.636
23,24,24,Vaughn Taylor,88,-.632
24,T25,T25,Tommy Armour III,65,-.625
25,T25,T25,Tim Clark,80,-.625
26,T25,T25,Ryan Palmer,101,-.625
27,T25,T25,Camilo Villegas,95,-.625
28,29,29,Mark Calcavecchia,94,-.615
29,T30,T30,Michael Connell,51,-.600
30,T30,T30,Ernie Els,69,-.600
31,T30,T30,Carlos Franco,86,-.600
32,T30,T30,Padraig Harrington,54,-.600
33,T30,T30,Steve Jones,83,-.600
34,T35,T35,Brett Quigley,109,-.591
35,T35,T35,Dean Wilson,115,-.591
36,T37,T37,Shane Bertsch,104,-.588
37,T37,T37,Ron Whittaker,81,-.588
38,T39,T39,Olin Browne,108,-.583
39,T39,T39,Trevor Immelman,86,-.583
40,T39,T39,Tim Petrovic,95,-.583
41,42,42,Nathan Green,108,-.571
42,43,43,David Branshaw,98,-.565
43,T44,T44,Dudley Hart,83,-.556
44,T44,T44,Roger Tambellini,64,-.556
45,46,46,Bill Haas,99,-.553
46,T47,T47,Jonathan Byrd,66,-.545
47,T47,T47,Jim Furyk,89,-.545
48,T47,T47,Matt Hansen,68,-.545
49,T50,T50,Retief Goosen,68,-.538
50,T50,T50,Skip Kendall,72,-.538
51,T50,T50,Paul Stankowski,70,-.538
52,53,53,Bob Tway,81,-.533
53,54,54,Jeff Overton,95,-.531
54,55,55,Michael Allen,84,-.529
55,56,56,Tom Pernice Jr.,108,-.526
56,57,57,Marco Dawson,87,-.524
57,58,58,Jason Bohn,104,-.522
58,T59,T59,Greg Owen,79,-.520
59,T59,T59,Kevin Sutherland,100,-.520
60,T61,T61,Craig Barlow,77,-.500
61,T61,T61,Daniel Chopra,110,-.500
62,T61,T61,Luke Donald,66,-.500
63,T61,T61,Brad Faxon,78,-.500
64,T61,T61,Robert Gamez,94,-.500
65,T61,T61,Brent Geiberger,99,-.500
66,T61,T61,J.J. Henry,96,-.500
67,T61,T61,J.B. Holmes,81,-.500
68,T61,T61,Frank Lickliter II,99,-.500
69,T61,T61,Rod Pampling,89,-.500
70,T61,T61,Ian Poulter,53,-.500
71,T61,T61,Tag Ridings,103,-.500
72,T61,T61,Tiger Woods,55,-.500
73,74,74,Nick Watney,97,-.483
74,75,75,Jesper Parnevik,84,-.481
75,76,76,Steve Lowery,99,-.480
76,77,77,Jonathan Kaye,95,-.478
77,T78,T78,Stuart Appleby,83,-.471
78,T78,T78,K.J. Choi,93,-.471
79,T78,T78,Richard Johnson,94,-.471
80,81,81,Duffy Waldorf,96,-.467
81,T82,T82,Bart Bryant,87,-.462
82,T82,T82,Freddie Jacobson,56,-.462
83,T82,T82,Jason Schultz,77,-.462
84,85,85,Charley Hoffman,100,-.458
85,T86,T86,Robert Damron,91,-.455
86,T86,T86,Jerry Smith,94,-.455
87,T86,T86,Tjaart van der Walt,60,-.455
88,T89,T89,Briny Baird,81,-.444
89,T89,T89,John Cook,67,-.444
90,T89,T89,Chris DiMarco,83,-.444
91,T89,T89,Lucas Glover,105,-.444
92,T89,T89,Lee Janzen,79,-.444
93,T89,T89,Greg Kraft,79,-.444
94,T89,T89,Peter Lonard,77,-.444
95,T89,T89,Corey Pavin,74,-.444
96,97,97,David McKenzie,82,-.440
97,98,98,Bo Van Pelt,102,-.438
98,T99,T99,Joe Durant,101,-.429
99,T99,T99,"John Engler, Jr.",69,-.429
100,T99,T99,Scott Verplank,88,-.429
101,102,102,Henrik Bjornstad,97,-.423
102,103,103,Jerry Kelly,100,-.421
103,T104,T104,Ryan Moore,68,-.417
104,T104,T104,Patrick Sheehan,104,-.417
105,106,106,James Driscoll,80,-.412
106,107,107,Brian Davis,92,-.409
107,T108,T108,Ben Curtis,86,-.400
108,T108,T108,Bubba Dickerson,98,-.400
109,T108,T108,Mathew Goggin,72,-.400
110,T108,T108,Jason Gore,86,-.400
111,T108,T108,J.P. Hayes,55,-.400
112,T108,T108,Justin Leonard,83,-.400
113,T108,T108,Geoff Ogilvy,76,-.400
114,T108,T108,David Toms,76,-.400
115,T116,T116,Stephen Ames,63,-.385
116,T116,T116,Ryan Hietala,61,-.385
117,T116,T116,John Senden,96,-.385
118,119,119,Brett Wetterich,82,-.381
119,T120,T120,Greg Chalmers,71,-.375
120,T120,T120,Danny Ellis,68,-.375
121,T120,T120,Fred Funk,106,-.375
122,T120,T120,Paul Goydos,72,-.375
123,T120,T120,Tim Herron,82,-.375
124,T120,T120,David Howell,52,-.375
125,T120,T120,Bernhard Langer,77,-.375
126,T120,T120,Troy Matteson,101,-.375
127,T120,T120,Joey Sindelar,90,-.375
128,129,129,"Wes Short, Jr.",96,-.368
129,T130,T130,Alex Aragon,63,-.364
130,T130,T130,Todd Fischer,101,-.364
131,T130,T130,Mathias Grönberg,92,-.364
132,T130,T130,Len Mattiace,59,-.364
133,T130,T130,Sean O'Hair,100,-.364
134,T135,T135,Stephen Leaney,84,-.357
135,T135,T135,Jon Mills,68,-.357
136,T135,T135,Arron Oberholser,82,-.357
137,138,138,Paul Azinger,87,-.353
138,139,139,Ted Purdy,103,-.344
139,T140,T140,Billy Andrade,78,-.333
140,T140,T140,Chris Couch,75,-.333
141,T140,T140,Fred Couples,52,-.333
142,T140,T140,John Daly,51,-.333
143,T140,T140,Brian Gay,107,-.333
144,T140,T140,Brandt Jobe,91,-.333
145,T140,T140,Ian Leggatt,80,-.333
146,T140,T140,Jeff Maggert,81,-.333
147,T140,T140,Bob May,65,-.333
148,T140,T140,José María Olazábal,62,-.333
149,T140,T140,Pat Perez,50,-.333
150,T140,T140,Justin Rose,98,-.333
151,T140,T140,Steve Stricker,64,-.333
152,T140,T140,Omar Uresti,61,-.333
153,T140,T140,Vance Veazey,59,-.333
154,155,155,Jeff Gove,91,-.320
155,T156,T156,Woody Austin,107,-.313
156,T156,T156,Hunter Mahan,98,-.313
157,T156,T156,Billy Mayfair,94,-.313
158,T156,T156,Nicholas Thompson,96,-.313
159,T156,T156,Mike Weir,88,-.313
160,T161,T161,Joe Ogilvie,95,-.308
161,T161,T161,Hidemichi Tanaka,74,-.308
162,163,163,Heath Slocum,96,-.300
163,164,164,Aaron Baddeley,78,-.294
164,165,165,Eric Axley,91,-.292
165,T166,T166,Chad Campbell,91,-.286
166,T166,T166,Sergio Garcia,59,-.286
167,T168,T168,Steve Elkington,52,-.273
168,T168,T168,Chris Smith,67,-.273
169,170,170,D.J. Trahan,92,-.269
170,171,171,Mark Brooks,90,-.267
171,T172,T172,Steve Flesch,119,-.263
172,T172,T172,Ryuji Imada,105,-.263
173,174,174,Alex Cejka,93,-.258
174,T175,T175,Zach Johnson,98,-.250
175,T175,T175,Shigeki Maruyama,94,-.250
176,T175,T175,Daisuke Maruyama,83,-.250
177,T175,T175,Shaun Micheel,96,-.250
178,T175,T175,Phil Mickelson,74,-.250
179,T175,T175,Mark Wilson,79,-.250
180,181,181,Stewart Cink,93,-.222
181,182,182,Brian Bateman,69,-.214
182,183,183,Bob Estes,85,-.208
183,T184,T184,J.L. Lewis,57,-.200
184,T184,T184,Adam Scott,70,-.200
185,186,186,D.A. Points,82,-.190
186,187,187,Carl Pettersson,95,-.154
187,188,188,Charles Warren,93,-.143
188,189,189,Thomas Levet,53,-.125
189,190,190,Davis Love III,85,-.111
190,191,191,Robert Allenby,79,-.067
191,T192,T192,Doug Barron,74,E
192,T192,T192,Kenny Perry,73,E
193,T192,T192,Kirk Triplett,58,E
194,T192,T192,Bubba Watson,83,E
195,196,196,Todd Hamilton,72,+.200
