,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
31,32,32,Bob Estes,85,63.79,694,1088,-0.18
32,33,33,J.J. Henry,96,63.67,708,1112,-0.17
33,34,34,Brandt Jobe,91,63.64,651,1023,-0.17
34,35,35,Jeff Brehaut,100,63.59,779,1225,-0.16
35,36,36,Mark Wilson,79,63.46,672,1059,-0.21
36,37,37,Fred Funk,106,63.34,781,1233,-0.18
37,38,38,Vijay Singh,103,63.33,708,1118,-0.18
38,39,39,Justin Rose,98,63.15,766,1213,-0.19
39,40,40,Skip Kendall,72,63.12,534,846,-0.18
40,T41,T41,Mathew Goggin,72,63.1,513,813,-0.12
41,T41,T41,David Howell,52,63.1,265,420,-0.25
42,T41,T41,Zach Johnson,98,63.1,720,1141,-0.18
43,44,44,Alex Cejka,93,63.09,711,1127,-0.17
44,45,45,Brett Wetterich,82,63.07,613,972,-0.19
45,T46,T46,Stephen Leaney,84,63.06,729,1156,-0.19
46,T46,T46,Scott Verplank,88,63.06,623,988,-0.18
47,48,48,Jerry Kelly,100,63.01,775,1230,-0.18
48,49,49,Thomas Levet,53,62.97,449,713,-0.1
49,50,50,Padraig Harrington,54,62.93,331,526,-0.18
50,51,51,Hunter Mahan,98,62.88,781,1242,-0.2
51,52,52,Camilo Villegas,95,62.75,704,1122,-0.17
52,T53,T53,Chad Campbell,91,62.73,621,990,-0.15
53,T53,T53,David Toms,76,62.73,557,888,-0.2
54,T55,T55,Richard Johnson,94,62.72,811,1293,-0.2
55,T55,T55,Phil Mickelson,74,62.72,387,617,-0.21
56,T57,T57,John Cook,67,62.64,508,811,-0.16
57,T57,T57,Frank Lickliter II,99,62.64,746,1191,-0.18
58,59,59,Davis Love III,85,62.56,508,812,-0.23
59,60,60,Will MacKenzie,91,62.51,647,1035,-0.11
60,61,61,Billy Andrade,78,62.49,538,861,-0.15
61,62,62,John Rollins,93,62.41,659,1056,-0.17
62,T63,T63,Charley Hoffman,100,62.36,749,1201,-0.18
63,T63,T63,Jeff Maggert,81,62.36,618,991,-0.17
64,65,65,Bo Van Pelt,102,62.27,794,1275,-0.17
65,66,66,Daisuke Maruyama,83,62.17,636,1023,-0.16
66,67,67,Lucas Glover,105,62.09,737,1187,-0.19
67,68,68,Kris Cox,83,62.07,617,994,-0.16
68,69,69,Scott Gutschewski,53,61.97,383,618,-0.17
69,70,70,Sergio Garcia,59,61.96,329,531,-0.14
70,71,71,Stephen Ames,63,61.95,394,636,-0.21
71,72,72,Steve Flesch,119,61.91,928,1499,-0.18
72,73,73,Charles Howell III,96,61.9,684,1105,-0.13
73,74,74,Ron Whittaker,81,61.89,661,1068,-0.17
74,75,75,Matt Hansen,68,61.83,507,820,-0.1
75,76,76,David McKenzie,82,61.76,612,991,-0.17
76,77,77,Duffy Waldorf,96,61.74,731,1184,-0.17
77,78,78,Stewart Cink,93,61.73,663,1074,-0.21
78,79,79,Jerry Smith,94,61.68,763,1237,-0.18
79,80,80,Kent Jones,103,61.65,783,1270,-0.2
80,81,81,Jason Bohn,104,61.61,780,1266,-0.17
81,82,82,Dean Wilson,115,61.58,848,1377,-0.2
82,83,83,Troy Matteson,101,61.46,748,1217,-0.14
83,84,84,Luke Donald,66,61.44,384,625,-0.22
84,85,85,Tom Lehman,70,61.43,422,687,-0.13
85,86,86,Rich Beem,85,61.38,542,883,-0.17
86,87,87,Paul Goydos,72,61.34,560,913,-0.15
87,88,88,Kirk Triplett,58,61.32,428,698,-0.2
88,89,89,Rory Sabbatini,84,61.3,564,920,-0.18
89,90,90,Paul Stankowski,70,61.24,553,903,-0.17
90,91,91,Corey Pavin,74,61.22,532,869,-0.14
91,92,92,Mathias Grönberg,92,61.21,658,1075,-0.17
92,93,93,Jeff Sluman,101,61.05,754,1235,-0.21
93,94,94,Bubba Dickerson,98,61.0,707,1159,-0.18
94,95,95,Ian Poulter,53,60.98,361,592,-0.21
95,96,96,Bob Tway,81,60.96,587,963,-0.17
96,T97,T97,Chris DiMarco,83,60.89,534,877,-0.17
97,T97,T97,Retief Goosen,68,60.89,383,629,-0.21
98,99,99,Tim Clark,80,60.88,498,818,-0.19
99,100,100,Brent Geiberger,99,60.82,790,1299,-0.19
100,101,101,Eric Axley,91,60.79,659,1084,-0.21
101,102,102,Henrik Bjornstad,97,60.76,771,1269,-0.15
102,103,103,Larry Mize,53,60.74,376,619,-0.13
103,T104,T104,Brian Bateman,69,60.72,521,858,-0.13
104,T104,T104,Mike Weir,88,60.72,558,919,-0.2
105,106,106,Chris Couch,75,60.68,534,880,-0.14
106,T107,T107,Steve Lowery,99,60.65,709,1169,-0.14
107,T107,T107,Sean O'Hair,100,60.65,649,1070,-0.14
108,109,109,Fred Couples,52,60.63,268,442,-0.14
109,110,110,Robert Gamez,94,60.61,737,1216,-0.16
110,111,111,Nicholas Thompson,96,60.56,645,1065,-0.11
111,112,112,Tommy Armour III,65,60.55,462,763,-0.24
112,113,113,Roger Tambellini,64,60.54,445,735,-0.11
113,T114,T114,Robert Garrigus,85,60.52,607,1003,-0.17
114,T114,T114,Bernhard Langer,77,60.52,509,841,-0.17
115,116,116,Bubba Watson,83,60.45,535,885,-0.16
116,117,117,Olin Browne,108,60.44,770,1274,-0.19
117,118,118,Marco Dawson,87,60.42,655,1084,-0.2
118,119,119,Tjaart van der Walt,60,60.41,467,773,-0.16
119,120,120,Freddie Jacobson,56,60.34,455,754,-0.19
120,121,121,Carlos Franco,86,60.29,665,1103,-0.14
121,T122,T122,Tim Herron,82,60.27,531,881,-0.16
122,T122,T122,Jeff Overton,95,60.27,707,1173,-0.15
123,124,124,Tom Pernice Jr.,108,60.22,763,1267,-0.19
124,125,125,Justin Leonard,83,60.1,577,960,-0.18
125,126,126,Ryuji Imada,105,59.98,748,1247,-0.17
126,T127,T127,Brian Davis,92,59.96,668,1114,-0.17
127,T127,T127,Vaughn Taylor,88,59.96,650,1084,-0.22
128,129,129,Omar Uresti,61,59.95,440,734,-0.12
129,T130,T130,Greg Kraft,79,59.9,575,960,-0.17
130,T130,T130,Shigeki Maruyama,94,59.9,702,1172,-0.21
131,132,132,Dudley Hart,83,59.87,640,1069,-0.15
132,133,133,Robert Damron,91,59.79,724,1211,-0.17
133,134,134,Steve Jones,83,59.73,626,1048,-0.16
134,135,135,Arjun Atwal,97,59.64,693,1162,-0.17
135,136,136,Jason Gore,86,59.6,602,1010,-0.15
136,137,137,D.J. Trahan,92,59.46,644,1083,-0.19
137,138,138,Joe Ogilvie,95,59.44,636,1070,-0.16
138,139,139,Patrick Sheehan,104,59.42,754,1269,-0.14
139,140,140,Nick Watney,97,59.3,708,1194,-0.14
140,141,141,Craig Barlow,77,59.29,453,764,-0.15
141,142,142,Peter Lonard,77,59.27,582,982,-0.12
142,143,143,Nathan Green,108,59.22,809,1366,-0.19
143,144,144,Jesper Parnevik,84,59.14,608,1028,-0.18
144,145,145,Lee Janzen,79,59.0,593,1005,-0.17
145,146,146,Stuart Appleby,83,58.97,529,897,-0.18
146,147,147,Ian Leggatt,80,58.96,576,977,-0.16
147,148,148,Shane Bertsch,104,58.95,784,1330,-0.19
148,149,149,J.B. Holmes,81,58.92,449,762,-0.13
149,150,150,"Wes Short, Jr.",96,58.91,691,1173,-0.16
150,151,151,Paul Azinger,87,58.9,672,1141,-0.17
151,152,152,Michael Connell,51,58.89,361,613,-0.14
152,153,153,Ryan Palmer,101,58.77,680,1157,-0.18
153,154,154,Pat Perez,50,58.69,341,581,-0.13
154,155,155,Ryan Moore,68,58.59,491,838,-0.18
155,156,156,Brian Gay,107,58.5,867,1482,-0.23
156,157,157,Danny Ellis,68,58.36,499,855,-0.18
157,158,158,Bill Haas,99,58.31,719,1233,-0.17
158,159,159,Mark Brooks,90,58.28,630,1081,-0.15
159,160,160,Ernie Els,69,58.26,395,678,-0.18
160,161,161,Mark Calcavecchia,94,58.13,651,1120,-0.16
161,T162,T162,J.P. Hayes,55,58.12,408,702,-0.17
162,T162,T162,Jon Mills,68,58.12,451,776,-0.11
163,164,164,Woody Austin,107,58.11,774,1332,-0.17
164,165,165,Daniel Chopra,110,58.02,720,1241,-0.24
165,166,166,Michael Allen,84,57.98,603,1040,-0.19
166,167,167,Ben Crane,85,57.95,514,887,-0.22
167,168,168,Harrison Frazar,95,57.82,588,1017,-0.2
168,169,169,Mike Sposa,68,57.78,479,829,-0.12
169,170,170,Carl Pettersson,95,57.65,622,1079,-0.18
170,171,171,Jason Schultz,77,57.25,529,924,-0.12
171,172,172,Jimmy Walker,60,57.24,443,774,-0.17
172,173,173,John Huston,74,57.13,529,926,-0.16
173,174,174,Vance Veazey,59,57.09,455,797,-0.18
174,175,175,Chris Riley,86,57.02,581,1019,-0.18
175,176,176,Rod Pampling,89,56.84,540,950,-0.22
176,177,177,D.A. Points,82,56.75,584,1029,-0.2
177,178,178,Todd Fischer,101,56.56,737,1303,-0.18
178,179,179,Geoff Ogilvy,76,56.27,395,702,-0.18
179,180,180,Doug Barron,74,55.66,526,945,-0.14
180,181,181,James Driscoll,80,55.52,583,1050,-0.13
181,182,182,Tag Ridings,103,55.46,681,1228,-0.18
182,183,183,Tim Petrovic,95,55.29,658,1190,-0.16
183,184,184,John Daly,51,55.09,292,530,-0.13
184,T185,T185,David Duval,71,54.97,415,755,-0.2
185,T185,T185,Len Mattiace,59,54.97,420,764,-0.18
186,187,187,"John Engler, Jr.",69,54.66,510,933,-0.14
187,188,188,Alex Aragon,63,54.46,415,762,-0.14
188,189,189,J.L. Lewis,57,54.3,385,709,-0.13
189,190,190,Mark O'Meara,52,54.1,290,536,-0.15
190,191,191,Aaron Baddeley,78,53.61,535,998,-0.19
191,192,192,Greg Chalmers,71,53.59,440,821,-0.17
192,193,193,Hidemichi Tanaka,74,53.53,515,962,-0.14
193,194,194,Brad Faxon,78,53.52,578,1080,-0.17
194,195,195,Ryan Hietala,61,53.45,364,681,-0.11
195,196,196,Todd Hamilton,72,51.87,429,827,-0.16
