,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,55,"42' 8""",5797.8330000000005,136,-38
1,2,2,Phil Mickelson,74,"43' 1""",6422.3330000000005,149,-45
2,3,3,Robert Garrigus,85,"43' 5""",9846.583,227,-45
3,4,4,Chad Campbell,91,"44' 1""",8324.583,189,-28
4,5,5,Davis Love III,85,"45' 9""",8418.667,184,-49
5,6,6,Stewart Cink,93,"45' 11""",10018.0,218,-39
6,7,7,Ernie Els,69,"46' 0""",7411.8330000000005,161,-32
7,8,8,Kenny Perry,73,"46' 1""",7883.25,171,-27
8,9,9,J.B. Holmes,81,"46' 6""",8550.0,184,-28
9,10,10,Tim Clark,80,"46' 8""",8953.25,192,-37
10,T11,T11,Scott Gutschewski,53,"46' 9""",6772.9169999999995,145,-35
11,T11,T11,Justin Rose,98,"46' 9""",12288.083,263,-49
12,13,13,Jim Furyk,89,"46' 10""",11008.417,235,-50
13,14,14,Corey Pavin,74,"47' 0""",9162.333,195,-13
14,T15,T15,Jonathan Byrd,66,"47' 2""",8825.5,187,-48
15,T15,T15,Heath Slocum,96,"47' 2""",12367.583,262,-56
16,17,17,J.J. Henry,96,"47' 5""",11045.667,233,-48
17,T18,T18,Robert Gamez,94,"47' 6""",11832.333,249,-18
18,T18,T18,Trevor Immelman,86,"47' 6""",11124.583,234,-56
19,20,20,Steve Stricker,64,"47' 7""",8043.6669999999995,169,-33
20,21,21,Adam Scott,70,"47' 8""",7239.8330000000005,152,-24
21,22,22,Sergio Garcia,59,"47' 10""",6986.4169999999995,146,-33
22,23,23,Charles Warren,93,"48' 3""",12056.25,250,-49
23,24,24,Aaron Baddeley,78,"48' 4""",10496.083,217,-36
24,T25,T25,Will MacKenzie,91,"48' 5""",11871.0,245,-40
25,T25,T25,Rory Sabbatini,84,"48' 5""",9245.917,191,-21
26,T27,T27,Tag Ridings,103,"48' 6""",12846.0,265,-37
27,T27,T27,Patrick Sheehan,104,"48' 6""",11680.667,241,-25
28,29,29,Brandt Jobe,91,"48' 7""",10880.333,224,-26
29,30,30,Tommy Armour III,65,"48' 9""",7219.5830000000005,148,-9
30,31,31,John Senden,96,"48' 11""",11600.083,237,-35
31,32,32,Omar Uresti,61,"49' 0""",7894.6669999999995,161,-20
32,T33,T33,Jason Bohn,104,"49' 1""",15422.0,314,-62
33,T33,T33,Bo Van Pelt,102,"49' 1""",13110.25,267,-46
34,T33,T33,Bubba Watson,83,"49' 1""",10953.5,223,-36
35,T36,T36,Tom Lehman,70,"49' 2""",7379.5,150,-25
36,T36,T36,Bob May,65,"49' 2""",8463.583,172,-20
37,T38,T38,Alex Aragon,63,"49' 3""",6993.0830000000005,142,-14
38,T38,T38,Bart Bryant,87,"49' 3""",10784.5,219,-27
39,T38,T38,Retief Goosen,68,"49' 3""",7536.75,153,-31
40,T41,T41,Stephen Leaney,84,"49' 4""",11589.583,235,-31
41,T41,T41,Jimmy Walker,60,"49' 4""",7746.5,157,-23
42,T43,T43,David Duval,71,"49' 5""",6917.5830000000005,140,-11
43,T43,T43,Jason Gore,86,"49' 5""",11116.833,225,-19
44,T43,T43,Ian Poulter,53,"49' 5""",6774.1669999999995,137,-18
45,T46,T46,Michael Allen,84,"49' 6""",9857.167,199,-40
46,T46,T46,Lucas Glover,105,"49' 6""",15196.167,307,-66
47,T46,T46,John Huston,74,"49' 6""",9704.0,196,-30
48,T46,T46,Thomas Levet,53,"49' 6""",7272.75,147,-14
49,T46,T46,Brett Wetterich,82,"49' 6""",11241.167,227,-48
50,51,51,Scott Verplank,88,"49' 8""",9835.917,198,-30
