,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,55,87.96,190,216,-0.57
1,2,2,Arron Oberholser,82,87.08,283,325,-0.43
2,3,3,Jim Furyk,89,86.46,313,362,-0.5
3,4,4,Tom Lehman,70,86.36,209,242,-0.34
4,5,5,Adam Scott,70,86.24,257,298,-0.47
5,6,6,Jerry Smith,94,85.99,356,414,-0.38
6,7,7,Pat Perez,50,85.65,203,237,-0.47
7,8,8,Frank Lickliter II,99,85.6,428,500,-0.43
8,9,9,David Howell,52,85.55,148,173,-0.43
9,10,10,Brett Quigley,109,85.44,446,522,-0.44
10,11,11,Luke Donald,66,85.39,187,219,-0.42
11,12,12,Richard Johnson,94,85.21,363,426,-0.39
12,13,13,Ron Whittaker,81,85.14,298,350,-0.34
13,14,14,Stephen Ames,63,85.04,216,254,-0.42
14,15,15,Jeff Gove,91,84.69,415,490,-0.36
15,T16,T16,Padraig Harrington,54,84.38,189,224,-0.51
16,T16,T16,Skip Kendall,72,84.38,281,333,-0.36
17,T18,T18,Stephen Leaney,84,84.36,302,358,-0.4
18,T18,T18,Phil Mickelson,74,84.36,275,326,-0.51
19,20,20,José María Olazábal,62,84.31,172,204,-0.41
20,21,21,J.J. Henry,96,84.07,359,427,-0.4
21,22,22,Zach Johnson,98,84.06,348,414,-0.39
22,23,23,Ian Poulter,53,84.02,205,244,-0.42
23,T24,T24,Robert Allenby,79,83.97,262,312,-0.52
24,T24,T24,Jonathan Byrd,66,83.97,288,343,-0.44
25,26,26,Jason Bohn,104,83.83,420,501,-0.41
26,27,27,Steve Elkington,52,83.75,201,240,-0.41
27,28,28,John Senden,96,83.74,412,492,-0.41
28,29,29,Steve Stricker,64,83.73,247,295,-0.46
29,30,30,Stewart Cink,93,83.61,306,366,-0.46
30,31,31,Kenny Perry,73,83.57,300,359,-0.36
31,T32,T32,Sergio Garcia,59,83.4,201,241,-0.48
32,T32,T32,Kirk Triplett,58,83.4,216,259,-0.39
33,34,34,Paul Goydos,72,83.19,282,339,-0.39
34,35,35,Jeff Sluman,101,83.18,371,446,-0.4
35,36,36,J.P. Hayes,55,83.16,247,297,-0.48
36,37,37,Mike Weir,88,83.01,298,359,-0.4
37,38,38,Nathan Green,108,82.94,384,463,-0.48
38,T39,T39,Chris DiMarco,83,82.87,271,327,-0.38
39,T39,T39,Justin Leonard,83,82.87,271,327,-0.43
40,41,41,David McKenzie,82,82.8,337,407,-0.4
41,42,42,Roger Tambellini,64,82.69,258,312,-0.39
42,T43,T43,Trevor Immelman,86,82.64,357,432,-0.51
43,T43,T43,Nick Watney,97,82.64,419,507,-0.48
44,T45,T45,Jeff Brehaut,100,82.59,389,471,-0.42
45,T45,T45,Ben Curtis,86,82.59,261,316,-0.42
46,47,47,Alex Cejka,93,82.56,374,453,-0.43
47,48,48,Chad Campbell,91,82.5,264,320,-0.46
48,49,49,John Rollins,93,82.42,375,455,-0.48
49,50,50,Tim Clark,80,82.41,253,307,-0.44
50,51,51,Larry Mize,53,82.35,168,204,-0.33
51,52,52,Steve Flesch,119,82.29,446,542,-0.39
52,T53,T53,Eric Axley,91,82.18,392,477,-0.45
53,T53,T53,Tim Petrovic,95,82.18,369,449,-0.36
54,55,55,Corey Pavin,74,82.13,193,235,-0.38
55,56,56,Joey Sindelar,90,82.09,330,402,-0.39
56,57,57,Craig Barlow,77,82.07,302,368,-0.49
57,58,58,Brian Davis,92,81.99,396,483,-0.36
58,T59,T59,Joe Durant,101,81.95,463,565,-0.41
59,T59,T59,Will MacKenzie,91,81.95,386,471,-0.46
60,61,61,Shane Bertsch,104,81.93,390,476,-0.42
61,62,62,David Toms,76,81.87,289,353,-0.47
62,63,63,David Branshaw,98,81.85,406,496,-0.37
63,64,64,Brandt Jobe,91,81.84,320,391,-0.39
64,T65,T65,Retief Goosen,68,81.82,234,286,-0.38
65,T65,T65,Greg Owen,79,81.82,306,374,-0.46
66,67,67,K.J. Choi,93,81.8,364,445,-0.44
67,68,68,Robert Gamez,94,81.78,359,439,-0.37
68,69,69,Matt Hansen,68,81.77,287,351,-0.38
69,70,70,John Cook,67,81.69,232,284,-0.36
70,71,71,Mathew Goggin,72,81.68,272,333,-0.42
71,72,72,Peter Lonard,77,81.66,285,349,-0.35
