,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Jason Schultz,77,-0.818
1,2,2,J.B. Holmes,81,-0.773
2,T3,T3,Paul Azinger,87,-0.75
3,T3,T3,Ryan Hietala,61,-0.75
4,5,5,Steve Stricker,64,-0.727
5,6,6,Padraig Harrington,54,-0.722
6,7,7,Ryan Moore,68,-0.72
7,8,8,Woody Austin,107,-0.7140000000000001
8,9,9,John Rollins,93,-0.6970000000000001
9,T10,T10,Craig Barlow,77,-0.688
10,T10,T10,Ben Crane,85,-0.688
11,12,12,J.P. Hayes,55,-0.684
12,13,13,Steve Lowery,99,-0.6829999999999999
13,14,14,Mike Sposa,68,-0.682
14,15,15,Trevor Immelman,86,-0.677
15,T16,T16,Troy Matteson,101,-0.667
16,T16,T16,Geoff Ogilvy,76,-0.667
17,T16,T16,Jesper Parnevik,84,-0.667
18,T19,T19,Stewart Cink,93,-0.6559999999999999
19,T19,T19,Justin Rose,98,-0.6559999999999999
20,21,21,Chris Smith,67,-0.655
21,22,22,Olin Browne,108,-0.654
22,23,23,David Toms,76,-0.652
23,24,24,Tiger Woods,55,-0.647
24,T25,T25,Alex Aragon,63,-0.636
25,T25,T25,Daniel Chopra,110,-0.636
26,T25,T25,Kirk Triplett,58,-0.636
27,28,28,"Wes Short, Jr.",96,-0.633
28,T29,T29,Jeff Gove,91,-0.629
29,T29,T29,Bo Van Pelt,102,-0.629
30,31,31,Dean Wilson,115,-0.622
31,32,32,Heath Slocum,96,-0.621
32,33,33,Omar Uresti,61,-0.615
33,34,34,Danny Ellis,68,-0.611
34,35,35,Jason Bohn,104,-0.609
35,T36,T36,Alex Cejka,93,-0.605
36,T36,T36,Brett Quigley,109,-0.605
37,T38,T38,Bill Haas,99,-0.6
38,T38,T38,Jonathan Kaye,95,-0.6
39,T38,T38,Will MacKenzie,91,-0.6
40,T38,T38,Bubba Watson,83,-0.6
41,42,42,Richard Johnson,94,-0.595
42,43,43,Charley Hoffman,100,-0.593
43,T44,T44,Michael Allen,84,-0.591
44,T44,T44,"John Engler, Jr.",69,-0.591
45,46,46,Vaughn Taylor,88,-0.59
46,47,47,Duffy Waldorf,96,-0.585
47,48,48,Carl Pettersson,95,-0.581
48,49,49,Greg Owen,79,-0.579
49,50,50,Camilo Villegas,95,-0.5710000000000001
50,51,51,D.J. Trahan,92,-0.568
51,52,52,Mark Wilson,79,-0.5589999999999999
52,53,53,Lucas Glover,105,-0.556
53,T54,T54,Nathan Green,108,-0.5529999999999999
54,T54,T54,Kevin Sutherland,100,-0.5529999999999999
55,56,56,José María Olazábal,62,-0.55
56,T57,T57,Robert Allenby,79,-0.542
57,T57,T57,John Huston,74,-0.542
58,T57,T57,Paul Stankowski,70,-0.542
59,60,60,Brian Gay,107,-0.541
60,T61,T61,Kris Cox,83,-0.5379999999999999
61,T61,T61,Phil Mickelson,74,-0.5379999999999999
62,63,63,Ted Purdy,103,-0.537
63,64,64,Larry Mize,53,-0.5329999999999999
