,Approaches_from_50-125_yards_Rgh_RANK THIS WEEK,Approaches_from_50-125_yards_Rgh_RANK LAST WEEK,Approaches_from_50-125_yards_Rgh_PLAYER NAME,Approaches_from_50-125_yards_Rgh_ROUNDS,Approaches_from_50-125_yards_Rgh_AVG,Approaches_from_50-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-125_yards_Rgh_RELATIVE TO PAR
0,1,1,Padraig Harrington,54,"17' 1""",821.5,48,-5
1,2,2,Kirk Triplett,58,"18' 9""",562.1669999999999,30,+1
2,3,3,Chris Riley,86,"21' 9""",1132.583,52,+3
3,4,4,J.P. Hayes,55,"22' 0""",947.0830000000001,43,-7
4,T5,T5,Skip Kendall,72,"22' 6""",833.75,37,+1
5,T5,T5,Joey Sindelar,90,"22' 6""",1461.9170000000001,65,+6
6,7,7,Adam Scott,70,"22' 10""",912.4169999999999,40,+6
7,8,8,Bob May,65,"22' 11""",1330.0829999999999,58,+2
8,9,9,Justin Leonard,83,"23' 1""",853.5830000000001,37,+15
9,T10,T10,Robert Allenby,79,"23' 2""",788.0830000000001,34,-1
10,T10,T10,Eric Axley,91,"23' 2""",1480.8329999999999,64,+2
11,T12,T12,Corey Pavin,74,"23' 4""",745.5,32,+4
12,T12,T12,Pat Perez,50,"23' 4""",932.75,40,+2
13,14,14,Rory Sabbatini,84,"23' 10""",1738.1670000000001,73,+4
14,T15,T15,Doug Barron,74,"24' 5""",1585.3329999999999,65,+14
15,T15,T15,Jeff Brehaut,100,"24' 5""",1781.6670000000001,73,+7
16,17,17,Justin Rose,98,"24' 7""",1548.0829999999999,63,-4
17,T18,T18,John Cook,67,"24' 9""",1064.833,43,+7
18,T18,T18,Todd Fischer,101,"24' 9""",2354.667,95,-4
19,20,20,Steve Stricker,64,"24' 10""",1115.75,45,E
20,21,21,Daisuke Maruyama,83,"25' 2""",1208.25,48,+2
21,22,22,Sergio Garcia,59,"25' 3""",1010.4169999999999,40,+3
22,T23,T23,Brian Davis,92,"25' 4""",1851.5,73,+8
23,T23,T23,Greg Kraft,79,"25' 4""",1518.0829999999999,60,+5
24,25,25,Joe Durant,101,"25' 5""",1522.9170000000001,60,+2
25,T26,T26,Shane Bertsch,104,"25' 8""",1901.5829999999999,74,+9
26,T26,T26,Steve Flesch,119,"25' 8""",2283.667,89,+7
27,T26,T26,Scott Gutschewski,53,"25' 8""",1027.25,40,+1
28,T29,T29,Chris DiMarco,83,"25' 9""",1312.3329999999999,51,+7
29,T29,T29,Danny Ellis,68,"25' 9""",1520.6670000000001,59,+15
30,31,31,Jonathan Kaye,95,"26' 0""",2265.333,87,+3
31,32,32,Hidemichi Tanaka,74,"26' 2""",1828.9170000000001,70,+10
32,T33,T33,Lee Janzen,79,"26' 3""",1654.75,63,+19
33,T33,T33,Frank Lickliter II,99,"26' 3""",2050.25,78,-1
34,T33,T33,David Toms,76,"26' 3""",1786.4170000000001,68,+9
35,T36,T36,Ryuji Imada,105,"26' 4""",2162.167,82,+2
36,T36,T36,Vance Veazey,59,"26' 4""",1421.25,54,+5
37,T38,T38,Trevor Immelman,86,"26' 5""",1771.75,67,-4
38,T38,T38,Rod Pampling,89,"26' 5""",1663.0829999999999,63,+12
39,T38,T38,Kenny Perry,73,"26' 5""",1349.3329999999999,51,+3
40,T41,T41,Woody Austin,107,"26' 8""",2106.75,79,+9
41,T41,T41,Phil Mickelson,74,"26' 8""",1761.3329999999999,66,+10
42,T41,T41,Larry Mize,53,"26' 8""",640.0,24,+4
43,T44,T44,Stephen Ames,63,"26' 9""",1124.25,42,+6
44,T44,T44,Marco Dawson,87,"26' 9""",2407.667,90,+4
45,T46,T46,Michael Allen,84,"26' 11""",2452.083,91,+8
46,T46,T46,Brian Gay,107,"26' 11""",2423.25,90,+1
47,T46,T46,Mark O'Meara,52,"26' 11""",1319.4170000000001,49,-4
48,49,49,Bubba Dickerson,98,"27' 0""",2216.0,82,+8
49,T50,T50,Matt Hansen,68,"27' 1""",1976.5829999999999,73,+2
50,T50,T50,Shaun Micheel,96,"27' 1""",1625.9170000000001,60,+10
51,T52,T52,Mark Brooks,90,"27' 3""",1689.6670000000001,62,+9
52,T52,T52,J.B. Holmes,81,"27' 3""",2509.0,92,+16
53,T52,T52,Stephen Leaney,84,"27' 3""",1390.8329999999999,51,+6
54,T52,T52,Tom Lehman,70,"27' 3""",871.3330000000001,32,+7
55,T52,T52,John Senden,96,"27' 3""",1989.0,73,+8
56,T52,T52,"Wes Short, Jr.",96,"27' 3""",2671.167,98,+17
57,T58,T58,John Daly,51,"27' 5""",1589.4170000000001,58,+10
58,T58,T58,Kent Jones,103,"27' 5""",1779.4170000000001,65,-2
59,T58,T58,Scott Verplank,88,"27' 5""",1232.25,45,+6
60,T61,T61,Fred Couples,52,"27' 6""",1100.833,40,+2
61,T61,T61,Ian Poulter,53,"27' 6""",742.75,27,+5
62,T63,T63,Bob Estes,85,"27' 7""",1598.75,58,+4
63,T63,T63,Zach Johnson,98,"27' 7""",2123.0,77,+8
64,T65,T65,Daniel Chopra,110,"27' 8""",2158.0,78,+8
65,T65,T65,Michael Connell,51,"27' 8""",1023.5830000000001,37,+4
66,T65,T65,Fred Funk,106,"27' 8""",1578.5829999999999,57,-4
67,T65,T65,Bubba Watson,83,"27' 8""",3518.5,127,+19
68,T69,T69,Briny Baird,81,"27' 9""",1637.25,59,+3
69,T69,T69,Jonathan Byrd,66,"27' 9""",1359.0829999999999,49,E
70,T69,T69,Brett Wetterich,82,"27' 9""",2637.083,95,+7
71,72,72,Tiger Woods,55,"27' 10""",752.3330000000001,27,E
72,T73,T73,David Branshaw,98,"27' 11""",2178.917,78,+13
73,T73,T73,Ian Leggatt,80,"27' 11""",2400.167,86,+20
74,T73,T73,Patrick Sheehan,104,"27' 11""",1900.1670000000001,68,E
75,T76,T76,Tom Pernice Jr.,108,"28' 0""",1735.25,62,-1
76,T76,T76,Mike Sposa,68,"28' 0""",1622.5829999999999,58,+4
77,T76,T76,Omar Uresti,61,"28' 0""",1204.25,43,+16
78,T79,T79,Bart Bryant,87,"28' 1""",1516.1670000000001,54,+1
79,T79,T79,Jim Furyk,89,"28' 1""",955.0830000000001,34,+3
80,T81,T81,Mark Calcavecchia,94,"28' 2""",1663.4170000000001,59,+4
81,T81,T81,Stewart Cink,93,"28' 2""",1886.5,67,+9
82,T81,T81,Brent Geiberger,99,"28' 2""",1916.4170000000001,68,+4
83,T84,T84,Billy Andrade,78,"28' 3""",1526.1670000000001,54,+12
84,T84,T84,Steve Elkington,52,"28' 3""",931.1669999999999,33,E
85,T84,T84,Paul Goydos,72,"28' 3""",1325.8329999999999,47,E
86,T84,T84,Hunter Mahan,98,"28' 3""",2287.917,81,+11
87,T84,T84,Jeff Sluman,101,"28' 3""",2176.833,77,+7
88,T89,T89,Olin Browne,108,"28' 4""",2151.833,76,+7
89,T89,T89,Tim Clark,80,"28' 4""",1104.5,39,+6
90,T89,T89,Charles Howell III,96,"28' 4""",2494.167,88,+5
91,92,92,Nathan Green,108,"28' 5""",1958.1670000000001,69,+1
92,T93,T93,Kris Cox,83,"28' 6""",2363.0,83,+6
93,T93,T93,Robert Damron,91,"28' 6""",2305.75,81,+7
94,T93,T93,Shigeki Maruyama,94,"28' 6""",2396.583,84,+6
95,T96,T96,Tim Herron,82,"28' 8""",2090.917,73,+10
96,T96,T96,Jerry Smith,94,"28' 8""",2033.6670000000001,71,+4
97,T98,T98,Henrik Bjornstad,97,"28' 9""",2590.0,90,+12
98,T98,T98,David Howell,52,"28' 9""",661.1669999999999,23,+3
99,T100,T100,Richard Johnson,94,"28' 10""",1958.3329999999999,68,+18
100,T100,T100,Tjaart van der Walt,60,"28' 10""",1703.0,59,+3
101,102,102,Ben Curtis,86,"28' 11""",1359.5,47,+9
102,T103,T103,Dudley Hart,83,"29' 0""",1999.25,69,+10
103,T103,T103,Davis Love III,85,"29' 0""",1825.8329999999999,63,+11
104,T105,T105,Stuart Appleby,83,"29' 1""",1891.25,65,-1
105,T105,T105,Arjun Atwal,97,"29' 1""",1774.0,61,+14
106,T105,T105,Craig Barlow,77,"29' 1""",1888.9170000000001,65,+5
107,T105,T105,Peter Lonard,77,"29' 1""",1685.0829999999999,58,+2
108,T105,T105,John Rollins,93,"29' 1""",1626.4170000000001,56,+8
109,T105,T105,Jason Schultz,77,"29' 1""",1684.4170000000001,58,+6
110,T111,T111,Alex Cejka,93,"29' 2""",2069.083,71,-1
