,Approaches_from_50-125_yards_RANK THIS WEEK,Approaches_from_50-125_yards_RANK LAST WEEK,Approaches_from_50-125_yards_PLAYER NAME,Approaches_from_50-125_yards_ROUNDS,Approaches_from_50-125_yards_AVG,Approaches_from_50-125_yards_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_# OF ATTEMPTS,Approaches_from_50-125_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,55,"15' 6""",1427.3329999999999,92,-23
1,T2,T2,Chris DiMarco,83,"15' 7""",3018.583,194,-23
2,T2,T2,Ernie Els,69,"15' 7""",1435.25,92,-18
3,4,4,Tim Clark,80,"15' 8""",3090.0,197,-31
4,5,5,Phil Mickelson,74,"15' 9""",1998.1670000000001,127,-31
5,6,6,Luke Donald,66,"15' 11""",2115.5,133,-18
6,7,7,Omar Uresti,61,"16' 2""",2937.417,182,-42
7,8,8,Steve Stricker,64,"16' 4""",3041.0,186,-37
8,T9,T9,Alex Cejka,93,"16' 6""",3754.333,227,-39
9,T9,T9,Scott Verplank,88,"16' 6""",3725.75,226,-33
10,T11,T11,Jim Furyk,89,"16' 9""",3885.833,232,-63
11,T11,T11,Mike Weir,88,"16' 9""",3323.583,198,-30
12,T13,T13,Stewart Cink,93,"16' 10""",3532.25,210,-31
13,T13,T13,Todd Fischer,101,"16' 10""",4072.5,242,-38
14,T13,T13,Jerry Smith,94,"16' 10""",4703.833,279,-41
15,T16,T16,Ryuji Imada,105,"16' 11""",3763.333,223,-45
16,T16,T16,Adam Scott,70,"16' 11""",2635.5,156,-50
17,T18,T18,Shane Bertsch,104,"17' 0""",5264.8330000000005,310,-59
18,T18,T18,Paul Goydos,72,"17' 0""",3522.833,207,-46
19,T18,T18,Kirk Triplett,58,"17' 0""",3030.917,178,-26
20,T21,T21,Chad Campbell,91,"17' 2""",2777.5,162,-14
21,T21,T21,Retief Goosen,68,"17' 2""",2305.417,134,-13
22,T21,T21,Zach Johnson,98,"17' 2""",4180.417,244,-38
23,T21,T21,Bubba Watson,83,"17' 2""",3930.833,229,-46
24,25,25,Padraig Harrington,54,"17' 4""",1626.5,94,-20
25,T26,T26,Robert Damron,91,"17' 5""",4274.167,245,-22
26,T26,T26,J.P. Hayes,55,"17' 5""",3429.5,197,-22
27,T26,T26,Lee Janzen,79,"17' 5""",3377.25,194,-31
28,T26,T26,Joe Ogilvie,95,"17' 5""",4722.667,271,-56
29,T30,T30,Stuart Appleby,83,"17' 6""",3257.5,186,-14
30,T30,T30,Skip Kendall,72,"17' 6""",3715.333,212,-32
31,32,32,Woody Austin,107,"17' 7""",4588.0,261,-37
32,T33,T33,David Howell,52,"17' 8""",1732.5,98,-9
33,T33,T33,Bernhard Langer,77,"17' 8""",2945.25,167,-22
34,T33,T33,Geoff Ogilvy,76,"17' 8""",2706.417,153,-12
35,T33,T33,Pat Perez,50,"17' 8""",1799.0,102,-19
36,T37,T37,Eric Axley,91,"17' 9""",4292.167,242,-37
37,T37,T37,Todd Hamilton,72,"17' 9""",2975.5,168,-3
38,T37,T37,Tim Herron,82,"17' 9""",3004.667,169,-9
39,T37,T37,Corey Pavin,74,"17' 9""",2821.833,159,-23
40,T41,T41,Stephen Leaney,84,"17' 10""",4036.333,226,-39
41,T41,T41,Chris Riley,86,"17' 10""",4283.417,240,-42
42,T41,T41,Justin Rose,98,"17' 10""",4956.667,278,-25
43,T44,T44,Ben Curtis,86,"17' 11""",3535.083,197,-40
44,T44,T44,Fred Funk,106,"17' 11""",5350.6669999999995,298,-36
45,T44,T44,Trevor Immelman,86,"17' 11""",3898.333,218,-35
46,T44,T44,Ian Poulter,53,"17' 11""",2433.417,136,-25
47,T44,T44,Vaughn Taylor,88,"17' 11""",4678.5,261,-33
48,T49,T49,John Huston,74,"18' 0""",3700.5,206,-22
49,T49,T49,Bob May,65,"18' 0""",3130.75,174,-13
50,T49,T49,Brett Quigley,109,"18' 0""",4570.75,254,-51
51,T49,T49,Jeff Sluman,101,"18' 0""",4533.0,252,-37
52,T53,T53,Briny Baird,81,"18' 1""",4098.333,227,-40
53,T53,T53,Rich Beem,85,"18' 1""",3398.667,188,-31
54,T53,T53,Brian Davis,92,"18' 1""",4643.583,257,-32
55,T53,T53,Ian Leggatt,80,"18' 1""",3189.333,176,-8
56,T57,T57,John Cook,67,"18' 2""",3462.333,191,-28
57,T57,T57,Justin Leonard,83,"18' 2""",4156.417,229,-30
58,T59,T59,Stephen Ames,63,"18' 3""",2531.75,139,-20
59,T59,T59,Kris Cox,83,"18' 3""",4207.167,231,-22
60,T59,T59,Bob Estes,85,"18' 3""",4115.083,225,-22
61,T59,T59,Jeff Gove,91,"18' 3""",4847.333,266,-23
62,T59,T59,J.J. Henry,96,"18' 3""",4189.083,230,-23
63,T59,T59,Freddie Jacobson,56,"18' 3""",2668.25,146,-24
64,T65,T65,Jeff Brehaut,100,"18' 4""",4593.333,250,-18
65,T65,T65,Arron Oberholser,82,"18' 4""",3414.167,186,-28
66,T65,T65,José María Olazábal,62,"18' 4""",1964.25,107,-4
67,T68,T68,Brian Gay,107,"18' 5""",5942.6669999999995,323,-53
68,T68,T68,John Senden,96,"18' 5""",4822.833,262,-60
