,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Mark O'Meara,52,96.36,53,55,-0.58
1,2,2,José María Olazábal,62,94.57,87,92,-0.56
2,3,3,Arron Oberholser,82,94.12,128,136,-0.58
3,4,4,Michael Connell,51,93.9,77,82,-0.51
4,5,5,Alex Cejka,93,93.53,188,201,-0.55
5,6,6,Jonathan Byrd,66,93.2,137,147,-0.61
6,7,7,Ron Whittaker,81,92.97,119,128,-0.52
7,8,8,Justin Rose,98,92.86,182,196,-0.63
8,9,9,Larry Mize,53,92.59,50,54,-0.66
9,T10,T10,Chad Campbell,91,92.2,130,141,-0.68
10,T10,T10,Mike Weir,88,92.2,130,141,-0.56
11,12,12,Steve Flesch,119,92.17,200,217,-0.61
12,13,13,Tom Lehman,70,92.16,94,102,-0.54
13,14,14,Richard Johnson,94,91.89,136,148,-0.57
14,15,15,Stephen Ames,63,91.74,100,109,-0.63
15,16,16,Frank Lickliter II,99,91.7,210,229,-0.6
16,17,17,Stephen Leaney,84,91.6,120,131,-0.53
17,18,18,Jeff Sluman,101,91.52,151,165,-0.56
18,19,19,Nick Watney,97,91.51,237,259,-0.61
19,20,20,Jeff Gove,91,91.5,183,200,-0.57
20,21,21,Nathan Green,108,91.48,204,223,-0.65
21,22,22,Vance Veazey,59,91.4,85,93,-0.66
22,23,23,Dudley Hart,83,91.37,127,139,-0.62
23,24,24,Jim Furyk,89,91.3,126,138,-0.71
24,25,25,Carl Pettersson,95,91.06,163,179,-0.55
25,26,26,Tim Petrovic,95,91.0,192,211,-0.49
26,T27,T27,David Duval,71,90.98,111,122,-0.58
27,T27,T27,Adam Scott,70,90.98,111,122,-0.6
28,T27,T27,Tiger Woods,55,90.98,111,122,-0.76
29,30,30,Jerry Kelly,100,90.85,149,164,-0.55
30,31,31,Phil Mickelson,74,90.64,155,171,-0.65
31,32,32,Brett Wetterich,82,90.6,212,234,-0.6
32,33,33,Ben Curtis,86,90.57,96,106,-0.58
33,34,34,Steve Elkington,52,90.38,94,104,-0.55
34,35,35,Rod Pampling,89,90.28,130,144,-0.57
35,36,36,Kent Jones,103,90.16,174,193,-0.61
36,T37,T37,Jason Bohn,104,90.13,201,223,-0.58
37,T37,T37,Jerry Smith,94,90.13,137,152,-0.47
38,39,39,Roger Tambellini,64,90.07,127,141,-0.54
39,40,40,Tom Pernice Jr.,108,89.95,179,199,-0.67
40,41,41,Mark Wilson,79,89.93,125,139,-0.58
41,T42,T42,Jason Gore,86,89.83,159,177,-0.64
42,T42,T42,Brett Quigley,109,89.83,212,236,-0.6
43,44,44,Craig Barlow,77,89.74,175,195,-0.67
44,45,45,Ian Poulter,53,89.72,96,107,-0.52
45,T46,T46,"John Engler, Jr.",69,89.63,121,135,-0.54
46,T46,T46,Robert Gamez,94,89.63,121,135,-0.54
