,Approaches_from_225-250_yards_RANK THIS WEEK,Approaches_from_225-250_yards_RANK LAST WEEK,Approaches_from_225-250_yards_PLAYER NAME,Approaches_from_225-250_yards_ROUNDS,Approaches_from_225-250_yards_AVG,Approaches_from_225-250_yards_TOTAL DISTANCE (FEET),Approaches_from_225-250_yards_# OF ATTEMPTS,Approaches_from_225-250_yards_RELATIVE TO PAR
0,T1,T1,Robert Garrigus,85,"42' 1""",2399.0,57,-12
1,T1,T1,Tiger Woods,55,"42' 1""",1557.6670000000001,37,-7
2,3,3,Tim Clark,80,"42' 10""",2097.083,49,-9
3,4,4,Sergio Garcia,59,"43' 0""",1675.6670000000001,39,-10
4,5,5,Trevor Immelman,86,"43' 1""",2844.333,66,-22
5,T6,T6,Paul Goydos,72,"44' 4""",1906.0829999999999,43,-11
6,T6,T6,Heath Slocum,96,"44' 4""",3060.333,69,-25
7,8,8,Craig Barlow,77,"44' 5""",2353.833,53,-19
8,9,9,Charles Warren,93,"44' 6""",3293.583,74,-24
9,10,10,Thomas Levet,53,"44' 8""",1696.3329999999999,38,-5
10,11,11,Woody Austin,107,"45' 0""",2833.0,63,-12
11,12,12,Fred Couples,52,"45' 5""",1135.667,25,-1
12,T13,T13,Will MacKenzie,91,"45' 9""",3200.667,70,-20
13,T13,T13,Ian Poulter,53,"45' 9""",1463.5829999999999,32,-12
14,15,15,Vaughn Taylor,88,"46' 0""",2761.917,60,-23
15,T16,T16,Harrison Frazar,95,"46' 1""",2950.417,64,-19
16,T16,T16,Nick Watney,97,"46' 1""",3778.25,82,-23
17,18,18,Chris Couch,75,"46' 3""",2820.917,61,-11
18,19,19,Kenny Perry,73,"46' 4""",2732.833,59,-14
19,T20,T20,Ben Curtis,86,"46' 5""",2552.833,55,-2
20,T20,T20,Carl Pettersson,95,"46' 5""",2831.25,61,-4
21,22,22,Stephen Ames,63,"47' 0""",2022.5829999999999,43,-19
22,23,23,Charley Hoffman,100,"47' 2""",3393.667,72,-21
23,24,24,Mathew Goggin,72,"47' 5""",2324.083,49,-19
24,T25,T25,Chad Campbell,91,"47' 6""",2753.5,58,-9
25,T25,T25,Bob May,65,"47' 6""",1995.5,42,-6
26,27,27,Phil Mickelson,74,"47' 7""",2139.417,45,-20
27,T28,T28,Stewart Cink,93,"47' 8""",2955.167,62,-10
28,T28,T28,Frank Lickliter II,99,"47' 8""",2715.667,57,-16
29,30,30,Ernie Els,69,"47' 11""",2299.583,48,-17
30,T31,T31,Aaron Baddeley,78,"48' 1""",2642.75,55,-12
31,T31,T31,Zach Johnson,98,"48' 1""",3364.667,70,-23
32,T33,T33,Robert Allenby,79,"48' 2""",2455.583,51,-9
33,T33,T33,Jason Gore,86,"48' 2""",3273.917,68,-17
34,T33,T33,J.J. Henry,96,"48' 2""",3466.583,72,-15
35,T36,T36,Carlos Franco,86,"48' 3""",3233.583,67,-19
36,T36,T36,Greg Kraft,79,"48' 3""",2121.333,44,-8
37,T36,T36,Tjaart van der Walt,60,"48' 3""",1834.3329999999999,38,-5
38,T39,T39,Mark Calcavecchia,94,"48' 4""",3434.417,71,-17
39,T39,T39,Retief Goosen,68,"48' 4""",1885.5829999999999,39,-11
40,41,41,Ted Purdy,103,"48' 5""",3582.417,74,-20
41,42,42,Scott Verplank,88,"48' 6""",2717.5,56,-14
42,43,43,Steve Stricker,64,"48' 7""",2479.667,51,-18
43,44,44,Jerry Smith,94,"48' 11""",3177.667,65,-10
44,45,45,Bart Bryant,87,"49' 0""",2842.833,58,-11
45,T46,T46,Hunter Mahan,98,"49' 1""",3928.0,80,-24
46,T46,T46,Ryan Palmer,101,"49' 1""",3586.0,73,-16
47,48,48,Troy Matteson,101,"49' 2""",3737.25,76,-13
48,T49,T49,Steve Jones,83,"49' 3""",2610.417,53,-4
49,T49,T49,Daisuke Maruyama,83,"49' 3""",2657.833,54,-9
50,51,51,Alex Aragon,63,"49' 4""",2071.167,42,-6
51,T52,T52,Jason Bohn,104,"49' 5""",4499.75,91,-24
52,T52,T52,Davis Love III,85,"49' 5""",2915.75,59,-27
53,T52,T52,Arron Oberholser,82,"49' 5""",2866.083,58,-14
54,55,55,Charles Howell III,96,"49' 6""",3812.0,77,-23
55,T56,T56,Jim Furyk,89,"49' 7""",3567.333,72,-23
56,T56,T56,Freddie Jacobson,56,"49' 7""",2133.667,43,-8
57,T58,T58,Duffy Waldorf,96,"49' 9""",3132.25,63,-14
58,T58,T58,Bubba Watson,83,"49' 9""",3334.25,67,-14
59,60,60,Tom Pernice Jr.,108,"49' 11""",4044.167,81,-26
60,61,61,Danny Ellis,68,"50' 0""",2648.583,53,-9
61,T62,T62,Matt Hansen,68,"50' 1""",2854.917,57,-7
