,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Padraig Harrington,54,-0.33899999999999997
1,2,2,Phil Mickelson,74,-0.302
2,3,3,Tiger Woods,55,-0.27899999999999997
3,4,4,Davis Love III,85,-0.266
4,5,5,Craig Barlow,77,-0.264
5,6,6,Jonathan Byrd,66,-0.257
6,7,7,Jesper Parnevik,84,-0.251
7,8,8,Scott Gutschewski,53,-0.24100000000000002
8,9,9,David Howell,52,-0.24
9,10,10,Trevor Immelman,86,-0.239
10,11,11,John Rollins,93,-0.233
11,12,12,Kevin Sutherland,100,-0.23199999999999998
12,13,13,Stephen Ames,63,-0.231
13,14,14,Charley Hoffman,100,-0.23
14,15,15,Duffy Waldorf,96,-0.22899999999999998
15,T16,T16,Sergio Garcia,59,-0.226
16,T16,T16,Steve Lowery,99,-0.226
17,T16,T16,José María Olazábal,62,-0.226
18,T19,T19,Luke Donald,66,-0.225
19,T19,T19,Geoff Ogilvy,76,-0.225
20,21,21,Sean O'Hair,100,-0.22399999999999998
21,T22,T22,Lucas Glover,105,-0.215
22,T22,T22,Ryan Palmer,101,-0.215
23,T24,T24,Harrison Frazar,95,-0.214
24,T24,T24,Hunter Mahan,98,-0.214
25,T24,T24,Heath Slocum,96,-0.214
26,27,27,Jim Furyk,89,-0.213
27,T28,T28,Frank Lickliter II,99,-0.21100000000000002
28,T28,T28,Brett Wetterich,82,-0.21100000000000002
29,30,30,Rich Beem,85,-0.21
30,31,31,J.J. Henry,96,-0.20600000000000002
31,32,32,Brett Quigley,109,-0.205
32,T33,T33,Retief Goosen,68,-0.203
33,T33,T33,David Toms,76,-0.203
34,35,35,Michael Allen,84,-0.201
35,T36,T36,Daniel Chopra,110,-0.19899999999999998
36,T36,T36,Ernie Els,69,-0.19899999999999998
37,T36,T36,Nick Watney,97,-0.19899999999999998
38,39,39,Robert Garrigus,85,-0.198
39,T40,T40,Jason Bohn,104,-0.19699999999999998
40,T40,T40,Vijay Singh,103,-0.19699999999999998
41,T42,T42,Kent Jones,103,-0.196
42,T42,T42,Charles Warren,93,-0.196
43,44,44,Steve Stricker,64,-0.195
44,45,45,Charles Howell III,96,-0.19399999999999998
45,T46,T46,Tim Clark,80,-0.193
46,T46,T46,Mathias Grönberg,92,-0.193
47,T48,T48,Justin Rose,98,-0.18600000000000003
48,T48,T48,Vaughn Taylor,88,-0.18600000000000003
49,50,50,Joe Durant,101,-0.185
50,51,51,John Daly,51,-0.182
51,52,52,Jeff Gove,91,-0.18100000000000002
52,53,53,Richard Johnson,94,-0.18
53,54,54,Stewart Cink,93,-0.179
54,55,55,Rod Pampling,89,-0.17800000000000002
55,56,56,Ben Crane,85,-0.177
56,57,57,Kris Cox,83,-0.175
57,T58,T58,Ted Purdy,103,-0.17300000000000001
58,T58,T58,D.J. Trahan,92,-0.17300000000000001
59,T60,T60,Jason Schultz,77,-0.172
60,T60,T60,Bo Van Pelt,102,-0.172
61,62,62,Bill Haas,99,-0.171
62,63,63,Camilo Villegas,95,-0.16899999999999998
63,T64,T64,Tom Lehman,70,-0.16699999999999998
64,T64,T64,Jeff Sluman,101,-0.16699999999999998
65,66,66,Aaron Baddeley,78,-0.166
66,67,67,Robert Allenby,79,-0.16399999999999998
67,68,68,Will MacKenzie,91,-0.163
68,69,69,Bubba Watson,83,-0.161
69,70,70,Dudley Hart,83,-0.16
70,T71,T71,Kenny Perry,73,-0.158
71,T71,T71,Adam Scott,70,-0.158
72,73,73,Carlos Franco,86,-0.154
73,T74,T74,Brian Davis,92,-0.153
74,T74,T74,John Huston,74,-0.153
75,T76,T76,J.B. Holmes,81,-0.152
76,T76,T76,Scott Verplank,88,-0.152
77,78,78,Jeff Brehaut,100,-0.151
78,T79,T79,Tim Herron,82,-0.15
79,T79,T79,Jeff Overton,95,-0.15
80,81,81,Steve Flesch,119,-0.149
81,T82,T82,Chad Campbell,91,-0.14800000000000002
82,T82,T82,John Senden,96,-0.14800000000000002
83,T84,T84,Bob Estes,85,-0.146
84,T84,T84,Jimmy Walker,60,-0.146
85,86,86,Freddie Jacobson,56,-0.145
86,T87,T87,Woody Austin,107,-0.14400000000000002
87,T87,T87,Tom Pernice Jr.,108,-0.14400000000000002
88,89,89,Nathan Green,108,-0.14300000000000002
89,90,90,Troy Matteson,101,-0.142
90,91,91,Ryan Moore,68,-0.141
91,92,92,Tag Ridings,103,-0.14
92,93,93,Paul Azinger,87,-0.139
93,94,94,Mathew Goggin,72,-0.138
94,95,95,Joe Ogilvie,95,-0.13699999999999998
95,T96,T96,Stuart Appleby,83,-0.135
96,T96,T96,Zach Johnson,98,-0.135
97,T96,T96,Arron Oberholser,82,-0.135
98,T99,T99,J.P. Hayes,55,-0.132
99,T99,T99,Stephen Leaney,84,-0.132
100,T101,T101,Pat Perez,50,-0.131
101,T101,T101,Ian Poulter,53,-0.131
102,103,103,Brent Geiberger,99,-0.13
103,104,104,Shigeki Maruyama,94,-0.128
104,105,105,Steve Elkington,52,-0.127
105,106,106,Danny Ellis,68,-0.126
106,107,107,Jerry Kelly,100,-0.125
107,T108,T108,K.J. Choi,93,-0.124
108,T108,T108,Greg Owen,79,-0.124
109,T108,T108,Omar Uresti,61,-0.124
110,T111,T111,Bart Bryant,87,-0.12300000000000001
111,T111,T111,Alex Cejka,93,-0.12300000000000001
112,T111,T111,Bubba Dickerson,98,-0.12300000000000001
113,T111,T111,Jon Mills,68,-0.12300000000000001
114,T111,T111,Mike Weir,88,-0.12300000000000001
115,T116,T116,David McKenzie,82,-0.121
116,T116,T116,Shaun Micheel,96,-0.121
117,T116,T116,Ron Whittaker,81,-0.121
118,T119,T119,Bernhard Langer,77,-0.12
119,T119,T119,Billy Mayfair,94,-0.12
120,121,121,Jonathan Kaye,95,-0.11699999999999999
121,T122,T122,Brandt Jobe,91,-0.11599999999999999
122,T122,T122,Bob May,65,-0.11599999999999999
123,124,124,Eric Axley,91,-0.115
124,125,125,Bob Tway,81,-0.114
125,126,126,Joey Sindelar,90,-0.11199999999999999
126,T127,T127,Arjun Atwal,97,-0.111
127,T127,T127,Dean Wilson,115,-0.111
128,129,129,Rory Sabbatini,84,-0.11
129,130,130,Chris Couch,75,-0.109
130,131,131,Briny Baird,81,-0.106
131,132,132,Paul Stankowski,70,-0.105
132,T133,T133,Mark Calcavecchia,94,-0.10400000000000001
133,T133,T133,James Driscoll,80,-0.10400000000000001
134,T133,T133,Daisuke Maruyama,83,-0.10400000000000001
135,T133,T133,Patrick Sheehan,104,-0.10400000000000001
136,137,137,Jeff Maggert,81,-0.10099999999999999
137,T138,T138,Tim Petrovic,95,-0.1
138,T138,T138,Roger Tambellini,64,-0.1
139,T140,T140,Alex Aragon,63,-0.099
140,T140,T140,D.A. Points,82,-0.099
141,142,142,Brian Bateman,69,-0.09699999999999999
142,T143,T143,Greg Chalmers,71,-0.095
143,T143,T143,Thomas Levet,53,-0.095
144,145,145,Nicholas Thompson,96,-0.09300000000000001
145,T146,T146,Marco Dawson,87,-0.092
146,T146,T146,Skip Kendall,72,-0.092
147,T148,T148,Ian Leggatt,80,-0.091
148,T148,T148,Chris Smith,67,-0.091
149,150,150,Mark Wilson,79,-0.08900000000000001
150,151,151,Lee Janzen,79,-0.08800000000000001
151,152,152,Paul Goydos,72,-0.087
152,T153,T153,Michael Connell,51,-0.085
153,T153,T153,J.L. Lewis,57,-0.085
154,155,155,Jason Gore,86,-0.084
155,156,156,Brian Gay,107,-0.083
156,157,157,David Duval,71,-0.079
157,158,158,Peter Lonard,77,-0.077
158,T159,T159,Henrik Bjornstad,97,-0.076
159,T159,T159,Carl Pettersson,95,-0.076
160,T161,T161,Len Mattiace,59,-0.073
161,T161,T161,"Wes Short, Jr.",96,-0.073
162,T163,T163,Fred Couples,52,-0.07200000000000001
163,T163,T163,Robert Gamez,94,-0.07200000000000001
164,165,165,Olin Browne,108,-0.07
165,166,166,David Branshaw,98,-0.068
166,167,167,Corey Pavin,74,-0.067
167,168,168,Jerry Smith,94,-0.063
168,T169,T169,Tommy Armour III,65,-0.061
169,T169,T169,Chris Riley,86,-0.061
170,171,171,Mike Sposa,68,-0.06
171,172,172,Fred Funk,106,-0.055
172,173,173,"John Engler, Jr.",69,-0.053
173,174,174,Kirk Triplett,58,-0.052000000000000005
174,175,175,Todd Fischer,101,-0.046
175,176,176,Tjaart van der Walt,60,-0.045
176,T177,T177,Ryuji Imada,105,-0.044000000000000004
177,T177,T177,Justin Leonard,83,-0.044000000000000004
178,179,179,Larry Mize,53,-0.040999999999999995
179,T180,T180,Shane Bertsch,104,-0.039
180,T180,T180,Chris DiMarco,83,-0.039
181,182,182,Billy Andrade,78,-0.037000000000000005
182,183,183,Steve Jones,83,-0.036000000000000004
183,184,184,John Cook,67,-0.034
184,185,185,Robert Damron,91,-0.027000000000000003
185,186,186,Todd Hamilton,72,-0.019
186,187,187,Ben Curtis,86,-0.015
187,188,188,Doug Barron,74,0.005
188,T189,T189,Matt Hansen,68,0.006
189,T189,T189,Hidemichi Tanaka,74,0.006
190,191,191,Brad Faxon,78,0.017
191,192,192,Ryan Hietala,61,0.022000000000000002
192,193,193,Greg Kraft,79,0.038
193,194,194,Vance Veazey,59,0.040999999999999995
194,195,195,Mark Brooks,90,0.048
195,196,196,Mark O'Meara,52,0.049
