,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
131,T132,T132,Billy Andrade,78,-.047
132,T132,T132,John Huston,74,-.047
133,134,134,Jeff Maggert,81,-.046
134,T135,T135,David McKenzie,82,-.045
135,T135,T135,Ron Whittaker,81,-.045
136,137,137,Daisuke Maruyama,83,-.043
137,138,138,Jimmy Walker,60,-.042
138,T139,T139,Steve Elkington,52,-.041
139,T139,T139,Robert Garrigus,85,-.041
140,T139,T139,Dudley Hart,83,-.041
141,142,142,Shane Bertsch,104,-.040
142,143,143,Justin Leonard,83,-.038
143,144,144,Jonathan Kaye,95,-.037
144,T145,T145,Chris Couch,75,-.036
145,T145,T145,Greg Kraft,79,-.036
146,147,147,Carlos Franco,86,-.035
147,148,148,Tommy Armour III,65,-.034
148,T149,T149,Todd Fischer,101,-.033
149,T149,T149,Paul Stankowski,70,-.033
150,T151,T151,Jeff Brehaut,100,-.032
151,T151,T151,Tim Herron,82,-.032
152,T151,T151,Larry Mize,53,-.032
153,T154,T154,Thomas Levet,53,-.031
154,T154,T154,Billy Mayfair,94,-.031
155,T154,T154,Tag Ridings,103,-.031
156,157,157,John Daly,51,-.030
157,T158,T158,Arjun Atwal,97,-.029
158,T158,T158,Tjaart van der Walt,60,-.029
159,160,160,Steve Jones,83,-.028
160,161,161,Lee Janzen,79,-.027
161,162,162,Jason Gore,86,-.026
162,T163,T163,Robert Damron,91,-.024
163,T163,T163,Tom Lehman,70,-.024
164,T163,T163,Sean O'Hair,100,-.024
165,T163,T163,Mike Sposa,68,-.024
166,167,167,Tim Petrovic,95,-.023
167,168,168,Ian Leggatt,80,-.022
168,T169,T169,Henrik Bjornstad,97,-.021
169,T169,T169,David Duval,71,-.021
170,171,171,Len Mattiace,59,-.020
171,172,172,Mark Calcavecchia,94,-.019
172,173,173,Brian Bateman,69,-.018
173,174,174,"Wes Short, Jr.",96,-.016
174,175,175,Jason Schultz,77,-.015
175,T176,T176,Doug Barron,74,-.004
176,T176,T176,J.L. Lewis,57,-.004
177,178,178,Vance Veazey,59,-.003
178,179,179,Mark Brooks,90,-.002
179,180,180,Nicholas Thompson,96,-.001
180,T181,T181,Jon Mills,68,E
181,T181,T181,Roger Tambellini,64,E
182,183,183,Peter Lonard,77,+.001
183,T184,T184,Greg Chalmers,71,+.003
184,T184,T184,Fred Couples,52,+.003
185,T184,T184,Patrick Sheehan,104,+.003
186,T187,T187,James Driscoll,80,+.004
187,T187,T187,Brad Faxon,78,+.004
188,T189,T189,Michael Connell,51,+.005
189,T189,T189,"John Engler, Jr.",69,+.005
190,191,191,Matt Hansen,68,+.016
191,192,192,Mark O'Meara,52,+.022
192,193,193,Todd Hamilton,72,+.029
193,194,194,Ryan Hietala,61,+.033
194,195,195,Alex Aragon,63,+.039
195,196,196,Hidemichi Tanaka,74,+.059
