,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
35,36,36,Robert Damron,91,"68' 7""",2400.167,35,-2
36,T37,T37,David Branshaw,98,"68' 8""",2334.833,34,+4
37,T37,T37,Daniel Chopra,110,"68' 8""",3296.25,48,-10
38,39,39,Ian Poulter,53,"69' 0""",897.3330000000001,13,-3
39,T40,T40,Craig Barlow,77,"69' 1""",2209.5,32,-3
40,T40,T40,Tom Pernice Jr.,108,"69' 1""",3936.583,57,-5
41,T40,T40,Brett Quigley,109,"69' 1""",3866.75,56,-10
42,T43,T43,Mathew Goggin,72,"69' 2""",2350.667,34,-12
43,T43,T43,D.A. Points,82,"69' 2""",2006.3329999999999,29,-11
44,T45,T45,Michael Allen,84,"69' 4""",2911.417,42,-1
45,T45,T45,Lucas Glover,105,"69' 4""",2426.583,35,-11
46,47,47,Joey Sindelar,90,"69' 5""",2777.667,40,+11
47,48,48,J.B. Holmes,81,"69' 6""",2778.5,40,-11
48,49,49,Nathan Green,108,"69' 7""",3409.833,49,-5
49,T50,T50,Henrik Bjornstad,97,"69' 8""",2786.333,40,-6
50,T50,T50,Jim Furyk,89,"69' 8""",1183.833,17,-1
51,T50,T50,Zach Johnson,98,"69' 8""",1393.9170000000001,20,E
52,53,53,Troy Matteson,101,"69' 9""",3628.917,52,-21
53,54,54,Robert Garrigus,85,"69' 10""",3074.417,44,+1
54,55,55,Paul Azinger,87,"70' 0""",3360.75,48,+2
55,56,56,Chris Smith,67,"70' 1""",2171.417,31,-3
56,T57,T57,Robert Allenby,79,"70' 2""",1895.5,27,-7
57,T57,T57,Brandt Jobe,91,"70' 2""",1895.4170000000001,27,-1
58,T59,T59,Geoff Ogilvy,76,"70' 3""",1334.25,19,+6
59,T59,T59,Ryan Palmer,101,"70' 3""",2318.25,33,-5
60,61,61,Vaughn Taylor,88,"70' 4""",2673.0,38,-5
61,62,62,Paul Stankowski,70,"70' 5""",2183.333,31,-2
62,63,63,Thomas Levet,53,"70' 6""",1622.3329999999999,23,+7
63,64,64,Charles Warren,93,"70' 7""",2752.75,39,-10
64,T65,T65,Ryuji Imada,105,"70' 8""",3322.667,47,+8
65,T65,T65,Bubba Watson,83,"70' 8""",3391.083,48,-16
66,T67,T67,Shaun Micheel,96,"71' 2""",3627.417,51,-10
67,T67,T67,Greg Owen,79,"71' 2""",2561.917,36,-8
68,T67,T67,Kevin Sutherland,100,"71' 2""",2634.0,37,-15
69,T67,T67,Nicholas Thompson,96,"71' 2""",2419.333,34,-3
70,71,71,Frank Lickliter II,99,"71' 3""",2564.167,36,-4
71,T72,T72,John Senden,96,"71' 6""",3362.167,47,-14
72,T72,T72,Kirk Triplett,58,"71' 6""",715.25,10,-3
73,74,74,Hunter Mahan,98,"71' 7""",2648.083,37,-6
74,75,75,Stuart Appleby,83,"71' 8""",2868.25,40,-11
75,76,76,Justin Leonard,83,"71' 11""",1581.75,22,-3
76,77,77,John Cook,67,"72' 0""",1080.5,15,-2
77,T78,T78,Lee Janzen,79,"72' 2""",2310.0,32,+5
78,T78,T78,Steve Stricker,64,"72' 2""",1732.0,24,-4
79,T80,T80,David Howell,52,"72' 6""",869.75,12,+3
80,T80,T80,Skip Kendall,72,"72' 6""",1305.5,18,E
81,T80,T80,Vance Veazey,59,"72' 6""",1740.75,24,-6
82,83,83,Doug Barron,74,"72' 8""",2324.833,32,+7
83,T84,T84,Jerry Kelly,100,"72' 11""",2698.917,37,+4
84,T84,T84,Bo Van Pelt,102,"72' 11""",3427.917,47,-16
85,86,86,Carlos Franco,86,"73' 1""",2921.75,40,-2
86,T87,T87,J.L. Lewis,57,"73' 2""",1756.4170000000001,24,-6
87,T87,T87,"Wes Short, Jr.",96,"73' 2""",3366.917,46,E
88,T87,T87,Tjaart van der Walt,60,"73' 2""",1390.5,19,-1
89,90,90,Steve Jones,83,"73' 4""",2566.167,35,+6
90,T91,T91,Billy Andrade,78,"73' 7""",2355.167,32,-1
91,T91,T91,Dudley Hart,83,"73' 7""",3162.333,43,-5
92,93,93,Mark Brooks,90,"73' 8""",2283.917,31,E
93,94,94,Tim Petrovic,95,"73' 9""",3320.333,45,+1
94,T95,T95,Kenny Perry,73,"73' 10""",1698.1670000000001,23,-5
95,T95,T95,Jason Schultz,77,"73' 10""",2731.167,37,-11
96,97,97,Shane Bertsch,104,"74' 1""",2964.083,40,+3
97,T98,T98,Aaron Baddeley,78,"74' 2""",3635.917,49,-6
98,T98,T98,Todd Hamilton,72,"74' 2""",1928.5,26,-6
99,100,100,Bubba Dickerson,98,"74' 3""",2523.167,34,+5
100,T101,T101,Chris Couch,75,"74' 4""",3271.667,44,+1
101,T101,T101,Richard Johnson,94,"74' 4""",2526.917,34,-1
102,103,103,Retief Goosen,68,"74' 5""",2158.083,29,-8
103,104,104,Bob May,65,"74' 6""",1564.9170000000001,21,-4
104,105,105,Steve Flesch,119,"74' 9""",3886.583,52,-7
105,T106,T106,Stewart Cink,93,"74' 10""",2694.25,36,-4
106,T106,T106,Kris Cox,83,"74' 10""",2543.25,34,E
107,T106,T106,Phil Mickelson,74,"74' 10""",2842.833,38,-7
108,109,109,Carl Pettersson,95,"75' 1""",3379.25,45,-10
109,110,110,Jeff Overton,95,"75' 2""",3759.833,50,-1
110,111,111,Brett Wetterich,82,"75' 3""",2181.667,29,-8
111,T112,T112,Todd Fischer,101,"75' 5""",3242.417,43,+9
112,T112,T112,Brian Gay,107,"75' 5""",3318.083,44,+4
113,114,114,Matt Hansen,68,"75' 7""",1738.3329999999999,23,-3
114,T115,T115,Patrick Sheehan,104,"75' 8""",2874.667,38,-1
115,T115,T115,Jeff Sluman,101,"75' 8""",2497.917,33,+4
116,T117,T117,Rich Beem,85,"75' 10""",2728.917,36,-4
117,T117,T117,D.J. Trahan,92,"75' 10""",2502.917,33,-1
118,119,119,Hidemichi Tanaka,74,"76' 5""",2062.917,27,+12
119,T120,T120,Olin Browne,108,"76' 6""",2295.083,30,+2
120,T120,T120,Joe Durant,101,"76' 6""",2296.167,30,-5
121,T120,T120,Mike Weir,88,"76' 6""",2447.667,32,-8
122,123,123,Robert Gamez,94,"76' 9""",1918.0829999999999,25,+4
123,124,124,Jeff Maggert,81,"76' 10""",1844.1670000000001,24,+9
124,T125,T125,Bob Estes,85,"77' 1""",2698.833,35,E
125,T125,T125,Jesper Parnevik,84,"77' 1""",3467.083,45,-2
126,127,127,Billy Mayfair,94,"77' 2""",2161.417,28,-7
127,T128,T128,Mark O'Meara,52,"77' 4""",1934.1670000000001,25,+7
128,T128,T128,Tiger Woods,55,"77' 4""",1469.75,19,-8
129,130,130,Dean Wilson,115,"77' 6""",4029.417,52,-5
130,T131,T131,Jeff Brehaut,100,"77' 10""",2723.833,35,-6
131,T131,T131,Tim Herron,82,"77' 10""",2179.083,28,-6
132,T133,T133,Tommy Armour III,65,"77' 11""",1870.6670000000001,24,+4
133,T133,T133,K.J. Choi,93,"77' 11""",3194.667,41,-2
134,T135,T135,Brad Faxon,78,"78' 2""",4767.5,61,+5
135,T135,T135,Bernhard Langer,77,"78' 2""",1954.3329999999999,25,-5
136,137,137,Alex Cejka,93,"78' 4""",2037.1670000000001,26,-1
137,138,138,Adam Scott,70,"78' 6""",2041.25,26,-8
138,139,139,Steve Lowery,99,"78' 7""",3927.667,50,+6
139,140,140,Paul Goydos,72,"78' 8""",2045.4170000000001,26,+6
140,T141,T141,Mathias Grönberg,92,"78' 9""",3387.333,43,-7
141,T141,T141,Ryan Hietala,61,"78' 9""",2283.917,29,-5
142,T141,T141,Greg Kraft,79,"78' 9""",1181.5,15,+3
143,144,144,Jason Bohn,104,"78' 10""",2522.583,32,-3
144,145,145,Michael Connell,51,"79' 0""",1580.3329999999999,20,+2
145,146,146,Chad Campbell,91,"79' 1""",3323.167,42,-8
146,147,147,Ian Leggatt,80,"79' 2""",3640.5,46,-4
147,148,148,David McKenzie,82,"79' 4""",1983.75,25,+4
148,T149,T149,Bart Bryant,87,"79' 5""",1746.75,22,-2
149,T149,T149,Rod Pampling,89,"79' 5""",1509.5,19,+1
150,151,151,Omar Uresti,61,"79' 6""",1670.0829999999999,21,+6
151,152,152,Davis Love III,85,"79' 8""",2070.583,26,-8
152,153,153,Chris DiMarco,83,"79' 10""",2554.75,32,E
153,154,154,Scott Verplank,88,"80' 2""",2806.417,35,-2
154,155,155,Will MacKenzie,91,"80' 5""",2572.0,32,-3
155,T156,T156,Ben Crane,85,"80' 6""",1771.0,22,-4
156,T156,T156,Ryan Moore,68,"80' 6""",2413.833,30,-7
157,158,158,"John Engler, Jr.",69,"80' 7""",2659.583,33,+6
158,159,159,David Toms,76,"80' 8""",1693.75,21,-3
159,T160,T160,Luke Donald,66,"80' 10""",1212.167,15,+4
160,T160,T160,Jerry Smith,94,"80' 10""",2587.917,32,+8
161,162,162,Danny Ellis,68,"81' 1""",1945.9170000000001,24,-7
162,163,163,Peter Lonard,77,"81' 3""",1950.0,24,+1
163,164,164,James Driscoll,80,"81' 6""",3832.333,47,-12
164,T165,T165,Fred Couples,52,"81' 7""",1632.0829999999999,20,-1
165,T165,T165,John Huston,74,"81' 7""",1957.0829999999999,24,+3
166,167,167,Nick Watney,97,"81' 8""",3756.833,46,-12
167,T168,T168,Arjun Atwal,97,"81' 9""",2779.833,34,-11
168,T168,T168,Mark Wilson,79,"81' 9""",1554.0,19,+3
169,T170,T170,John Rollins,93,"82' 1""",2379.5,29,-3
170,T170,T170,Heath Slocum,96,"82' 1""",2134.417,26,+1
171,T172,T172,J.P. Hayes,55,"82' 2""",1067.917,13,+2
172,T172,T172,Charles Howell III,96,"82' 2""",4188.667,51,-8
173,T172,T172,Pat Perez,50,"82' 2""",1396.5829999999999,17,-1
174,175,175,Jon Mills,68,"82' 4""",1975.0829999999999,24,+2
175,176,176,Eric Axley,91,"82' 9""",2400.5,29,-5
176,177,177,Sergio Garcia,59,"83' 1""",1080.417,13,-2
177,178,178,Daisuke Maruyama,83,"83' 4""",2000.1670000000001,24,E
178,T179,T179,Steve Elkington,52,"83' 5""",1084.083,13,-5
179,T179,T179,Scott Gutschewski,53,"83' 5""",1668.5829999999999,20,-5
180,181,181,Brent Geiberger,99,"83' 7""",3259.25,39,+6
181,182,182,Mike Sposa,68,"83' 8""",2090.667,25,+4
182,183,183,Sean O'Hair,100,"83' 10""",2933.083,35,-6
183,184,184,Greg Chalmers,71,"84' 1""",2354.083,28,+4
184,185,185,Ernie Els,69,"84' 2""",2271.583,27,-6
185,186,186,Jimmy Walker,60,"84' 3""",2528.25,30,-1
186,187,187,Stephen Ames,63,"84' 4""",1602.9170000000001,19,-4
187,188,188,Jeff Gove,91,"84' 8""",2200.833,26,-5
188,189,189,Jason Gore,86,"84' 10""",2713.75,32,-8
189,190,190,Kent Jones,103,"86' 5""",1900.9170000000001,22,E
190,191,191,Brian Davis,92,"89' 2""",2050.833,23,E
191,192,192,Stephen Leaney,84,"90' 2""",3608.083,40,+16
192,193,193,José María Olazábal,62,"90' 3""",1534.6670000000001,17,+2
193,194,194,Marco Dawson,87,"94' 11""",2753.583,29,-8
194,195,195,Roger Tambellini,64,"96' 3""",2020.9170000000001,21,-4
195,196,196,J.J. Henry,96,"97' 7""",3220.167,33,+1
