,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Brian Gay,107,-.207
1,2,2,David Branshaw,98,-.201
2,3,3,Jerry Kelly,100,-.189
3,4,4,Harrison Frazar,95,-.182
4,T5,T5,Jim Furyk,89,-.173
5,T5,T5,Mark Wilson,79,-.173
6,7,7,Dean Wilson,115,-.163
7,8,8,Justin Rose,98,-.161
8,9,9,Mark O'Meara,52,-.160
9,10,10,Camilo Villegas,95,-.157
10,T11,T11,Stephen Leaney,84,-.155
11,T11,T11,Tom Pernice Jr.,108,-.155
12,13,13,Greg Kraft,79,-.154
13,14,14,Stewart Cink,93,-.149
14,T15,T15,David Howell,52,-.147
15,T15,T15,Shaun Micheel,96,-.147
16,17,17,Stuart Appleby,83,-.145
17,T18,T18,Olin Browne,108,-.143
18,T18,T18,Dudley Hart,83,-.143
19,20,20,Zach Johnson,98,-.141
20,21,21,José María Olazábal,62,-.136
21,22,22,Brandt Jobe,91,-.135
22,23,23,Brett Quigley,109,-.134
23,T24,T24,Todd Fischer,101,-.133
24,T24,T24,Phil Mickelson,74,-.133
25,T26,T26,Jason Bohn,104,-.132
26,T26,T26,Steve Flesch,119,-.132
27,T26,T26,Mike Weir,88,-.132
28,29,29,Ben Crane,85,-.131
29,30,30,Brent Geiberger,99,-.129
30,T31,T31,John Cook,67,-.126
31,T31,T31,J.J. Henry,96,-.126
32,T31,T31,Skip Kendall,72,-.126
33,34,34,Tiger Woods,55,-.125
34,35,35,Robert Allenby,79,-.124
35,36,36,Brett Wetterich,82,-.123
36,37,37,David Toms,76,-.122
37,T38,T38,Luke Donald,66,-.120
38,T38,T38,Corey Pavin,74,-.120
39,T40,T40,Michael Allen,84,-.119
40,T40,T40,Arron Oberholser,82,-.119
41,T42,T42,Brian Davis,92,-.117
42,T42,T42,Retief Goosen,68,-.117
43,T42,T42,D.J. Trahan,92,-.117
44,45,45,Shigeki Maruyama,94,-.116
45,T46,T46,Marco Dawson,87,-.115
46,T46,T46,Steve Stricker,64,-.115
47,48,48,Lucas Glover,105,-.114
48,T49,T49,Kent Jones,103,-.112
49,T49,T49,Chris Riley,86,-.112
50,51,51,Nick Watney,97,-.111
51,T52,T52,Fred Funk,106,-.109
52,T52,T52,Bernhard Langer,77,-.109
53,T54,T54,Greg Chalmers,71,-.106
54,T54,T54,Ernie Els,69,-.106
55,T54,T54,Paul Goydos,72,-.106
56,T54,T54,Jeff Maggert,81,-.106
57,T54,T54,D.A. Points,82,-.106
58,T54,T54,Ron Whittaker,81,-.106
59,60,60,Craig Barlow,77,-.105
60,61,61,Davis Love III,85,-.102
61,T62,T62,Jeff Gove,91,-.099
62,T62,T62,Richard Johnson,94,-.099
63,T62,T62,Steve Jones,83,-.099
64,T65,T65,Rod Pampling,89,-.098
65,T65,T65,Ian Poulter,53,-.098
66,67,67,John Huston,74,-.095
67,68,68,Tom Lehman,70,-.094
68,69,69,Trevor Immelman,86,-.092
69,70,70,Henrik Bjornstad,97,-.091
70,71,71,Jonathan Byrd,66,-.090
71,72,72,Jesper Parnevik,84,-.088
72,73,73,Ryuji Imada,105,-.087
73,74,74,Charley Hoffman,100,-.086
74,T75,T75,Joe Durant,101,-.085
75,T75,T75,Tim Herron,82,-.085
76,T75,T75,Rory Sabbatini,84,-.085
77,T75,T75,Bo Van Pelt,102,-.085
78,79,79,Ted Purdy,103,-.084
79,T80,T80,Carl Pettersson,95,-.083
80,T80,T80,Jerry Smith,94,-.083
81,82,82,K.J. Choi,93,-.082
82,T83,T83,Daniel Chopra,110,-.080
83,T83,T83,Bob May,65,-.080
84,85,85,Eric Axley,91,-.078
85,86,86,Vaughn Taylor,88,-.077
86,T87,T87,Freddie Jacobson,56,-.075
87,T87,T87,Tjaart van der Walt,60,-.075
88,T89,T89,Bart Bryant,87,-.073
89,T89,T89,Steve Lowery,99,-.073
90,T89,T89,Hunter Mahan,98,-.073
91,T89,T89,Len Mattiace,59,-.073
92,93,93,Ben Curtis,86,-.072
93,94,94,Chad Campbell,91,-.071
94,T95,T95,Mark Brooks,90,-.070
95,T95,T95,Bob Estes,85,-.070
96,T95,T95,Adam Scott,70,-.070
97,T98,T98,Vijay Singh,103,-.068
98,T98,T98,Chris Smith,67,-.068
99,100,100,Mark Calcavecchia,94,-.067
100,101,101,Billy Mayfair,94,-.066
101,T102,T102,Bubba Dickerson,98,-.065
102,T102,T102,Bill Haas,99,-.065
103,T102,T102,John Senden,96,-.065
104,T102,T102,Scott Verplank,88,-.065
105,106,106,Heath Slocum,96,-.064
106,T107,T107,Woody Austin,107,-.062
107,T107,T107,Aaron Baddeley,78,-.062
108,T109,T109,Robert Garrigus,85,-.061
109,T109,T109,Jeff Sluman,101,-.061
110,T111,T111,Mathew Goggin,72,-.060
111,T111,T111,Mike Sposa,68,-.060
112,T113,T113,J.L. Lewis,57,-.058
113,T113,T113,Kevin Sutherland,100,-.058
114,T115,T115,Danny Ellis,68,-.057
115,T115,T115,Daisuke Maruyama,83,-.057
116,T115,T115,Joey Sindelar,90,-.057
117,T118,T118,David McKenzie,82,-.056
