,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
41,T40,T40,Bob Estes,85,"34' 5""",46310.083,1347,51
42,T43,T43,Stephen Ames,63,"34' 6""",27225.083,790,58
43,T43,T43,Paul Goydos,72,"34' 6""",39503.833,1146,104
44,T43,T43,Stephen Leaney,84,"34' 6""",47581.0,1379,45
45,46,46,Michael Allen,84,"34' 7""",44507.25,1286,166
46,T47,T47,Shane Bertsch,104,"34' 8""",55736.917,1609,139
47,T47,T47,Luke Donald,66,"34' 8""",26855.833,774,74
48,T47,T47,Phil Mickelson,74,"34' 8""",29248.25,844,21
49,T47,T47,Joe Ogilvie,95,"34' 8""",48428.917,1398,111
50,T47,T47,Brett Wetterich,82,"34' 8""",45331.417,1308,33
51,52,52,Ben Curtis,86,"34' 9""",41784.083,1201,107
52,T53,T53,David Branshaw,98,"34' 10""",54287.333,1558,7
53,T53,T53,Jerry Kelly,100,"34' 10""",52391.5,1505,46
54,T53,T53,Arron Oberholser,82,"34' 10""",38745.75,1112,11
55,T56,T56,Billy Andrade,78,"34' 11""",37425.0,1073,62
56,T56,T56,Jason Bohn,104,"34' 11""",55886.167,1599,84
57,T56,T56,Kris Cox,83,"34' 11""",44997.083,1289,63
58,T56,T56,Robert Garrigus,85,"34' 11""",46124.417,1322,119
59,T60,T60,Tommy Armour III,65,"35' 0""",33143.917,948,142
60,T60,T60,John Senden,96,"35' 0""",49417.5,1413,3
61,T60,T60,Charles Warren,93,"35' 0""",50768.5,1450,28
62,T63,T63,David Duval,71,"35' 1""",33195.667,947,187
63,T63,T63,Ron Whittaker,81,"35' 1""",44602.833,1272,75
64,T63,T63,Mark Wilson,79,"35' 1""",45244.75,1291,26
65,T66,T66,Davis Love III,85,"35' 2""",35727.083,1016,54
66,T66,T66,Shaun Micheel,96,"35' 2""",48978.083,1393,36
67,T66,T66,Vaughn Taylor,88,"35' 2""",48490.75,1378,134
68,T69,T69,Jonathan Kaye,95,"35' 3""",54247.75,1539,19
69,T69,T69,Peter Lonard,77,"35' 3""",41779.083,1186,155
70,T69,T69,Mike Weir,88,"35' 3""",39943.083,1132,59
71,T72,T72,Jeff Brehaut,100,"35' 4""",53757.917,1522,41
72,T72,T72,Retief Goosen,68,"35' 4""",29137.333,824,92
73,T72,T72,Shigeki Maruyama,94,"35' 4""",50729.833,1436,144
74,T72,T72,Vijay Singh,103,"35' 4""",53263.083,1507,31
75,T76,T76,Mark Brooks,90,"35' 5""",46946.167,1327,161
76,T76,T76,Steve Flesch,119,"35' 5""",65167.25,1842,79
77,T76,T76,Ted Purdy,103,"35' 5""",50841.917,1435,47
78,T76,T76,Camilo Villegas,95,"35' 5""",51700.167,1461,102
79,T80,T80,Jonathan Byrd,66,"35' 6""",34310.083,967,8
80,T80,T80,Michael Connell,51,"35' 6""",26565.083,749,133
81,T80,T80,Lucas Glover,105,"35' 6""",54882.25,1545,40
82,T80,T80,Jeff Gove,91,"35' 6""",51492.167,1451,2
83,T80,T80,Freddie Jacobson,56,"35' 6""",34387.0,968,138
84,T80,T80,Kent Jones,103,"35' 6""",55901.417,1576,92
85,T80,T80,Frank Lickliter II,99,"35' 6""",54021.25,1520,26
86,T87,T87,Robert Allenby,79,"35' 7""",38174.917,1073,29
87,T87,T87,Rich Beem,85,"35' 7""",41371.583,1164,70
88,T87,T87,K.J. Choi,93,"35' 7""",50250.667,1413,23
89,T87,T87,Sergio Garcia,59,"35' 7""",24789.5,696,37
90,T87,T87,Scott Gutschewski,53,"35' 7""",28656.75,805,52
91,T92,T92,Steve Elkington,52,"35' 9""",29336.5,821,8
92,T92,T92,José María Olazábal,62,"35' 9""",24910.917,697,91
93,T92,T92,Bo Van Pelt,102,"35' 9""",57750.25,1614,60
94,T95,T95,Tim Herron,82,"35' 10""",39774.167,1111,169
95,T95,T95,Daisuke Maruyama,83,"35' 10""",45024.0,1256,68
96,T95,T95,Tjaart van der Walt,60,"35' 10""",33488.333,935,122
97,T95,T95,Vance Veazey,59,"35' 10""",34419.417,961,180
98,T95,T95,Duffy Waldorf,96,"35' 10""",52619.667,1469,68
99,T100,T100,Doug Barron,74,"35' 11""",43113.667,1200,185
100,T100,T100,"Wes Short, Jr.",96,"35' 11""",54538.25,1518,130
101,T100,T100,Paul Stankowski,70,"35' 11""",40405.417,1125,84
102,T103,T103,Jason Gore,86,"36' 0""",46150.5,1282,158
103,T103,T103,J.J. Henry,96,"36' 0""",49744.083,1381,22
104,T103,T103,David Howell,52,"36' 0""",19297.667,536,152
105,T103,T103,Larry Mize,53,"36' 0""",26380.0,733,132
106,T107,T107,Dudley Hart,83,"36' 1""",45987.5,1275,141
107,T107,T107,Ian Leggatt,80,"36' 1""",45115.417,1250,151
108,T107,T107,Tom Lehman,70,"36' 1""",30444.917,844,81
109,T107,T107,David McKenzie,82,"36' 1""",44631.0,1237,86
110,T107,T107,Bob Tway,81,"36' 1""",43422.333,1203,131
111,T112,T112,Eric Axley,91,"36' 2""",51153.167,1413,88
112,T112,T112,Mark Calcavecchia,94,"36' 2""",51064.333,1413,177
113,T112,T112,Brandt Jobe,91,"36' 2""",45269.0,1253,42
114,T112,T112,Billy Mayfair,94,"36' 2""",49903.583,1381,55
115,T112,T112,Ryan Moore,68,"36' 2""",37504.5,1038,150
116,T112,T112,Hidemichi Tanaka,74,"36' 2""",41887.5,1158,195
117,T118,T118,Brian Davis,92,"36' 3""",52498.333,1448,97
118,T118,T118,John Huston,74,"36' 3""",42285.083,1167,171
119,T118,T118,Lee Janzen,79,"36' 3""",44231.5,1220,157
120,T118,T118,Richard Johnson,94,"36' 3""",55044.75,1518,77
121,T118,T118,Steve Jones,83,"36' 3""",44804.583,1237,163
122,T118,T118,Hunter Mahan,98,"36' 3""",57870.75,1597,39
123,T118,T118,Rod Pampling,89,"36' 3""",42153.5,1163,172
124,T118,T118,John Rollins,93,"36' 3""",49036.167,1354,73
125,T118,T118,D.J. Trahan,92,"36' 3""",49383.0,1361,137
126,T127,T127,Matt Hansen,68,"36' 4""",37656.75,1036,48
127,T127,T127,J.B. Holmes,81,"36' 4""",40873.167,1126,101
128,T127,T127,Will MacKenzie,91,"36' 4""",48762.417,1343,25
129,T127,T127,Brett Quigley,109,"36' 4""",61291.25,1687,31
130,T131,T131,Arjun Atwal,97,"36' 5""",53516.0,1470,135
131,T131,T131,Harrison Frazar,95,"36' 5""",48687.417,1336,135
132,T131,T131,Bill Haas,99,"36' 5""",57477.667,1577,127
133,T131,T131,Steve Lowery,99,"36' 5""",54349.833,1492,92
134,T131,T131,Greg Owen,79,"36' 5""",40458.75,1110,18
135,T136,T136,Paul Azinger,87,"36' 6""",52054.667,1427,174
136,T136,T136,Nathan Green,108,"36' 6""",61196.25,1675,158
137,T136,T136,Thomas Levet,53,"36' 6""",31431.417,861,82
138,T136,T136,Carl Pettersson,95,"36' 6""",49100.75,1344,175
139,T136,T136,Bubba Watson,83,"36' 6""",47081.25,1291,50
140,T136,T136,Dean Wilson,115,"36' 6""",60965.5,1670,106
141,142,142,Chris Riley,86,"36' 7""",45092.417,1234,173
142,143,143,Ernie Els,69,"36' 8""",30773.833,840,143
143,T144,T144,Stuart Appleby,83,"36' 9""",42230.333,1148,147
144,T144,T144,Jeff Maggert,81,"36' 9""",44539.583,1211,98
145,T144,T144,Jon Mills,68,"36' 9""",35516.75,966,165
146,T147,T147,Brian Bateman,69,"36' 10""",38911.0,1056,120
147,T147,T147,Marco Dawson,87,"36' 10""",50705.833,1377,113
148,T147,T147,Mathias Grönberg,92,"36' 10""",51941.75,1409,57
149,T147,T147,Charley Hoffman,100,"36' 10""",58443.083,1586,53
150,T147,T147,Ryan Palmer,101,"36' 10""",53978.083,1466,129
151,T147,T147,Pat Perez,50,"36' 10""",27718.917,753,118
152,T153,T153,Bubba Dickerson,98,"36' 11""",56718.167,1538,90
153,T153,T153,Todd Fischer,101,"36' 11""",59389.667,1610,176
154,T153,T153,Bernhard Langer,77,"36' 11""",39040.667,1058,89
155,T153,T153,Tom Pernice Jr.,108,"36' 11""",57578.25,1559,120
156,157,157,Geoff Ogilvy,76,"37' 0""",34285.25,927,160
157,T158,T158,Ryuji Imada,105,"37' 1""",57731.833,1557,116
158,T158,T158,Kevin Sutherland,100,"37' 1""",57841.917,1560,20
159,T160,T160,Chris Couch,75,"37' 2""",44362.583,1194,72
160,T160,T160,Nicholas Thompson,96,"37' 2""",52125.583,1402,99
161,162,162,Danny Ellis,68,"37' 3""",39850.333,1069,170
162,163,163,Henrik Bjornstad,97,"37' 4""",59384.25,1592,125
163,T164,T164,Alex Aragon,63,"37' 5""",36138.0,965,190
164,T164,T164,Daniel Chopra,110,"37' 5""",60204.917,1608,148
165,T166,T166,Ben Crane,85,"37' 8""",41015.167,1089,178
166,T166,T166,J.L. Lewis,57,"37' 8""",33856.417,898,167
167,T166,T166,Tag Ridings,103,"37' 8""",60618.5,1609,183
168,T166,T166,Nick Watney,97,"37' 8""",57981.583,1538,96
169,170,170,D.A. Points,82,"37' 9""",48045.75,1273,161
170,T171,T171,Brent Geiberger,99,"37' 10""",60849.917,1608,112
171,T171,T171,Jeff Overton,95,"37' 10""",58932.833,1558,102
172,T173,T173,Fred Couples,52,"37' 11""",21759.833,574,100
173,T173,T173,John Daly,51,"37' 11""",27766.417,732,184
174,T175,T175,Carlos Franco,86,"38' 0""",52401.667,1378,110
175,T175,T175,Todd Hamilton,72,"38' 0""",38222.5,1005,196
176,T177,T177,Aaron Baddeley,78,"38' 1""",46305.167,1217,193
177,T177,T177,Craig Barlow,77,"38' 1""",39735.083,1043,87
178,T179,T179,Sean O'Hair,100,"38' 3""",52073.75,1361,117
179,T179,T179,Chris Smith,67,"38' 3""",40375.75,1055,10
180,T181,T181,Troy Matteson,101,"38' 4""",60294.417,1572,66
181,T181,T181,Mike Sposa,68,"38' 4""",39751.833,1038,155
182,183,183,Len Mattiace,59,"38' 6""",35794.75,930,192
183,T184,T184,Mathew Goggin,72,"38' 8""",40180.417,1040,44
184,T184,T184,Roger Tambellini,64,"38' 8""",36745.833,950,95
185,186,186,Charles Howell III,96,"38' 9""",54869.917,1417,83
186,T187,T187,Greg Chalmers,71,"38' 10""",39574.083,1018,191
187,T187,T187,Tim Petrovic,95,"38' 10""",57840.917,1488,182
188,T187,T187,Jason Schultz,77,"38' 10""",45133.583,1162,153
189,190,190,Jimmy Walker,60,"38' 11""",39052.25,1004,179
190,191,191,Brad Faxon,78,"39' 1""",51194.083,1311,194
191,192,192,Jesper Parnevik,84,"39' 6""",51662.167,1308,124
192,193,193,Mark O'Meara,52,"39' 8""",25642.917,647,189
193,194,194,James Driscoll,80,"39' 9""",54027.667,1358,181
194,T195,T195,"John Engler, Jr.",69,"40' 10""",46137.083,1130,188
195,T195,T195,Ryan Hietala,61,"40' 10""",37162.0,910,186
