,GIR_Percentage_-_150-175_yards_RANK THIS WEEK,GIR_Percentage_-_150-175_yards_RANK LAST WEEK,GIR_Percentage_-_150-175_yards_PLAYER NAME,GIR_Percentage_-_150-175_yards_ROUNDS,GIR_Percentage_-_150-175_yards_%,GIR_Percentage_-_150-175_yards_GREENS HIT,GIR_Percentage_-_150-175_yards_TOTAL HOLES,GIR_Percentage_-_150-175_yards_RELATIVE TO PAR
0,1,1,Jim Furyk,89,74.44,201,270,-0.19
1,2,2,Jeff Gove,91,71.34,219,307,-0.17
2,3,3,Tiger Woods,55,71.33,107,150,-0.22
3,4,4,Stephen Leaney,84,71.04,211,297,-0.18
4,5,5,David Branshaw,98,69.88,225,322,-0.2
5,6,6,Steve Elkington,52,69.74,136,195,-0.09
6,7,7,Luke Donald,66,69.41,118,170,-0.25
7,8,8,Briny Baird,81,68.87,177,257,-0.18
8,9,9,Jerry Smith,94,68.67,217,316,-0.16
9,10,10,Joe Durant,101,68.33,233,341,-0.14
10,11,11,David Toms,76,68.1,158,232,-0.22
11,12,12,Ted Purdy,103,68.05,213,313,-0.16
12,13,13,Danny Ellis,68,67.76,145,214,-0.19
13,14,14,Kevin Sutherland,100,67.27,222,330,-0.11
14,15,15,Thomas Levet,53,67.17,133,198,-0.09
15,16,16,Brent Geiberger,99,67.13,239,356,-0.15
16,17,17,Joey Sindelar,90,66.9,192,287,-0.12
17,18,18,Billy Mayfair,94,66.89,204,305,-0.14
18,19,19,Chris Smith,67,66.82,145,217,-0.14
19,20,20,John Senden,96,66.67,178,267,-0.14
20,21,21,Vijay Singh,103,66.55,191,287,-0.14
21,22,22,Adam Scott,70,66.49,129,194,-0.15
22,T23,T23,Dudley Hart,83,66.45,206,310,-0.13
23,T23,T23,Shaun Micheel,96,66.45,202,304,-0.19
24,25,25,Steve Stricker,64,66.31,124,187,-0.23
25,26,26,Ben Curtis,86,66.28,173,261,-0.15
26,27,27,Justin Rose,98,66.25,212,320,-0.18
27,28,28,Trevor Immelman,86,66.2,188,284,-0.16
28,29,29,Kenny Perry,73,66.09,152,230,-0.11
29,30,30,Marco Dawson,87,65.83,183,278,-0.15
30,T31,T31,Paul Goydos,72,65.67,153,233,-0.1
31,T31,T31,Arron Oberholser,82,65.67,153,233,-0.2
32,33,33,Phil Mickelson,74,65.5,112,171,-0.16
33,34,34,Kent Jones,103,65.45,216,330,-0.16
34,35,35,Ron Whittaker,81,65.38,187,286,-0.15
35,36,36,Hunter Mahan,98,65.29,222,340,-0.19
36,37,37,Fred Funk,106,65.27,203,311,-0.22
37,38,38,Frank Lickliter II,99,65.13,198,304,-0.21
38,39,39,Steve Jones,83,65.11,181,278,-0.13
39,T40,T40,K.J. Choi,93,65.0,195,300,-0.13
40,T40,T40,Matt Hansen,68,65.0,143,220,-0.06
41,42,42,Jeff Brehaut,100,64.97,230,354,-0.21
42,43,43,Scott Verplank,88,64.87,181,279,-0.18
43,44,44,Rich Beem,85,64.78,160,247,-0.16
44,45,45,Brian Gay,107,64.74,257,397,-0.23
45,46,46,Shigeki Maruyama,94,64.55,213,330,-0.23
46,47,47,Jonathan Kaye,95,64.54,202,313,-0.12
47,48,48,Chad Campbell,91,64.5,169,262,-0.18
48,49,49,Brett Wetterich,82,64.4,161,250,-0.2
49,50,50,Skip Kendall,72,64.35,139,216,-0.2
50,51,51,Paul Stankowski,70,64.34,157,244,-0.2
51,52,52,Chris DiMarco,83,64.26,151,235,-0.16
52,53,53,Mark Wilson,79,64.17,163,254,-0.21
53,54,54,Todd Fischer,101,64.12,218,340,-0.11
54,55,55,Mike Sposa,68,64.1,150,234,-0.16
55,T56,T56,Bart Bryant,87,63.98,167,261,-0.13
56,T56,T56,Bubba Dickerson,98,63.98,206,322,-0.18
57,58,58,Jeff Overton,95,63.85,189,296,-0.07
58,59,59,Michael Connell,51,63.8,104,163,-0.15
59,60,60,Olin Browne,108,63.75,197,309,-0.18
60,61,61,Charles Howell III,96,63.72,202,317,-0.13
61,62,62,Daisuke Maruyama,83,63.71,165,259,-0.13
62,63,63,Jeff Sluman,101,63.61,194,305,-0.21
63,64,64,Zach Johnson,98,63.6,180,283,-0.18
64,65,65,John Cook,67,63.59,138,217,-0.1
65,66,66,Retief Goosen,68,63.58,103,162,-0.17
66,67,67,Sergio Garcia,59,63.57,89,140,-0.1
67,68,68,Heath Slocum,96,63.55,197,310,-0.14
68,69,69,Tom Pernice Jr.,108,63.38,244,385,-0.19
69,70,70,Charles Warren,93,63.32,183,289,-0.17
70,71,71,Greg Owen,79,63.31,157,248,-0.03
71,72,72,Jerry Kelly,100,63.3,188,297,-0.2
72,73,73,Tjaart van der Walt,60,63.27,124,196,-0.19
73,74,74,Jonathan Byrd,66,63.22,110,174,-0.16
74,75,75,Richard Johnson,94,63.09,200,317,-0.18
75,76,76,Brett Quigley,109,63.07,222,352,-0.16
76,77,77,Tom Lehman,70,63.04,116,184,-0.11
77,78,78,Nathan Green,108,62.97,233,370,-0.18
78,79,79,Kirk Triplett,58,62.89,122,194,-0.23
79,80,80,Bob Estes,85,62.84,186,296,-0.17
80,81,81,Troy Matteson,101,62.82,196,312,-0.13
81,T82,T82,Rod Pampling,89,62.77,145,231,-0.29
82,T82,T82,Omar Uresti,61,62.77,118,188,-0.11
83,84,84,John Rollins,93,62.59,179,286,-0.12
84,85,85,Lee Janzen,79,62.55,162,259,-0.16
85,86,86,Ian Poulter,53,62.5,110,176,-0.25
86,87,87,Bo Van Pelt,102,62.46,198,317,-0.14
87,88,88,Justin Leonard,83,62.45,153,245,-0.14
88,89,89,Carlos Franco,86,62.37,179,287,-0.13
89,90,90,Fred Couples,52,62.3,76,122,-0.09
90,T91,T91,Corey Pavin,74,62.26,132,212,-0.14
91,T91,T91,Hidemichi Tanaka,74,62.26,165,265,-0.17
92,93,93,Geoff Ogilvy,76,62.22,112,180,-0.18
93,94,94,Steve Flesch,119,62.13,233,375,-0.17
94,95,95,Dean Wilson,115,62.11,236,380,-0.22
95,96,96,Ian Leggatt,80,62.1,154,248,-0.19
96,97,97,Ryuji Imada,105,61.93,205,331,-0.2
97,98,98,Brian Davis,92,61.89,177,286,-0.12
98,99,99,Vaughn Taylor,88,61.69,161,261,-0.23
99,100,100,Robert Damron,91,61.68,198,321,-0.2
100,101,101,Patrick Sheehan,104,61.67,222,360,-0.09
101,102,102,Nicholas Thompson,96,61.57,165,268,-0.07
102,103,103,Brandt Jobe,91,61.45,161,262,-0.22
103,T104,T104,Billy Andrade,78,61.43,137,223,-0.13
104,T104,T104,Bernhard Langer,77,61.43,137,223,-0.15
105,106,106,Duffy Waldorf,96,61.42,199,324,-0.11
106,107,107,Stuart Appleby,83,61.37,143,233,-0.2
107,108,108,Eric Axley,91,61.31,187,305,-0.19
108,109,109,Stewart Cink,93,61.26,185,302,-0.21
109,110,110,Tim Clark,80,61.24,128,209,-0.18
110,111,111,Steve Lowery,99,61.22,180,294,-0.16
111,112,112,Stephen Ames,63,61.21,101,165,-0.28
112,113,113,J.J. Henry,96,61.2,194,317,-0.15
113,114,114,Davis Love III,85,61.09,135,221,-0.19
114,115,115,Alex Cejka,93,61.06,185,303,-0.21
115,116,116,Freddie Jacobson,56,61.03,119,195,-0.23
116,117,117,Tommy Armour III,65,61.0,122,200,-0.3
117,118,118,J.B. Holmes,81,60.96,114,187,-0.15
118,119,119,Paul Azinger,87,60.9,176,289,-0.15
119,120,120,"Wes Short, Jr.",96,60.82,194,319,-0.16
120,121,121,Ernie Els,69,60.71,119,196,-0.17
121,122,122,Bob Tway,81,60.69,159,262,-0.15
122,T123,T123,David Howell,52,60.66,74,122,-0.28
123,T123,T123,David McKenzie,82,60.66,148,244,-0.2
124,125,125,Chris Couch,75,60.63,154,254,-0.19
125,126,126,Scott Gutschewski,53,60.49,98,162,-0.18
126,127,127,Will MacKenzie,91,60.47,156,258,-0.09
127,128,128,Ryan Moore,68,60.44,136,225,-0.14
128,129,129,Michael Allen,84,60.39,154,255,-0.16
129,130,130,Jeff Maggert,81,60.32,149,247,-0.12
130,131,131,Mathew Goggin,72,60.27,132,219,-0.18
131,132,132,Camilo Villegas,95,60.23,159,264,-0.14
132,133,133,D.J. Trahan,92,60.21,174,289,-0.21
133,134,134,Doug Barron,74,60.16,151,251,-0.18
134,135,135,Jason Bohn,104,60.12,202,336,-0.16
135,136,136,Brian Bateman,69,60.09,137,228,-0.1
136,137,137,Greg Kraft,79,60.08,158,263,-0.17
137,138,138,Mathias Grönberg,92,60.07,164,273,-0.15
138,139,139,Kris Cox,83,59.93,160,267,-0.18
139,140,140,Henrik Bjornstad,97,59.87,191,319,-0.09
140,141,141,Lucas Glover,105,59.68,188,315,-0.16
141,142,142,Shane Bertsch,104,59.65,207,347,-0.23
142,143,143,Jesper Parnevik,84,59.64,164,275,-0.16
143,144,144,Robert Gamez,94,59.61,183,307,-0.1
144,T145,T145,Brad Faxon,78,59.54,156,262,-0.22
145,T145,T145,J.P. Hayes,55,59.54,103,173,-0.14
146,147,147,Pat Perez,50,59.46,110,185,-0.11
147,148,148,Tim Herron,82,59.41,161,271,-0.14
148,149,149,Mark O'Meara,52,59.4,79,133,-0.18
149,150,150,Bob May,65,59.28,115,194,-0.12
150,151,151,Arjun Atwal,97,59.15,181,306,-0.22
151,152,152,Larry Mize,53,59.12,94,159,-0.18
152,153,153,Mark Brooks,90,59.11,159,269,-0.18
153,154,154,Vance Veazey,59,59.05,124,210,-0.15
154,155,155,Joe Ogilvie,95,59.04,160,271,-0.13
155,156,156,Robert Allenby,79,58.99,128,217,-0.21
156,157,157,Ben Crane,85,58.95,135,229,-0.22
157,158,158,Daniel Chopra,110,58.92,185,314,-0.18
158,159,159,Craig Barlow,77,58.65,122,208,-0.09
159,T160,T160,Sean O'Hair,100,58.48,169,289,-0.14
160,T160,T160,Carl Pettersson,95,58.48,169,289,-0.16
161,162,162,Jason Gore,86,58.46,159,272,-0.09
162,163,163,John Huston,74,58.12,136,234,-0.18
163,164,164,José María Olazábal,62,57.96,91,157,-0.2
164,165,165,Charley Hoffman,100,57.84,166,287,-0.19
165,166,166,Padraig Harrington,54,57.75,82,142,-0.13
166,167,167,Tim Petrovic,95,57.69,195,338,-0.19
167,168,168,Jon Mills,68,57.59,110,191,-0.13
168,169,169,Mark Calcavecchia,94,57.58,152,264,-0.19
169,T170,T170,Greg Chalmers,71,57.55,122,212,-0.19
170,T170,T170,Rory Sabbatini,84,57.55,141,245,-0.18
171,172,172,Robert Garrigus,85,57.49,142,247,-0.11
172,173,173,Mike Weir,88,57.48,123,214,-0.19
173,174,174,Tag Ridings,103,57.46,181,315,-0.17
174,175,175,Ryan Palmer,101,56.81,171,301,-0.19
175,176,176,Harrison Frazar,95,56.54,147,260,-0.16
176,177,177,Aaron Baddeley,78,56.52,156,276,-0.21
177,178,178,J.L. Lewis,57,56.5,100,177,-0.23
178,179,179,Jimmy Walker,60,56.28,121,215,-0.21
179,180,180,Nick Watney,97,56.13,183,326,-0.11
180,181,181,Woody Austin,107,55.88,190,340,-0.21
181,182,182,Jason Schultz,77,55.81,144,258,-0.08
182,183,183,Bubba Watson,83,55.71,117,210,-0.05
183,184,184,Peter Lonard,77,55.56,130,234,-0.12
184,185,185,Bill Haas,99,53.92,165,306,-0.13
185,186,186,Chris Riley,86,53.64,140,261,-0.22
186,187,187,James Driscoll,80,53.5,153,286,-0.11
187,188,188,D.A. Points,82,53.26,139,261,-0.2
188,189,189,Ryan Hietala,61,53.13,102,192,-0.1
189,190,190,Todd Hamilton,72,53.08,112,211,-0.09
190,191,191,"John Engler, Jr.",69,52.85,130,246,-0.15
191,192,192,Roger Tambellini,64,52.26,104,199,-0.11
192,193,193,Alex Aragon,63,51.04,98,192,-0.15
193,194,194,Len Mattiace,59,50.94,108,212,-0.21
194,195,195,David Duval,71,49.25,99,201,-0.16
195,196,196,John Daly,51,47.06,56,119,-0.07
