,Approaches_from__100_yards_Rgh_RANK THIS WEEK,Approaches_from__100_yards_Rgh_RANK LAST WEEK,Approaches_from__100_yards_Rgh_PLAYER NAME,Approaches_from__100_yards_Rgh_ROUNDS,Approaches_from__100_yards_Rgh_AVG,Approaches_from__100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__100_yards_Rgh_# OF ATTEMPTS,Approaches_from__100_yards_Rgh_RELATIVE TO PAR
0,1,1,Kirk Triplett,58,"39' 7""",3642.5,92,+14
1,2,2,Briny Baird,81,"41' 3""",6889.5,167,+11
2,3,3,Bob May,65,"41' 11""",6627.3330000000005,158,+4
3,4,4,Rory Sabbatini,84,"42' 3""",9215.25,218,+22
4,5,5,Padraig Harrington,54,"42' 5""",4281.917,101,+7
5,6,6,Justin Rose,98,"42' 6""",10370.333,244,+38
6,T7,T7,Matt Hansen,68,"42' 7""",7786.8330000000005,183,+20
7,T7,T7,Steve Stricker,64,"42' 7""",5707.4169999999995,134,+8
8,9,9,Mark Calcavecchia,94,"42' 11""",9568.5,223,+23
9,10,10,Fred Couples,52,"43' 1""",5343.0830000000005,124,E
10,11,11,Alex Cejka,93,"43' 2""",9628.667,223,+43
11,12,12,Michael Allen,84,"43' 3""",10471.833,242,+29
12,T13,T13,Greg Owen,79,"43' 5""",7511.4169999999995,173,+12
13,T13,T13,Vijay Singh,103,"43' 5""",11250.333,259,-1
14,15,15,Jonathan Kaye,95,"43' 6""",9955.25,229,+27
15,16,16,Robert Garrigus,85,"43' 7""",10894.917,250,+27
16,T17,T17,Joe Ogilvie,95,"43' 9""",10632.25,243,+20
17,T17,T17,Patrick Sheehan,104,"43' 9""",9937.5,227,+16
18,19,19,Freddie Jacobson,56,"43' 10""",6703.8330000000005,153,+21
19,20,20,Brian Bateman,69,"43' 11""",8030.8330000000005,183,+25
20,21,21,Kenny Perry,73,"44' 2""",6495.75,147,+13
21,22,22,Bob Estes,85,"44' 3""",9380.083,212,+5
22,23,23,Ian Poulter,53,"44' 5""",3997.5,90,+4
23,T24,T24,Henrik Bjornstad,97,"44' 6""",11566.5,260,+22
24,T24,T24,Daniel Chopra,110,"44' 6""",13269.0,298,+14
25,T26,T26,John Daly,51,"44' 7""",5215.5,117,+38
26,T26,T26,Camilo Villegas,95,"44' 7""",11719.0,263,+26
27,T28,T28,Robert Damron,91,"44' 8""",10042.333,225,+16
28,T28,T28,Trevor Immelman,86,"44' 8""",10268.917,230,+13
29,T28,T28,Len Mattiace,59,"44' 8""",8126.75,182,+23
30,T28,T28,"Wes Short, Jr.",96,"44' 8""",12423.917,278,+58
31,32,32,Rich Beem,85,"44' 9""",9126.417,204,+39
32,T33,T33,Eric Axley,91,"44' 11""",9651.833,215,+30
33,T33,T33,Shigeki Maruyama,94,"44' 11""",11492.167,256,+19
34,T33,T33,Larry Mize,53,"44' 11""",3956.083,88,+16
35,T33,T33,Joey Sindelar,90,"44' 11""",8885.667,198,+51
36,T33,T33,Bob Tway,81,"44' 11""",8796.75,196,+40
37,T38,T38,Billy Andrade,78,"45' 1""",8386.25,186,+22
38,T38,T38,Chris DiMarco,83,"45' 1""",7614.5830000000005,169,+10
39,T38,T38,Ryuji Imada,105,"45' 1""",12987.167,288,+35
40,T38,T38,Davis Love III,85,"45' 1""",8385.5,186,+10
41,T38,T38,Ted Purdy,103,"45' 1""",9508.5,211,+29
42,43,43,Tiger Woods,55,"45' 2""",5059.833,112,-9
43,T44,T44,Greg Kraft,79,"45' 5""",6761.5,149,+23
44,T44,T44,Hidemichi Tanaka,74,"45' 5""",8633.0,190,+38
45,T44,T44,Charles Warren,93,"45' 5""",10000.667,220,+16
46,47,47,Peter Lonard,77,"45' 6""",8186.1669999999995,180,+31
47,48,48,Omar Uresti,61,"45' 7""",5609.0830000000005,123,+24
48,T49,T49,Carlos Franco,86,"45' 8""",11608.083,254,+31
49,T49,T49,Chris Riley,86,"45' 8""",7398.5830000000005,162,+25
50,51,51,Jeff Sluman,101,"45' 9""",11159.833,244,+31
51,T52,T52,Jeff Brehaut,100,"45' 11""",10557.083,230,+10
52,T52,T52,Kris Cox,83,"45' 11""",9971.667,217,+18
53,T52,T52,Robert Gamez,94,"45' 11""",8077.25,176,+41
54,T52,T52,Pat Perez,50,"45' 11""",6110.25,133,+21
55,T56,T56,Charley Hoffman,100,"46' 0""",13580.417,295,+30
56,T56,T56,Jon Mills,68,"46' 0""",7409.25,161,+37
57,58,58,Kent Jones,103,"46' 1""",9716.417,211,+24
58,T59,T59,Fred Funk,106,"46' 2""",6837.1669999999995,148,+24
59,T59,T59,Jeff Overton,95,"46' 2""",13123.083,284,+34
60,T61,T61,Jonathan Byrd,66,"46' 3""",6753.0830000000005,146,+11
61,T61,T61,Lucas Glover,105,"46' 3""",11235.25,243,+40
62,T61,T61,Bill Haas,99,"46' 3""",12907.083,279,+19
63,T61,T61,Shaun Micheel,96,"46' 3""",12208.333,264,+23
64,T61,T61,Paul Stankowski,70,"46' 3""",8413.833,182,+29
65,T66,T66,Frank Lickliter II,99,"46' 4""",9959.25,215,+31
66,T66,T66,Brett Wetterich,82,"46' 4""",9352.667,202,+20
67,T68,T68,Tim Herron,82,"46' 6""",10093.0,217,+26
68,T68,T68,David Toms,76,"46' 6""",6411.6669999999995,138,+16
69,T70,T70,David Duval,71,"46' 8""",9102.917,195,+42
70,T70,T70,Sergio Garcia,59,"46' 8""",4994.917,107,+16
71,T70,T70,Nathan Green,108,"46' 8""",12462.833,267,+24
72,T70,T70,Tag Ridings,103,"46' 8""",14428.5,309,+60
73,T74,T74,Woody Austin,107,"46' 9""",13326.083,285,+44
74,T74,T74,Joe Durant,101,"46' 9""",7809.0,167,+30
75,T74,T74,Mathias Grönberg,92,"46' 9""",10050.583,215,+27
76,T74,T74,Nicholas Thompson,96,"46' 9""",9161.917,196,+41
77,T74,T74,Nick Watney,97,"46' 9""",13420.5,287,+35
78,T79,T79,Tim Clark,80,"46' 10""",6560.0830000000005,140,+25
79,T79,T79,Bernhard Langer,77,"46' 10""",7867.9169999999995,168,+17
80,T79,T79,D.J. Trahan,92,"46' 10""",10577.75,226,+45
