,Approaches_from_250-275_yards_Rgh_RANK THIS WEEK,Approaches_from_250-275_yards_Rgh_RANK LAST WEEK,Approaches_from_250-275_yards_Rgh_PLAYER NAME,Approaches_from_250-275_yards_Rgh_ROUNDS,Approaches_from_250-275_yards_Rgh_AVG,Approaches_from_250-275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_Rgh_# OF ATTEMPTS,Approaches_from_250-275_yards_Rgh_RELATIVE TO PAR
0,1,1,Adam Scott,70,"42' 1""",126.333,3,-4
1,2,2,Davis Love III,85,"42' 2""",126.417,3,-2
2,3,3,Brian Bateman,69,"42' 11""",85.75,2,-2
3,4,4,Sean O'Hair,100,"48' 0""",240.0,5,-4
4,5,5,Briny Baird,81,"51' 0""",203.833,4,-6
5,6,6,Jerry Kelly,100,"52' 1""",156.333,3,-1
6,7,7,Kenny Perry,73,"53' 1""",53.083,1,-1
7,8,8,D.A. Points,82,"54' 0""",269.91700000000003,5,-4
8,9,9,Shane Bertsch,104,"55' 4""",221.417,4,-4
9,10,10,Craig Barlow,77,"56' 1""",336.583,6,-6
10,11,11,Jon Mills,68,"56' 4""",112.583,2,-1
11,T12,T12,Stuart Appleby,83,"56' 11""",341.5,6,-6
12,T12,T12,Doug Barron,74,"56' 11""",341.333,6,-4
13,14,14,Jonathan Kaye,95,"57' 7""",115.083,2,-2
14,15,15,Omar Uresti,61,"57' 10""",115.583,2,-1
15,16,16,Chris Riley,86,"58' 6""",292.33299999999997,5,+1
16,17,17,Matt Hansen,68,"60' 0""",240.0,4,-1
17,18,18,Fred Funk,106,"60' 2""",300.66700000000003,5,-4
18,19,19,Geoff Ogilvy,76,"61' 8""",61.667,1,E
19,20,20,Trevor Immelman,86,"62' 10""",565.1669999999999,9,-5
20,21,21,Duffy Waldorf,96,"63' 8""",382.083,6,-6
21,22,22,Charley Hoffman,100,"63' 9""",446.167,7,-3
22,23,23,Danny Ellis,68,"63' 10""",319.16700000000003,5,-3
23,24,24,Michael Allen,84,"65' 10""",526.8330000000001,8,-4
24,25,25,Kevin Sutherland,100,"66' 7""",399.583,6,-6
25,26,26,Robert Allenby,79,"66' 8""",266.5,4,-1
