,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
66,67,67,Brad Faxon,78,15.47,41,265
67,68,68,Vance Veazey,59,15.46,32,207
68,69,69,Charley Hoffman,100,15.41,45,292
69,70,70,Jerry Smith,94,15.38,48,312
70,71,71,Ryan Palmer,101,15.36,45,293
71,72,72,Kenny Perry,73,15.32,34,222
72,T73,T73,John Huston,74,15.28,35,229
73,T73,T73,Davis Love III,85,15.28,33,216
74,75,75,Zach Johnson,98,15.27,42,275
75,76,76,J.P. Hayes,55,15.24,25,164
76,77,77,Robert Allenby,79,15.17,32,211
77,78,78,Ben Curtis,86,15.12,39,258
78,T79,T79,Ryuji Imada,105,15.11,50,331
79,T79,T79,Carl Pettersson,95,15.11,42,278
80,81,81,Doug Barron,74,15.06,36,239
81,82,82,Greg Kraft,79,15.02,38,253
82,T83,T83,Chad Campbell,91,15.0,39,260
83,T83,T83,Scott Gutschewski,53,15.0,24,160
84,85,85,Kris Cox,83,14.98,40,267
85,86,86,Nathan Green,108,14.96,54,361
86,87,87,Rory Sabbatini,84,14.94,36,241
87,88,88,Sergio Garcia,59,14.93,20,134
88,89,89,Daniel Chopra,110,14.92,47,315
89,90,90,Billy Mayfair,94,14.9,45,302
90,91,91,Phil Mickelson,74,14.88,25,168
91,92,92,Jimmy Walker,60,14.86,33,222
92,93,93,Chris DiMarco,83,14.85,34,229
93,94,94,J.L. Lewis,57,14.79,25,169
94,T95,T95,Kent Jones,103,14.78,47,318
95,T95,T95,Len Mattiace,59,14.78,30,203
96,97,97,Stephen Leaney,84,14.77,44,298
97,98,98,Robert Garrigus,85,14.75,36,244
98,99,99,Daisuke Maruyama,83,14.73,38,258
99,100,100,Padraig Harrington,54,14.71,20,136
100,101,101,Bob Estes,85,14.63,42,287
101,102,102,Lucas Glover,105,14.61,45,308
102,103,103,Ernie Els,69,14.58,28,192
103,104,104,David McKenzie,82,14.57,36,247
104,105,105,Heath Slocum,96,14.53,43,296
105,106,106,José María Olazábal,62,14.38,21,146
106,107,107,Tim Petrovic,95,14.33,47,328
107,T108,T108,Stuart Appleby,83,14.29,33,231
108,T108,T108,Chris Riley,86,14.29,36,252
109,T110,T110,Carlos Franco,86,14.24,41,288
110,T110,T110,Joey Sindelar,90,14.24,41,288
111,112,112,Michael Allen,84,14.23,36,253
112,113,113,Bo Van Pelt,102,14.19,44,310
113,114,114,Jason Bohn,104,14.16,47,332
114,115,115,Corey Pavin,74,14.08,29,206
115,116,116,Tjaart van der Walt,60,14.06,27,192
116,117,117,Dudley Hart,83,14.01,43,307
117,118,118,Ryan Moore,68,13.96,31,222
118,119,119,Retief Goosen,68,13.92,22,158
119,120,120,Mike Sposa,68,13.85,32,231
120,121,121,Duffy Waldorf,96,13.84,44,318
121,T122,T122,Richard Johnson,94,13.83,43,311
122,T122,T122,Ron Whittaker,81,13.83,39,282
123,124,124,Troy Matteson,101,13.78,43,312
124,125,125,Alex Aragon,63,13.68,26,190
125,126,126,Greg Chalmers,71,13.62,29,213
126,127,127,"John Engler, Jr.",69,13.56,32,236
127,128,128,Chris Smith,67,13.55,29,214
128,T129,T129,Charles Howell III,96,13.52,43,318
129,T129,T129,Charles Warren,93,13.52,38,281
130,131,131,D.A. Points,82,13.51,35,259
131,132,132,Paul Azinger,87,13.45,39,290
132,T133,T133,Brent Geiberger,99,13.43,47,350
133,T133,T133,Bernhard Langer,77,13.43,29,216
134,135,135,Jonathan Kaye,95,13.42,42,313
135,136,136,Justin Leonard,83,13.39,32,239
136,137,137,Larry Mize,53,13.38,21,157
137,138,138,Brett Quigley,109,13.37,46,344
138,139,139,Harrison Frazar,95,13.36,35,262
139,140,140,Joe Durant,101,13.33,44,330
140,141,141,Mark O'Meara,52,13.28,17,128
141,142,142,Thomas Levet,53,13.27,26,196
142,143,143,Bubba Watson,83,13.21,28,212
143,144,144,Tim Clark,80,13.17,27,205
144,145,145,Joe Ogilvie,95,13.16,35,266
145,146,146,Camilo Villegas,95,13.11,35,267
146,147,147,Hidemichi Tanaka,74,13.04,33,253
147,148,148,J.J. Henry,96,13.03,40,307
148,149,149,John Senden,96,12.98,34,262
149,150,150,Omar Uresti,61,12.97,24,185
150,151,151,Jeff Maggert,81,12.92,31,240
151,152,152,John Cook,67,12.9,28,217
152,153,153,Bob Tway,81,12.89,33,256
153,154,154,Pat Perez,50,12.83,24,187
154,155,155,Nick Watney,97,12.81,41,320
155,156,156,Fred Couples,52,12.8,16,125
156,157,157,Vijay Singh,103,12.59,36,286
157,158,158,Tim Herron,82,12.55,33,263
158,159,159,Robert Gamez,94,12.37,37,299
159,160,160,Lee Janzen,79,12.31,32,260
160,161,161,Michael Connell,51,12.27,20,163
161,162,162,Jeff Overton,95,12.24,36,294
162,163,163,Kevin Sutherland,100,12.2,40,328
163,164,164,Bob May,65,12.17,23,189
164,165,165,Jesper Parnevik,84,12.13,33,272
165,166,166,Steve Lowery,99,12.03,35,291
166,167,167,Mark Brooks,90,11.9,32,269
167,T168,T168,Steve Jones,83,11.83,33,279
168,T168,T168,John Rollins,93,11.83,33,279
169,170,170,Paul Goydos,72,11.81,28,237
170,171,171,David Duval,71,11.79,23,195
171,T172,T172,Billy Andrade,78,11.76,26,221
172,T172,T172,Sean O'Hair,100,11.76,34,289
173,174,174,Bill Haas,99,11.56,34,294
174,175,175,Steve Elkington,52,11.34,22,194
175,176,176,Peter Lonard,77,11.3,26,230
176,177,177,Bart Bryant,87,11.28,29,257
177,178,178,Brian Davis,92,11.27,32,284
178,179,179,Jason Gore,86,11.23,31,276
179,180,180,Brian Bateman,69,11.06,24,217
180,181,181,Todd Fischer,101,11.01,37,336
181,182,182,Nicholas Thompson,96,10.86,29,267
182,183,183,Tom Lehman,70,10.8,19,176
183,184,184,Jon Mills,68,10.64,20,188
184,185,185,James Driscoll,80,10.56,30,284
185,186,186,Craig Barlow,77,10.53,22,209
186,187,187,Ryan Hietala,61,10.36,20,193
187,188,188,K.J. Choi,93,10.27,30,292
188,189,189,Patrick Sheehan,104,10.2,36,353
189,190,190,John Daly,51,10.17,12,118
190,191,191,Will MacKenzie,91,10.16,26,256
191,192,192,Henrik Bjornstad,97,10.06,32,318
192,193,193,Todd Hamilton,72,9.95,21,211
193,194,194,Roger Tambellini,64,9.18,18,196
194,195,195,Jason Schultz,77,8.63,22,255
195,196,196,Greg Owen,79,8.5,21,247
