,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,Luke Donald,66,22.7,37,163
1,2,2,Rod Pampling,89,21.68,49,226
2,3,3,Tiger Woods,55,21.13,30,142
3,4,4,David Howell,52,20.35,23,113
4,5,5,Tommy Armour III,65,20.0,40,200
5,6,6,Frank Lickliter II,99,19.93,59,296
6,7,7,David Toms,76,19.91,45,226
7,8,8,Ian Poulter,53,19.08,33,173
8,9,9,Steve Stricker,64,19.02,35,184
9,T10,T10,Stephen Ames,63,18.56,31,167
10,T10,T10,Adam Scott,70,18.56,36,194
11,12,12,Fred Funk,106,17.92,55,307
12,13,13,Brian Gay,107,17.83,69,387
13,14,14,Arron Oberholser,82,17.75,41,231
14,15,15,Briny Baird,81,17.65,45,255
15,16,16,David Branshaw,98,17.61,56,318
16,17,17,Shigeki Maruyama,94,17.58,58,330
17,T18,T18,Stewart Cink,93,17.47,51,292
18,T18,T18,Ben Crane,85,17.47,40,229
19,20,20,Mathew Goggin,72,17.43,38,218
20,21,21,Bubba Dickerson,98,17.39,56,322
21,22,22,Justin Rose,98,17.35,55,317
22,23,23,Jeff Brehaut,100,17.2,59,343
23,24,24,Kirk Triplett,58,17.11,32,187
24,T25,T25,Jeff Gove,91,17.0,51,300
25,T25,T25,Mark Wilson,79,17.0,42,247
26,27,27,Shane Bertsch,104,16.96,58,342
27,28,28,Brett Wetterich,82,16.94,41,242
28,29,29,Jeff Sluman,101,16.89,50,296
29,30,30,Robert Damron,91,16.88,52,308
30,31,31,Jim Furyk,89,16.85,45,267
31,T32,T32,Rich Beem,85,16.8,41,244
32,T32,T32,Dean Wilson,115,16.8,62,369
33,34,34,"Wes Short, Jr.",96,16.67,51,306
34,35,35,D.J. Trahan,92,16.55,48,290
35,36,36,Aaron Baddeley,78,16.54,45,272
36,37,37,Ted Purdy,103,16.5,51,309
37,38,38,Freddie Jacobson,56,16.49,31,188
38,39,39,Scott Verplank,88,16.48,45,273
39,T40,T40,Woody Austin,107,16.47,55,334
40,T40,T40,Chris Couch,75,16.47,41,249
41,T42,T42,Marco Dawson,87,16.43,46,280
42,T42,T42,Skip Kendall,72,16.43,34,207
43,44,44,Jerry Kelly,100,16.27,48,295
44,45,45,Brandt Jobe,91,16.22,42,259
45,46,46,Danny Ellis,68,16.2,35,216
46,47,47,Mike Weir,88,16.18,33,204
47,T48,T48,Tag Ridings,103,16.14,51,316
48,T48,T48,Vaughn Taylor,88,16.14,41,254
49,50,50,Arjun Atwal,97,16.12,49,304
50,51,51,Olin Browne,108,16.07,49,305
51,52,52,Shaun Micheel,96,16.05,48,299
52,53,53,Mark Calcavecchia,94,15.97,42,263
53,54,54,Eric Axley,91,15.89,48,302
54,55,55,Ian Leggatt,80,15.79,39,247
55,56,56,Trevor Immelman,86,15.77,44,279
56,57,57,Geoff Ogilvy,76,15.64,28,179
57,58,58,J.B. Holmes,81,15.63,30,192
58,59,59,Matt Hansen,68,15.6,34,218
59,60,60,Paul Stankowski,70,15.57,38,244
60,T61,T61,Jonathan Byrd,66,15.56,28,180
61,T61,T61,Alex Cejka,93,15.56,47,302
62,T61,T61,Mathias Grönberg,92,15.56,42,270
63,64,64,Tom Pernice Jr.,108,15.53,59,380
64,65,65,Hunter Mahan,98,15.52,52,335
65,66,66,Steve Flesch,119,15.51,58,374
