,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
46,47,47,Alex Cejka,93,-.271
47,T48,T48,Richard Johnson,94,-.270
48,T48,T48,Ted Purdy,103,-.270
49,T50,T50,Geoff Ogilvy,76,-.267
50,T50,T50,D.J. Trahan,92,-.267
51,T52,T52,Jason Bohn,104,-.264
52,T52,T52,Brian Davis,92,-.264
53,54,54,Jeff Overton,95,-.262
54,55,55,Steve Lowery,99,-.260
55,T56,T56,Sergio Garcia,59,-.256
56,T56,T56,Paul Goydos,72,-.256
57,58,58,James Driscoll,80,-.254
58,T59,T59,Jason Gore,86,-.250
59,T59,T59,J.L. Lewis,57,-.250
60,T59,T59,Vijay Singh,103,-.250
61,T59,T59,Scott Verplank,88,-.250
62,63,63,Steve Flesch,119,-.247
63,T64,T64,Shaun Micheel,96,-.241
64,T64,T64,Arron Oberholser,82,-.241
65,T66,T66,Mark Calcavecchia,94,-.239
66,T66,T66,Jesper Parnevik,84,-.239
67,68,68,Kenny Perry,73,-.237
68,69,69,Mike Weir,88,-.235
69,70,70,Eric Axley,91,-.233
70,71,71,J.P. Hayes,55,-.229
71,72,72,Jeff Gove,91,-.228
72,73,73,Joe Ogilvie,95,-.227
73,74,74,Rod Pampling,89,-.224
74,T75,T75,Dudley Hart,83,-.222
75,T75,T75,Duffy Waldorf,96,-.222
76,77,77,Brandt Jobe,91,-.221
77,T78,T78,Brent Geiberger,99,-.219
78,T78,T78,Ryan Palmer,101,-.219
79,80,80,Aaron Baddeley,78,-.218
80,81,81,Kris Cox,83,-.214
81,82,82,Jon Mills,68,-.212
82,83,83,Robert Garrigus,85,-.211
83,84,84,Bubba Watson,83,-.209
84,T85,T85,Jeff Brehaut,100,-.208
85,T85,T85,J.J. Henry,96,-.208
86,T87,T87,Nathan Green,108,-.207
87,T87,T87,Brett Quigley,109,-.207
88,89,89,José María Olazábal,62,-.206
89,90,90,J.B. Holmes,81,-.204
90,T91,T91,Bubba Dickerson,98,-.203
91,T91,T91,Brett Wetterich,82,-.203
92,T93,T93,Bernhard Langer,77,-.200
93,T93,T93,Ian Leggatt,80,-.200
94,T93,T93,Omar Uresti,61,-.200
95,96,96,Jason Schultz,77,-.192
96,97,97,Mathias Grönberg,92,-.191
97,T98,T98,Woody Austin,107,-.190
98,T98,T98,Mark Brooks,90,-.190
99,T98,T98,Bart Bryant,87,-.190
100,T98,T98,Jeff Maggert,81,-.190
101,102,102,Tiger Woods,55,-.189
102,103,103,Freddie Jacobson,56,-.186
103,104,104,Daniel Chopra,110,-.185
104,105,105,Tim Clark,80,-.184
105,T106,T106,Stuart Appleby,83,-.182
106,T106,T106,Greg Kraft,79,-.182
107,T106,T106,Adam Scott,70,-.182
108,T106,T106,Joey Sindelar,90,-.182
109,110,110,Olin Browne,108,-.181
110,T111,T111,Chris Couch,75,-.180
111,T111,T111,Tim Herron,82,-.180
112,T113,T113,Tom Lehman,70,-.178
113,T113,T113,Hidemichi Tanaka,74,-.178
114,T115,T115,Robert Allenby,79,-.176
115,T115,T115,Greg Owen,79,-.176
116,117,117,Stephen Leaney,84,-.175
117,118,118,Tag Ridings,103,-.173
118,119,119,David Howell,52,-.172
119,T120,T120,Troy Matteson,101,-.171
120,T120,T120,Tim Petrovic,95,-.171
121,122,122,Danny Ellis,68,-.170
122,T123,T123,D.A. Points,82,-.169
123,T123,T123,Jeff Sluman,101,-.169
124,T125,T125,Jonathan Kaye,95,-.167
125,T125,T125,Daisuke Maruyama,83,-.167
126,127,127,Billy Andrade,78,-.164
127,T128,T128,Stewart Cink,93,-.161
128,T128,T128,John Huston,74,-.161
129,130,130,Nicholas Thompson,96,-.156
130,131,131,Chad Campbell,91,-.155
131,T132,T132,Steve Elkington,52,-.154
132,T132,T132,Jerry Smith,94,-.154
133,T132,T132,Ron Whittaker,81,-.154
134,135,135,Bob Estes,85,-.153
135,T136,T136,David Duval,71,-.152
136,T136,T136,Fred Funk,106,-.152
137,138,138,Peter Lonard,77,-.148
138,T139,T139,Paul Azinger,87,-.145
139,T139,T139,Ryan Moore,68,-.145
140,T139,T139,Chris Smith,67,-.145
141,T142,T142,Alex Aragon,63,-.143
142,T142,T142,Michael Connell,51,-.143
143,T142,T142,Bob May,65,-.143
144,T142,T142,Pat Perez,50,-.143
145,146,146,Ryuji Imada,105,-.141
146,147,147,Brian Bateman,69,-.138
147,148,148,Camilo Villegas,95,-.133
148,T149,T149,Thomas Levet,53,-.132
149,T149,T149,Tjaart van der Walt,60,-.132
150,151,151,Chris Riley,86,-.130
151,T152,T152,David McKenzie,82,-.128
152,T152,T152,Roger Tambellini,64,-.128
153,154,154,Robert Gamez,94,-.125
154,155,155,Matt Hansen,68,-.123
155,156,156,Paul Stankowski,70,-.122
156,T157,T157,Brad Faxon,78,-.121
157,T157,T157,Len Mattiace,59,-.121
158,159,159,Arjun Atwal,97,-.117
159,160,160,David Branshaw,98,-.116
160,161,161,Bob Tway,81,-.113
161,162,162,Greg Chalmers,71,-.111
162,163,163,Patrick Sheehan,104,-.110
163,164,164,Marco Dawson,87,-.109
164,165,165,Vance Veazey,59,-.105
165,166,166,Rory Sabbatini,84,-.104
166,167,167,Robert Damron,91,-.102
167,T168,T168,Chris DiMarco,83,-.093
168,T168,T168,Bill Haas,99,-.093
169,170,170,"Wes Short, Jr.",96,-.092
170,171,171,Skip Kendall,72,-.083
171,172,172,Justin Leonard,83,-.082
172,173,173,Henrik Bjornstad,97,-.080
173,174,174,Briny Baird,81,-.077
174,175,175,Steve Jones,83,-.075
175,176,176,K.J. Choi,93,-.069
176,T177,T177,Carl Pettersson,95,-.066
177,T177,T177,Dean Wilson,115,-.066
178,179,179,Shigeki Maruyama,94,-.063
179,180,180,Corey Pavin,74,-.058
180,181,181,Brian Gay,107,-.056
181,182,182,Kirk Triplett,58,-.054
182,183,183,Doug Barron,74,-.051
183,184,184,Todd Fischer,101,-.048
184,185,185,Fred Couples,52,-.040
185,186,186,Lee Janzen,79,-.037
186,T187,T187,Ben Curtis,86,-.036
187,T187,T187,Larry Mize,53,-.036
188,189,189,Shane Bertsch,104,-.034
189,T190,T190,Todd Hamilton,72,-.024
190,T190,T190,Ryan Hietala,61,-.024
191,T192,T192,Tommy Armour III,65,E
192,T192,T192,Mark O'Meara,52,E
193,194,194,Mark Wilson,79,+.020
194,195,195,Mike Sposa,68,+.059
195,196,196,"John Engler, Jr.",69,+.061
