,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Scott Gutschewski,53,"53' 10""",808.0830000000001,15,-13
1,2,2,David Duval,71,"64' 11""",389.5,6,-6
2,3,3,Robert Garrigus,85,"67' 7""",1217.167,18,-13
3,4,4,Tiger Woods,55,"70' 1""",980.8330000000001,14,-7
4,5,5,Ernie Els,69,"70' 7""",706.0,10,-6
5,6,6,Steve Lowery,99,"70' 8""",1766.3329999999999,25,-12
6,7,7,Jeff Overton,95,"73' 1""",2339.833,32,-17
7,8,8,Nick Watney,97,"73' 11""",2143.167,29,-14
8,9,9,Mike Sposa,68,"74' 4""",817.75,11,-10
9,10,10,Roger Tambellini,64,"74' 11""",1348.0829999999999,18,-10
10,11,11,Brandt Jobe,91,"75' 5""",1131.833,15,-5
11,12,12,Alex Aragon,63,"75' 11""",835.5,11,-4
12,13,13,Kris Cox,83,"76' 0""",1291.667,17,-12
13,14,14,Chris Smith,67,"76' 4""",839.4169999999999,11,-3
14,15,15,J.J. Henry,96,"76' 6""",1224.083,16,-8
15,16,16,Doug Barron,74,"76' 7""",612.9169999999999,8,E
16,17,17,Jimmy Walker,60,"77' 1""",771.1669999999999,10,-7
17,18,18,James Driscoll,80,"77' 6""",1317.6670000000001,17,-7
18,T19,T19,Bill Haas,99,"77' 9""",2954.667,38,-21
19,T19,T19,Rod Pampling,89,"77' 9""",1711.3329999999999,22,-11
20,21,21,Paul Stankowski,70,"77' 10""",1012.1669999999999,13,-7
21,22,22,Steve Jones,83,"77' 11""",779.1669999999999,10,-6
22,23,23,Joe Ogilvie,95,"78' 7""",1021.25,13,-4
23,24,24,John Huston,74,"79' 10""",958.0830000000001,12,-8
24,25,25,Ian Poulter,53,"80' 1""",800.5830000000001,10,-5
25,26,26,Brett Wetterich,82,"80' 4""",1687.3329999999999,21,-8
26,27,27,Will MacKenzie,91,"80' 10""",1535.0829999999999,19,-13
27,28,28,Phil Mickelson,74,"81' 6""",325.83299999999997,4,-1
28,T29,T29,Michael Connell,51,"81' 9""",817.1669999999999,10,-6
29,T29,T29,Ryan Hietala,61,"81' 9""",1063.167,13,-5
30,31,31,Stewart Cink,93,"81' 11""",737.5830000000001,9,-2
31,32,32,Camilo Villegas,95,"82' 1""",1313.1670000000001,16,-10
32,33,33,John Daly,51,"82' 11""",746.3330000000001,9,-3
33,34,34,Jeff Sluman,101,"83' 5""",1668.25,20,-13
34,35,35,Rich Beem,85,"83' 6""",1419.75,17,-13
35,36,36,Ian Leggatt,80,"83' 7""",1754.9170000000001,21,-7
36,37,37,D.J. Trahan,92,"83' 8""",2174.417,26,-7
37,T38,T38,Charles Howell III,96,"83' 10""",1089.5,13,-9
38,T38,T38,Kent Jones,103,"83' 10""",2095.417,25,-19
39,40,40,Woody Austin,107,"83' 11""",1342.6670000000001,16,-5
40,41,41,Brian Gay,107,"84' 0""",1008.4169999999999,12,-4
41,42,42,Dean Wilson,115,"84' 2""",1851.0,22,-13
42,43,43,Justin Rose,98,"84' 6""",1013.5,12,-4
43,44,44,Retief Goosen,68,"84' 8""",1100.167,13,-7
44,T45,T45,Freddie Jacobson,56,"84' 10""",1102.75,13,-6
45,T45,T45,Tag Ridings,103,"84' 10""",1526.25,18,-9
46,T47,T47,David McKenzie,82,"84' 11""",2122.25,25,-11
47,T47,T47,Kevin Sutherland,100,"84' 11""",2122.083,25,-13
48,49,49,Ryan Palmer,101,"85' 5""",2049.917,24,-15
49,50,50,Duffy Waldorf,96,"85' 6""",2565.0,30,-14
50,T51,T51,J.L. Lewis,57,"85' 8""",856.5830000000001,10,-2
51,T51,T51,Greg Owen,79,"85' 8""",2140.667,25,-13
52,T53,T53,Tim Clark,80,"85' 9""",685.8330000000001,8,-5
53,T53,T53,Trevor Immelman,86,"85' 9""",1029.417,12,-7
54,T55,T55,Eric Axley,91,"85' 10""",2060.417,24,-7
55,T55,T55,Tom Lehman,70,"85' 10""",772.75,9,-6
56,57,57,Bo Van Pelt,102,"85' 11""",1375.0,16,-7
57,58,58,Charley Hoffman,100,"86' 2""",2068.333,24,-11
58,59,59,Michael Allen,84,"86' 4""",1467.9170000000001,17,-9
59,T60,T60,Arjun Atwal,97,"86' 6""",1384.1670000000001,16,-13
60,T60,T60,Jason Bohn,104,"86' 6""",1989.3329999999999,23,-12
61,62,62,Lucas Glover,105,"86' 9""",1560.9170000000001,18,-8
62,63,63,D.A. Points,82,"86' 11""",1825.3329999999999,21,-4
63,64,64,Chad Campbell,91,"87' 2""",610.0830000000001,7,-2
64,65,65,Vijay Singh,103,"87' 3""",2007.0829999999999,23,-15
65,66,66,Carlos Franco,86,"87' 6""",2624.583,30,-18
66,67,67,Chris Riley,86,"87' 8""",1491.0,17,-11
67,T68,T68,Ben Curtis,86,"87' 9""",877.75,10,-4
