,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
153,154,154,Mathew Goggin,72,-0.067
154,T155,T155,Brad Faxon,78,-0.065
155,T155,T155,Jeff Maggert,81,-0.065
156,157,157,"Wes Short, Jr.",96,-0.061
157,T158,T158,Aaron Baddeley,78,-0.055
158,T158,T158,Ryan Palmer,101,-0.055
159,T160,T160,Robert Garrigus,85,-0.053
160,T160,T160,Tim Herron,82,-0.053
161,162,162,Jesper Parnevik,84,-0.051
162,163,163,Jason Schultz,77,-0.047
163,T164,T164,Ian Leggatt,80,-0.045
164,T164,T164,Billy Mayfair,94,-0.045
165,T166,T166,Mark Calcavecchia,94,-0.042
166,T166,T166,Mark O'Meara,52,-0.042
167,T166,T166,Tag Ridings,103,-0.042
168,T166,T166,Charles Warren,93,-0.042
169,T170,T170,Henrik Bjornstad,97,-0.04
170,T170,T170,Greg Chalmers,71,-0.04
171,T172,T172,José María Olazábal,62,-0.037000000000000005
172,T172,T172,Tim Petrovic,95,-0.037000000000000005
173,174,174,Carl Pettersson,95,-0.034
174,175,175,Heath Slocum,96,-0.033
175,T176,T176,Steve Flesch,119,-0.031
176,T176,T176,Matt Hansen,68,-0.031
177,T176,T176,Ted Purdy,103,-0.031
178,179,179,Nicholas Thompson,96,-0.028999999999999998
179,180,180,Paul Stankowski,70,-0.027000000000000003
180,181,181,Mike Sposa,68,-0.021
181,T182,T182,J.L. Lewis,57,-0.019
182,T182,T182,Patrick Sheehan,104,-0.019
183,184,184,Todd Hamilton,72,-0.018000000000000002
184,185,185,Bubba Dickerson,98,-0.015
185,186,186,Jon Mills,68,-0.012
186,187,187,David Duval,71,-0.006999999999999999
187,188,188,Peter Lonard,77,-0.005
188,189,189,Arjun Atwal,97,-0.004
189,190,190,Dudley Hart,83,0.006
190,191,191,John Daly,51,0.009000000000000001
191,192,192,Carlos Franco,86,0.011000000000000001
192,193,193,Tom Lehman,70,0.022000000000000002
193,194,194,Alex Aragon,63,0.057999999999999996
194,195,195,Sean O'Hair,100,0.07
195,196,196,Hidemichi Tanaka,74,0.106
