,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Adam Scott,70,-0.321
1,2,2,Jim Furyk,89,-0.272
2,3,3,Tiger Woods,55,-0.25
3,4,4,Phil Mickelson,74,-0.244
4,5,5,Omar Uresti,61,-0.231
5,6,6,John Senden,96,-0.22899999999999998
6,7,7,Paul Goydos,72,-0.222
7,8,8,Greg Owen,79,-0.21600000000000003
8,9,9,Padraig Harrington,54,-0.213
9,10,10,Joe Ogilvie,95,-0.207
10,11,11,Rory Sabbatini,84,-0.205
11,12,12,Ben Curtis,86,-0.203
12,13,13,Ryuji Imada,105,-0.20199999999999999
13,T14,T14,Brett Quigley,109,-0.201
14,T14,T14,Bubba Watson,83,-0.201
15,16,16,Steve Stricker,64,-0.19899999999999998
16,17,17,Ernie Els,69,-0.196
17,18,18,Richard Johnson,94,-0.193
18,19,19,Shane Bertsch,104,-0.19
19,20,20,Paul Azinger,87,-0.187
20,21,21,Pat Perez,50,-0.18600000000000003
21,22,22,Ian Poulter,53,-0.184
22,23,23,Fred Couples,52,-0.18100000000000002
23,24,24,Daniel Chopra,110,-0.18
24,25,25,Briny Baird,81,-0.17600000000000002
25,26,26,Chris Riley,86,-0.175
26,T27,T27,Stephen Leaney,84,-0.17300000000000001
27,T27,T27,Frank Lickliter II,99,-0.17300000000000001
28,29,29,Alex Cejka,93,-0.172
29,30,30,Jerry Kelly,100,-0.17
30,31,31,Will MacKenzie,91,-0.16899999999999998
31,32,32,Thomas Levet,53,-0.16699999999999998
32,33,33,Rich Beem,85,-0.165
33,T34,T34,Brian Gay,107,-0.16399999999999998
34,T34,T34,Freddie Jacobson,56,-0.16399999999999998
35,36,36,Robert Gamez,94,-0.162
36,37,37,Trevor Immelman,86,-0.161
37,38,38,Lee Janzen,79,-0.16
38,T39,T39,Tim Clark,80,-0.157
39,T39,T39,Steve Elkington,52,-0.157
40,T39,T39,Todd Fischer,101,-0.157
41,42,42,Zach Johnson,98,-0.156
42,43,43,Jeff Overton,95,-0.154
43,T44,T44,Eric Axley,91,-0.153
44,T44,T44,Davis Love III,85,-0.153
45,T46,T46,Troy Matteson,101,-0.152
46,T46,T46,Mike Weir,88,-0.152
47,T48,T48,Skip Kendall,72,-0.151
48,T48,T48,Arron Oberholser,82,-0.151
49,50,50,Stewart Cink,93,-0.14800000000000002
50,T51,T51,John Cook,67,-0.147
51,T51,T51,Jeff Sluman,101,-0.147
52,T51,T51,Jerry Smith,94,-0.147
53,T54,T54,Jonathan Byrd,66,-0.146
54,T54,T54,Kirk Triplett,58,-0.146
55,T54,T54,Scott Verplank,88,-0.146
56,T57,T57,Danny Ellis,68,-0.145
57,T57,T57,Corey Pavin,74,-0.145
58,59,59,Stephen Ames,63,-0.14400000000000002
59,60,60,K.J. Choi,93,-0.14300000000000002
60,61,61,Woody Austin,107,-0.142
61,62,62,Charley Hoffman,100,-0.141
62,63,63,Shigeki Maruyama,94,-0.14
63,T64,T64,Robert Allenby,79,-0.136
64,T64,T64,Larry Mize,53,-0.136
65,66,66,Luke Donald,66,-0.135
66,T67,T67,Lucas Glover,105,-0.133
67,T67,T67,Shaun Micheel,96,-0.133
68,T67,T67,Ryan Moore,68,-0.133
69,T67,T67,Bo Van Pelt,102,-0.133
70,T67,T67,Vance Veazey,59,-0.133
71,T72,T72,Bernhard Langer,77,-0.132
72,T72,T72,David Toms,76,-0.132
73,74,74,Justin Leonard,83,-0.131
74,75,75,Bill Haas,99,-0.13
75,T76,T76,Michael Connell,51,-0.129
76,T76,T76,David McKenzie,82,-0.129
77,T78,T78,David Branshaw,98,-0.126
78,T78,T78,Daisuke Maruyama,83,-0.126
79,T78,T78,Vaughn Taylor,88,-0.126
80,81,81,Brian Davis,92,-0.125
81,82,82,Camilo Villegas,95,-0.124
82,83,83,Tom Pernice Jr.,108,-0.122
83,T84,T84,Harrison Frazar,95,-0.121
84,T84,T84,Fred Funk,106,-0.121
85,86,86,Chris DiMarco,83,-0.11900000000000001
86,T87,T87,Sergio Garcia,59,-0.11800000000000001
87,T87,T87,Greg Kraft,79,-0.11800000000000001
88,T87,T87,Steve Lowery,99,-0.11800000000000001
89,T87,T87,Kevin Sutherland,100,-0.11800000000000001
90,91,91,Jimmy Walker,60,-0.11699999999999999
91,92,92,D.A. Points,82,-0.11599999999999999
92,93,93,Bart Bryant,87,-0.115
93,T94,T94,Vijay Singh,103,-0.114
94,T94,T94,Bob Tway,81,-0.114
95,96,96,Mark Brooks,90,-0.113
96,T97,T97,Tommy Armour III,65,-0.11199999999999999
97,T97,T97,J.P. Hayes,55,-0.11199999999999999
98,99,99,Olin Browne,108,-0.111
99,T100,T100,Billy Andrade,78,-0.109
100,T100,T100,Jason Bohn,104,-0.109
101,T102,T102,Nathan Green,108,-0.10800000000000001
102,T102,T102,Tjaart van der Walt,60,-0.10800000000000001
103,104,104,John Huston,74,-0.107
104,T105,T105,Brent Geiberger,99,-0.106
105,T105,T105,Rod Pampling,89,-0.106
106,T107,T107,Jason Gore,86,-0.105
107,T107,T107,Duffy Waldorf,96,-0.105
108,109,109,Len Mattiace,59,-0.10400000000000001
109,110,110,Chris Smith,67,-0.10300000000000001
110,T111,T111,Chris Couch,75,-0.1
111,T111,T111,J.J. Henry,96,-0.1
112,T111,T111,Roger Tambellini,64,-0.1
113,T114,T114,Bob Estes,85,-0.098
114,T114,T114,Jonathan Kaye,95,-0.098
115,T116,T116,Retief Goosen,68,-0.09699999999999999
116,T116,T116,Mathias Grönberg,92,-0.09699999999999999
117,T116,T116,Charles Howell III,96,-0.09699999999999999
118,T119,T119,Ben Crane,85,-0.096
119,T119,T119,Ryan Hietala,61,-0.096
120,T119,T119,Brett Wetterich,82,-0.096
121,T122,T122,Kris Cox,83,-0.095
122,T122,T122,Nick Watney,97,-0.095
123,124,124,Steve Jones,83,-0.09300000000000001
124,125,125,David Howell,52,-0.092
125,T126,T126,Michael Allen,84,-0.09
126,T126,T126,Robert Damron,91,-0.09
127,T126,T126,J.B. Holmes,81,-0.09
128,T126,T126,Justin Rose,98,-0.09
129,T130,T130,Doug Barron,74,-0.08900000000000001
130,T130,T130,John Rollins,93,-0.08900000000000001
131,132,132,Brandt Jobe,91,-0.08800000000000001
132,133,133,Kent Jones,103,-0.087
133,T134,T134,Craig Barlow,77,-0.086
134,T134,T134,Chad Campbell,91,-0.086
135,T134,T134,Jeff Gove,91,-0.086
136,137,137,Mark Wilson,79,-0.084
137,T138,T138,Marco Dawson,87,-0.083
138,T138,T138,"John Engler, Jr.",69,-0.083
139,T140,T140,Joe Durant,101,-0.08199999999999999
140,T140,T140,Scott Gutschewski,53,-0.08199999999999999
141,T140,T140,D.J. Trahan,92,-0.08199999999999999
142,143,143,James Driscoll,80,-0.081
143,144,144,Joey Sindelar,90,-0.079
144,T145,T145,Geoff Ogilvy,76,-0.078
145,T145,T145,Dean Wilson,115,-0.078
146,T147,T147,Stuart Appleby,83,-0.075
147,T147,T147,Bob May,65,-0.075
148,T147,T147,Ron Whittaker,81,-0.075
149,150,150,Hunter Mahan,98,-0.07400000000000001
150,T151,T151,Jeff Brehaut,100,-0.07200000000000001
151,T151,T151,Kenny Perry,73,-0.07200000000000001
152,153,153,Brian Bateman,69,-0.068
