,Approach_50-75_yards_RTP_Score_RANK THIS WEEK,Approach_50-75_yards_RTP_Score_RANK LAST WEEK,Approach_50-75_yards_RTP_Score_PLAYER NAME,Approach_50-75_yards_RTP_Score_ROUNDS,Approach_50-75_yards_RTP_Score_AVG RTP
0,T1,T1,Larry Mize,53,-.625
1,T1,T1,Adam Scott,70,-.625
2,3,3,Bob May,65,-.600
3,4,4,Tiger Woods,55,-.471
4,5,5,Nick Watney,97,-.444
5,6,6,Pat Perez,50,-.438
6,7,7,Jim Furyk,89,-.419
7,T8,T8,Padraig Harrington,54,-.400
8,T8,T8,Davis Love III,85,-.400
9,10,10,Daniel Chopra,110,-.391
10,11,11,Ben Curtis,86,-.368
11,12,12,Jimmy Walker,60,-.333
12,13,13,Alex Cejka,93,-.321
13,14,14,Will MacKenzie,91,-.303
14,T15,T15,Mark O'Meara,52,-.300
15,T15,T15,Steve Stricker,64,-.300
16,17,17,Jeff Overton,95,-.296
17,T18,T18,Tommy Armour III,65,-.278
18,T18,T18,Freddie Jacobson,56,-.278
19,T20,T20,Rory Sabbatini,84,-.263
20,T20,T20,Mike Weir,88,-.263
21,22,22,Tom Pernice Jr.,108,-.258
22,T23,T23,Marco Dawson,87,-.250
23,T23,T23,Ernie Els,69,-.250
24,T23,T23,Ryuji Imada,105,-.250
25,T23,T23,Skip Kendall,72,-.250
26,T27,T27,Jason Bohn,104,-.241
27,T27,T27,John Senden,96,-.241
28,29,29,Greg Owen,79,-.238
29,30,30,"John Engler, Jr.",69,-.227
30,31,31,Michael Connell,51,-.217
31,32,32,Bob Estes,85,-.216
32,33,33,Frank Lickliter II,99,-.211
33,T34,T34,Shane Bertsch,104,-.200
34,T34,T34,Duffy Waldorf,96,-.200
35,36,36,Joe Ogilvie,95,-.194
36,37,37,John Cook,67,-.192
37,38,38,Jeff Sluman,101,-.188
38,39,39,Jeff Gove,91,-.185
39,T40,T40,Craig Barlow,77,-.182
40,T40,T40,Chris Couch,75,-.182
41,T40,T40,Brian Gay,107,-.182
42,43,43,Scott Verplank,88,-.179
43,44,44,Fred Funk,106,-.172
44,45,45,Tim Clark,80,-.170
45,T46,T46,J.P. Hayes,55,-.167
46,T46,T46,Greg Kraft,79,-.167
47,48,48,Brett Quigley,109,-.162
48,T49,T49,Stuart Appleby,83,-.154
49,T49,T49,Fred Couples,52,-.154
50,T49,T49,Phil Mickelson,74,-.154
51,T49,T49,D.A. Points,82,-.154
52,T53,T53,Todd Fischer,101,-.150
53,T53,T53,Harrison Frazar,95,-.150
54,T53,T53,J.J. Henry,96,-.150
55,T56,T56,Paul Stankowski,70,-.143
56,T56,T56,Tjaart van der Walt,60,-.143
57,58,58,Kirk Triplett,58,-.138
58,59,59,Bubba Watson,83,-.135
59,60,60,John Rollins,93,-.133
60,61,61,Briny Baird,81,-.130
61,T62,T62,Jason Gore,86,-.125
62,T62,T62,Mathias Grönberg,92,-.125
63,64,64,Nathan Green,108,-.121
64,65,65,Camilo Villegas,95,-.115
65,66,66,Steve Elkington,52,-.111
66,T67,T67,Bart Bryant,87,-.103
67,T67,T67,Arron Oberholser,82,-.103
68,T69,T69,Bill Haas,99,-.100
69,T69,T69,José María Olazábal,62,-.100
70,T69,T69,Bob Tway,81,-.100
71,T72,T72,Mark Brooks,90,-.091
72,T72,T72,Mathew Goggin,72,-.091
73,T72,T72,Corey Pavin,74,-.091
74,T72,T72,Tim Petrovic,95,-.091
75,76,76,Billy Mayfair,94,-.088
76,T77,T77,Greg Chalmers,71,-.083
77,T77,T77,Jerry Kelly,100,-.083
78,T77,T77,Ron Whittaker,81,-.083
79,80,80,Brent Geiberger,99,-.079
80,T81,T81,J.B. Holmes,81,-.077
81,T81,T81,Ian Poulter,53,-.077
82,83,83,Brett Wetterich,82,-.075
83,84,84,Billy Andrade,78,-.074
84,T85,T85,Chris Smith,67,-.071
85,T85,T85,Omar Uresti,61,-.071
86,T87,T87,Jonathan Kaye,95,-.065
87,T87,T87,Justin Rose,98,-.065
88,T87,T87,David Toms,76,-.065
89,T87,T87,Mark Wilson,79,-.065
90,T91,T91,Todd Hamilton,72,-.063
91,T91,T91,"Wes Short, Jr.",96,-.063
92,93,93,Joe Durant,101,-.060
93,T94,T94,Brian Bateman,69,-.059
94,T94,T94,David Duval,71,-.059
95,T94,T94,Sergio Garcia,59,-.059
96,97,97,Chad Campbell,91,-.053
97,98,98,Joey Sindelar,90,-.045
98,99,99,Kevin Sutherland,100,-.040
99,T100,T100,Lucas Glover,105,-.038
100,T100,T100,Vijay Singh,103,-.038
101,102,102,Luke Donald,66,-.037
102,103,103,Steve Lowery,99,-.034
103,104,104,Patrick Sheehan,104,-.033
104,T105,T105,Stephen Leaney,84,-.032
105,T105,T105,Kenny Perry,73,-.032
106,107,107,Zach Johnson,98,-.029
107,T108,T108,Woody Austin,107,-.027
108,T108,T108,Brian Davis,92,-.027
109,T110,T110,Michael Allen,84,E
110,T110,T110,Chris DiMarco,83,E
111,T110,T110,Danny Ellis,68,E
112,T110,T110,Robert Gamez,94,E
113,T110,T110,Retief Goosen,68,E
114,T110,T110,Paul Goydos,72,E
115,T110,T110,Scott Gutschewski,53,E
116,T110,T110,Ryan Hietala,61,E
117,T110,T110,Charley Hoffman,100,E
118,T110,T110,John Huston,74,E
119,T110,T110,Tom Lehman,70,E
120,T110,T110,Thomas Levet,53,E
121,T110,T110,Troy Matteson,101,E
122,T110,T110,Len Mattiace,59,E
123,T110,T110,Shaun Micheel,96,E
124,T110,T110,Ryan Moore,68,E
125,T110,T110,Geoff Ogilvy,76,E
126,T110,T110,Jesper Parnevik,84,E
127,T110,T110,Heath Slocum,96,E
128,T110,T110,Dean Wilson,115,E
129,130,130,Shigeki Maruyama,94,+.029
130,131,131,Stephen Ames,63,+.036
131,T132,T132,Ben Crane,85,+.038
132,T132,T132,Rod Pampling,89,+.038
133,134,134,Peter Lonard,77,+.042
134,135,135,Lee Janzen,79,+.043
135,136,136,John Daly,51,+.048
136,137,137,Brad Faxon,78,+.050
137,138,138,Steve Jones,83,+.056
138,139,139,Doug Barron,74,+.059
139,140,140,Jason Schultz,77,+.063
140,T141,T141,Mark Calcavecchia,94,+.067
141,T141,T141,Matt Hansen,68,+.067
142,T141,T141,Brandt Jobe,91,+.067
143,144,144,Tag Ridings,103,+.069
144,145,145,Roger Tambellini,64,+.077
145,T146,T146,Paul Azinger,87,+.080
146,T146,T146,Jeff Brehaut,100,+.080
147,148,148,Rich Beem,85,+.083
148,T149,T149,Ian Leggatt,80,+.087
149,T149,T149,Jerry Smith,94,+.087
150,151,151,K.J. Choi,93,+.088
151,152,152,James Driscoll,80,+.097
152,T153,T153,David Branshaw,98,+.100
153,T153,T153,Steve Flesch,119,+.100
154,T153,T153,Carl Pettersson,95,+.100
155,T153,T153,Chris Riley,86,+.100
156,T157,T157,Nicholas Thompson,96,+.103
157,T157,T157,Charles Warren,93,+.103
158,159,159,Daisuke Maruyama,83,+.105
159,T160,T160,Richard Johnson,94,+.111
160,T160,T160,Ted Purdy,103,+.111
161,162,162,Jon Mills,68,+.118
162,163,163,David McKenzie,82,+.130
163,164,164,D.J. Trahan,92,+.133
164,T165,T165,Kent Jones,103,+.143
165,T165,T165,Vance Veazey,59,+.143
166,167,167,Olin Browne,108,+.148
167,168,168,J.L. Lewis,57,+.158
168,T169,T169,Robert Allenby,79,+.167
