,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
0,1,1,Tiger Woods,55,"12' 9""",561.75,44,-0.36
1,2,2,Phil Mickelson,74,"13' 3""",753.6669999999999,57,-0.21
2,3,3,Padraig Harrington,54,"13' 4""",600.4169999999999,45,-0.27
3,4,4,Luke Donald,66,"13' 7""",1087.75,80,-0.08
4,5,5,Chris DiMarco,83,"13' 11""",1477.0,106,-0.08
5,6,6,Tim Clark,80,"14' 0""",1865.1670000000001,133,-0.13
6,7,7,Omar Uresti,61,"14' 2""",1204.583,85,-0.22
7,T8,T8,David Duval,71,"14' 3""",885.3330000000001,62,-0.05
8,T8,T8,Steve Stricker,64,"14' 3""",1264.75,89,-0.22
9,10,10,Mike Weir,88,"14' 5""",1238.917,86,-0.21
10,T11,T11,Alex Cejka,93,"14' 6""",1563.8329999999999,108,-0.22
11,T11,T11,Joe Ogilvie,95,"14' 6""",2088.25,144,-0.24
12,13,13,Ernie Els,69,"14' 9""",589.1669999999999,40,-0.13
13,14,14,Ryuji Imada,105,"14' 10""",1930.0,130,-0.22
14,15,15,Robert Damron,91,"15' 0""",1857.3329999999999,124,-0.05
15,T16,T16,Retief Goosen,68,"15' 1""",994.5830000000001,66,-0.03
16,T16,T16,Paul Goydos,72,"15' 1""",1767.8329999999999,117,-0.25
17,T16,T16,Geoff Ogilvy,76,"15' 1""",1235.25,82,-0.18
18,T19,T19,Shane Bertsch,104,"15' 2""",2382.833,157,-0.18
19,T19,T19,Chad Campbell,91,"15' 2""",1229.417,81,-0.05
20,T19,T19,Michael Connell,51,"15' 2""",1048.417,69,-0.22
21,T19,T19,Bernhard Langer,77,"15' 2""",1272.917,84,-0.10
22,T19,T19,Shaun Micheel,96,"15' 2""",1501.5,99,-0.16
23,24,24,Zach Johnson,98,"15' 3""",1919.25,126,-0.17
24,T25,T25,Michael Allen,84,"15' 4""",1393.0,91,-0.09
25,T25,T25,Adam Scott,70,"15' 4""",873.8330000000001,57,-0.40
26,T27,T27,Stewart Cink,93,"15' 6""",1552.6670000000001,100,-0.13
27,T27,T27,Justin Rose,98,"15' 6""",2251.5,145,-0.09
28,T29,T29,Ryan Moore,68,"15' 7""",949.9169999999999,61,-0.08
29,T29,T29,Ian Poulter,53,"15' 7""",983.8330000000001,63,-0.21
30,T29,T29,Jerry Smith,94,"15' 7""",2429.833,156,-0.13
31,T29,T29,Jimmy Walker,60,"15' 7""",1215.75,78,-0.10
32,T33,T33,Todd Fischer,101,"15' 8""",2211.583,141,-0.16
33,T33,T33,Dudley Hart,83,"15' 8""",1144.667,73,+0.03
