,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Robert Allenby,79,-.208
1,2,2,Briny Baird,81,-.192
2,3,3,Fred Funk,106,-.147
3,4,4,J.P. Hayes,55,-.107
4,5,5,Mark O'Meara,52,-.103
5,6,6,Tom Pernice Jr.,108,-.086
6,7,7,Jonathan Byrd,66,-.071
7,8,8,Padraig Harrington,54,-.069
8,9,9,Jesper Parnevik,84,-.068
9,10,10,Tiger Woods,55,-.067
10,11,11,Eric Axley,91,-.056
11,12,12,Brian Gay,107,-.050
12,13,13,Daisuke Maruyama,83,-.042
13,14,14,Nick Watney,97,-.036
14,15,15,Stuart Appleby,83,-.033
15,16,16,Justin Rose,98,-.031
16,T17,T17,Mark Brooks,90,E
17,T17,T17,Jim Furyk,89,E
18,T17,T17,Peter Lonard,77,E
19,T17,T17,Charles Warren,93,E
20,T17,T17,Mark Wilson,79,E
21,22,22,Todd Fischer,101,+.017
22,23,23,Marco Dawson,87,+.023
23,T24,T24,Alex Cejka,93,+.024
24,T24,T24,Ryan Hietala,61,+.024
25,26,26,Stewart Cink,93,+.026
26,27,27,Pat Perez,50,+.033
27,T28,T28,Steve Elkington,52,+.036
28,T28,T28,Bo Van Pelt,102,+.036
29,30,30,Mike Sposa,68,+.037
30,T31,T31,Ernie Els,69,+.042
31,T31,T31,Stephen Leaney,84,+.042
32,T31,T31,Adam Scott,70,+.042
33,34,34,Frank Lickliter II,99,+.043
34,35,35,Michael Connell,51,+.045
35,T36,T36,J.B. Holmes,81,+.048
36,T36,T36,Steve Stricker,64,+.048
37,38,38,José María Olazábal,62,+.053
38,T39,T39,Trevor Immelman,86,+.061
39,T39,T39,Sean O'Hair,100,+.061
40,41,41,Daniel Chopra,110,+.063
41,42,42,Paul Azinger,87,+.068
42,43,43,Paul Goydos,72,+.071
43,44,44,Nathan Green,108,+.075
44,45,45,Paul Stankowski,70,+.080
45,T46,T46,Bart Bryant,87,+.083
46,T46,T46,Fred Couples,52,+.083
47,48,48,Jonathan Kaye,95,+.087
48,49,49,Jeff Sluman,101,+.088
49,50,50,John Senden,96,+.091
50,51,51,Carlos Franco,86,+.093
51,T52,T52,Charley Hoffman,100,+.094
52,T52,T52,Chris Smith,67,+.094
53,54,54,David Duval,71,+.097
54,T55,T55,Stephen Ames,63,+.100
55,T55,T55,Geoff Ogilvy,76,+.100
56,57,57,Chris Couch,75,+.102
57,58,58,"John Engler, Jr.",69,+.107
58,59,59,Bob May,65,+.111
59,T60,T60,Kris Cox,83,+.114
60,T60,T60,John Huston,74,+.114
61,62,62,Bubba Watson,83,+.115
62,T63,T63,Shane Bertsch,104,+.119
63,T63,T63,Steve Flesch,119,+.119
64,T63,T63,Vijay Singh,103,+.119
65,T66,T66,David Branshaw,98,+.125
66,T66,T66,Skip Kendall,72,+.125
67,T66,T66,Jeff Overton,95,+.125
68,T66,T66,David Toms,76,+.125
69,70,70,Billy Mayfair,94,+.129
70,T71,T71,Matt Hansen,68,+.132
71,T71,T71,Ted Purdy,103,+.132
72,T73,T73,David McKenzie,82,+.135
73,T73,T73,Carl Pettersson,95,+.135
74,T73,T73,Nicholas Thompson,96,+.135
75,76,76,Ben Crane,85,+.136
76,T77,T77,Tommy Armour III,65,+.138
77,T77,T77,Vaughn Taylor,88,+.138
78,79,79,John Daly,51,+.139
79,80,80,Lucas Glover,105,+.140
80,T81,T81,Sergio Garcia,59,+.143
81,T81,T81,Hunter Mahan,98,+.143
82,T81,T81,Len Mattiace,59,+.143
83,T81,T81,Joey Sindelar,90,+.143
84,T85,T85,Aaron Baddeley,78,+.147
85,T85,T85,Kenny Perry,73,+.147
86,87,87,J.L. Lewis,57,+.148
87,88,88,Brad Faxon,78,+.150
88,89,89,Zach Johnson,98,+.152
89,90,90,Kent Jones,103,+.158
90,T91,T91,Bob Estes,85,+.160
91,T91,T91,Scott Gutschewski,53,+.160
92,T91,T91,Charles Howell III,96,+.160
93,T94,T94,Arron Oberholser,82,+.161
94,T94,T94,Tag Ridings,103,+.161
95,96,96,Chad Campbell,91,+.162
96,T97,T97,Woody Austin,107,+.163
97,T97,T97,Henrik Bjornstad,97,+.163
98,T99,T99,Mark Calcavecchia,94,+.167
99,T99,T99,Bernhard Langer,77,+.167
100,101,101,Shigeki Maruyama,94,+.170
101,102,102,Jeff Brehaut,100,+.171
102,T103,T103,Chris Riley,86,+.172
103,T103,T103,John Rollins,93,+.172
104,105,105,Camilo Villegas,95,+.174
105,106,106,Heath Slocum,96,+.179
106,T107,T107,Greg Chalmers,71,+.182
107,T107,T107,K.J. Choi,93,+.182
108,109,109,Dudley Hart,83,+.184
109,110,110,Patrick Sheehan,104,+.185
110,T111,T111,Olin Browne,108,+.186
111,T111,T111,Rory Sabbatini,84,+.186
112,113,113,Roger Tambellini,64,+.188
113,114,114,Jerry Smith,94,+.191
114,T115,T115,Chris DiMarco,83,+.194
115,T115,T115,Jon Mills,68,+.194
116,T115,T115,Mike Weir,88,+.194
117,T115,T115,Dean Wilson,115,+.194
118,119,119,Brett Quigley,109,+.195
119,120,120,James Driscoll,80,+.196
120,T121,T121,Craig Barlow,77,+.200
121,T121,T121,David Howell,52,+.200
122,T121,T121,Greg Owen,79,+.200
123,T124,T124,Brian Davis,92,+.205
124,T124,T124,Greg Kraft,79,+.205
125,T124,T124,Phil Mickelson,74,+.205
126,127,127,Jason Schultz,77,+.207
127,128,128,Duffy Waldorf,96,+.212
128,129,129,Tim Herron,82,+.214
129,T130,T130,Mathias Grönberg,92,+.217
130,T130,T130,Bob Tway,81,+.217
131,T130,T130,Ron Whittaker,81,+.217
132,T133,T133,Alex Aragon,63,+.222
133,T133,T133,Joe Durant,101,+.222
134,T135,T135,Robert Damron,91,+.225
135,T135,T135,Tim Petrovic,95,+.225
136,137,137,Brett Wetterich,82,+.228
137,138,138,Jeff Gove,91,+.229
138,139,139,Scott Verplank,88,+.231
139,140,140,Jerry Kelly,100,+.235
140,141,141,Kirk Triplett,58,+.238
141,142,142,Ryuji Imada,105,+.240
142,143,143,Justin Leonard,83,+.241
143,T144,T144,Tim Clark,80,+.250
144,T144,T144,Brandt Jobe,91,+.250
145,T144,T144,Troy Matteson,101,+.250
146,T144,T144,Shaun Micheel,96,+.250
147,148,148,D.A. Points,82,+.258
148,149,149,Brian Bateman,69,+.265
149,150,150,Tom Lehman,70,+.267
150,151,151,Tjaart van der Walt,60,+.269
151,T152,T152,Doug Barron,74,+.273
152,T152,T152,Danny Ellis,68,+.273
153,154,154,Michael Allen,84,+.275
154,155,155,Vance Veazey,59,+.276
155,156,156,Rod Pampling,89,+.282
156,157,157,Hidemichi Tanaka,74,+.289
157,158,158,Joe Ogilvie,95,+.292
158,159,159,Bubba Dickerson,98,+.294
159,160,160,Jason Bohn,104,+.298
160,T161,T161,Rich Beem,85,+.303
161,T161,T161,J.J. Henry,96,+.303
162,163,163,Ian Leggatt,80,+.304
163,164,164,Freddie Jacobson,56,+.308
164,165,165,Retief Goosen,68,+.313
165,T166,T166,Harrison Frazar,95,+.314
166,T166,T166,Jason Gore,86,+.314
167,T166,T166,Ryan Palmer,101,+.314
168,169,169,Steve Lowery,99,+.318
169,170,170,D.J. Trahan,92,+.324
170,T171,T171,Billy Andrade,78,+.333
171,T171,T171,John Cook,67,+.333
172,T171,T171,Ben Curtis,86,+.333
173,T171,T171,Jimmy Walker,60,+.333
174,175,175,Richard Johnson,94,+.344
175,T176,T176,Larry Mize,53,+.353
176,T176,T176,"Wes Short, Jr.",96,+.353
177,178,178,Will MacKenzie,91,+.361
178,179,179,Bill Haas,99,+.362
179,T180,T180,Luke Donald,66,+.368
180,T180,T180,Omar Uresti,61,+.368
181,182,182,Todd Hamilton,72,+.370
182,183,183,Brent Geiberger,99,+.379
183,184,184,Lee Janzen,79,+.387
184,185,185,Kevin Sutherland,100,+.396
185,186,186,Steve Jones,83,+.409
186,187,187,Ian Poulter,53,+.421
187,188,188,Davis Love III,85,+.455
188,189,189,Robert Garrigus,85,+.485
189,T190,T190,Robert Gamez,94,+.500
190,T190,T190,Corey Pavin,74,+.500
191,192,192,Arjun Atwal,97,+.529
192,193,193,Ryan Moore,68,+.600
193,194,194,Jeff Maggert,81,+.621
194,195,195,Mathew Goggin,72,+.810
195,196,196,Thomas Levet,53,+.846
