,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Tiger Woods,55,-.191
1,2,2,Padraig Harrington,54,-.179
2,3,3,Davis Love III,85,-.157
3,4,4,J.J. Henry,96,-.145
4,5,5,David Howell,52,-.143
5,6,6,Sergio Garcia,59,-.139
6,7,7,Phil Mickelson,74,-.135
7,8,8,Brett Wetterich,82,-.126
8,9,9,José María Olazábal,62,-.109
9,10,10,Jonathan Byrd,66,-.108
10,T11,T11,Daniel Chopra,110,-.094
11,T11,T11,Jim Furyk,89,-.094
12,13,13,Jesper Parnevik,84,-.083
13,14,14,Geoff Ogilvy,76,-.082
14,15,15,Robert Allenby,79,-.081
15,16,16,Mathias Grönberg,92,-.080
16,17,17,Ryan Palmer,101,-.077
17,18,18,Bubba Watson,83,-.076
18,19,19,Adam Scott,70,-.072
19,20,20,Kenny Perry,73,-.071
20,21,21,Luke Donald,66,-.070
21,22,22,Bob Estes,85,-.065
22,23,23,Duffy Waldorf,96,-.063
23,24,24,Chad Campbell,91,-.061
24,25,25,Robert Garrigus,85,-.058
25,26,26,Aaron Baddeley,78,-.057
26,27,27,Hunter Mahan,98,-.056
27,28,28,Charles Warren,93,-.055
28,29,29,Tim Herron,82,-.053
29,30,30,Stewart Cink,93,-.052
30,31,31,Tim Clark,80,-.051
31,32,32,Heath Slocum,96,-.049
32,T33,T33,Trevor Immelman,86,-.048
33,T33,T33,Sean O'Hair,100,-.048
34,35,35,Shigeki Maruyama,94,-.042
35,T36,T36,Scott Gutschewski,53,-.041
36,T36,T36,Camilo Villegas,95,-.041
37,T36,T36,Nick Watney,97,-.041
38,39,39,Rich Beem,85,-.029
39,40,40,John Daly,51,-.028
40,T41,T41,Michael Allen,84,-.027
41,T41,T41,Brett Quigley,109,-.027
42,43,43,Steve Elkington,52,-.026
43,44,44,Tom Lehman,70,-.025
44,45,45,Fred Couples,52,-.024
45,T46,T46,Steve Lowery,99,-.022
46,T46,T46,Jon Mills,68,-.022
47,T46,T46,Rod Pampling,89,-.022
48,T49,T49,Charley Hoffman,100,-.021
49,T49,T49,Bob May,65,-.021
50,51,51,Kevin Sutherland,100,-.020
51,52,52,Steve Flesch,119,-.018
52,T53,T53,Briny Baird,81,-.016
53,T53,T53,K.J. Choi,93,-.016
