,Approach_100-125_yards_RTP_Score_RANK THIS WEEK,Approach_100-125_yards_RTP_Score_RANK LAST WEEK,Approach_100-125_yards_RTP_Score_PLAYER NAME,Approach_100-125_yards_RTP_Score_ROUNDS,Approach_100-125_yards_RTP_Score_AVG RTP
0,1,1,Jim Furyk,89,-.288
1,2,2,Adam Scott,70,-.270
2,3,3,Bubba Watson,83,-.260
3,T4,T4,Fred Couples,52,-.250
4,T4,T4,Ernie Els,69,-.250
5,T4,T4,Phil Mickelson,74,-.250
6,7,7,Paul Azinger,87,-.246
7,8,8,Robert Allenby,79,-.241
8,9,9,Omar Uresti,61,-.237
9,10,10,Trevor Immelman,86,-.227
10,11,11,Stephen Ames,63,-.224
11,12,12,Lee Janzen,79,-.221
12,13,13,Freddie Jacobson,56,-.219
13,T14,T14,K.J. Choi,93,-.217
14,T14,T14,Brett Quigley,109,-.217
15,16,16,Daniel Chopra,110,-.215
16,T17,T17,Ben Curtis,86,-.213
17,T17,T17,Troy Matteson,101,-.213
18,T17,T17,Greg Owen,79,-.213
19,T20,T20,Woody Austin,107,-.211
20,T20,T20,John Senden,96,-.211
21,22,22,Tim Clark,80,-.209
22,23,23,Davis Love III,85,-.208
23,24,24,Ryuji Imada,105,-.206
24,25,25,Chris Riley,86,-.205
25,26,26,Eric Axley,91,-.202
26,27,27,Paul Goydos,72,-.198
27,T28,T28,David Howell,52,-.196
28,T28,T28,David Toms,76,-.196
29,30,30,Tim Herron,82,-.195
30,31,31,Luke Donald,66,-.193
31,32,32,Arron Oberholser,82,-.190
32,33,33,Shane Bertsch,104,-.188
33,34,34,Steve Stricker,64,-.184
34,35,35,David McKenzie,82,-.183
35,T36,T36,Richard Johnson,94,-.181
36,T36,T36,Scott Verplank,88,-.181
37,38,38,Stephen Leaney,84,-.178
38,T39,T39,Padraig Harrington,54,-.176
39,T39,T39,Vaughn Taylor,88,-.176
40,T41,T41,Jerry Kelly,100,-.175
41,T41,T41,Frank Lickliter II,99,-.175
42,T43,T43,Robert Gamez,94,-.174
43,T43,T43,Rory Sabbatini,84,-.174
44,T43,T43,Bo Van Pelt,102,-.174
45,46,46,Ian Poulter,53,-.173
46,47,47,Chris DiMarco,83,-.169
47,T48,T48,Brian Gay,107,-.167
48,T48,T48,Retief Goosen,68,-.167
49,T50,T50,Briny Baird,81,-.164
50,T50,T50,Jerry Smith,94,-.164
51,52,52,Shigeki Maruyama,94,-.163
52,T53,T53,Stewart Cink,93,-.162
53,T53,T53,Todd Fischer,101,-.162
54,55,55,Tiger Woods,55,-.160
