,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
0,1,1,Robert Gamez,94,"7' 2""",7.167000000000001,1,-1
1,2,2,Mark Brooks,90,"28' 1""",28.083000000000002,1,-1
2,3,3,Kirk Triplett,58,"31' 10""",31.833000000000002,1,E
3,4,4,Bob Tway,81,"39' 2""",39.167,1,E
4,5,5,Jon Mills,68,"41' 0""",82.0,2,-1
5,6,6,Bo Van Pelt,102,"52' 5""",261.91700000000003,5,-5
6,7,7,Paul Stankowski,70,"55' 1""",55.083,1,E
7,8,8,Ryan Moore,68,"56' 6""",113.0,2,-1
8,9,9,Henrik Bjornstad,97,"59' 7""",178.833,3,-2
9,10,10,Zach Johnson,98,"59' 9""",59.75,1,+1
10,11,11,David McKenzie,82,"61' 1""",244.417,4,E
11,12,12,Alex Aragon,63,"62' 3""",124.5,2,E
12,13,13,Vance Veazey,59,"62' 8""",62.667,1,E
13,14,14,Kris Cox,83,"64' 5""",128.833,2,-1
14,15,15,Harrison Frazar,95,"64' 7""",193.75,3,-1
15,16,16,Jason Schultz,77,"69' 9""",278.83299999999997,4,-2
16,17,17,Geoff Ogilvy,76,"70' 1""",140.167,2,+1
17,18,18,Stephen Ames,63,"70' 6""",140.917,2,E
18,T19,T19,Brian Gay,107,"70' 7""",211.75,3,-1
19,T19,T19,Retief Goosen,68,"70' 7""",352.833,5,-3
20,21,21,Tom Lehman,70,"72' 0""",72.0,1,E
21,22,22,Jonathan Kaye,95,"72' 2""",360.75,5,-2
22,23,23,Doug Barron,74,"72' 7""",72.583,1,E
23,24,24,Tim Clark,80,"73' 2""",146.25,2,+1
24,25,25,Lucas Glover,105,"73' 4""",293.25,4,-2
25,26,26,Brad Faxon,78,"74' 4""",520.25,7,-1
26,T27,T27,Scott Gutschewski,53,"74' 8""",448.167,6,-3
27,T27,T27,Rod Pampling,89,"74' 8""",74.667,1,-1
28,29,29,Ryan Hietala,61,"75' 9""",151.417,2,E
29,30,30,Jesper Parnevik,84,"77' 1""",462.333,6,-1
30,31,31,Robert Garrigus,85,"78' 6""",471.0,6,E
31,32,32,Jonathan Byrd,66,"80' 0""",80.0,1,E
32,33,33,Carlos Franco,86,"80' 3""",401.333,5,-3
33,34,34,Joe Durant,101,"80' 5""",321.5,4,-1
34,35,35,Shigeki Maruyama,94,"80' 11""",323.66700000000003,4,E
35,36,36,Trevor Immelman,86,"82' 1""",328.417,4,-1
36,37,37,Bill Haas,99,"84' 2""",673.4169999999999,8,-4
37,38,38,Shaun Micheel,96,"85' 3""",682.25,8,-6
38,39,39,"Wes Short, Jr.",96,"85' 7""",171.167,2,-1
39,40,40,Kevin Sutherland,100,"85' 8""",342.75,4,-3
40,41,41,Jeff Overton,95,"85' 11""",171.75,2,-1
41,42,42,Charley Hoffman,100,"86' 3""",345.0,4,-2
42,43,43,J.J. Henry,96,"87' 0""",173.917,2,E
43,44,44,Greg Kraft,79,"88' 0""",88.0,1,E
44,45,45,Chris Couch,75,"89' 2""",178.333,2,+1
45,46,46,Chris Smith,67,"89' 3""",267.75,3,E
46,47,47,Freddie Jacobson,56,"89' 5""",178.833,2,+1
47,48,48,Mike Weir,88,"89' 8""",179.25,2,+1
48,49,49,Briny Baird,81,"90' 2""",270.58299999999997,3,-1
49,50,50,Jason Bohn,104,"90' 3""",270.75,3,+1
50,51,51,Robert Damron,91,"90' 6""",90.5,1,E
51,52,52,Stewart Cink,93,"91' 3""",273.75,3,-1
52,53,53,Ryan Palmer,101,"91' 7""",91.583,1,+1
53,54,54,Nick Watney,97,"93' 0""",464.833,5,-1
54,T55,T55,Rich Beem,85,"94' 0""",375.917,4,-2
55,T55,T55,K.J. Choi,93,"94' 0""",281.91700000000003,3,-1
56,57,57,Robert Allenby,79,"94' 8""",378.75,4,-1
57,58,58,Davis Love III,85,"95' 3""",380.917,4,-3
58,59,59,Justin Leonard,83,"95' 4""",95.333,1,-1
59,60,60,Kenny Perry,73,"95' 6""",190.917,2,-2
60,61,61,David Branshaw,98,"96' 0""",383.917,4,+1
61,62,62,Bernhard Langer,77,"96' 11""",581.3330000000001,6,-3
62,63,63,Mathias Grönberg,92,"97' 4""",486.583,5,-2
63,64,64,Hidemichi Tanaka,74,"97' 10""",97.833,1,-1
64,65,65,D.J. Trahan,92,"98' 0""",392.0,4,-2
65,66,66,Stuart Appleby,83,"98' 1""",294.33299999999997,3,E
66,67,67,Steve Stricker,64,"98' 5""",295.33299999999997,3,-3
67,T68,T68,Jim Furyk,89,"99' 1""",198.083,2,-1
68,T68,T68,Joe Ogilvie,95,"99' 1""",594.5830000000001,6,-2
69,T68,T68,Vaughn Taylor,88,"99' 1""",297.25,3,E
70,T71,T71,Jason Gore,86,"100' 2""",200.333,2,-1
71,T71,T71,Lee Janzen,79,"100' 2""",200.333,2,-1
72,73,73,Michael Connell,51,"100' 5""",200.75,2,-1
73,74,74,Tim Petrovic,95,"100' 7""",402.417,4,-2
74,75,75,Steve Flesch,119,"101' 1""",505.417,5,-2
75,76,76,Thomas Levet,53,"101' 11""",407.5,4,E
76,77,77,Ted Purdy,103,"102' 2""",204.25,2,-2
77,78,78,Brian Bateman,69,"102' 6""",205.0,2,-1
78,T79,T79,J.L. Lewis,57,"102' 7""",205.167,2,E
79,T79,T79,Phil Mickelson,74,"102' 7""",512.9169999999999,5,-3
80,81,81,Daniel Chopra,110,"102' 11""",514.5830000000001,5,-3
81,82,82,Will MacKenzie,91,"103' 11""",311.83299999999997,3,-2
82,83,83,Frank Lickliter II,99,"104' 3""",416.917,4,-2
83,84,84,Patrick Sheehan,104,"104' 10""",419.333,4,+1
84,85,85,D.A. Points,82,"105' 7""",316.66700000000003,3,-1
85,T86,T86,Camilo Villegas,95,"106' 8""",533.3330000000001,5,-1
86,T86,T86,Charles Warren,93,"106' 8""",319.91700000000003,3,-2
87,88,88,Adam Scott,70,"107' 0""",213.917,2,-2
88,89,89,Stephen Leaney,84,"107' 3""",536.3330000000001,5,-2
89,T90,T90,Hunter Mahan,98,"107' 9""",323.33299999999997,3,E
90,T90,T90,Jimmy Walker,60,"107' 9""",861.75,8,-3
91,92,92,Fred Couples,52,"107' 11""",215.833,2,-1
92,93,93,Jeff Brehaut,100,"108' 7""",217.083,2,-1
93,94,94,Vijay Singh,103,"108' 9""",652.5,6,-5
94,95,95,Alex Cejka,93,"109' 1""",436.25,4,-2
95,96,96,Jerry Smith,94,"109' 3""",546.25,5,E
96,97,97,Mark Calcavecchia,94,"109' 11""",659.5830000000001,6,-3
