,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
0,T1,T1,Greg Chalmers,92,-1.000
1,T1,T1,Chris Tidland,83,-1.000
2,T3,T3,Fulton Allem,56,-.500
3,T3,T3,Mark Calcavecchia,81,-.500
4,T3,T3,Neal Lancaster,107,-.500
5,T3,T3,Gary Nicklaus,96,-.500
6,T3,T3,David Toms,100,-.500
7,8,8,Craig Perks,78,-.400
8,T9,T9,"David Berganio, Jr.",76,-.333
9,T9,T9,Jim Furyk,88,-.333
10,T9,T9,Nick Price,74,-.333
11,T9,T9,Garrett Willis,88,-.333
12,13,13,Ernie Els,70,-.300
13,14,14,Bill Glasson,69,-.286
14,T15,T15,Bradley Hughes,96,-.250
15,T15,T15,David Peoples,96,-.250
16,T17,T17,Fred Funk,118,-.200
17,T17,T17,Sergio Garcia,64,-.200
18,T17,T17,Paul Goydos,86,-.200
19,T17,T17,Pete Jordan,105,-.200
20,T17,T17,Esteban Toledo,116,-.200
21,T17,T17,Grant Waite,78,-.200
22,23,23,Vijay Singh,98,-.188
23,T24,T24,Mike Weir,86,-.167
24,T24,T24,Tiger Woods,76,-.167
25,T26,T26,Russ Cochran,76,-.143
26,T26,T26,Steve Elkington,64,-.143
27,T26,T26,Danny Ellis,76,-.143
28,T26,T26,Shigeki Maruyama,98,-.143
29,T30,T30,Scott McCarron,98,-.125
30,T30,T30,Kevin Sutherland,101,-.125
31,T32,T32,Skip Kendall,111,-.111
32,T32,T32,Jesper Parnevik,91,-.111
33,34,34,David Duval,78,-.100
34,35,35,Jay Don Blake,100,-.091
35,36,36,Chris DiMarco,108,-.077
36,T37,T37,Stephen Ames,88,E
37,T37,T37,Jeremy Anderson,69,E
38,T37,T37,Paul Azinger,79,E
39,T37,T37,Cameron Beckman,103,E
40,T37,T37,Olin Browne,99,E
41,T37,T37,Brandel Chamblee,77,E
42,T37,T37,K.J. Choi,95,E
43,T37,T37,Stewart Cink,102,E
44,T37,T37,Michael Clark II,87,E
45,T37,T37,Keith Clearwater,62,E
46,T37,T37,Fred Couples,68,E
47,T37,T37,Robert Damron,91,E
48,T37,T37,Glen Day,89,E
49,T37,T37,Doug Dunakey,83,E
50,T37,T37,Scott Dunlap,80,E
51,T37,T37,Joel Edwards,99,E
52,T37,T37,Bob Estes,91,E
53,T37,T37,Carlos Franco,87,E
54,T37,T37,Harrison Frazar,88,E
55,T37,T37,Robin Freeman,105,E
56,T37,T37,David Frost,87,E
57,T37,T37,Edward Fryatt,93,E
58,T37,T37,Brian Gay,114,E
59,T37,T37,Brent Geiberger,84,E
60,T37,T37,Matt Gogel,83,E
61,T37,T37,Mathew Goggin,96,E
62,T37,T37,Kelly Grunewald,66,E
63,T37,T37,Hunter Haas,78,E
64,T37,T37,Jeff Hart,87,E
65,T37,T37,Gabriel Hjertstedt,76,E
66,T37,T37,Charles Howell III,89,E
67,T37,T37,Steve Jones,75,E
68,T37,T37,Jonathan Kaye,116,E
69,T37,T37,Jerry Kelly,104,E
70,T37,T37,Greg Kraft,105,E
71,T37,T37,Cliff Kresge,84,E
72,T37,T37,Bernhard Langer,62,E
73,T37,T37,Ian Leggatt,84,E
74,T37,T37,Steve Lowery,100,E
75,T37,T37,Blaine McCallister,80,E
76,T37,T37,Rocco Mediate,69,E
77,T37,T37,Larry Mize,76,E
78,T37,T37,Frank Nobilo,91,E
79,T37,T37,Mark O'Meara,69,E
80,T37,T37,Dennis Paulson,75,E
81,T37,T37,Tom Pernice Jr.,106,E
82,T37,T37,Chris Perry,80,E
83,T37,T37,Lee Porter,93,E
84,T37,T37,Dicky Pride,78,E
85,T37,T37,Loren Roberts,84,E
86,T37,T37,Tom Scherrer,69,E
87,T37,T37,Chris Smith,101,E
88,T37,T37,Jerry Smith,95,E
89,T37,T37,Kirk Triplett,88,E
90,T37,T37,Ted Tryba,110,E
91,T37,T37,Rocky Walcher,59,E
92,T37,T37,Kaname Yokoo,81,E
93,94,94,Jeff Sluman,106,+.083
94,95,95,Rory Sabbatini,73,+.091
95,96,96,Kenny Perry,94,+.100
96,T97,T97,Lee Janzen,96,+.111
97,T97,T97,Scott Verplank,99,+.111
98,99,99,Billy Mayfair,102,+.118
99,T100,T100,Tom Lehman,82,+.125
100,T100,T100,John Riegger,86,+.125
101,T102,T102,Stuart Appleby,105,+.143
102,T102,T102,Tommy Armour III,93,+.143
103,T102,T102,Scott Hoch,84,+.143
104,T102,T102,Shaun Micheel,103,+.143
105,T102,T102,Mike Sposa,96,+.143
106,T102,T102,Steve Stricker,73,+.143
107,T108,T108,Briny Baird,106,+.167
108,T108,T108,José Coceres,60,+.167
109,T108,T108,Joe Durant,80,+.167
110,T108,T108,Per-Ulrik Johansson,82,+.167
111,T108,T108,Andrew Magee,97,+.167
112,T108,T108,Chris Riley,104,+.167
113,114,114,Justin Leonard,106,+.182
114,115,115,Davis Love III,75,+.188
115,T116,T116,Robert Allenby,108,+.200
116,T116,T116,Brian Henninger,81,+.200
117,T116,T116,Brandt Jobe,96,+.200
118,T119,T119,Bob Burns,92,+.250
119,T119,T119,Joe Ogilvie,110,+.250
120,T119,T119,Brian Wilson,88,+.250
121,T122,T122,John Cook,91,+.286
122,T122,T122,Michael Muehr,94,+.286
123,T122,T122,Carl Paulson,93,+.286
124,T125,T125,Woody Austin,99,+.333
125,T125,T125,Mark Brooks,88,+.333
126,T125,T125,Glen Hnatiuk,104,+.333
127,T125,T125,Jeff Maggert,84,+.333
128,T125,T125,Spike McRoy,95,+.333
129,T125,T125,David Morland IV,88,+.333
130,T125,T125,Craig Parry,68,+.333
131,T132,T132,Hal Sutton,96,+.375
132,T132,T132,Bob Tway,109,+.375
133,134,134,John Daly,84,+.400
134,T135,T135,Brad Faxon,95,+.455
135,T135,T135,Frank Lickliter II,102,+.455
136,T137,T137,Billy Andrade,82,+.500
137,T137,T137,Doug Barron,62,+.500
138,T137,T137,Tom Byrum,85,+.500
139,T137,T137,Marco Dawson,57,+.500
140,T137,T137,Jason Gore,82,+.500
141,T137,T137,Jimmy Green,94,+.500
142,T137,T137,J.J. Henry,86,+.500
143,T137,T137,J.L. Lewis,108,+.500
144,T137,T137,Geoff Ogilvy,60,+.500
145,T137,T137,Corey Pavin,72,+.500
146,T137,T137,Paul Stankowski,91,+.500
147,T137,T137,Duffy Waldorf,77,+.500
148,T149,T149,Brad Elder,111,+.600
149,T149,T149,Steve Flesch,112,+.600
150,T149,T149,Jay Williamson,92,+.600
151,152,152,Len Mattiace,98,+.667
152,T153,T153,Jim Carter,103,+1.000
153,T153,T153,Paul Gow,79,+1.000
154,155,155,Mark Hensby,71,+3.000
