,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
0,T1,T1,Fulton Allem,56,"4""",0.33299999999999996,1,E
1,T1,T1,Richie Coughlan,66,"4""",0.33299999999999996,1,E
2,T1,T1,Gary Nicklaus,96,"4""",0.33299999999999996,1,+1
3,4,4,K.J. Choi,95,"7""",0.583,1,E
4,5,5,Tommy Tolles,89,"10""",0.833,1,+1
5,6,6,Tim Herron,97,"1' 0""",1.0,1,+1
6,7,7,Jason Gore,82,"1' 1""",2.083,2,+2
7,8,8,Chris Perry,80,"1' 2""",1.167,1,E
8,T9,T9,Paul Gow,79,"1' 4""",1.3330000000000002,1,E
9,T9,T9,Glen Hnatiuk,104,"1' 4""",4.0,3,+2
10,T9,T9,Neal Lancaster,107,"1' 4""",3.917,3,E
11,T12,T12,Briny Baird,106,"1' 5""",9.833,7,+4
12,T12,T12,Garrett Willis,88,"1' 5""",2.833,2,+1
13,T14,T14,Steve Allan,88,"1' 6""",1.5,1,+2
14,T14,T14,Lee Porter,93,"1' 6""",3.0,2,+1
15,T14,T14,Kirk Triplett,88,"1' 6""",1.5,1,E
16,T17,T17,Craig Parry,68,"1' 7""",3.083,2,+1
17,T17,T17,Nick Price,74,"1' 7""",9.667,6,E
18,T17,T17,Tom Scherrer,69,"1' 7""",3.083,2,+2
19,T17,T17,Rocky Walcher,59,"1' 7""",4.833,3,+1
20,T21,T21,Glen Day,89,"1' 8""",11.833,7,E
21,T21,T21,Ernie Els,70,"1' 8""",14.833,9,E
22,T23,T23,Keith Clearwater,62,"1' 9""",1.75,1,E
23,T23,T23,John Cook,91,"1' 9""",8.917,5,+6
24,T23,T23,Doug Dunakey,83,"1' 9""",3.417,2,+1
25,T23,T23,Paul Goydos,86,"1' 9""",10.5,6,+2
26,T23,T23,Larry Mize,76,"1' 9""",8.833,5,+1
27,T23,T23,Corey Pavin,72,"1' 9""",6.832999999999999,4,+2
28,T29,T29,Danny Ellis,76,"1' 10""",9.083,5,+1
29,T29,T29,Harrison Frazar,88,"1' 10""",10.833,6,+2
30,T29,T29,Jerry Kelly,104,"1' 10""",5.582999999999999,3,+1
31,T29,T29,Shigeki Maruyama,98,"1' 10""",7.332999999999999,4,+2
32,T33,T33,Brandt Jobe,96,"1' 11""",9.667,5,+1
33,T33,T33,Craig Perks,78,"1' 11""",5.667000000000001,3,E
34,T33,T33,John Riegger,86,"1' 11""",11.583,6,+4
35,36,36,David Frost,87,"2' 0""",5.917000000000001,3,+1
36,T37,T37,Bill Glasson,69,"2' 1""",8.417,4,E
37,T37,T37,Andrew Magee,97,"2' 1""",12.583,6,+1
38,T39,T39,Greg Kraft,105,"2' 2""",6.417000000000001,3,+1
39,T39,T39,Cliff Kresge,84,"2' 2""",4.25,2,E
40,T39,T39,Rocco Mediate,69,"2' 2""",8.5,4,+1
41,T42,T42,Jeremy Anderson,69,"2' 3""",2.25,1,E
42,T42,T42,Steve Elkington,64,"2' 3""",6.75,3,E
43,T42,T42,Len Mattiace,98,"2' 3""",11.333,5,+4
44,T42,T42,David Toms,100,"2' 3""",4.417,2,E
45,T46,T46,Tommy Armour III,93,"2' 4""",13.833,6,+2
46,T46,T46,Russ Cochran,76,"2' 4""",4.583,2,E
47,T46,T46,Shaun Micheel,103,"2' 4""",11.75,5,+3
48,T46,T46,David Peoples,96,"2' 4""",6.917000000000001,3,+1
49,T50,T50,Mark Calcavecchia,81,"2' 5""",12.083,5,E
50,T50,T50,John Daly,84,"2' 5""",9.583,4,+5
51,T50,T50,Paul Stankowski,91,"2' 5""",9.583,4,+6
52,T53,T53,Ian Leggatt,84,"2' 6""",9.917,4,+1
53,T53,T53,Jerry Smith,95,"2' 6""",12.417,5,E
54,T55,T55,Bob Burns,92,"2' 7""",5.167000000000001,2,+1
55,T55,T55,Mathew Goggin,96,"2' 7""",12.833,5,+2
56,T55,T55,Jonathan Kaye,116,"2' 7""",12.75,5,+2
57,T55,T55,J.L. Lewis,108,"2' 7""",15.583,6,+3
58,T55,T55,Steve Lowery,100,"2' 7""",20.75,8,+4
59,T55,T55,Kevin Sutherland,101,"2' 7""",15.5,6,+2
60,T55,T55,Duffy Waldorf,77,"2' 7""",2.583,1,+1
61,T62,T62,Jimmy Green,94,"2' 8""",21.5,8,+7
62,T62,T62,Scott Simpson,73,"2' 8""",2.667,1,+1
63,T62,T62,Esteban Toledo,116,"2' 8""",18.583,7,+2
64,T62,T62,Ted Tryba,110,"2' 8""",15.833,6,+2
65,T62,T62,Kaname Yokoo,81,"2' 8""",13.333,5,+4
66,T67,T67,Davis Love III,75,"2' 9""",47.083,17,+4
67,T67,T67,Tiger Woods,76,"2' 9""",8.333,3,E
68,T69,T69,Tom Byrum,85,"2' 10""",14.083,5,+6
69,T69,T69,Edward Fryatt,93,"2' 10""",2.833,1,+1
70,T69,T69,Matt Gogel,83,"2' 10""",5.582999999999999,2,+1
71,T69,T69,Hal Sutton,96,"2' 10""",25.666999999999998,9,+4
72,T73,T73,Woody Austin,99,"2' 11""",2.917,1,+1
73,T73,T73,Paul Azinger,79,"2' 11""",8.667,3,+2
74,T73,T73,Mark Brooks,88,"2' 11""",8.667,3,+1
75,T73,T73,Fred Couples,68,"2' 11""",11.667,4,+3
76,T73,T73,Loren Roberts,84,"2' 11""",14.667,5,+1
77,78,78,Stewart Cink,102,"3' 0""",35.5,12,+2
78,T79,T79,"David Berganio, Jr.",76,"3' 1""",9.167,3,E
79,T79,T79,Carlos Franco,87,"3' 1""",9.167,3,+3
80,T79,T79,Vijay Singh,98,"3' 1""",39.75,13,+2
81,T82,T82,Billy Andrade,82,"3' 2""",3.167,1,+1
82,T82,T82,Steve Flesch,112,"3' 2""",15.833,5,+4
83,T82,T82,Per-Ulrik Johansson,82,"3' 2""",15.833,5,E
84,T82,T82,Spike McRoy,95,"3' 2""",21.916999999999998,7,+6
85,T86,T86,Olin Browne,99,"3' 3""",16.25,5,+2
86,T86,T86,Joel Edwards,99,"3' 3""",6.417000000000001,2,E
87,T88,T88,Brian Gay,114,"3' 4""",16.583,5,+3
88,T88,T88,Kent Jones,74,"3' 4""",3.333,1,E
89,T88,T88,Bob May,86,"3' 4""",3.333,1,E
90,91,91,Fred Funk,118,"3' 5""",10.333,3,+1
91,92,92,Pete Jordan,105,"3' 6""",6.917000000000001,2,+1
92,T93,T93,Bob Estes,91,"3' 7""",25.333000000000002,7,+1
93,T93,T93,Skip Kendall,111,"3' 7""",21.583000000000002,6,+3
94,T93,T93,Bob Tway,109,"3' 7""",28.583000000000002,8,+2
95,T93,T93,Jay Williamson,92,"3' 7""",14.417,4,+4
96,T97,T97,Robert Allenby,108,"3' 8""",10.917,3,+3
97,T97,T97,Bradley Hughes,96,"3' 8""",14.583,4,E
98,T97,T97,David Morland IV,88,"3' 8""",18.417,5,+5
99,T97,T97,Grant Waite,78,"3' 8""",11.0,3,+1
100,T97,T97,Mike Weir,86,"3' 8""",14.583,4,-1
101,T102,T102,Scott Dunlap,80,"3' 9""",3.75,1,E
102,T102,T102,Bernhard Langer,62,"3' 9""",7.417000000000001,2,+1
103,T104,T104,Doug Barron,62,"3' 10""",3.833,1,+1
104,T104,T104,Cameron Beckman,103,"3' 10""",15.167,4,+3
105,T106,T106,Brad Faxon,95,"3' 11""",51.417,13,+8
106,T106,T106,Kenny Perry,94,"3' 11""",39.333,10,+3
107,108,108,Gabriel Hjertstedt,76,"4' 0""",4.0,1,E
108,109,109,Lee Janzen,96,"4' 1""",24.25,6,+5
109,110,110,Steve Stricker,73,"4' 3""",21.416999999999998,5,+3
110,T111,T111,Stephen Ames,88,"4' 4""",8.667,2,E
111,T111,T111,Brent Geiberger,84,"4' 4""",17.333,4,+2
112,T111,T111,Tom Lehman,82,"4' 4""",34.667,8,+2
113,T111,T111,Jeff Maggert,84,"4' 4""",8.667,2,+1
114,T111,T111,Geoff Ogilvy,60,"4' 4""",13.0,3,+1
115,116,116,Mark Hensby,71,"4' 5""",8.833,2,+4
116,T117,T117,Frank Lickliter II,102,"4' 6""",36.167,8,+4
117,T117,T117,Scott Verplank,99,"4' 6""",26.833000000000002,6,+1
118,T119,T119,Joe Durant,80,"4' 7""",18.167,4,+3
119,T119,T119,Tripp Isenhour,92,"4' 7""",9.083,2,+1
120,T121,T121,José Coceres,60,"4' 8""",37.083,8,+4
121,T121,T121,Joe Ogilvie,110,"4' 8""",18.667,4,+2
122,T123,T123,Jim Furyk,88,"4' 9""",43.0,9,+2
123,T123,T123,Jeff Sluman,106,"4' 9""",61.583,13,+7
124,125,125,Scott McCarron,98,"5' 1""",60.5,12,+3
125,126,126,John Huston,64,"5' 2""",10.333,2,E
126,127,127,Jim Carter,103,"5' 4""",21.166999999999998,4,+2
127,128,128,Robert Damron,91,"5' 6""",10.917,2,+1
128,129,129,Frank Nobilo,91,"6' 0""",11.917,2,E
129,130,130,Tom Pernice Jr.,106,"6' 2""",43.333,7,+1
130,131,131,Steve Jones,75,"6' 5""",38.417,6,E
131,132,132,Charles Howell III,89,"6' 7""",33.0,5,+1
132,T133,T133,Steve Pate,89,"7' 1""",7.082999999999999,1,+1
133,T133,T133,Brian Wilson,88,"7' 1""",14.083,2,+1
134,135,135,Michael Clark II,87,"7' 9""",23.333000000000002,3,+1
135,136,136,Mark O'Meara,69,"7' 11""",23.833000000000002,3,+3
136,137,137,Brandel Chamblee,77,"8' 3""",16.5,2,E
137,138,138,Scott Hoch,84,"8' 9""",52.5,6,+2
138,139,139,Mike Sposa,96,"9' 4""",56.083,6,+3
139,140,140,Sergio Garcia,64,"9' 6""",47.667,5,+4
140,141,141,Jesper Parnevik,91,"9' 7""",67.333,7,+1
141,142,142,Chris DiMarco,108,"10' 6""",115.25,11,+2
142,143,143,David Duval,78,"10' 11""",76.417,7,+1
143,144,144,Michael Muehr,94,"11' 2""",67.0,6,+4
144,145,145,Rory Sabbatini,73,"11' 7""",58.0,5,+3
145,146,146,J.J. Henry,86,"11' 8""",23.25,2,+2
146,147,147,Carl Paulson,93,"12' 0""",48.0,4,+3
147,148,148,Brad Elder,111,"12' 4""",86.5,7,+4
148,149,149,Justin Leonard,106,"13' 0""",143.417,11,+6
149,150,150,Chris Smith,101,"18' 1""",36.083,2,E
150,151,151,Billy Mayfair,102,"22' 10""",250.833,11,+3
151,152,152,Chris Riley,104,"23' 4""",70.083,3,E
152,153,153,Jay Don Blake,100,"26' 6""",238.5,9,+1
153,154,154,Blaine McCallister,80,"45' 6""",272.75,6,+1
154,155,155,Brian Henninger,81,"58' 9""",470.167,8,+4
155,156,156,Stuart Appleby,105,"130' 2""",650.6669999999999,5,+1
