,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
0,1,1,Chris DiMarco,108,8
1,T2,T2,Fred Funk,118,6
2,T2,T2,Bradley Hughes,96,6
3,T2,T2,Rocco Mediate,69,6
4,T5,T5,Tommy Armour III,93,5
5,T5,T5,Jim Carter,103,5
6,T5,T5,José Coceres,60,5
7,T5,T5,Steve Flesch,112,5
8,T5,T5,Billy Mayfair,102,5
9,T5,T5,Tom Pernice Jr.,106,5
10,T5,T5,Chris Smith,101,5
11,T12,T12,Woody Austin,99,4
12,T12,T12,Cameron Beckman,103,4
13,T12,T12,Jay Don Blake,100,4
14,T12,T12,Greg Chalmers,92,4
15,T12,T12,Danny Ellis,76,4
16,T12,T12,Paul Gow,79,4
17,T12,T12,Neal Lancaster,107,4
18,T12,T12,Frank Lickliter II,102,4
19,T12,T12,Davis Love III,75,4
20,T12,T12,Steve Lowery,100,4
21,T12,T12,Blaine McCallister,80,4
22,T12,T12,Jeff Sluman,106,4
23,T12,T12,Kevin Sutherland,101,4
24,T12,T12,Scott Verplank,99,4
25,T26,T26,Bob Burns,92,3
26,T26,T26,Tom Byrum,85,3
27,T26,T26,Robert Damron,91,3
28,T26,T26,Glen Day,89,3
29,T26,T26,Doug Dunakey,83,3
30,T26,T26,Joel Edwards,99,3
31,T26,T26,David Frost,87,3
32,T26,T26,Matt Gogel,83,3
33,T26,T26,Mark Hensby,71,3
34,T26,T26,Charles Howell III,89,3
35,T26,T26,Skip Kendall,111,3
36,T26,T26,Bernhard Langer,62,3
37,T26,T26,Justin Leonard,106,3
38,T26,T26,David Morland IV,88,3
39,T26,T26,Carl Paulson,93,3
40,T26,T26,Craig Perks,78,3
41,T26,T26,Kenny Perry,94,3
42,T26,T26,Dicky Pride,78,3
43,T26,T26,John Riegger,86,3
44,T26,T26,Jerry Smith,95,3
45,T26,T26,Paul Stankowski,91,3
46,T26,T26,Ted Tryba,110,3
47,T26,T26,Grant Waite,78,3
48,T49,T49,Robert Allenby,108,2
49,T49,T49,Stuart Appleby,105,2
50,T49,T49,Mark Brooks,88,2
51,T49,T49,Brandel Chamblee,77,2
