,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
52,T49,T49,Stewart Cink,102,2
53,T49,T49,Brad Elder,111,2
54,T49,T49,Bob Estes,91,2
55,T49,T49,Harrison Frazar,88,2
56,T49,T49,Jim Furyk,88,2
57,T49,T49,Brian Gay,114,2
58,T49,T49,Brent Geiberger,84,2
59,T49,T49,Jeff Hart,87,2
60,T49,T49,J.J. Henry,86,2
61,T49,T49,Tripp Isenhour,92,2
62,T49,T49,Brandt Jobe,96,2
63,T49,T49,Per-Ulrik Johansson,82,2
64,T49,T49,Greg Kraft,105,2
65,T49,T49,Ian Leggatt,84,2
66,T49,T49,J.L. Lewis,108,2
67,T49,T49,Spike McRoy,95,2
68,T49,T49,Shaun Micheel,103,2
69,T49,T49,Michael Muehr,94,2
70,T49,T49,Gary Nicklaus,96,2
71,T49,T49,Geoff Ogilvy,60,2
72,T49,T49,Craig Parry,68,2
73,T49,T49,David Peoples,96,2
74,T49,T49,Rory Sabbatini,73,2
75,T49,T49,Mike Sposa,96,2
76,T49,T49,Tommy Tolles,89,2
77,T49,T49,David Toms,100,2
78,T49,T49,Jay Williamson,92,2
79,T49,T49,Brian Wilson,88,2
80,T49,T49,Kaname Yokoo,81,2
81,T82,T82,Fulton Allem,56,1
82,T82,T82,Stephen Ames,88,1
83,T82,T82,Jeremy Anderson,69,1
84,T82,T82,Billy Andrade,82,1
85,T82,T82,Briny Baird,106,1
86,T82,T82,Doug Barron,62,1
87,T82,T82,"David Berganio, Jr.",76,1
88,T82,T82,Olin Browne,99,1
89,T82,T82,Mark Calcavecchia,81,1
90,T82,T82,Michael Clark II,87,1
91,T82,T82,Keith Clearwater,62,1
92,T82,T82,John Cook,91,1
93,T82,T82,Richie Coughlan,66,1
94,T82,T82,Fred Couples,68,1
95,T82,T82,Marco Dawson,57,1
96,T82,T82,Scott Dunlap,80,1
97,T82,T82,David Duval,78,1
98,T82,T82,Steve Elkington,64,1
99,T82,T82,Brad Faxon,95,1
100,T82,T82,Ben Ferguson,76,1
101,T82,T82,Robin Freeman,105,1
102,T82,T82,Robert Gamez,59,1
103,T82,T82,Jimmy Green,94,1
104,T82,T82,Brian Henninger,81,1
105,T82,T82,Gabriel Hjertstedt,76,1
106,T82,T82,Scott Hoch,84,1
107,T82,T82,Lee Janzen,96,1
108,T82,T82,Kevin Johnson,93,1
109,T82,T82,Steve Jones,75,1
110,T82,T82,Craig Kanada,80,1
111,T82,T82,Cliff Kresge,84,1
112,T82,T82,Andrew Magee,97,1
113,T82,T82,Shigeki Maruyama,98,1
114,T82,T82,Len Mattiace,98,1
115,T82,T82,Bob May,86,1
116,T82,T82,Scott McCarron,98,1
117,T82,T82,Andrew McLardy,75,1
118,T82,T82,Larry Mize,76,1
119,T82,T82,Mark O'Meara,69,1
120,T82,T82,Joe Ogilvie,110,1
121,T82,T82,Jesper Parnevik,91,1
122,T82,T82,Dennis Paulson,75,1
123,T82,T82,Chris Perry,80,1
124,T82,T82,Chris Riley,104,1
125,T82,T82,Loren Roberts,84,1
126,T82,T82,Tom Scherrer,69,1
127,T82,T82,Scott Simpson,73,1
128,T82,T82,Vijay Singh,98,1
129,T82,T82,Chris Tidland,83,1
130,T82,T82,Kirk Triplett,88,1
131,T82,T82,Duffy Waldorf,77,1
132,T82,T82,Garrett Willis,88,1
133,T82,T82,Tiger Woods,76,1
