,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
70,71,71,Charl Schwartzel,11,61531,676845
71,72,72,WC Liang,4,61358,245435
72,73,73,D.J. Trahan,27,59988,1619693
73,74,74,Rory Sabbatini,26,59492,1546808
74,75,75,Jonathan Byrd,26,59037,1534981
75,76,76,Charlie Wi,27,58092,1568492
76,77,77,Marc Leishman,26,57262,1488837
77,78,78,Fred Couples,7,56772,397406
78,79,79,Vijay Singh,24,55594,1334262
79,80,80,Bryce Molder,26,54939,1428438
80,81,81,Chris Kirk,1,54480,54480
81,82,82,Charles Howell III,28,52936,1482211
82,83,83,Kevin Streelman,28,52583,1472349
83,84,84,Brian Davis,32,51266,1640515
84,85,85,Brian Gay,30,50722,1521662
85,86,86,Davis Love III,24,50602,1214471
86,87,87,Tom Watson,3,49790,149371
87,88,88,Shaun Micheel,21,48833,1025500
88,89,89,Kenny Perry,20,48440,968810
89,T90,T90,Bradley Dredge,1,47999,47999
90,T90,T90,Marcel Siem,1,47999,47999
91,92,92,Andres Romero,21,46627,979169
92,93,93,Cameron Beckman,25,46339,1158485
93,94,94,Dean Wilson,18,46257,832640
94,95,95,Henrik Stenson,15,45538,683070
95,96,96,Rocco Mediate,25,45522,1138067
96,97,97,John Rollins,26,45489,1182735
97,98,98,Alex Prugh,28,45450,1272606
98,99,99,Matt Jones,27,45027,1215743
99,100,100,Jason Dufner,25,44867,1121695
100,101,101,Paul Goydos,25,44850,1121250
101,102,102,Francesco Molinari,8,44774,358196
102,103,103,Ken Duke,5,44155,220777
103,104,104,John Ellis,1,44000,44000
104,105,105,Steve Elkington,22,43412,955083
105,106,106,Tom Gillis,27,43190,1166146
106,107,107,Michael Allen,17,42742,726630
107,108,108,John Senden,30,42468,1274057
108,109,109,Chris Riley,24,41732,1001581
109,110,110,Joe Durant,19,41513,788754
110,111,111,Stephen Ames,23,39849,916527
111,112,112,Tom Lehman,9,39642,356784
112,113,113,Jerry Kelly,29,39203,1136897
113,114,114,Spencer Levin,31,38699,1199671
114,115,115,Chris Couch,23,38615,888146
115,116,116,Bill Lunde,28,38424,1075874
116,117,117,J.J. Henry,27,38358,1035688
117,118,118,David Duval,24,38316,919584
118,119,119,Justin Leonard,27,38016,1026445
119,120,120,Blake Adams,26,37061,963592
120,121,121,Paul Stankowski,18,37032,666590
121,122,122,Kris Blanks,30,36972,1109178
122,123,123,Ryuji Imada,28,36745,1028868
123,124,124,Greg Chalmers,27,36644,989414
124,125,125,Garrett Willis,24,36323,871762
125,126,126,Nick O'Hern,11,36239,398633
126,127,127,Brandt Jobe,1,35316,35316
127,128,128,Pat Perez,27,35095,947587
128,129,129,Chris Stroud,27,34891,942082
129,130,130,Derek Lamely,28,34748,972961
130,131,131,Jimmy Walker,27,34740,937986
131,132,132,Chad Campbell,28,34684,971153
132,133,133,J.P. Hayes,25,34500,862522
133,134,134,Graham DeLaet,28,34071,954011
134,135,135,Michael Connell,25,33858,846459
135,136,136,Ben Curtis,24,33839,812136
136,137,137,Aaron Baddeley,26,33819,879317
137,138,138,Colm Moriarty,1,33791,33791
138,139,139,D.A. Points,29,33635,975433
139,140,140,Kevin Stadler,28,33275,931720
140,141,141,Kevin Sutherland,25,32747,818681
141,142,142,Aron Price,22,32442,713736
142,143,143,Josh Teater,31,32429,1005322
143,144,144,Boo Weekley,27,32323,872729
144,145,145,Alex Cejka,28,32294,904253
145,146,146,Tim Petrovic,32,32154,1028959
146,147,147,Brett Wetterich,16,31917,510672
147,148,148,Webb Simpson,31,31385,972961
148,149,149,Chad Collins,26,31383,815961
149,150,150,Todd Fischer,1,31200,31200
150,151,151,Roland Thatcher,26,30621,796157
151,152,152,Miguel Angel Jiménez,7,30428,212999
152,153,153,Tom Pernice Jr.,22,30124,662729
153,154,154,Mike Weir,19,29425,559092
154,155,155,Jeff Maggert,28,28627,801578
155,156,156,Tag Ridings,1,28594,28594
156,157,157,Mark Wilson,28,28202,789681
157,158,158,Alejandro Cañizares,2,27977,55955
158,159,159,Charles Warren,21,27362,574615
159,160,160,Troy Merritt,29,27137,786976
160,161,161,Bob Estes,26,26967,701158
161,162,162,Johnson Wagner,28,26921,753802
162,163,163,Briny Baird,28,26913,753577
163,164,164,Matt Bettencourt,32,26746,855900
164,165,165,Jhonattan Vegas,1,26483,26483
165,166,166,Troy Matteson,28,26287,736059
166,167,167,Alvaro Quiros,9,25829,232464
167,168,168,Peter Hanson,7,25582,179074
168,169,169,Matt Every,18,25380,456847
169,170,170,Richard Johnson,27,25130,678514
170,171,171,Woody Austin,29,25081,727351
171,172,172,Cameron Percy,25,24810,620262
172,173,173,Billy Mayfair,26,24701,642230
173,174,174,Chris Tidland,24,24512,588290
174,175,175,Will MacKenzie,23,24239,557504
175,176,176,Scott Piercy,28,24158,676431
176,177,177,Michael Putnam,1,23850,23850
177,178,178,George McNeill,28,23744,664854
178,179,179,John Mallinger,29,23609,684686
179,180,180,Nathan Green,27,23562,636179
180,181,181,Kirk Triplett,11,23533,258872
181,182,182,Jarrod Lyle,18,23486,422760
182,T183,T183,Jason Allred,1,23385,23385
183,T183,T183,Rafa Cabrera Bello,1,23385,23385
184,T183,T183,Jim Herman,1,23385,23385
185,186,186,David Horsey,2,23350,46700
186,187,187,Lee Janzen,26,23199,603195
187,188,188,Søren Kjeldsen,7,22712,158989
188,189,189,Trevor Immelman,19,22219,422171
189,190,190,Scott McCarron,29,22156,642542
190,191,191,Jeev Milkha Singh,19,22118,420245
191,192,192,Kevin Chappell,2,22000,44000
192,193,193,Darren Clarke,2,21637,43275
193,194,194,Simon Dyson,8,21383,171070
194,195,195,John Merrick,31,21252,658815
195,196,196,Steve Allan,2,21000,42000
196,197,197,Kent Jones,9,20971,188746
197,198,198,Jeff Quinney,29,20891,605865
198,199,199,Michael Letzig,27,20878,563728
199,200,200,Joe Ogilvie,32,20056,641796
200,T201,T201,Rob Grube,1,19890,19890
201,T201,T201,Adam Hadwin,1,19890,19890
202,T201,T201,Brock Mackenzie,1,19890,19890
203,204,204,Simon Khan,4,19411,77646
204,205,205,James Driscoll,26,19254,500624
205,206,206,Brian Stuard,28,19160,536497
206,207,207,K.T. Kim,2,19051,38102
207,T208,T208,Danny Chia,1,19046,19046
208,T208,T208,Zane Scotland,1,19046,19046
209,210,210,Mark Hensby,12,19032,228384
210,211,211,Nicholas Thompson,29,18843,546475
211,212,212,Craig Barlow,10,18462,184621
212,213,213,Peter Senior,1,18047,18047
213,214,214,Steve Flesch,25,17614,440374
214,215,215,James Nitties,30,17501,525033
215,216,216,Bobby Gates,2,17361,34722
216,217,217,Toru Taniguchi,2,17359,34719
217,218,218,Mathew Goggin,28,17269,483537
218,219,219,Brett Quigley,29,17148,497296
219,T220,T220,Hirofumi Miyase,1,17126,17126
220,T220,T220,Steven Tiley,1,17126,17126
221,222,222,Skip Kendall,18,16913,304439
222,223,223,Shane Lowry,2,16895,33791
223,224,224,Jay Williamson,24,16854,404497
224,225,225,Andrew Coltart,1,16742,16742
225,226,226,Chris DiMarco,25,16368,409205
226,227,227,Thomas Aiken,1,16358,16358
227,228,228,Tim Herron,24,16312,391502
228,229,229,Seung-Yul Noh,5,16284,81422
229,230,230,Fredrik Andersson Hed,2,15921,31842
230,231,231,Steve Wheatcroft,27,15133,408595
231,232,232,Garth Mulroy,19,15111,287117
232,233,233,Michael Bradley,24,15035,360844
233,234,234,Ryo Ishikawa,10,14917,149179
234,235,235,Mathias Grönberg,22,14642,322130
235,236,236,Danny Wax,1,14450,14450
236,237,237,Kyle Stanley,3,14363,43090
237,238,238,Shane Bertsch,4,14276,57107
238,239,239,Roger Tambellini,26,14259,370735
239,240,240,Rob Labritz,1,14150,14150
240,241,241,Jason Schultz,1,13845,13845
241,242,242,Cameron Tringale,22,13755,302618
242,243,243,Sam Saunders,7,13603,95226
243,244,244,Jeff Klauk,13,13359,173676
244,245,245,Jeff Burns,1,13237,13237
245,246,246,Matthew Richardson,1,13023,13023
246,247,247,Fred Funk,6,12967,77802
247,248,248,Santiago Luna,1,12960,12960
248,249,249,Matt Weibring,10,12832,128328
249,250,250,Jon Mills,1,12818,12818
250,251,251,"Jerry Richardson, Jr.",1,12724,12724
251,252,252,Robert Gamez,8,12712,101700
252,253,253,Frank Lickliter II,6,12453,74720
253,254,254,Gonzalo Fernandez-Castaño,3,12377,37133
254,255,255,Thongchai Jaidee,8,12335,98685
255,256,256,Ty Tryon,1,12293,12293
256,257,257,Martin Flores,26,12256,318673
257,258,258,Alexandre Rocha,1,12040,12040
258,259,259,Gary Woodland,8,11976,95815
259,260,260,Harrison Frazar,17,11840,201280
260,261,261,Cliff Kresge,17,11740,199584
261,262,262,Rich Beem,11,11716,128877
262,263,263,Jason Preeo,1,11707,11707
263,264,264,Rod Pampling,26,11510,299263
264,265,265,Glen Day,13,11367,147776
265,266,266,Jamie Lovemark,4,11350,45400
266,267,267,Carlos Franco,11,11202,123231
267,268,268,Casey Wittenberg,1,11200,11200
268,269,269,Benjamin Fox,3,11180,33540
269,270,270,Daniel Chopra,28,11121,311405
270,271,271,Erik Compton,7,11035,77245
271,272,272,Marco Dawson,10,10816,108160
272,273,273,Seungsu Han,1,10812,10812
273,274,274,Tim Wilkinson,15,10713,160705
274,275,275,Andrew Svoboda,1,10556,10556
275,276,276,Omar Uresti,27,10498,283455
276,277,277,Colin Montgomerie,3,10325,30977
277,278,278,Ted Purdy,30,10255,307677
278,279,279,Mark Anderson,1,10203,10203
279,280,280,Oliver Wilson,9,10080,90721
280,281,281,Greg Owen,27,9956,268835
281,282,282,Kevin Hayashi,1,9900,9900
282,283,283,Blake Trimble,1,9752,9752
283,284,284,Paul Azinger,1,9486,9486
284,T285,T285,Daniel Barbetti,1,9481,9481
285,T285,T285,Peter Gustafsson,1,9481,9481
286,287,287,Michael O'Neal,2,9212,18424
287,288,288,Guy Boros,6,9138,54832
288,289,289,Yuta Ikeda,11,8951,98463
289,290,290,Mike Small,8,8708,69665
290,291,291,Drew Weaver,2,8682,17365
291,292,292,Billy Hurley III,1,8560,8560
292,293,293,Warren Schutte,1,8471,8471
293,294,294,Gareth Maybin,2,8336,16672
294,295,295,Henrik Bjornstad,26,8304,215912
295,296,296,Ross McGowan,6,8120,48722
296,297,297,Dicky Pride,5,8024,40120
297,298,298,John Daly,20,7929,158586
298,299,299,Erick Justesen,2,7825,15651
299,300,300,Jason Gore,10,7721,77212
300,301,301,Grégory Bourdy,2,7612,15225
301,302,302,Rich Barcelo,25,7555,188891
302,303,303,Chez Reavie,15,7532,112993
303,304,304,Mark Calcavecchia,16,7498,119980
304,305,305,Rhys Davies,4,7190,28761
305,306,306,Craig Bowden,20,7046,140935
306,307,307,Ross Fisher,10,6658,66581
307,308,308,Jonathan Kaye,6,6498,38989
308,309,309,Thomas Levet,2,6480,12960
309,310,310,Fran Quinn,7,6442,45096
310,311,311,Phil Schmitt,2,6272,12544
311,312,312,Jim Carter,5,5857,29285
312,313,313,Pablo Martin Benavides,2,5853,11707
313,314,314,Chris Rogers,2,5852,11704
314,315,315,John Morse,5,5799,28998
315,316,316,Shigeki Maruyama,4,5610,22440
316,317,317,Ryuichi Oda,2,5582,11165
317,318,318,Brenden Pappas,24,5566,133584
318,319,319,Alex Hamilton,2,5417,10835
319,320,320,John Huston,13,5326,69248
320,321,321,David Lutterus,25,4926,123169
321,322,322,Phil Tataurangi,4,4862,19449
322,323,323,Vance Veazey,23,4842,111369
323,324,324,Steve Lowery,25,4744,118602
324,325,325,Manuel Villegas,2,4740,9481
325,326,326,Hiroyuki Fujita,4,4592,18368
326,327,327,Tom Byrum,3,4473,13420
327,328,328,Robert Damron,4,4361,17446
328,329,329,Jerod Turner,21,4349,91343
329,330,330,Jeff Gove,22,4188,92155
330,331,331,Eric Axley,6,4020,24124
331,332,332,Todd Hamilton,20,3880,77608
332,333,333,Len Mattiace,6,3700,22200
333,334,334,Aaron Goldberg,3,3538,10615
334,335,335,Michael Clark II,6,3507,21044
335,336,336,Chris Baryla,7,3464,24254
336,337,337,Brent Delahoussaye,21,3319,69708
337,338,338,Mark Brooks,14,3311,46360
338,339,339,Willie Wood,2,3270,6540
339,340,340,Robin Freeman,4,3265,13062
340,341,341,J.L. Lewis,4,3240,12960
341,342,342,Justin Bolli,23,3216,73990
342,343,343,Brad Adamonis,4,3015,12060
343,344,344,Chris Wilson,26,2941,76481
344,345,345,Kevin Johnson,26,2684,69806
345,346,346,Parker McLachlin,20,2664,53291
346,347,347,Andrew McLardy,21,2528,53106
347,348,348,Brad Faxon,23,2412,55482
348,349,349,Greg Kraft,22,2371,52176
349,350,350,Chris Smith,10,2340,23400
350,351,351,Tommy Armour III,5,2226,11130
351,352,352,"Jim Gallagher, Jr.",3,2184,6552
352,353,353,Jesper Parnevik,5,1833,9165
353,354,354,Spike McRoy,4,1710,6840
354,355,355,Matt Hill,5,1461,7305
355,356,356,Marc Turnesa,7,1451,10158
