,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,1,1,Jim Furyk,21,3.0
1,T2,T2,Ernie Els,20,2.0
2,T2,T2,Bill Haas,25,2.0
3,T2,T2,Dustin Johnson,23,2.0
4,T2,T2,Hunter Mahan,25,2.0
5,T2,T2,Justin Rose,22,2.0
6,T2,T2,Steve Stricker,19,2.0
7,T8,T8,Stuart Appleby,31,1.0
8,T8,T8,Arjun Atwal,13,1.0
9,T8,T8,Cameron Beckman,25,1.0
10,T8,T8,Matt Bettencourt,32,1.0
11,T8,T8,Jason Bohn,25,1.0
12,T8,T8,Jonathan Byrd,26,1.0
13,T8,T8,Tim Clark,24,1.0
14,T8,T8,Ben Crane,24,1.0
15,T8,T8,Jason Day,24,1.0
16,T8,T8,Robert Garrigus,22,1.0
17,T8,T8,Charley Hoffman,24,1.0
18,T8,T8,Zach Johnson,25,1.0
19,T8,T8,Martin Kaymer,10,1.0
20,T8,T8,Anthony Kim,14,1.0
21,T8,T8,Matt Kuchar,26,1.0
22,T8,T8,Derek Lamely,28,1.0
23,T8,T8,Bill Lunde,28,1.0
24,T8,T8,Graeme McDowell,10,1.0
25,T8,T8,Rory McIlroy,16,1.0
26,T8,T8,Rocco Mediate,25,1.0
27,T8,T8,Phil Mickelson,20,1.0
28,T8,T8,Geoff Ogilvy,19,1.0
29,T8,T8,Louis Oosthuizen,5,1.0
30,T8,T8,Ryan Palmer,27,1.0
31,T8,T8,Carl Pettersson,29,1.0
32,T8,T8,Ian Poulter,15,1.0
33,T8,T8,Adam Scott,20,1.0
34,T8,T8,Heath Slocum,25,1.0
35,T8,T8,Camilo Villegas,20,1.0
36,T8,T8,Bubba Watson,22,1.0
37,T8,T8,Lee Westwood,11,1.0
38,T39,T39,Jamie Abbott,1,
39,T39,T39,Pablo Acuna,0,
40,T39,T39,Brad Adamonis,4,
41,T39,T39,Blake Adams,26,
42,T39,T39,Joe Affrunti,1,
43,T39,T39,Thomas Aiken,1,
44,T39,T39,Steven Alker,0,
45,T39,T39,Steve Allan,2,
46,T39,T39,Michael Allen,17,
47,T39,T39,Robert Allenby,22,
48,T39,T39,Jason Allred,1,
49,T39,T39,Max Alverio,1,
50,T39,T39,Stephen Ames,23,
51,T39,T39,Byeong Hun An,8,
52,T39,T39,Fredrik Andersson Hed,2,
53,T39,T39,Mark Anderson,1,
54,T39,T39,Billy Andrade,1,
55,T39,T39,Darren Angel,0,
56,T39,T39,Kiradech Aphibarnrat,0,
57,T39,T39,Philip Archer,1,
58,T39,T39,Tommy Armour III,5,
59,T39,T39,Ryan Armour,1,
60,T39,T39,Woody Austin,29,
61,T39,T39,Eric Axley,6,
62,T39,T39,Paul Azinger,1,
63,T39,T39,Ryan Baca,1,
64,T39,T39,Aaron Baddeley,26,
65,T39,T39,Sangmoon Bae,0,
66,T39,T39,Todd Bailey,0,
67,T39,T39,Briny Baird,28,
68,T39,T39,Chris Baker,0,
69,T39,T39,Chase Baldwin,1,
70,T39,T39,Daniel Balin,1,
71,T39,T39,Daniel Barbetti,1,
72,T39,T39,Rich Barcelo,25,
73,T39,T39,Andy Bare,0,
74,T39,T39,Craig Barlow,10,
75,T39,T39,Ricky Barnes,28,
76,T39,T39,Kurt Barnes,1,
77,T39,T39,Jonathan Bartlett,1,
78,T39,T39,Chris Baryla,7,
79,T39,T39,Brian Bateman,4,
80,T39,T39,Ben Bates,1,
81,T39,T39,Rich Beem,11,
82,T39,T39,Notah Begay III,9,
83,T39,T39,Camilo Benedetti,0,
84,T39,T39,Brad Benjamin,2,
85,T39,T39,Ryan Benzel,1,
86,T39,T39,Travis Bertoni,0,
87,T39,T39,Shane Bertsch,4,
88,T39,T39,John Bierkan,1,
89,T39,T39,Tommy Biershenk,0,
90,T39,T39,Thomas Bjørn,1,
91,T39,T39,Henrik Bjornstad,26,
92,T39,T39,Ronnie Black,1,
93,T39,T39,Bennett Blakeman,1,
94,T39,T39,Kris Blanks,30,
95,T39,T39,Jonas Blixt,0,
96,T39,T39,Johnny Bloomfield,1,
97,T39,T39,Adam Blyth,0,
98,T39,T39,Justin Bolli,23,
99,T39,T39,Guy Boros,6,
100,T39,T39,Ben Boudreau,1,
101,T39,T39,Grégory Bourdy,2,
102,T39,T39,Craig Bowden,20,
103,T39,T39,Gary Boyd,1,
104,T39,T39,Michael Bradley,24,
105,T39,T39,Joseph Bramlett,2,
106,T39,T39,Jimmy Brandt,0,
107,T39,T39,David Branshaw,0,
108,T39,T39,Mark Brooks,14,
109,T39,T39,Ted Brown,1,
110,T39,T39,Scott Brown,0,
111,T39,T39,Christopher Brown,1,
112,T39,T39,Dave Bunker,1,
113,T39,T39,Cam Burke,1,
114,T39,T39,Bob Burns,1,
115,T39,T39,Jeff Burns,1,
116,T39,T39,Tom Byrum,3,
117,T39,T39,Ángel Cabrera,19,
118,T39,T39,Rafa Cabrera Bello,1,
119,T39,T39,Mark Calcavecchia,16,
120,T39,T39,Chad Campbell,28,
121,T39,T39,Michael Campbell,3,
122,T39,T39,Jorge Campillo,1,
123,T39,T39,Rafael Campos,1,
124,T39,T39,Alejandro Cañizares,2,
125,T39,T39,Laurie Canter,1,
126,T39,T39,Jason Caron,1,
127,T39,T39,Jim Carter,5,
128,T39,T39,Greg Casagranda,1,
129,T39,T39,Paul Casey,17,
130,T39,T39,Roberto Castro,0,
131,T39,T39,Bud Cauley,1,
132,T39,T39,Alex Cejka,28,
133,T39,T39,Greg Chalmers,27,
134,T39,T39,Kevin Chappell,2,
135,T39,T39,Danny Chia,1,
136,T39,T39,John Chin,1,
137,T39,T39,K.J. Choi,22,
138,T39,T39,Daniel Chopra,28,
139,T39,T39,Eric Chun,1,
140,T39,T39,Stewart Cink,23,
141,T39,T39,Bobby Clampett,1,
142,T39,T39,Michael Clark II,6,
143,T39,T39,Gary Clark,1,
144,T39,T39,Darren Clarke,2,
145,T39,T39,Will Claxton,0,
146,T39,T39,Keith Clearwater,1,
147,T39,T39,Rocky Cleland,1,
148,T39,T39,Gavin Coles,0,
149,T39,T39,Chad Collins,26,
150,T39,T39,Wil Collins,1,
151,T39,T39,Andrew Coltart,1,
152,T39,T39,Erik Compton,7,
153,T39,T39,Carlos Concha,1,
154,T39,T39,Michael Connell,25,
155,T39,T39,John Cook,0,
156,T39,T39,César Costilla,1,
157,T39,T39,Chris Couch,23,
158,T39,T39,Fred Couples,7,
159,T39,T39,Casey Crain,0,
160,T39,T39,Ben Crenshaw,1,
161,T39,T39,Josh Cunliffe,1,
162,T39,T39,Jon Curran,1,
163,T39,T39,Ben Curtis,24,
164,T39,T39,John Daly,20,
165,T39,T39,Robert Damron,4,
166,T39,T39,Steve Dartnall,0,
167,T39,T39,Matt Davidson,0,
168,T39,T39,Rhys Davies,4,
169,T39,T39,Guillermo Davila,1,
170,T39,T39,Brian Davis,32,
171,T39,T39,Marco Dawson,10,
172,T39,T39,Glen Day,13,
173,T39,T39,Brendon de Jonge,32,
174,T39,T39,Graham DeLaet,28,
175,T39,T39,Brent Delahoussaye,21,
176,T39,T39,Jay Delsing,4,
177,T39,T39,Chris DiMarco,25,
178,T39,T39,Andrew Dodt,0,
179,T39,T39,Luke Donald,20,
180,T39,T39,Nick Dougherty,1,
181,T39,T39,Bradley Dredge,1,
182,T39,T39,James Driscoll,26,
183,T39,T39,Victor Dubuisson,1,
184,T39,T39,Jason Dufner,25,
185,T39,T39,Ken Duke,5,
186,T39,T39,Brian Duncan,1,
187,T39,T39,Joe Durant,19,
188,T39,T39,David Duval,24,
189,T39,T39,Simon Dyson,8,
190,T39,T39,Rafael Echenique,1,
191,T39,T39,Simon Edwards,1,
192,T39,T39,Kent Eger,1,
193,T39,T39,Steve Elkington,22,
194,T39,T39,John Ellis,1,
195,T39,T39,Chris Epperson,0,
196,T39,T39,Bob Estes,26,
197,T39,T39,Barry Evans,1,
198,T39,T39,Matt Every,18,
199,T39,T39,Nick Faldo,1,
200,T39,T39,Matt Fast,1,
201,T39,T39,Brad Faxon,23,
202,T39,T39,Gonzalo Fernandez-Castaño,3,
203,T39,T39,Darren Fichardt,1,
204,T39,T39,Todd Fischer,1,
205,T39,T39,Trevor Fisher Jr,1,
206,T39,T39,Ross Fisher,10,
207,T39,T39,Steve Flesch,25,
208,T39,T39,Kyle Flinton,1,
209,T39,T39,Martin Flores,26,
210,T39,T39,Rickie Fowler,28,
211,T39,T39,Benjamin Fox,3,
212,T39,T39,Philip Francis,1,
213,T39,T39,Carlos Franco,11,
214,T39,T39,Marcus Fraser,1,
215,T39,T39,Harrison Frazar,17,
216,T39,T39,Robin Freeman,4,
217,T39,T39,David Frost,1,
218,T39,T39,Tadd Fujikawa,1,
219,T39,T39,Hiroyuki Fujita,4,
220,T39,T39,Fred Funk,6,
221,T39,T39,Stephen Gallacher,2,
222,T39,T39,"Jim Gallagher, Jr.",3,
223,T39,T39,Robert Gamez,8,
224,T39,T39,Rahil Gangjee,0,
225,T39,T39,Stephen Gangluff,0,
226,T39,T39,Sergio Garcia,15,
227,T39,T39,Scott Gardiner,0,
228,T39,T39,Ignacio Garrido,1,
229,T39,T39,Ryan Garrity,2,
230,T39,T39,Dustin Garza,1,
231,T39,T39,Bobby Gates,2,
232,T39,T39,Brian Gay,30,
233,T39,T39,Elliot Gealy,0,
234,T39,T39,Josh Geary,0,
235,T39,T39,Judd Gibb,1,
236,T39,T39,Brendan Gielow,1,
237,T39,T39,Matthew Giles,0,
238,T39,T39,Derek Gillespie,1,
239,T39,T39,Tom Gillis,27,
240,T39,T39,Tom Gleeton,1,
241,T39,T39,Lucas Glover,23,
242,T39,T39,Mathew Goggin,28,
243,T39,T39,Aaron Goldberg,3,
244,T39,T39,Ernie Gonzalez,2,
245,T39,T39,Andres Gonzales,0,
246,T39,T39,Retief Goosen,19,
247,T39,T39,Scott Gordon,0,
248,T39,T39,Jason Gore,10,
249,T39,T39,David Gossett,1,
250,T39,T39,Jeff Gove,22,
251,T39,T39,Tano Goya,1,
252,T39,T39,Paul Goydos,25,
253,T39,T39,Richard Green,0,
254,T39,T39,Nathan Green,27,
255,T39,T39,Mathias Grönberg,22,
256,T39,T39,Rob Grube,1,
257,T39,T39,Estanislao Guerrero,1,
258,T39,T39,Bret Guetz,1,
259,T39,T39,Peter Gustafsson,1,
260,T39,T39,Jay Haas,1,
261,T39,T39,Mark Haastrup,1,
262,T39,T39,Adam Hadwin,1,
263,T39,T39,James Hahn,0,
264,T39,T39,Gavin Hall,1,
265,T39,T39,Todd Hamilton,20,
266,T39,T39,Alex Hamilton,2,
267,T39,T39,Travis Hampshire,1,
268,T39,T39,Seungsu Han,1,
269,T39,T39,Chang-won Han,1,
270,T39,T39,Anders Hansen,6,
271,T39,T39,Soren Hansen,7,
272,T39,T39,Peter Hanson,7,
273,T39,T39,Brian Harman,1,
274,T39,T39,Padraig Harrington,18,
275,T39,T39,Ty Harris,1,
276,T39,T39,Tyrrell Hatton,1,
277,T39,T39,Grégory Havret,2,
278,T39,T39,Kevin Hayashi,1,
279,T39,T39,J.P. Hayes,25,
280,T39,T39,David Hearn,1,
281,T39,T39,Scott Hebert,1,
282,T39,T39,Mike Heinen,1,
283,T39,T39,Bob Heintz,3,
284,T39,T39,Mike Hendry,0,
285,T39,T39,Nolan Henke,1,
286,T39,T39,Russell Henley,1,
287,T39,T39,J.J. Henry,27,
288,T39,T39,Mark Hensby,12,
289,T39,T39,Jim Herman,1,
290,T39,T39,Tim Herron,24,
291,T39,T39,Luke Hickmott,0,
292,T39,T39,Justin Hicks,0,
293,T39,T39,Jason Hill,0,
294,T39,T39,Matt Hill,5,
295,T39,T39,Tetsuji Hiratsuka,1,
296,T39,T39,Morgan Hoffmann,1,
297,T39,T39,Steve Holmes,1,
298,T39,T39,J.B. Holmes,26,
299,T39,T39,Billy Horschel,4,
300,T39,T39,David Horsey,2,
301,T39,T39,Charles Howell III,28,
302,T39,T39,Jean Hugo,1,
303,T39,T39,Billy Hurley III,1,
304,T39,T39,Shaaban Hussin,0,
305,T39,T39,John Huston,13,
306,T39,T39,Bobby Hutcherson,1,
307,T39,T39,David Hutsell,1,
308,T39,T39,Yuta Ikeda,11,
309,T39,T39,Mikko Ilonen,1,
310,T39,T39,Ryuji Imada,28,
311,T39,T39,Trevor Immelman,19,
312,T39,T39,Stu Ingraham,1,
313,T39,T39,Ryo Ishikawa,10,
314,T39,T39,Peter Jacobsen,0,
315,T39,T39,Freddie Jacobson,24,
316,T39,T39,Raphael Jacquelin,1,
317,T39,T39,Thongchai Jaidee,8,
318,T39,T39,Lee Janzen,26,
319,T39,T39,Barrett Jarosch,1,
320,T39,T39,Shawn Jasper,0,
321,T39,T39,Jin Jeong,1,
322,T39,T39,Marty Jertson,1,
323,T39,T39,Miguel Angel Jiménez,7,
324,T39,T39,Brandt Jobe,1,
325,T39,T39,Kevin Johnson,26,
326,T39,T39,Richard Johnson,27,
327,T39,T39,Kent Jones,9,
328,T39,T39,Brendan Jones,0,
329,T39,T39,Matt Jones,27,
330,T39,T39,Michael Jonzon,1,
331,T39,T39,Pariya Junhasavasdikul,0,
332,T39,T39,Erick Justesen,2,
333,T39,T39,Sung Kang,0,
334,T39,T39,Kang-Chun Wu,0,
335,T39,T39,Shiv Kapur,1,
336,T39,T39,Rikard Karlberg,1,
337,T39,T39,Robert Karlsson,11,
338,T39,T39,Shingo Katayama,1,
339,T39,T39,Jonathan Kaye,6,
340,T39,T39,Thomas Kearney,1,
341,T39,T39,Jerry Kelly,29,
342,T39,T39,Skip Kendall,18,
343,T39,T39,Tanner Kesterson,1,
344,T39,T39,Mike Keymont,1,
345,T39,T39,Simon Khan,4,
346,T39,T39,J.J. Killeen,0,
347,T39,T39,K.T. Kim,2,
348,T39,T39,Kenny Kim,2,
349,T39,T39,Sunny Kim,1,
350,T39,T39,Bio Kim,0,
351,T39,T39,James Kingston,1,
352,T39,T39,Chris Kirk,1,
353,T39,T39,Tom Kite,1,
354,T39,T39,Søren Kjeldsen,7,
355,T39,T39,Jeff Klauk,13,
356,T39,T39,Colt Knost,1,
357,T39,T39,Jason Kokrak,0,
358,T39,T39,Greg Kraft,22,
359,T39,T39,Cliff Kresge,17,
360,T39,T39,T.J. Kua,1,
361,T39,T39,Rob Labritz,1,
362,T39,T39,Martin Laird,26,
363,T39,T39,Chih-Bing Lam,0,
364,T39,T39,Bernhard Langer,1,
365,T39,T39,Scott Langley,1,
366,T39,T39,José Manuel Lara,1,
367,T39,T39,Seath Lauer,0,
368,T39,T39,Paul Lawrie,1,
369,T39,T39,Grant Leaver,1,
370,T39,T39,Brett Lederer,1,
371,T39,T39,Won Joon Lee,0,
372,T39,T39,Seong Ho Lee,0,
373,T39,T39,Danny Lee,2,
374,T39,T39,Richard Lee,0,
375,T39,T39,Lucas Lee,1,
376,T39,T39,Beonyeong Lee,1,
377,T39,T39,Richard Lee,0,
378,T39,T39,Tom Lehman,9,
379,T39,T39,Marc Leishman,26,
380,T39,T39,Tyler Leon,0,
381,T39,T39,Hugo León,1,
382,T39,T39,Justin Leonard,27,
383,T39,T39,Michael Letzig,27,
384,T39,T39,Thomas Levet,2,
385,T39,T39,Spencer Levin,31,
386,T39,T39,J.L. Lewis,4,
387,T39,T39,Chao Li,0,
388,T39,T39,WC Liang,4,
389,T39,T39,Frank Lickliter II,6,
390,T39,T39,David Lingmerth,0,
391,T39,T39,Luke List,1,
392,T39,T39,John Little II,1,
393,T39,T39,Edward Loar,0,
394,T39,T39,Peter Lonard,0,
395,T39,T39,Davis Love III,24,
396,T39,T39,Jamie Lovemark,4,
397,T39,T39,Mitch Lowe,3,
398,T39,T39,Cortland Lowe,1,
399,T39,T39,Steve Lowery,25,
400,T39,T39,Shane Lowry,2,
401,T39,T39,Jean-Francois Lucquin,1,
402,T39,T39,Santiago Luna,1,
403,T39,T39,David Lutterus,25,
404,T39,T39,Sandy Lyle,3,
405,T39,T39,Jarrod Lyle,18,
406,T39,T39,Will MacKenzie,23,
407,T39,T39,Brock Mackenzie,1,
408,T39,T39,Andrew Magee,1,
409,T39,T39,Jeff Maggert,28,
410,T39,T39,Gregor Main,1,
411,T39,T39,John Mallinger,29,
412,T39,T39,Mardan Mamat,0,
413,T39,T39,Matteo Manassero,1,
414,T39,T39,Chris Marin,1,
415,T39,T39,Steve Marino,24,
416,T39,T39,Braxton Marquez,1,
417,T39,T39,Pablo Martin Benavides,2,
418,T39,T39,Ben Martin,2,
419,T39,T39,Alex Martin,1,
420,T39,T39,Shigeki Maruyama,4,
421,T39,T39,Daisuke Maruyama,1,
422,T39,T39,Nick Mason,1,
423,T39,T39,Dick Mast,2,
424,T39,T39,Michio Matsumura,0,
425,T39,T39,Troy Matteson,28,
426,T39,T39,Andy Matthews,2,
427,T39,T39,Len Mattiace,6,
428,T39,T39,Gareth Maybin,2,
429,T39,T39,Billy Mayfair,26,
430,T39,T39,Blaine McCallister,1,
431,T39,T39,Scott McCarron,29,
432,T39,T39,Dan McCarthy,1,
433,T39,T39,Robert McClellan,1,
434,T39,T39,William McGirt,1,
435,T39,T39,Jim McGovern,3,
436,T39,T39,Ross McGowan,6,
437,T39,T39,David McKenzie,0,
438,T39,T39,Parker McLachlin,20,
439,T39,T39,Andrew McLardy,21,
440,T39,T39,George McNeill,28,
441,T39,T39,Matt McQuillan,0,
442,T39,T39,Spike McRoy,4,
443,T39,T39,Scott Medlin,1,
444,T39,T39,John Merrick,31,
445,T39,T39,Troy Merritt,29,
446,T39,T39,Shaun Micheel,21,
447,T39,T39,Daniel Miernicki,1,
448,T39,T39,Zack Miller,0,
449,T39,T39,Jon Mills,1,
450,T39,T39,Daniel Mitchell,1,
451,T39,T39,Katsumasa Miyamoto,2,
452,T39,T39,Hirofumi Miyase,1,
453,T39,T39,Larry Mize,1,
454,T39,T39,Bryce Molder,26,
455,T39,T39,Edoardo Molinari,8,
456,T39,T39,Francesco Molinari,8,
457,T39,T39,Colin Montgomerie,3,
458,T39,T39,Patrick Moore,4,
459,T39,T39,Ryan Moore,24,
460,T39,T39,Erick Morales,1,
461,T39,T39,Scott Moran,1,
462,T39,T39,Colm Moriarty,1,
463,T39,T39,David Morland IV,2,
464,T39,T39,James Morrison,1,
465,T39,T39,John Morse,5,
466,T39,T39,Rob Moss,1,
467,T39,T39,Perry Moss,1,
468,T39,T39,Garth Mulroy,19,
469,T39,T39,Kevin Na,26,
470,T39,T39,Patrick Nagle,0,
471,T39,T39,Chris Nallen,0,
472,T39,T39,James Nitties,30,
473,T39,T39,Seung-Yul Noh,5,
474,T39,T39,Alex Noren,3,
475,T39,,Greg Norman,0,
476,T39,T39,Sean O'Hair,25,
477,T39,T39,Nick O'Hern,11,
478,T39,T39,Mark O'Meara,3,
479,T39,T39,Michael O'Neal,2,
480,T39,T39,Ryuichi Oda,2,
481,T39,T39,Koumei Oda,2,
482,T39,T39,Joe Ogilvie,32,
483,T39,T39,David Ogrin,1,
484,T39,T39,Ted Oh,0,
485,T39,T39,Keith Ohr,1,
486,T39,T39,Eddie Olson,1,
487,T39,T39,Eric Onesi,0,
488,T39,T39,Pedro Oriol,1,
489,T39,T39,Hennie Otto,1,
490,T39,T39,Jeff Overton,26,
491,T39,T39,Greg Owen,27,
492,T39,T39,Rod Pampling,26,
493,T39,T39,Deane Pappas,2,
494,T39,T39,Brenden Pappas,24,
495,T39,T39,Troy Pare,1,
496,T39,T39,Jae-bum Park,1,
497,T39,T39,Blake Parks,0,
498,T39,T39,Jesper Parnevik,5,
499,T39,T39,Tim Parun,1,
500,T39,T39,Jerry Pate,1,
501,T39,T39,Steve Pate,1,
502,T39,T39,Corey Pavin,8,
503,T39,T39,Jordan Payne,1,
504,T39,T39,Jeff Peck,1,
505,T39,T39,Blaine Peffley,1,
506,T39,T39,David Peoples,1,
507,T39,T39,Cameron Percy,25,
508,T39,T39,Pat Perez,27,
509,T39,T39,Mike Perez,1,
510,T39,T39,Tom Pernice Jr.,22,
511,T39,T39,Kenny Perry,20,
512,T39,T39,Rod Perry,2,
513,T39,T39,Tim Petrovic,32,
514,T39,T39,Kevin Phelan,1,
515,T39,T39,Scott Piercy,28,
516,T39,T39,Terry Pilkadaris,1,
517,T39,T39,D.A. Points,29,
518,T39,T39,Ewan Porter,1,
519,T39,T39,Jason Preeo,1,
520,T39,T39,Alistair Presnell,1,
521,T39,T39,Nick Price,0,
522,T39,T39,Aron Price,22,
523,T39,T39,Dicky Pride,5,
524,T39,T39,Alex Prugh,28,
525,T39,T39,Ted Purdy,30,
526,T39,T39,Jeff Puska,1,
527,T39,T39,Michael Putnam,1,
528,T39,T39,Andrew Putnam,1,
529,T39,T39,Brett Quigley,29,
530,T39,T39,Fran Quinn,7,
531,T39,T39,Jeff Quinney,29,
532,T39,T39,Alvaro Quiros,9,
533,T39,T39,Alex Quiroz,1,
534,T39,T39,Siddikur Rahman,0,
535,T39,T39,Richie Ramsay,0,
536,T39,T39,Jonathan Randolph,1,
537,T39,T39,Clayton Rask,0,
538,T39,T39,Chez Reavie,15,
539,T39,T39,Jim Renner,0,
540,T39,T39,Matthew Richardson,1,
541,T39,T39,"Jerry Richardson, Jr.",1,
542,T39,T39,Tag Ridings,1,
543,T39,T39,John Riegger,0,
544,T39,T39,Chris Riley,24,
545,T39,T39,Willis Ring,2,
546,T39,T39,Loren Roberts,1,
547,T39,T39,David Robinson,0,
548,T39,T39,Alexandre Rocha,1,
549,T39,T39,Robert Rock,1,
550,T39,T39,Chris Rogers,2,
551,T39,T39,John Rollins,26,
552,T39,T39,Andres Romero,21,
553,T39,T39,Christopher Ross,1,
554,T39,T39,Brian Rowell,1,
555,T39,T39,Mike Ruiz,0,
556,T39,T39,Jim Rutledge,1,
557,T39,T39,Rory Sabbatini,26,
558,T39,T39,James Sacheck,0,
559,T39,T39,Curt Sanders,1,
560,T39,T39,Julio Santos,1,
561,T39,T39,Sam Saunders,7,
562,T39,T39,Kevin Savage,1,
563,T39,T39,Tom Scherrer,1,
564,T39,T39,Phil Schmitt,2,
565,T39,T39,Jason Schmuhl,2,
566,T39,T39,Jason Schultz,1,
567,T39,T39,David Schultz,1,
568,T39,T39,Warren Schutte,1,
