,Career_Earnings_RANK THIS WEEK,Career_Earnings_RANK LAST WEEK,Career_Earnings_PLAYER NAME,Career_Earnings_MONEY
774,T775,T775,Danny Chia,19046
775,T775,T775,Zane Scotland,19046
776,777,777,Chris Starkjohann,18893
777,778,778,Manuel Villegas,18845
778,779,779,Pablo Larrazabal,18686
779,780,780,Michael O'Neal,18424
780,781,781,Phil Schmitt,18004
781,782,782,Keoke Cotner,18000
782,783,783,Drew Weaver,17366
783,784,784,Steven Tiley,17126
784,785,785,David Drysdale,17013
785,786,786,Chih-Bing Lam,16787
786,787,787,Christian Cévaër,16760
787,788,788,Gareth Maybin,16672
788,789,789,Erick Justesen,15651
789,790,790,Robert Floyd,15264
790,791,791,Daniel Gaunt,15140
791,792,792,Alan Wagner,14700
792,793,793,Danny Wax,14450
793,794,794,José de Jesús Rodríguez,14400
794,795,795,Justin Hicks,14306
795,796,796,Rob Labritz,14150
796,797,797,Gregory Bisconti,13600
797,798,798,Grant Sturgeon,13300
798,799,799,Jeff Burns,13237
799,800,800,Rodney Butcher,13131
800,801,801,Matthew Richardson,13023
801,802,802,Ryan Benzel,12900
802,803,803,"Jerry Richardson, Jr.",12725
803,804,804,Luke List,12600
804,805,805,Tom Gleeton,12344
805,806,806,Alexandre Rocha,12040
806,807,807,Matt Harmon,11893
807,808,808,Matthew Loving,11712
808,809,809,Jason Preeo,11707
809,810,810,Chris Rogers,11704
810,811,811,Fernando Mechereffe,11271
811,812,812,Ryuichi Oda,11165
812,813,813,Colby Beckstrom,11095
813,814,814,Alex Hamilton,10836
814,815,815,Seungsu Han,10812
815,816,816,Aaron Goldberg,10615
816,817,817,Bryan DeCorso,10600
817,818,818,Lucas Lee,10251
818,819,819,Mark Anderson,10203
819,820,820,Darren Fichardt,10133
820,821,821,Junpei Takayama,9936
821,822,822,Kevin Hayashi,9900
822,823,823,Blake Trimble,9752
823,824,824,Camilo Benedetti,9600
824,T825,T825,Daniel Barbetti,9481
825,T825,T825,Peter Gustafsson,9481
826,827,827,Cortland Lowe,9434
827,T828,T828,Felipe Aguilar,9364
828,T828,T828,Tano Goya,9364
829,830,830,Gary Clark,9131
830,831,831,Brady Schnell,9102
831,832,832,Dustin Risdon,9100
832,833,833,Anthony Kang,8863
833,834,834,Mike Ruiz,8692
834,835,835,Michael Jonzon,8486
835,836,836,Andy Matthews,7700
836,837,837,Ryan Helminen,7360
837,838,838,Miguel Suarez,7350
838,839,839,James Vargas,7344
839,840,840,Matt Hill,7305
840,841,841,Bruce Smith,7240
841,842,842,David Hutsell,6804
842,843,843,Wilfredo Morales,6545
843,844,844,Stu Ingraham,6270
844,845,845,Tom Kalinowski,5330
845,846,846,Scott Hebert,3960
846,847,847,Tony Saraceno,1908
847,848,848,Chad Ginn,1618
