,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,1,1,Matt Kuchar,26,11,1.0,1.0,3.0
1,2,2,Retief Goosen,19,10,,,2.0
2,3,3,Steve Stricker,19,9,2.0,,2.0
3,T4,T4,Bo Van Pelt,28,8,,1.0,3.0
4,T4,T4,Nick Watney,24,8,,,
5,T6,T6,Paul Casey,17,7,,2.0,1.0
6,T6,T6,Tim Clark,24,7,1.0,1.0,
7,T6,T6,Brendon de Jonge,32,7,,,3.0
8,T6,T6,Luke Donald,20,7,,3.0,2.0
9,T6,T6,Ernie Els,20,7,2.0,,2.0
10,T6,T6,Rickie Fowler,28,7,,2.0,1.0
11,T6,T6,Jim Furyk,21,7,3.0,,
12,T6,T6,Dustin Johnson,23,7,2.0,,1.0
13,T6,T6,D.J. Trahan,27,7,,,1.0
14,T6,T6,Camilo Villegas,20,7,1.0,,1.0
15,T16,T16,Ricky Barnes,28,6,,,1.0
16,T16,T16,Charles Howell III,28,6,,,
17,T16,T16,Phil Mickelson,20,6,1.0,1.0,
18,T16,T16,Bryce Molder,26,6,,,
19,T16,T16,Ryan Moore,24,6,,1.0,1.0
20,T16,T16,Jeff Overton,26,6,,3.0,2.0
21,T16,T16,Vaughn Taylor,26,6,,1.0,
22,T16,T16,Lee Westwood,11,6,1.0,2.0,
23,T24,T24,Robert Allenby,22,5,,2.0,1.0
24,T24,T24,Ben Crane,24,5,1.0,,1.0
25,T24,T24,Jason Day,24,5,1.0,1.0,
26,T24,T24,Padraig Harrington,18,5,,,1.0
27,T24,T24,Charley Hoffman,24,5,1.0,,
28,T24,T24,Matt Jones,27,5,,,
29,T24,T24,Rory McIlroy,16,5,1.0,,2.0
30,T24,T24,Ryan Palmer,27,5,1.0,1.0,
31,T24,T24,Heath Slocum,25,5,1.0,,
32,T24,T24,Brandt Snedeker,26,5,,1.0,
33,T24,T24,Kevin Stadler,28,5,,,
34,T24,T24,Kevin Streelman,28,5,,,2.0
35,T36,T36,Jonathan Byrd,26,4,1.0,,
36,T36,T36,Alex Cejka,28,4,,,1.0
37,T36,T36,K.J. Choi,22,4,,1.0,1.0
38,T36,T36,Bill Haas,25,4,2.0,1.0,
39,T36,T36,Ryuji Imada,28,4,,,
40,T36,T36,Martin Kaymer,10,4,1.0,,1.0
41,T36,T36,Anthony Kim,14,4,1.0,1.0,1.0
42,T36,T36,Martin Laird,26,4,,2.0,
43,T36,T36,Kevin Na,26,4,,1.0,1.0
44,T36,T36,Carl Pettersson,29,4,1.0,,
45,T36,T36,Alex Prugh,28,4,,1.0,
46,T36,T36,Justin Rose,22,4,2.0,,1.0
47,T36,T36,Adam Scott,20,4,1.0,,
48,T36,T36,Chris Stroud,27,4,,,
49,T36,T36,Bubba Watson,22,4,1.0,2.0,1.0
50,T36,T36,Charlie Wi,27,4,,,
51,T52,T52,Stuart Appleby,31,3,1.0,,
52,T52,T52,Arjun Atwal,13,3,1.0,,1.0
53,T52,T52,Woody Austin,29,3,,,
54,T52,T52,Cameron Beckman,25,3,1.0,,
55,T52,T52,Kris Blanks,30,3,,1.0,
56,T52,T52,Stewart Cink,23,3,,,
57,T52,T52,Chad Collins,26,3,,,
58,T52,T52,Graham DeLaet,28,3,,,1.0
59,T52,T52,Steve Elkington,22,3,,,
60,T52,T52,Robert Garrigus,22,3,1.0,1.0,
61,T52,T52,Tom Gillis,27,3,,,
62,T52,T52,Lucas Glover,23,3,,,1.0
63,T52,T52,Paul Goydos,25,3,,1.0,
