,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Tom Watson,1,8.7
1,2,2,Blaine McCallister,1,8.6
2,3,3,Omar Uresti,1,8.4
3,4,4,"David Berganio, Jr.",1,8.3
4,5,5,Phil Tataurangi,2,8.2
5,T6,T6,Shane Bertsch,2,8.1
6,T6,T6,Tadd Fujikawa,1,8.1
7,8,8,Jim Furyk,16,8.0
8,9,9,Tiger Woods,11,7.9
9,T10,T10,John Cook,3,7.8
10,T10,T10,Joe Durant,15,7.8
11,T10,T10,Darron Stiles,7,7.8
12,13,13,Tommy Armour III,15,7.7
13,T14,T14,Robert Gamez,12,7.6
14,T14,T14,Andres Romero,1,7.6
15,T14,T14,Heath Slocum,21,7.6
16,T14,T14,Steve Stricker,15,7.6
17,T18,T18,Fred Funk,10,7.5
18,T18,T18,Greg Kraft,5,7.5
19,T18,T18,Kenny Perry,16,7.5
20,T18,T18,Joey Sindelar,12,7.5
21,T18,T18,Jerry Smith,5,7.5
22,T23,T23,Robert Allenby,17,7.4
23,T23,T23,Ryan Armour,20,7.4
24,T23,T23,Jason Bohn,11,7.4
25,T23,T23,Alejandro Cañizares,1,7.4
26,T23,T23,Tim Clark,12,7.4
27,T23,T23,Brian Gay,20,7.4
28,T23,T23,Trevor Immelman,11,7.4
29,T23,T23,Zach Johnson,14,7.4
30,T23,T23,Tom Lehman,10,7.4
31,T23,T23,Hunter Mahan,15,7.4
32,T23,T23,Scott Verplank,14,7.4
33,T34,T34,Michael Allen,14,7.3
34,T34,T34,Stephen Ames,14,7.3
35,T34,T34,Cameron Beckman,18,7.3
36,T34,T34,John Bickerton,1,7.3
37,T34,T34,Mark Brooks,6,7.3
38,T34,T34,Kris Cox,1,7.3
39,T34,T34,Luke Donald,11,7.3
40,T34,T34,Ken Duke,22,7.3
41,T34,T34,Ernie Els,11,7.3
42,T34,T34,John Huston,6,7.3
43,T34,T34,Freddie Jacobson,15,7.3
44,T34,T34,Bernhard Langer,9,7.3
45,T34,T34,Billy Mayfair,16,7.3
46,T34,T34,Shaun Micheel,14,7.3
47,T34,T34,Ryan Moore,16,7.3
48,T34,T34,Chris Smith,3,7.3
49,T34,T34,Chris Stroud,9,7.3
50,T34,T34,Vaughn Taylor,16,7.3
51,T34,T34,David Toms,15,7.3
52,T34,T34,Boo Weekley,16,7.3
53,T54,T54,Briny Baird,25,7.2
54,T54,T54,Chris Baryla,1,7.2
55,T54,T54,Bart Bryant,17,7.2
56,T54,T54,Alex Cejka,16,7.2
57,T54,T54,Nick Flanagan,2,7.2
58,T54,T54,Anders Hansen,6,7.2
59,T54,T54,Jerry Kelly,17,7.2
60,T54,T54,Stephen Leaney,15,7.2
61,T54,T54,Jamie Lovemark,2,7.2
62,T54,T54,Jeff Maggert,15,7.2
63,T54,T54,Yusaku Miyazato,1,7.2
64,T54,T54,Colin Montgomerie,3,7.2
65,T54,T54,Ted Purdy,18,7.2
66,T54,T54,Jeff Sluman,6,7.2
67,T54,T54,Kirk Triplett,12,7.2
68,T54,T54,Jay Williamson,11,7.2
69,T70,T70,Billy Andrade,16,7.1
70,T70,T70,Craig Barlow,10,7.1
71,T70,T70,Craig Bowden,13,7.1
