,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
72,T70,T70,Olin Browne,6,7.1
73,T70,T70,Mark Calcavecchia,16,7.1
74,T70,T70,Chad Campbell,15,7.1
75,T70,T70,Gavin Coles,15,7.1
76,T70,T70,Brian Davis,20,7.1
77,T70,T70,Paul Goydos,11,7.1
78,T70,T70,J.J. Henry,14,7.1
79,T70,T70,Craig Kanada,19,7.1
80,T70,T70,John Mallinger,18,7.1
81,T70,T70,Rocco Mediate,14,7.1
82,T70,T70,Greg Owen,11,7.1
83,T70,T70,Ian Poulter,9,7.1
84,T70,T70,Adam Scott,13,7.1
85,T70,T70,Kevin Stadler,14,7.1
86,T70,T70,Camilo Villegas,15,7.1
87,T70,T70,Garrett Willis,6,7.1
88,T89,T89,Woody Austin,19,7.0
89,T89,T89,Rich Beem,15,7.0
90,T89,T89,Ryan Blaum,1,7.0
91,T89,T89,Tom Byrum,5,7.0
92,T89,T89,Paul Casey,4,7.0
93,T89,T89,José Coceres,8,7.0
94,T89,T89,Bob Estes,15,7.0
95,T89,T89,Steve Flesch,18,7.0
96,T89,T89,Dan Forsman,4,7.0
97,T89,T89,Thongchai Jaidee,2,7.0
98,T89,T89,Colt Knost,3,7.0
99,T89,T89,Matt Kuchar,15,7.0
100,T89,T89,Justin Leonard,17,7.0
101,T89,T89,Davis Love III,11,7.0
102,T89,T89,Geoff Ogilvy,15,7.0
103,T89,T89,Jeff Quinney,18,7.0
104,T89,T89,John Senden,19,7.0
105,T89,T89,Brandt Snedeker,20,7.0
106,T89,T89,D.J. Trahan,18,7.0
107,T89,T89,Johnson Wagner,15,7.0
108,T89,T89,Lee Westwood,3,7.0
109,T110,T110,D.J. Brigman,9,6.9
110,T110,T110,Brendon de Jonge,11,6.9
111,T110,T110,Steve Elkington,16,6.9
112,T110,T110,Harrison Frazar,10,6.9
113,T110,T110,Jeff Gove,20,6.9
114,T110,T110,David Hearn,1,6.9
115,T110,T110,Kent Jones,17,6.9
116,T110,T110,Peter Lonard,14,6.9
117,T110,T110,Bob May,8,6.9
118,T110,T110,George McNeill,16,6.9
119,T110,T110,Larry Mize,2,6.9
120,T110,T110,Sean O'Hair,19,6.9
121,T110,T110,Mark O'Meara,1,6.9
122,T110,T110,Arron Oberholser,13,6.9
123,T110,T110,Justin Rose,10,6.9
124,T110,T110,Charl Schwartzel,3,6.9
125,T110,T110,"Wes Short, Jr.",3,6.9
126,T110,T110,Vance Veazey,3,6.9
127,T110,T110,Charles Warren,21,6.9
128,T110,T110,Brett Wetterich,14,6.9
129,T110,T110,Charlie Wi,18,6.9
130,T110,T110,Dean Wilson,16,6.9
131,T110,T110,Mark Wilson,17,6.9
132,T133,T133,Stewart Cink,17,6.8
133,T133,T133,Carlos Franco,5,6.8
134,T133,T133,Sergio Garcia,14,6.8
135,T133,T133,Lucas Glover,18,6.8
136,T133,T133,Padraig Harrington,11,6.8
137,T133,T133,Dudley Hart,6,6.8
138,T133,T133,Bob Heintz,14,6.8
139,T133,T133,Cliff Kresge,23,6.8
140,T133,T133,Steve Lowery,14,6.8
141,T133,T133,Will MacKenzie,19,6.8
142,T133,T133,Steve Marino,20,6.8
143,T133,T133,John Merrick,15,6.8
144,T133,T133,Phil Mickelson,13,6.8
145,T133,T133,Hennie Otto,1,6.8
146,T133,T133,Rod Pampling,18,6.8
147,T133,T133,Corey Pavin,14,6.8
148,T133,T133,Carl Pettersson,21,6.8
149,T133,T133,Vijay Singh,21,6.8
150,T133,T133,Bo Van Pelt,22,6.8
151,T152,T152,Andy Bare,1,6.7
152,T152,T152,Jonathan Byrd,12,6.7
153,T152,T152,Chris DiMarco,13,6.7
154,T152,T152,Robert Garrigus,18,6.7
155,T152,T152,Mathew Goggin,18,6.7
156,T152,T152,Matt Hendrix,7,6.7
157,T152,T152,Mark Hensby,16,6.7
158,T152,T152,Lee Janzen,7,6.7
159,T152,T152,Robert Karlsson,7,6.7
160,T152,T152,Skip Kendall,1,6.7
161,T152,T152,Anthony Kim,18,6.7
162,T152,T152,Doug LaBelle II,17,6.7
163,T152,T152,Neal Lancaster,6,6.7
164,T152,T152,Daisuke Maruyama,14,6.7
165,T152,T152,Nick O'Hern,11,6.7
166,T152,T152,Ryan Palmer,14,6.7
167,T152,T152,Pat Perez,13,6.7
168,T152,T152,Tom Pernice Jr.,18,6.7
169,T152,T152,Dicky Pride,9,6.7
170,T152,T152,Henrik Stenson,8,6.7
171,T152,T152,Mike Weir,15,6.7
172,T173,T173,Michael Bradley,3,6.6
173,T173,T173,David Branshaw,10,6.6
174,T173,T173,Glen Day,15,6.6
175,T173,T173,Niclas Fasth,2,6.6
176,T173,T173,Jason Gore,16,6.6
177,T173,T173,J.P. Hayes,15,6.6
178,T173,T173,Tim Herron,19,6.6
179,T173,T173,Brandt Jobe,1,6.6
180,T173,T173,Richard Johnson,15,6.6
181,T173,T173,Troy Matteson,16,6.6
182,T173,T173,Paul McGinley,3,6.6
183,T173,T173,Joe Ogilvie,18,6.6
184,T173,T173,Jesper Parnevik,15,6.6
185,T173,T173,John Rollins,20,6.6
186,T173,T173,Rory Sabbatini,15,6.6
187,T173,T173,Paul Stankowski,6,6.6
188,T173,T173,Oliver Thomson,1,6.6
189,T173,T173,Duffy Waldorf,11,6.6
190,T173,T173,Nick Watney,16,6.6
191,T173,T173,Bubba Watson,12,6.6
192,T193,T193,Eric Axley,16,6.5
193,T193,T193,Aaron Baddeley,16,6.5
194,T193,T193,K.J. Choi,15,6.5
195,T193,T193,Daniel Chopra,20,6.5
196,T193,T193,Ben Curtis,13,6.5
197,T193,T193,Joe Daley,1,6.5
198,T193,T193,Todd Fischer,2,6.5
199,T193,T193,Retief Goosen,8,6.5
200,T193,T193,Todd Hamilton,8,6.5
201,T193,T193,Charley Hoffman,17,6.5
202,T193,T193,J.B. Holmes,12,6.5
203,T193,T193,Kyle Reifers,9,6.5
204,T193,T193,Jim Rutledge,4,6.5
205,T193,T193,Michael Sim,9,6.5
206,T193,T193,B.J. Staten,2,6.5
207,T193,T193,Lee Williams,1,6.5
208,T209,T209,Steve Allan,12,6.4
209,T209,T209,Stuart Appleby,11,6.4
210,T209,T209,Arjun Atwal,6,6.4
211,T209,T209,Michael Boyd,8,6.4
212,T209,T209,Jeff Brehaut,7,6.4
213,T209,T209,Andrew Buckle,12,6.4
214,T209,T209,Ben Crane,5,6.4
215,T209,T209,Jason Dufner,16,6.4
216,T209,T209,Mathias Grönberg,16,6.4
217,T209,T209,Bill Haas,15,6.4
218,T209,T209,Tripp Isenhour,13,6.4
219,T209,T209,Frank Lickliter II,17,6.4
220,T209,T209,Shigeki Maruyama,13,6.4
221,T209,T209,Jeff Overton,11,6.4
222,T209,T209,Brett Quigley,13,6.4
223,T209,T209,Kevin Sutherland,15,6.4
224,T225,T225,Ángel Cabrera,5,6.3
225,T225,T225,Michael Campbell,2,6.3
226,T225,T225,Chris Couch,10,6.3
227,T225,T225,John Daly,7,6.3
228,T225,T225,Johan Edfors,3,6.3
229,T225,T225,Brad Faxon,5,6.3
230,T225,T225,Nathan Green,20,6.3
231,T225,T225,Charles Howell III,14,6.3
232,T225,T225,Shingo Katayama,2,6.3
233,T225,T225,Jarrod Lyle,13,6.3
234,T225,T225,Tim Petrovic,20,6.3
235,T225,T225,Michael Putnam,17,6.3
236,T225,T225,Chris Riley,11,6.3
237,T225,T225,Paul Sheehan,1,6.3
238,T225,T225,Graeme Storm,1,6.3
239,T225,T225,Bob Tway,17,6.3
240,T241,T241,Paul Azinger,7,6.2
241,T241,T241,Marco Dawson,13,6.2
242,T241,T241,Paul Gow,8,6.2
243,T241,T241,Tom Johnson,11,6.2
244,T241,T241,Bronson La'Cassie,1,6.2
245,T241,T241,Tag Ridings,8,6.2
246,T241,T241,Jason Schultz,8,6.2
247,T248,T248,Brian Bateman,7,6.1
248,T248,T248,Notah Begay III,2,6.1
249,T248,T248,Thomas Bjørn,1,6.1
250,T248,T248,Russ Cochran,1,6.1
251,T248,T248,Bubba Dickerson,5,6.1
252,T248,T248,"Jim Gallagher, Jr.",4,6.1
253,T248,T248,Andres Gonzales,1,6.1
254,T248,T248,Richard Green,2,6.1
255,T248,T248,Ryuji Imada,19,6.1
256,T248,T248,Franklin Langham,1,6.1
257,T248,T248,Bryce Molder,7,6.1
258,T248,T248,Kevin Na,16,6.1
259,T248,T248,Chris Tidland,7,6.1
260,T248,T248,Anthony Wall,1,6.1
261,T248,T248,Steve Wheatcroft,9,6.1
262,T263,T263,Guy Boros,1,6.0
263,T263,T263,Jay Delsing,6,6.0
264,T263,T263,Steve Jones,2,6.0
265,T263,T263,J.L. Lewis,1,6.0
266,T263,T263,Craig Lile,14,6.0
267,T263,T263,Parker McLachlin,12,6.0
268,T263,T263,Brady Schnell,1,6.0
269,T263,T263,Grant Waite,5,6.0
270,T271,T271,Ricky Barnes,1,5.9
271,T271,T271,Bob Burns,2,5.9
272,T271,T271,Darren Clarke,2,5.9
273,T271,T271,Mike Grob,1,5.9
274,T271,T271,Scott Gutschewski,10,5.9
275,T271,T271,Anton Haig,2,5.9
276,T271,T271,Bill Lunde,1,5.9
277,T271,T271,Jim McGovern,3,5.9
278,T271,T271,Azuma Yano,1,5.9
279,T280,T280,Rich Barcelo,13,5.8
280,T280,T280,Kelly Mitchum,1,5.8
281,T282,T282,David Duval,4,5.7
282,T282,T282,Brent Geiberger,5,5.7
283,T282,T282,WC Liang,1,5.7
284,T282,T282,Martin Rominger,1,5.7
285,T282,T282,Jaco Van Zyl,4,5.7
286,T287,T287,Robert Damron,1,5.6
287,T287,T287,Hideto Tanihara,1,5.6
288,T289,T289,Danny Ellis,1,5.5
289,T289,T289,Matt Every,1,5.5
290,T289,T289,David Howell,4,5.5
291,T289,T289,Alan Morin,1,5.5
292,T289,T289,José María Olazábal,8,5.5
293,T289,T289,Jeev Milkha Singh,3,5.5
294,T289,T289,Richard Sterne,1,5.5
295,T296,T296,José Manuel Lara,1,5.4
296,T296,T296,Spike McRoy,2,5.4
297,T296,T296,Andrew Ruthkoski,2,5.4
298,T296,T296,Kyle Thompson,1,5.4
299,T296,T296,Y.E. Yang,3,5.4
300,T296,T296,Kaname Yokoo,1,5.4
301,T302,T302,Grégory Havret,1,5.3
302,T302,T302,Willie Wood,1,5.3
303,T304,T304,Tom Gillis,1,5.2
304,T304,T304,Louis Oosthuizen,1,5.2
305,306,306,Todd Demsey,1,5.1
306,T307,T307,Paul Broadhurst,1,5.0
307,T307,T307,Loren Roberts,1,5.0
308,309,309,Paul Trittler,1,4.8
309,310,310,Prom Meesawat,1,4.5
310,311,311,Tony Finau,1,4.4
311,312,312,Raphael Jacquelin,1,4.3
