,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,T1,1,Tony Finau,1,10.0
1,T1,2,Brett Wetterich,2,10.0
2,3,3,J.B. Holmes,4,9.8
3,T4,T4,Charley Hoffman,3,9.4
4,T4,T4,Bubba Watson,1,9.4
5,T6,T6,John Daly,1,9.3
6,T6,T6,Bubba Dickerson,1,9.3
7,T6,T6,Tag Ridings,2,9.3
8,T9,T9,Chris Baryla,1,9.2
9,T9,T9,Andres Romero,1,9.2
10,T11,T11,Robert Garrigus,3,9.1
11,T11,T11,Jason Gore,4,9.1
12,T11,T11,Tiger Woods,3,9.1
13,T14,T14,Bill Haas,4,9.0
14,T14,T14,Adam Scott,4,9.0
15,T14,T14,Nick Watney,5,9.0
16,T17,T17,Johan Edfors,1,8.9
17,T17,T17,Ernie Els,4,8.9
18,T17,T17,Anton Haig,2,8.9
19,T17,T17,Sean O'Hair,5,8.9
20,T17,T17,Louis Oosthuizen,1,8.9
21,T17,T17,Jeff Overton,4,8.9
22,T23,T23,Andy Bare,1,8.8
23,T23,T23,Daniel Chopra,5,8.8
24,T23,T23,Mathias Grönberg,4,8.8
25,T23,T23,Anthony Kim,3,8.8
26,T23,T23,Bronson La'Cassie,1,8.8
27,T28,T28,Matt Hendrix,2,8.7
28,T28,T28,Neal Lancaster,2,8.7
29,T30,T31,Ángel Cabrera,3,8.6
30,T30,T31,Yusaku Miyazato,1,8.6
31,T30,T31,Charles Warren,4,8.6
32,T30,T28,Lee Westwood,1,8.6
33,T34,T34,Davis Love III,2,8.5
34,T34,T34,Troy Matteson,3,8.5
35,T34,T34,Chris Smith,2,8.5
36,T37,T37,Craig Barlow,3,8.4
37,T37,T37,Matt Every,1,8.4
38,T37,T37,Retief Goosen,2,8.4
39,T37,T37,Geoff Ogilvy,4,8.4
40,T41,T41,Jamie Lovemark,3,8.3
41,T41,T41,Kyle Reifers,2,8.3
42,T43,T43,Steve Allan,2,8.2
43,T43,T43,Robert Allenby,2,8.2
44,T43,T43,George McNeill,3,8.2
45,T43,T43,Brady Schnell,1,8.2
46,T47,T47,Paul Casey,1,8.1
47,T47,T47,Nick Flanagan,2,8.1
48,T47,T47,Vijay Singh,3,8.1
49,T50,T50,Stewart Cink,3,8.0
50,T50,T50,Brendon de Jonge,4,8.0
51,T52,T52,Lucas Glover,4,7.9
52,T52,T52,Mathew Goggin,4,7.9
53,T52,T52,Ted Purdy,3,7.9
54,T55,T55,Stuart Appleby,2,7.8
55,T55,T55,Harrison Frazar,1,7.8
56,T55,T55,Ryan Palmer,3,7.8
57,T58,T58,Jonathan Byrd,4,7.7
58,T58,T58,Andres Gonzales,1,7.7
59,T58,T58,Mark Hensby,3,7.7
60,T58,T58,John Senden,4,7.7
61,T58,T58,Jeev Milkha Singh,1,7.7
