,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
108,T101,T101,Mark Hensby,16,6.4
109,T101,T101,John Huston,6,6.4
110,T101,T101,Ryuji Imada,18,6.4
111,T101,T101,Trevor Immelman,11,6.4
112,T101,T101,Steve Jones,2,6.4
113,T101,T101,George McNeill,16,6.4
114,T101,T101,José María Olazábal,6,6.4
115,T101,T101,Brady Schnell,1,6.4
116,T101,T101,Adam Scott,11,6.4
117,T101,T101,John Senden,15,6.4
118,T101,T101,Kevin Stadler,13,6.4
119,T101,T101,Jaco Van Zyl,4,6.4
120,T101,T101,Anthony Wall,1,6.4
121,T122,T122,Michael Allen,13,6.3
122,T122,T122,Aaron Baddeley,16,6.3
123,T122,T122,Rich Barcelo,13,6.3
124,T122,T122,John Bickerton,1,6.3
125,T122,T122,Alejandro Cañizares,1,6.3
126,T122,T122,Joe Daley,1,6.3
127,T122,T122,John Daly,6,6.3
128,T122,T122,Bob Estes,15,6.3
129,T122,T122,Todd Hamilton,8,6.3
130,T122,T122,Tripp Isenhour,13,6.3
131,T122,T122,Anthony Kim,16,6.3
132,T122,T122,Greg Kraft,4,6.3
133,T122,T122,Bernhard Langer,9,6.3
134,T122,T122,John Mallinger,16,6.3
135,T122,T122,Bryce Molder,7,6.3
136,T122,T122,Sean O'Hair,19,6.3
137,T122,T122,Jeff Overton,10,6.3
138,T122,T122,Jesper Parnevik,14,6.3
139,T122,T122,Jeff Sluman,6,6.3
140,T122,T122,D.J. Trahan,18,6.3
141,T122,T122,Grant Waite,5,6.3
142,T143,T143,Shane Bertsch,2,6.2
143,T143,T143,Michael Boyd,8,6.2
144,T143,T143,Paul Casey,4,6.2
145,T143,T143,Stewart Cink,17,6.2
146,T143,T143,Gavin Coles,15,6.2
147,T143,T143,Chris Couch,9,6.2
148,T143,T143,Bubba Dickerson,5,6.2
149,T143,T143,Carlos Franco,5,6.2
150,T143,T143,Harrison Frazar,10,6.2
151,T143,T143,Retief Goosen,8,6.2
152,T143,T143,Padraig Harrington,9,6.2
153,T143,T143,J.B. Holmes,11,6.2
154,T143,T143,Lee Janzen,7,6.2
155,T143,T143,Jamie Lovemark,2,6.2
156,T143,T143,B.J. Staten,2,6.2
157,T143,T143,Kevin Sutherland,14,6.2
158,T143,T143,Kirk Triplett,12,6.2
159,T160,T160,Stephen Ames,13,6.1
160,T160,T160,Eric Axley,16,6.1
161,T160,T160,Chris Baryla,1,6.1
162,T160,T160,Bart Bryant,17,6.1
163,T160,T160,Niclas Fasth,2,6.1
164,T160,T160,Mathias Grönberg,15,6.1
165,T160,T160,Charley Hoffman,16,6.1
166,T160,T160,Zach Johnson,14,6.1
167,T160,T160,Richard Johnson,14,6.1
168,T160,T160,Bronson La'Cassie,1,6.1
169,T160,T160,Stephen Leaney,15,6.1
170,T160,T160,Craig Lile,13,6.1
171,T160,T160,Peter Lonard,13,6.1
172,T160,T160,Steve Marino,19,6.1
173,T160,T160,Parker McLachlin,10,6.1
174,T160,T160,Rocco Mediate,11,6.1
175,T160,T160,Ryan Moore,14,6.1
176,T160,T160,Nick O'Hern,9,6.1
177,T160,T160,Joe Ogilvie,17,6.1
178,T160,T160,Geoff Ogilvy,15,6.1
179,T160,T160,Jeff Quinney,17,6.1
180,T160,T160,Kyle Reifers,8,6.1
181,T160,T160,John Rollins,19,6.1
182,T160,T160,Jim Rutledge,4,6.1
183,T160,T160,Jeev Milkha Singh,3,6.1
184,T160,T160,Henrik Stenson,8,6.1
185,T160,T160,Kyle Thompson,1,6.1
186,T160,T160,Chris Tidland,6,6.1
187,T160,T160,Paul Trittler,1,6.1
188,T160,T160,Nick Watney,14,6.1
189,T190,T190,Notah Begay III,2,6.0
190,T190,T190,Jeff Brehaut,7,6.0
191,T190,T190,Jeff Gove,20,6.0
192,T190,T190,J.J. Henry,12,6.0
193,T190,T190,David Howell,4,6.0
194,T190,T190,Neal Lancaster,6,6.0
195,T190,T190,Will MacKenzie,17,6.0
196,T190,T190,Ted Purdy,15,6.0
197,T190,T190,Michael Putnam,16,6.0
198,T190,T190,Michael Sim,8,6.0
199,T190,T190,Joey Sindelar,12,6.0
200,T190,T190,Vaughn Taylor,16,6.0
201,T190,T190,Dean Wilson,15,6.0
202,T203,T203,Billy Andrade,16,5.9
203,T203,T203,Ryan Armour,17,5.9
204,T203,T203,Olin Browne,6,5.9
205,T203,T203,Andrew Buckle,10,5.9
206,T203,T203,Ben Curtis,10,5.9
207,T203,T203,Lucas Glover,17,5.9
208,T203,T203,Scott Gutschewski,10,5.9
209,T203,T203,Kent Jones,17,5.9
210,T203,T203,Robert Karlsson,7,5.9
211,T203,T203,Tom Lehman,10,5.9
212,T203,T203,Daisuke Maruyama,14,5.9
213,T203,T203,Troy Matteson,13,5.9
214,T203,T203,Tag Ridings,8,5.9
215,T216,T216,Tommy Armour III,14,5.8
216,T216,T216,Jason Bohn,9,5.8
217,T216,T216,Chad Campbell,14,5.8
218,T216,T216,Tom Gillis,1,5.8
219,T216,T216,Jason Gore,15,5.8
220,T216,T216,J.L. Lewis,1,5.8
221,T216,T216,Hunter Mahan,14,5.8
222,T216,T216,John Merrick,13,5.8
223,T216,T216,Brett Quigley,13,5.8
224,T216,T216,Phil Tataurangi,2,5.8
225,T216,T216,Bob Tway,17,5.8
226,T216,T216,Camilo Villegas,12,5.8
227,T216,T216,Brett Wetterich,14,5.8
228,T216,T216,Jay Williamson,9,5.8
229,T230,T230,Brian Bateman,7,5.7
230,T230,T230,Rich Beem,15,5.7
231,T230,T230,D.J. Brigman,8,5.7
232,T230,T230,Darren Clarke,2,5.7
233,T230,T230,Glen Day,14,5.7
234,T230,T230,Brendon de Jonge,11,5.7
235,T230,T230,Matt Every,1,5.7
236,T230,T230,Mathew Goggin,17,5.7
237,T230,T230,Charles Howell III,14,5.7
238,T230,T230,Tom Johnson,10,5.7
239,T230,T230,Jeff Maggert,14,5.7
240,T230,T230,Louis Oosthuizen,1,5.7
241,T230,T230,Paul Stankowski,6,5.7
242,T230,T230,Graeme Storm,1,5.7
243,T230,T230,Boo Weekley,16,5.7
244,T245,T245,Steve Allan,11,5.6
245,T245,T245,Guy Boros,1,5.6
246,T245,T245,David Branshaw,10,5.6
247,T245,T245,Joe Durant,15,5.6
248,T245,T245,Brad Faxon,4,5.6
249,T245,T245,Dan Forsman,4,5.6
250,T245,T245,Anders Hansen,6,5.6
251,T245,T245,Matt Hendrix,7,5.6
252,T245,T245,Davis Love III,9,5.6
253,T245,T245,Shaun Micheel,14,5.6
254,T245,T245,Larry Mize,2,5.6
255,T245,T245,Greg Owen,11,5.6
256,T245,T245,Kenny Perry,16,5.6
257,T245,T245,Chris Stroud,8,5.6
258,T245,T245,Johnson Wagner,14,5.6
259,T245,T245,Steve Wheatcroft,9,5.6
260,T261,T261,Robert Allenby,14,5.5
261,T261,T261,Ryan Blaum,1,5.5
262,T261,T261,Robert Damron,1,5.5
263,T261,T261,Brent Geiberger,5,5.5
264,T261,T261,WC Liang,1,5.5
265,T261,T261,Steve Lowery,13,5.5
266,T261,T261,Kelly Mitchum,1,5.5
267,T261,T261,Jason Schultz,8,5.5
268,T261,T261,Richard Sterne,1,5.5
269,T261,T261,Willie Wood,1,5.5
270,T271,T271,Bob Burns,1,5.4
271,T271,T271,Grégory Havret,1,5.4
272,T271,T271,Frank Lickliter II,17,5.4
273,T274,T274,Paul Broadhurst,1,5.3
274,T274,T274,Russ Cochran,1,5.3
275,T274,T274,Mike Grob,1,5.3
276,T274,T274,Skip Kendall,1,5.3
277,T274,T274,Blaine McCallister,1,5.3
278,T274,T274,Colin Montgomerie,3,5.3
279,T274,T274,Charl Schwartzel,3,5.3
280,T274,T274,"Wes Short, Jr.",2,5.3
281,T274,T274,Y.E. Yang,3,5.3
282,T274,T274,Azuma Yano,1,5.3
283,284,284,Lee Westwood,3,5.2
284,T285,T285,Ángel Cabrera,4,5.1
285,T285,T285,Spike McRoy,2,5.1
286,T285,T285,Vance Veazey,3,5.1
287,T288,T288,Garrett Willis,5,5.0
288,T288,T288,Kaname Yokoo,1,5.0
289,T290,T290,Johan Edfors,3,4.9
290,T290,T290,Anton Haig,2,4.9
291,T292,T292,Tony Finau,1,4.8
292,T292,T292,Oliver Thomson,1,4.8
293,294,294,Shingo Katayama,2,4.7
294,295,295,Martin Rominger,1,4.5
295,T296,T296,Michael Campbell,2,4.4
296,T296,T296,Raphael Jacquelin,1,4.4
297,T296,T296,José Manuel Lara,1,4.4
298,T299,T299,Danny Ellis,1,4.3
299,T299,T299,"Jim Gallagher, Jr.",4,4.3
300,T299,T299,Brandt Jobe,1,4.3
301,T299,T299,Chris Smith,3,4.3
302,303,303,Hideto Tanihara,1,4.2
303,304,304,"David Berganio, Jr.",1,4.1
304,305,305,Andrew Ruthkoski,2,4.0
305,306,306,Colt Knost,2,3.9
306,307,307,Andres Gonzales,1,3.4
307,308,308,Prom Meesawat,1,3.3
