,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,1,1,Tom Watson,1,8.7
1,2,2,Gabriel Hjertstedt,1,8.6
2,3,3,"David Berganio, Jr.",1,8.3
3,4,4,Tadd Fujikawa,1,8.1
4,T5,T5,Jim Furyk,10,8.0
5,T5,T5,Tiger Woods,10,8.0
6,T7,T7,John Cook,4,7.8
7,T7,T7,Joe Durant,10,7.8
8,T7,T7,Robert Gamez,7,7.8
9,T7,T7,Brian Gay,9,7.8
10,T7,T7,Bill Glasson,1,7.8
11,T7,T7,Blaine McCallister,2,7.8
12,T7,T7,Omar Uresti,2,7.8
13,T14,T14,Tommy Armour III,8,7.7
14,T14,T14,Heath Slocum,10,7.7
15,T14,T14,Steve Stricker,10,7.7
16,T14,T14,Phil Tataurangi,3,7.7
17,T18,T18,Ryan Armour,9,7.6
18,T18,T18,Tim Clark,10,7.6
19,T18,T18,Gavin Coles,6,7.6
20,T18,T18,Fred Funk,8,7.6
21,T18,T18,Billy Hurley III,1,7.6
22,T18,T18,Tom Lehman,8,7.6
23,T18,T18,Andres Romero,1,7.6
24,T25,T26,Zach Johnson,6,7.5
25,T25,25,Kenny Perry,10,7.5
26,T27,T26,Stephen Ames,10,7.4
27,T27,T26,Woody Austin,11,7.4
28,T27,T26,Cameron Beckman,12,7.4
29,T27,T26,Jason Bohn,10,7.4
30,T27,T26,Alejandro Cañizares,1,7.4
31,T27,T26,Ken Duke,11,7.4
32,T27,T26,Anders Hansen,5,7.4
33,T27,T26,Brian Henninger,1,7.4
34,T27,T26,Freddie Jacobson,12,7.4
35,T27,T26,Greg Kraft,6,7.4
36,T27,T26,Justin Leonard,10,7.4
37,T27,T26,Hunter Mahan,9,7.4
38,T27,T26,Billy Mayfair,10,7.4
39,T27,T26,Adam Scott,10,7.4
40,T27,T26,Joey Sindelar,8,7.4
41,T27,T26,Kevin Stadler,7,7.4
42,T27,T26,Scott Verplank,10,7.4
43,T27,T26,Charlie Wi,11,7.4
44,T45,T45,John Bickerton,1,7.3
45,T45,T45,Mark Brooks,6,7.3
46,T45,T45,Jonathan Byrd,7,7.3
47,T45,T45,Ernie Els,10,7.3
48,T45,T45,J.J. Henry,7,7.3
49,T45,T45,John Huston,6,7.3
50,T45,T45,Craig Kanada,5,7.3
51,T45,T45,Bernhard Langer,9,7.3
52,T45,T45,George McNeill,8,7.3
53,T45,T45,Shaun Micheel,6,7.3
54,T45,T45,Geoff Ogilvy,10,7.3
55,T45,T45,Darron Stiles,2,7.3
56,T45,T45,Boo Weekley,9,7.3
57,T58,T59,Michael Allen,11,7.2
58,T58,T59,Robert Allenby,8,7.2
59,T58,T59,Billy Andrade,12,7.2
60,T58,T59,Chris Baryla,1,7.2
61,T58,T59,Bart Bryant,10,7.2
62,T58,T59,Tom Byrum,3,7.2
63,T58,T59,Nick Flanagan,2,7.2
64,T58,T59,Bob Heintz,7,7.2
65,T58,T59,Trevor Immelman,6,7.2
66,T58,T59,Kent Jones,13,7.2
67,T58,T59,John Mallinger,12,7.2
68,T58,T59,Yusaku Miyazato,1,7.2
69,T58,T59,Colin Montgomerie,3,7.2
70,T58,T59,Ted Purdy,7,7.2
71,T58,T59,Jeff Sluman,5,7.2
72,T58,T59,Jerry Smith,3,7.2
73,T58,T59,Chris Stroud,7,7.2
74,T58,T59,David Toms,9,7.2
75,T58,T59,D.J. Trahan,10,7.2
76,T58,T59,Jay Williamson,11,7.2
77,T78,T79,Craig Barlow,10,7.1
78,T78,T79,Craig Bowden,8,7.1
79,T78,T79,Olin Browne,6,7.1
80,T78,T79,Chad Campbell,9,7.1
81,T78,T79,Alex Cejka,12,7.1
82,T78,T79,Brian Davis,14,7.1
83,T78,T99,Luke Donald,8,7.1
84,T78,T79,Bob Estes,9,7.1
85,T78,T79,Steve Flesch,11,7.1
86,T78,T79,Lucas Glover,10,7.1
87,T78,T79,Peter Lonard,6,7.1
88,T78,T79,John Merrick,8,7.1
89,T78,T79,Greg Owen,8,7.1
90,T78,T79,Carl Pettersson,11,7.1
91,T78,T79,Loren Roberts,3,7.1
92,T78,T79,Brandt Snedeker,11,7.1
93,T78,T79,Kirk Triplett,7,7.1
94,T78,T79,Camilo Villegas,9,7.1
95,T78,T79,Charles Warren,12,7.1
96,T78,T99,Brett Wetterich,6,7.1
97,T78,T79,Garrett Willis,6,7.1
98,T78,T79,Dean Wilson,9,7.1
99,T100,T99,Briny Baird,14,7.0
100,T100,T99,Ryan Blaum,1,7.0
101,T100,T99,D.J. Brigman,6,7.0
102,T100,T45,Paul Casey,4,7.0
103,T100,T99,José Coceres,7,7.0
104,T100,T99,Steve Elkington,10,7.0
105,T100,T99,Dan Forsman,4,7.0
106,T100,T99,Thongchai Jaidee,2,7.0
107,T100,T99,Colt Knost,3,7.0
108,T100,T99,Jeff Maggert,9,7.0
109,T100,T99,Ryan Palmer,8,7.0
110,T100,T99,Justin Rose,8,7.0
111,T100,T99,Bo Van Pelt,10,7.0
112,T100,T99,Duffy Waldorf,6,7.0
113,T100,T99,Mike Weir,9,7.0
114,T100,T99,Lee Westwood,3,7.0
115,T116,T116,Rich Beem,9,6.9
116,T116,T116,Brendon de Jonge,9,6.9
117,T116,T116,Paul Goydos,8,6.9
118,T116,T116,David Hearn,1,6.9
119,T116,T116,Lee Janzen,3,6.9
120,T116,T116,Matt Kuchar,9,6.9
121,T116,T116,Davis Love III,6,6.9
122,T116,T116,Jamie Lovemark,3,6.9
123,T116,T116,Bob May,8,6.9
124,T116,T116,Rocco Mediate,11,6.9
125,T116,T116,Larry Mize,2,6.9
126,T116,T116,Ryan Moore,9,6.9
127,T116,T116,Ian Poulter,7,6.9
128,T116,T116,John Senden,8,6.9
129,T116,T116,"Wes Short, Jr.",5,6.9
130,T116,T116,Chris Smith,5,6.9
131,T116,T116,Vaughn Taylor,9,6.9
132,T116,T116,Vance Veazey,3,6.9
133,T134,T134,Shane Bertsch,6,6.8
134,T134,T134,David Branshaw,6,6.8
135,T134,T134,Carlos Franco,5,6.8
136,T134,T134,Sergio Garcia,12,6.8
137,T134,T134,Jeff Gove,10,6.8
138,T134,T134,Todd Hamilton,6,6.8
139,T134,T134,Dudley Hart,6,6.8
140,T134,T134,Jerry Kelly,10,6.8
141,T134,T134,Stephen Leaney,9,6.8
142,T134,T134,Steve Lowery,9,6.8
143,T134,T134,Will MacKenzie,11,6.8
144,T134,T134,Shigeki Maruyama,8,6.8
145,T134,T134,Scott Miller,1,6.8
146,T134,T134,Arron Oberholser,9,6.8
147,T134,T134,Hennie Otto,1,6.8
148,T134,T134,Rod Pampling,10,6.8
149,T134,T134,Tom Pernice Jr.,9,6.8
150,T134,T134,Jeff Quinney,8,6.8
151,T134,T134,John Rollins,9,6.8
152,T134,T134,Johnson Wagner,7,6.8
153,T154,T156,Andy Bare,1,6.7
154,T154,T156,Mark Calcavecchia,8,6.7
155,T154,T156,Kris Cox,4,6.7
156,T154,T156,Mathew Goggin,10,6.7
157,T154,T156,Nathan Green,10,6.7
158,T154,T134,Padraig Harrington,8,6.7
159,T154,T156,Matt Hendrix,5,6.7
160,T154,T156,Mark Hensby,9,6.7
161,T154,T156,Charley Hoffman,8,6.7
162,T154,T156,Brandt Jobe,2,6.7
163,T154,T156,Steve Jones,4,6.7
164,T154,T156,Robert Karlsson,7,6.7
165,T154,T156,Shingo Katayama,3,6.7
166,T154,T156,Skip Kendall,1,6.7
167,T154,T156,Neal Lancaster,6,6.7
168,T154,T156,Ian Leggatt,2,6.7
169,T154,T156,Thomas Levet,1,6.7
170,T154,T156,Steve Marino,9,6.7
171,T154,T156,Sean O'Hair,12,6.7
172,T154,T156,Dicky Pride,6,6.7
173,T154,T134,Rory Sabbatini,10,6.7
174,T154,T156,Vijay Singh,10,6.7
175,T154,T156,Henrik Stenson,8,6.7
176,T154,T156,Mark Wilson,9,6.7
177,T178,T178,Stuart Appleby,6,6.6
178,T178,T178,Michael Boyd,6,6.6
179,T178,T178,Michael Bradley,4,6.6
180,T178,T178,Chris Couch,4,6.6
181,T178,T178,Niclas Fasth,2,6.6
182,T178,T178,Robert Garrigus,10,6.6
183,T178,T178,Jason Gore,11,6.6
184,T178,T178,Tim Herron,13,6.6
185,T178,T178,J.B. Holmes,8,6.6
186,T178,T178,Richard Johnson,5,6.6
187,T178,T178,Cliff Kresge,11,6.6
188,T178,T178,Troy Matteson,9,6.6
189,T178,T178,Parker McLachlin,5,6.6
190,T178,T178,Nick O'Hern,8,6.6
191,T178,T178,Joe Ogilvie,10,6.6
192,T178,T178,Jesper Parnevik,10,6.6
193,T178,T178,Michael Putnam,6,6.6
194,T178,T178,Brett Quigley,7,6.6
195,T178,T178,Michael Sim,8,6.6
196,T178,T178,Paul Stankowski,5,6.6
197,T178,T178,Oliver Thomson,1,6.6
198,T199,T199,Steve Allan,10,6.5
199,T199,T199,Aaron Baddeley,10,6.5
200,T199,T199,K.J. Choi,9,6.5
201,T199,T199,Ben Curtis,6,6.5
202,T199,T199,Joe Daley,1,6.5
203,T199,T199,Retief Goosen,8,6.5
204,T199,T199,Bill Haas,9,6.5
205,T199,T199,J.L. Lewis,4,6.5
206,T199,T199,Frank Lickliter II,10,6.5
207,T199,T199,Jarrod Lyle,9,6.5
208,T199,T199,Daisuke Maruyama,9,6.5
209,T199,T199,Phil Mickelson,8,6.5
210,T199,T199,Jeff Overton,9,6.5
211,T199,T199,Corey Pavin,10,6.5
212,T199,T199,Pat Perez,7,6.5
213,T199,T199,Kyle Reifers,5,6.5
214,T199,T199,Charl Schwartzel,4,6.5
215,T199,T199,B.J. Staten,4,6.5
216,T199,T199,Kevin Sutherland,8,6.5
217,T199,T199,Bubba Watson,5,6.5
218,T199,T199,Lee Williams,1,6.5
219,T220,T220,Jeff Brehaut,7,6.4
220,T220,T220,Daniel Chopra,8,6.4
221,T220,T220,Stewart Cink,9,6.4
222,T220,T220,Robert Damron,2,6.4
223,T220,T220,Glen Day,7,6.4
224,T220,T220,Jason Dufner,10,6.4
225,T220,T220,Todd Fischer,4,6.4
226,T220,T220,Mathias Grönberg,9,6.4
227,T220,T220,Tripp Isenhour,7,6.4
228,T220,T220,Mark O'Meara,3,6.4
229,T220,T220,Tim Petrovic,10,6.4
230,T220,T220,Jason Schultz,5,6.4
231,T220,T220,Bob Tway,8,6.4
232,T233,T233,Arjun Atwal,7,6.3
233,T233,T233,Eric Axley,6,6.3
234,T233,T233,Rich Barcelo,7,6.3
235,T233,T233,Ángel Cabrera,5,6.3
236,T233,T233,Michael Campbell,2,6.3
237,T233,T233,Ben Crane,8,6.3
238,T233,T233,Chris DiMarco,6,6.3
239,T233,T233,Johan Edfors,3,6.3
240,T233,T233,Brad Faxon,5,6.3
241,T233,T233,Harrison Frazar,3,6.3
242,T233,T233,J.P. Hayes,8,6.3
243,T233,T233,Anthony Kim,9,6.3
244,T233,T233,Doug LaBelle II,7,6.3
245,T233,T233,Chris Riley,10,6.3
246,T233,T233,Jim Rutledge,3,6.3
247,T233,T233,Paul Sheehan,1,6.3
248,T233,T233,Graeme Storm,1,6.3
249,T250,T250,Paul Azinger,9,6.2
250,T250,T250,John Daly,4,6.2
251,T250,T250,Marco Dawson,8,6.2
252,T250,T250,Bronson La'Cassie,1,6.2
253,T250,T250,Tag Ridings,8,6.2
254,T255,T255,Brian Bateman,7,6.1
255,T255,T255,Notah Begay III,2,6.1
256,T255,T255,Russ Cochran,1,6.1
257,T255,T255,Bubba Dickerson,5,6.1
258,T255,T255,"Jim Gallagher, Jr.",4,6.1
259,T255,T255,Andres Gonzales,1,6.1
260,T255,T255,Paul Gow,6,6.1
261,T255,T255,Richard Green,2,6.1
262,T255,T255,Charles Howell III,5,6.1
263,T255,T255,Tom Johnson,5,6.1
264,T255,T255,Franklin Langham,1,6.1
265,T255,T255,Bryce Molder,7,6.1
266,T255,T255,Anthony Wall,1,6.1
267,T255,T255,Nick Watney,8,6.1
268,T255,T255,Steve Wheatcroft,7,6.1
269,T270,T270,Guy Boros,1,6.0
270,T270,T270,Andrew Buckle,7,6.0
271,T270,T270,Jay Delsing,6,6.0
272,T270,T270,Danny Ellis,2,6.0
273,T270,T270,Brady Schnell,1,6.0
274,T270,T270,Chris Tidland,6,6.0
275,T270,T270,Grant Waite,5,6.0
276,T277,T277,Ricky Barnes,1,5.9
277,T277,T277,Bob Burns,2,5.9
278,T277,T277,Darren Clarke,2,5.9
279,T277,T277,Mike Grob,1,5.9
280,T277,T277,Scott Gutschewski,8,5.9
281,T277,T277,Anton Haig,2,5.9
282,T277,T277,Ryuji Imada,8,5.9
283,T277,T277,Craig Lile,11,5.9
284,T277,T277,Bill Lunde,1,5.9
285,T277,T277,Len Mattiace,1,5.9
286,T277,T277,Jim McGovern,3,5.9
287,T277,T277,Spike McRoy,3,5.9
288,T277,T277,Kevin Na,9,5.9
289,T277,T277,Azuma Yano,1,5.9
290,T291,T291,David Duval,6,5.8
291,T291,T291,Paul McGinley,5,5.8
292,T291,T291,Kelly Mitchum,1,5.8
293,T294,T294,Brent Geiberger,5,5.7
294,T294,T294,WC Liang,1,5.7
295,T294,T294,Martin Rominger,1,5.7
296,297,297,Hideto Tanihara,1,5.6
297,T298,T298,Thomas Bjørn,2,5.5
298,T298,T298,Matt Every,1,5.5
299,T298,T298,David Howell,4,5.5
300,T298,T298,Alan Morin,1,5.5
301,T298,T298,José María Olazábal,8,5.5
302,T298,T298,Jeev Milkha Singh,3,5.5
303,T298,T298,Richard Sterne,1,5.5
304,T298,T298,Willie Wood,2,5.5
305,T298,T298,Kaname Yokoo,2,5.5
306,T307,T307,Peter Jacobsen,1,5.4
307,T307,T307,José Manuel Lara,1,5.4
